DistrictCode,DistrictName,DivisionCode,DivisionName,InputDivision,MeanFuzzRation,UpazillaName,Geo,UpazillaCode,FuzzRatio,FuzzRatioDivision,Meta
67,Narayanganj,30,Dhaka,Dhaka,97.5,Sonargaon,Sonargaon,4,95,100,MATCH
10,Bogra,50,Rajshahi,Rajshahi,97,Sonatola,Sonatola,95,94,100,MATCH
10,Bogra,50,Rajshahi,Rajshahi,47,Sonatola,Sonatola,95,94,0,MATCH
90,Sunamganj,60,Sylhet,Sylhet,68,Sulla,South,86,36,100,MISS2 (geo from Geo var missing)
29,Faridpur,30,Dhaka,Sylhet,25,Saltha,South,90,50,0,MISS2 (geo from Geo var missing)
58,Maulvibazar,60,Sylhet,Sylhet,93,Sreemangal,Sreemongal,83,86,100,MATCH
58,Maulvibazar,60,Sylhet,Sylhet,43,Sreemangal,Sreemongal,83,86,0,MATCH
33,Gazipur,30,Dhaka,Dhaka,96.5,Sreepur,Sreepur,86,93,100,MATCH
55,Magura,40,Khulna,Dhaka,46.5,Sreepur,Sreepur,95,93,0,MISSMATCH
89,Sherpur,30,Dhaka,Mymensingh,40,Sreebardi,Sribordi,90,67,13,MATCH
59,Munshiganj,30,Dhaka,Dhaka,89,Sreenagar,Srinagar,84,78,100,MATCH
59,Munshiganj,30,Dhaka,Dhaka,39,Sreenagar,Srinagar,84,78,0,MATCH
55,Magura,40,Khulna,Khulna,85.5,Sreepur,Sripur,95,71,100,MATCH
94,Thakurgaon,55,Rangpur,Khulna,35.5,Haripur,Sripur,51,71,0,MISSMATCH
75,Noakhali,20,Chittagong,Chittagong,87,Subarnachar,Subarna,85,74,100,MATCH
75,Noakhali,20,Chittagong,Chittagong,37,Subarnachar,Subarna,85,74,0,MATCH
19,Comilla,20,Chittagong,Chittagong,80,Chauddagram,Sudharam,31,60,100,MISS2 (geo from Geo var missing)
32,Gaibandha,55,Rangpur,Chittagong,31.5,Sundarganj,Sudharam,91,63,0,MISS2 (geo from Geo var missing)
76,Pabna,50,Rajshahi,Rajshahi,97.5,Sujanagar,Sujanagar,83,95,100,MATCH
76,Pabna,50,Rajshahi,Rajshahi,47.5,Sujanagar,Sujanagar,83,95,0,MATCH
90,Sunamganj,60,Sylhet,Sylhet,95.5,Sulla,Sulla,86,91,100,MATCH
90,Sunamganj,60,Sylhet,Sylhet,45.5,Sulla,Sulla,86,91,0,MATCH
90,Sunamganj,60,Sylhet,Sylhet,86,Sunamganj Sadar,Sunamganj,89,72,100,MATCH
32,Gaibandha,55,Rangpur,Sylhet,40,Sundarganj,Sunamganj,91,80,0,MISSMATCH
32,Gaibandha,55,Rangpur,Rangpur,97.5,Sundarganj,Sundarganj,91,95,100,MATCH
32,Gaibandha,55,Rangpur,Rangpur,47.5,Sundarganj,Sundarganj,91,95,0,MATCH
73,Nilphamari,55,Rangpur,Rangpur,90,Saidpur,Syadpur,85,80,100,MATCH
91,Sylhet,60,Sylhet,Sylhet,81.5,Sylhet Sadar,Sylhet,62,63,100,MATCH
91,Sylhet,60,Sylhet,Sylhet,31.5,Sylhet Sadar,Sylhet,62,63,0,MATCH
90,Sunamganj,60,Sylhet,Sylhet,97,Tahirpur,Tahirpur,92,94,100,MATCH
90,Sunamganj,60,Sylhet,Sylhet,47,Tahirpur,Tahirpur,92,94,0,MATCH
9,Bhola,10,Barisal,Barisal,93,Tazumuddin,Tajumuddin,91,86,100,MATCH
9,Bhola,10,Barisal,Barisal,43,Tazumuddin,Tajumuddin,91,86,0,MATCH
87,Satkhira,40,Khulna,Khulna,94.5,Tala,Tala,90,89,100,MATCH
87,Satkhira,40,Khulna,Khulna,44.5,Tala,Tala,90,89,0,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,85.5,Tarail,Tangail,92,71,100,MISS2 (geo from Geo var missing)
48,Kishoreganj,30,Dhaka,Dhaka,35.5,Tarail,Tangail,92,71,0,MISS2 (geo from Geo var missing)
81,Rajshahi,50,Rajshahi,Rajshahi,96,Tanore,Tanore,94,92,100,MATCH
81,Rajshahi,50,Rajshahi,Rajshahi,46,Tanore,Tanore,94,92,0,MATCH
85,Rangpur,55,Rangpur,Rangpur,97,Taraganj,Taraganj,92,94,100,MATCH
85,Rangpur,55,Rangpur,Rangpur,47,Taraganj,Taraganj,92,94,0,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,96,Tarail,Tarail,92,92,100,MATCH
48,Kishoreganj,30,Dhaka,Dhaka,46,Tarail,Tarail,92,92,0,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,96,Tarash,Tarash,89,92,100,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,46,Tarash,Tarash,89,92,0,MATCH
26,Dhaka,30,Dhaka,Dhaka,83.5,Tejgaon Thana,Tejgaon,90,67,100,MATCH
26,Dhaka,30,Dhaka,Dhaka,33.5,Tejgaon Thana,Tejgaon,90,67,0,MATCH
22,Cox's Bazar,20,Chittagong,Chittagong,96,Teknaf,Teknaf,90,92,100,MATCH
22,Cox's Bazar,20,Chittagong,Chittagong,46,Teknaf,Teknaf,90,92,0,MATCH
47,Khulna,40,Khulna,Khulna,97.5,Terokhada,Terokhada,94,95,100,MATCH
47,Khulna,40,Khulna,Khulna,47.5,Terokhada,Terokhada,94,95,0,MATCH
77,Panchagarh,55,Rangpur,Rangpur,94,Tentulia,Tetulia,90,88,100,MATCH
77,Panchagarh,55,Rangpur,Rangpur,44,Tentulia,Tetulia,90,88,0,MATCH
94,Thakurgaon,55,Rangpur,Rangpur,87,Thakurgaon Sadar,Thakurgaon,94,74,100,MATCH
94,Thakurgaon,55,Rangpur,Rangpur,37,Thakurgaon Sadar,Thakurgaon,94,74,0,MATCH
3,Bandarban,20,Chittagong,Chittagong,96.5,Thanchi,Thanchi,95,93,100,MATCH
3,Bandarban,20,Chittagong,Chittagong,46.5,Thanchi,Thanchi,95,93,0,MATCH
19,Comilla,20,Chittagong,Chittagong,91.5,Titas,Titash,94,83,100,MATCH
19,Comilla,20,Chittagong,Chittagong,41.5,Titas,Titash,94,83,0,MATCH
59,Munshiganj,30,Dhaka,Dhaka,83.5,Tongibari,Tongi,94,67,100,MISS2 (geo from Geo var missing)
59,Munshiganj,30,Dhaka,Dhaka,33.5,Tongibari,Tongi,94,67,0,MISS2 (geo from Geo var missing)
59,Munshiganj,30,Dhaka,Dhaka,97.5,Tongibari,Tongibari,94,95,100,MATCH
59,Munshiganj,30,Dhaka,Dhaka,47.5,Tongibari,Tongibari,94,95,0,MATCH
61,Mymensingh,30,Dhaka,Mymensingh,49.5,Trishal,Trisal,94,86,13,MATCH
61,Mymensingh,30,Dhaka,Mymensingh,43,Trishal,Trisal,94,86,0,MATCH
35,Gopalganj,30,Dhaka,Dhaka,97.5,Tungipara,Tungipara,91,95,100,MATCH
35,Gopalganj,30,Dhaka,Dhaka,47.5,Tungipara,Tungipara,91,95,0,MATCH
22,Cox's Bazar,20,Chittagong,Chittagong,91.5,Ukhia,Ukhiya,94,83,100,MATCH
22,Cox's Bazar,20,Chittagong,Chittagong,41.5,Ukhia,Ukhiya,94,83,0,MATCH
49,Kurigram,55,Rangpur,Rangpur,96,Ulipur,Ulipur,94,92,100,MATCH
49,Kurigram,55,Rangpur,Rangpur,46,Ulipur,Ulipur,94,92,0,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,90,Ullah Para,Ullahpara,94,80,100,MATCH
88,Sirajganj,50,Rajshahi,Rajshahi,40,Ullah Para,Ullahpara,94,80,0,MATCH
79,Pirojpur,10,Barisal,Barisal,87.5,Nazirpur,Uzirpur,76,75,100,MISS2 (geo from Geo var missing)
