DistrictCode,DistrictName,DivisionCode,DivisionName,FuzzRatio,FuzzRatioDivision,Geo,InputDivision,MeanFuzzRation,UpazillaCode,UpazillaName
76.0,Pabna ,50.0,Rajshahi,94.0,0.0,Faridpur,04(1),47.0,33.0,Faridpur 
29.0,Faridpur ,30.0,Dhaka,94.0,0.0,Boalmari,04(1),47.0,18.0,Boalmari 
29.0,Faridpur ,30.0,Dhaka,92.0,0.0,Bhanga,04(1),46.0,10.0,Bhanga 
49.0,Kurigram ,55.0,Rangpur,62.0,0.0,Char,04(1),31.0,9.0,Chilmari 
29.0,Faridpur ,30.0,Dhaka,95.0,0.0,Nagarkanda,04(1),47.5,62.0,Nagarkanda 
29.0,Faridpur ,30.0,Dhaka,94.0,0.0,Sadarpur,04(1),47.0,84.0,Sadarpur 
18.0,Chuadanga ,40.0,Khulna,80.0,0.0,Alphadanga,04(1),40.0,7.0,Alamdanga 
29.0,Faridpur ,30.0,Dhaka,86.0,0.0,Modhukhali,04(1),43.0,56.0,Madhukhali 
67.0,Narayanganj ,30.0,Dhaka,75.0,0.0,Bandarban,05(1),37.5,6.0,Bandar 
3.0,Bandarban ,20.0,Chittagong,96.0,0.0,Rowangchhari,05(1),48.0,89.0,Rowangchhari 
3.0,Bandarban ,20.0,Chittagong,89.0,0.0,Ruma,05(1),44.5,91.0,Ruma 
3.0,Bandarban ,20.0,Chittagong,93.0,0.0,Thanchi,05(1),46.5,95.0,Thanchi 
3.0,Bandarban ,20.0,Chittagong,89.0,0.0,Lama,05(1),44.5,51.0,Lama 
3.0,Bandarban ,20.0,Chittagong,94.0,0.0,Alikadam,05(1),47.0,4.0,Alikadam 
3.0,Bandarban ,20.0,Chittagong,97.0,0.0,Naikhongchhari,05(1),48.5,73.0,Naikhongchhari 
64.0,Naogaon ,50.0,Rajshahi,67.0,0.0,Naogaon,01(1),33.5,60.0,Naogaon Sadar 
64.0,Naogaon ,50.0,Rajshahi,86.0,0.0,Mohadebpur,01(1),43.0,50.0,Mahadebpur 
64.0,Naogaon ,50.0,Rajshahi,91.0,0.0,Manda,01(1),45.5,47.0,Manda 
64.0,Naogaon ,50.0,Rajshahi,96.0,0.0,Badalgachhi,01(1),48.0,6.0,Badalgachhi 
15.0,Chittagong ,20.0,Chittagong,62.0,0.0,Rani,01(1),31.0,70.0,Rangunia 
64.0,Naogaon ,50.0,Rajshahi,84.0,0.0,Patnitola,01(1),42.0,75.0,Patnitala 
64.0,Naogaon ,50.0,Rajshahi,91.0,0.0,Atrai,01(1),45.5,3.0,Atrai 
64.0,Naogaon ,50.0,Rajshahi,95.0,0.0,Dhamoirhat,01(1),47.5,28.0,Dhamoirhat 
64.0,Naogaon ,50.0,Rajshahi,95.0,0.0,Niamatpur,01(1),47.5,69.0,Niamatpur 
64.0,Naogaon ,50.0,Rajshahi,83.0,0.0,Porsa,01(1),41.5,79.0,Porsha 
64.0,Naogaon ,50.0,Rajshahi,93.0,0.0,Sapahar,01(1),46.5,86.0,Sapahar 
84.0,Rangamati ,20.0,Chittagong,88.0,0.0,Langadu,05(1),44.0,58.0,Langadu  
84.0,Rangamati ,20.0,Chittagong,94.0,0.0,Kawkhali,05(1),47.0,25.0,Kawkhali 
84.0,Rangamati ,20.0,Chittagong,72.0,0.0,Rangamati,05(1),36.0,87.0,Rangamati Sadar 
84.0,Rangamati ,20.0,Chittagong,96.0,0.0,Baghaichhari,05(1),48.0,7.0,Baghaichhari 
84.0,Rangamati ,20.0,Chittagong,92.0,0.0,Barkal,05(1),46.0,21.0,Barkal 
84.0,Rangamati ,20.0,Chittagong,91.0,0.0,Naniarchar,05(1),45.5,75.0,Naniarchar  
84.0,Rangamati ,20.0,Chittagong,78.0,0.0,Jurachhari,05(1),39.0,47.0,Jurai Chhari 
84.0,Rangamati ,20.0,Chittagong,86.0,0.0,Kaptai,05(1),43.0,36.0,Kaptai  
84.0,Rangamati ,20.0,Chittagong,91.0,0.0,Rajasthali,05(1),45.5,78.0,Rajasthali  
84.0,Rangamati ,20.0,Chittagong,83.0,0.0,Belaichhari,05(1),41.5,29.0,Belai Chhari 
72.0,Netrakona ,30.0,Dhaka,92.0,0.0,Atpara,08(1),46.0,4.0,Atpara 
72.0,Netrakona ,30.0,Dhaka,95.0,0.0,Kalmakanda,08(1),47.5,40.0,Kalmakanda 
72.0,Netrakona ,30.0,Dhaka,73.0,0.0,Modan,08(1),36.5,56.0,Madan 
72.0,Netrakona ,30.0,Dhaka,95.0,0.0,Purbadhala,08(1),47.5,83.0,Purbadhala 
72.0,Netrakona ,30.0,Dhaka,92.0,0.0,Kendua,08(1),46.0,47.0,Kendua 
72.0,Netrakona ,30.0,Dhaka,72.0,0.0,Netrokona,08(1),36.0,74.0,Netrokona Sadar 
81.0,Rajshahi ,50.0,Rajshahi,94.0,0.0,Durgapur,08(1),47.0,31.0,Durgapur 
72.0,Netrakona ,30.0,Dhaka,94.0,0.0,Barhatta,08(1),47.0,9.0,Barhatta 
72.0,Netrakona ,30.0,Dhaka,84.0,0.0,Mohonganj,08(1),42.0,63.0,Mohanganj 
72.0,Netrakona ,30.0,Dhaka,91.0,0.0,Khaliajhuri,08(1),45.5,38.0,Khaliajuri 
32.0,Gaibandha ,55.0,Rangpur,96.0,0.0,Gobindaganj,07(1),48.0,30.0,Gobindaganj 
32.0,Gaibandha ,55.0,Rangpur,95.0,0.0,Sundarganj,07(1),47.5,91.0,Sundarganj 
32.0,Gaibandha ,55.0,Rangpur,95.0,0.0,Fulchhari,07(1),47.5,21.0,Fulchhari 
32.0,Gaibandha ,55.0,Rangpur,91.0,0.0,Sadullahpur,07(1),45.5,82.0,Sadullapur 
32.0,Gaibandha ,55.0,Rangpur,95.0,0.0,Palashbari,07(1),47.5,67.0,Palashbari 
32.0,Gaibandha ,55.0,Rangpur,88.0,0.0,Shaghata,07(1),44.0,88.0,Saghata 
52.0,Lalmonirhat ,55.0,Rangpur,80.0,0.0,Gaibandha,07(1),40.0,33.0,Hatibandha 
72.0,Netrakona ,30.0,Dhaka,71.0,0.0,Bagerhat,02(1),35.5,9.0,Barhatta 
1.0,Bagerhat ,40.0,Khulna,94.0,0.0,Fakirhat,02(1),47.0,34.0,Fakirhat 
1.0,Bagerhat ,40.0,Khulna,95.0,0.0,Sarankhola,02(1),47.5,77.0,Sarankhola 
1.0,Bagerhat ,40.0,Khulna,86.0,0.0,Morralganj,02(1),43.0,60.0,Morrelganj 
1.0,Bagerhat ,40.0,Khulna,92.0,0.0,Kachua,02(1),46.0,38.0,Kachua 
1.0,Bagerhat ,40.0,Khulna,94.0,0.0,Mollahat,02(1),47.0,56.0,Mollahat 
1.0,Bagerhat ,40.0,Khulna,92.0,0.0,Rampal,02(1),46.0,73.0,Rampal 
1.0,Bagerhat ,40.0,Khulna,95.0,0.0,Chitalmari,02(1),47.5,14.0,Chitalmari 
1.0,Bagerhat ,40.0,Khulna,92.0,0.0,Mongla,02(1),46.0,58.0,Mongla 
85.0,Rangpur ,55.0,Rangpur,93.0,0.0,Pirganj,07(1),46.5,76.0,Pirganj 
94.0,Thakurgaon ,55.0,Rangpur,93.0,0.0,Haripur,07(1),46.5,51.0,Haripur 
94.0,Thakurgaon ,55.0,Rangpur,74.0,0.0,Thakurgaon,07(1),37.0,94.0,Thakurgaon Sadar 
94.0,Thakurgaon ,55.0,Rangpur,95.0,0.0,Baliadangi,07(1),47.5,8.0,Baliadangi 
94.0,Thakurgaon ,55.0,Rangpur,96.0,0.0,Ranisankail,07(1),48.0,86.0,Ranisankail 
68.0,Narsingdi ,30.0,Dhaka,69.0,0.0,Narshingdi,04(1),34.5,60.0,Narsingdi Sadar 
94.0,Thakurgaon ,55.0,Rangpur,67.0,0.0,Raipura,04(1),33.5,51.0,Haripur 
68.0,Narsingdi ,30.0,Dhaka,74.0,0.0,Monohordi,04(1),37.0,52.0,Manohardi 
68.0,Narsingdi ,30.0,Dhaka,93.0,0.0,Shibpur,04(1),46.5,76.0,Shibpur 
68.0,Narsingdi ,30.0,Dhaka,92.0,0.0,Palash,04(1),46.0,63.0,Palash 
68.0,Narsingdi ,30.0,Dhaka,86.0,0.0,Belaboo,04(1),43.0,7.0,Belabo 
42.0,Jhalokati ,10.0,Barisal,89.0,0.0,Kathalia,03(1),44.5,43.0,Kanthalia 
73.0,Nilphamari ,55.0,Rangpur,67.0,0.0,Jhalakati,03(1),33.5,36.0,Jaldhaka 
42.0,Jhalokati ,10.0,Barisal,93.0,0.0,Rajapur,03(1),46.5,84.0,Rajapur 
42.0,Jhalokati ,10.0,Barisal,78.0,0.0,Nalchhiti,03(1),39.0,73.0,Nalchity 
61.0,Mymensingh ,30.0,Dhaka,74.0,0.0,Mymensingh,08(1),37.0,52.0,Mymensingh Sadar 
61.0,Mymensingh ,30.0,Dhaka,86.0,0.0,Trisal,08(1),43.0,94.0,Trishal 
61.0,Mymensingh ,30.0,Dhaka,94.0,0.0,Fulbaria,08(1),47.0,20.0,Fulbaria 
61.0,Mymensingh ,30.0,Dhaka,93.0,0.0,Bhaluka,08(1),46.5,13.0,Bhaluka 
61.0,Mymensingh ,30.0,Dhaka,91.0,0.0,Muktagacha,08(1),45.5,65.0,Muktagachha 
61.0,Mymensingh ,30.0,Dhaka,90.0,0.0,Gafargaon,08(1),45.0,22.0,Gaffargaon 
61.0,Mymensingh ,30.0,Dhaka,93.0,0.0,Phulpur,08(1),46.5,81.0,Phulpur 
61.0,Mymensingh ,30.0,Dhaka,82.0,0.0,Gouripur,08(1),41.0,23.0,Gauripur 
61.0,Mymensingh ,30.0,Dhaka,95.0,0.0,Ishwarganj,08(1),47.5,31.0,Ishwarganj 
61.0,Mymensingh ,30.0,Dhaka,93.0,0.0,Nandail,08(1),46.5,72.0,Nandail 
61.0,Mymensingh ,30.0,Dhaka,95.0,0.0,Haluaghat,08(1),47.5,24.0,Haluaghat 
61.0,Mymensingh ,30.0,Dhaka,82.0,0.0,Dhubaura,08(1),41.0,16.0,Dhobaura 
58.0,Maulvibazar ,60.0,Sylhet,86.0,0.0,Sreemongal,06(1),43.0,83.0,Sreemangal 
58.0,Maulvibazar ,60.0,Sylhet,94.0,0.0,Barlekha,06(1),47.0,14.0,Barlekha 
6.0,Barisal ,10.0,Barisal,71.0,0.0,Moulavi,06(1),35.5,69.0,Muladi 
58.0,Maulvibazar ,60.0,Sylhet,93.0,0.0,Kulaura,06(1),46.5,65.0,Kulaura 
58.0,Maulvibazar ,60.0,Sylhet,94.0,0.0,Rajnagar,06(1),47.0,80.0,Rajnagar 
58.0,Maulvibazar ,60.0,Sylhet,74.0,0.0,Komolganj,06(1),37.0,56.0,Kamalganj 
58.0,Maulvibazar ,60.0,Sylhet,89.0,0.0,Juri,06(1),44.5,35.0,Juri 
70.0,Chapai Nawabganj ,50.0,Rajshahi,71.0,0.0,Bhola,03(1),35.5,18.0,Bholahat 
9.0,Bhola ,10.0,Barisal,82.0,0.0,Daulatkhan,03(1),41.0,29.0,Daulat Khan 
9.0,Bhola ,10.0,Barisal,86.0,0.0,Tajumuddin,03(1),43.0,91.0,Tazumuddin 
9.0,Bhola ,10.0,Barisal,87.0,0.0,Borhanuddin,03(1),43.5,21.0,Burhanuddin 
9.0,Bhola ,10.0,Barisal,94.0,0.0,Lalmohan,03(1),47.0,54.0,Lalmohan 
9.0,Bhola ,10.0,Barisal,70.0,0.0,Charfashion,03(1),35.0,25.0,Char Fasson 
9.0,Bhola ,10.0,Barisal,80.0,0.0,Monpura,03(1),40.0,65.0,Manpura 
15.0,Chittagong ,20.0,Chittagong,74.0,0.0,Panchlaish,05(1),37.0,57.0,Panchlaish Thana 
15.0,Chittagong ,20.0,Chittagong,94.0,0.0,Rangunia,05(1),47.0,70.0,Rangunia 
15.0,Chittagong ,20.0,Chittagong,71.0,0.0,Doublemooring,05(1),35.5,28.0,Double Mooring Thana 
15.0,Chittagong ,20.0,Chittagong,91.0,0.0,Fatichhari,05(1),45.5,33.0,Fatikchhari 
15.0,Chittagong ,20.0,Chittagong,95.0,0.0,Hathazari,05(1),47.5,37.0,Hathazari 
15.0,Chittagong ,20.0,Chittagong,95.0,0.0,Sitakunda,05(1),47.5,86.0,Sitakunda 
15.0,Chittagong ,20.0,Chittagong,95.0,0.0,Mirsharai,05(1),47.5,53.0,Mirsharai 
15.0,Chittagong ,20.0,Chittagong,77.0,0.0,Rawzan,05(1),38.5,74.0,Raozan 
15.0,Chittagong ,20.0,Chittagong,93.0,0.0,Sandwip,05(1),46.5,78.0,Sandwip 
15.0,Chittagong ,20.0,Chittagong,95.0,0.0,Boalkhali,05(1),47.5,12.0,Boalkhali 
15.0,Chittagong ,20.0,Chittagong,78.0,0.0,Chandlaish,05(1),39.0,18.0,Chandanaish  
15.0,Chittagong ,20.0,Chittagong,95.0,0.0,Banshkhali,05(1),47.5,8.0,Banshkhali 
15.0,Chittagong ,20.0,Chittagong,94.0,0.0,Satkania,05(1),47.0,82.0,Satkania 
15.0,Chittagong ,20.0,Chittagong,86.0,0.0,Anwara,05(1),43.0,4.0,Anowara 
15.0,Chittagong ,20.0,Chittagong,92.0,0.0,Patiya,05(1),46.0,61.0,Patiya 
15.0,Chittagong ,20.0,Chittagong,82.0,0.0,Lohagora,05(1),41.0,47.0,Lohagara 
69.0,Natore ,50.0,Rajshahi,95.0,0.0,Baraigram,01(1),47.5,15.0,Baraigram 
69.0,Natore ,50.0,Rajshahi,63.0,0.0,Natore,01(1),31.5,63.0,Natore Sadar 
69.0,Natore ,50.0,Rajshahi,95.0,0.0,Bagatipara,01(1),47.5,9.0,Bagatipara 
69.0,Natore ,50.0,Rajshahi,92.0,0.0,Singra,01(1),46.0,91.0,Singra 
69.0,Natore ,50.0,Rajshahi,92.0,0.0,Lalpur,01(1),46.0,44.0,Lalpur 
69.0,Natore ,50.0,Rajshahi,91.0,0.0,Gurudashpur,01(1),45.5,41.0,Gurudaspur 
90.0,Sunamganj ,60.0,Sylhet,83.0,0.0,Dherai,06(1),41.5,29.0,Derai 
32.0,Gaibandha ,55.0,Rangpur,80.0,0.0,Sunamganj,06(1),40.0,91.0,Sundarganj 
90.0,Sunamganj ,60.0,Sylhet,82.0,0.0,Dharmapasa,06(1),41.0,32.0,Dharampasha 
90.0,Sunamganj ,60.0,Sylhet,91.0,0.0,Sulla,06(1),45.5,86.0,Sulla 
90.0,Sunamganj ,60.0,Sylhet,94.0,0.0,Tahirpur,06(1),47.0,92.0,Tahirpur 
90.0,Sunamganj ,60.0,Sylhet,93.0,0.0,Chhatak,06(1),46.5,23.0,Chhatak 
90.0,Sunamganj ,60.0,Sylhet,80.0,0.0,Jogonnathpur,06(1),40.0,47.0,Jagannathpur 
90.0,Sunamganj ,60.0,Sylhet,95.0,0.0,Jamalganj,06(1),47.5,50.0,Jamalganj 
90.0,Sunamganj ,60.0,Sylhet,89.0,0.0,Bishwamvarpur,06(1),44.5,18.0,Bishwambarpur 
15.0,Chittagong ,20.0,Chittagong,71.0,0.0,Dowara,06(1),35.5,4.0,Anowara 
26.0,Dhaka ,30.0,Dhaka,73.0,0.0,Sadar,06(1),36.5,72.0,Savar 
85.0,Rangpur ,55.0,Rangpur,95.0,0.0,Gangachara,07(1),47.5,27.0,Gangachara 
85.0,Rangpur ,55.0,Rangpur,93.0,0.0,Pirganj,07(1),46.5,76.0,Pirganj 
85.0,Rangpur ,55.0,Rangpur,95.0,0.0,Pirgachha,07(1),47.5,73.0,Pirgachha 
85.0,Rangpur ,55.0,Rangpur,95.0,0.0,Badarganj,07(1),47.5,3.0,Badarganj 
85.0,Rangpur ,55.0,Rangpur,95.0,0.0,Mithapukur,07(1),47.5,58.0,Mithapukur 
85.0,Rangpur ,55.0,Rangpur,92.0,0.0,Kaunia,07(1),46.0,42.0,Kaunia 
85.0,Rangpur ,55.0,Rangpur,67.0,0.0,Rangpur,07(1),33.5,49.0,Rangpur Sadar 
85.0,Rangpur ,55.0,Rangpur,94.0,0.0,Taraganj,07(1),47.0,92.0,Taraganj 
88.0,Sirajganj ,50.0,Rajshahi,93.0,0.0,Kazipur,01(1),46.5,50.0,Kazipur 
88.0,Sirajganj ,50.0,Rajshahi,80.0,0.0,Rayganj,01(1),40.0,61.0,Royganj 
88.0,Sirajganj ,50.0,Rajshahi,92.0,0.0,Tarash,01(1),46.0,89.0,Tarash 
78.0,Patuakhali ,10.0,Barisal,74.0,0.0,Sirajganj,01(1),37.0,76.0,Mirzaganj 
88.0,Sirajganj ,50.0,Rajshahi,91.0,0.0,Kamarkhand,01(1),45.5,44.0,Kamarkhanda 
88.0,Sirajganj ,50.0,Rajshahi,82.0,0.0,Chouhali,01(1),41.0,27.0,Chauhali 
88.0,Sirajganj ,50.0,Rajshahi,80.0,0.0,Ullahpara,01(1),40.0,94.0,Ullah Para 
88.0,Sirajganj ,50.0,Rajshahi,94.0,0.0,Belkuchi,01(1),47.0,11.0,Belkuchi 
88.0,Sirajganj ,50.0,Rajshahi,80.0,0.0,Shazadpur,01(1),40.0,67.0,Shahjadpur 
36.0,Habiganj ,60.0,Sylhet,86.0,0.0,Azmiriganj,06(1),43.0,2.0,Ajmiriganj 
36.0,Habiganj ,60.0,Sylhet,93.0,0.0,Bahubal,06(1),46.5,5.0,Bahubal 
36.0,Habiganj ,60.0,Sylhet,95.0,0.0,Madhabpur,06(1),47.5,71.0,Madhabpur 
36.0,Habiganj ,60.0,Sylhet,92.0,0.0,Lakhai,06(1),46.0,68.0,Lakhai 
36.0,Habiganj ,60.0,Sylhet,82.0,0.0,Habiganj,06(1),41.0,77.0,Nabiganj 
36.0,Habiganj ,60.0,Sylhet,91.0,0.0,Baniachhong,06(1),45.5,11.0,Baniachong 
36.0,Habiganj ,60.0,Sylhet,96.0,0.0,Chunarughat,06(1),48.0,26.0,Chunarughat 
36.0,Habiganj ,60.0,Sylhet,94.0,0.0,Nabiganj,06(1),47.0,77.0,Nabiganj 
4.0,Barguna ,10.0,Barisal,96.0,0.0,Patharghata,03(1),48.0,85.0,Patharghata 
4.0,Barguna ,10.0,Barisal,80.0,0.0,Bmna,03(1),40.0,19.0,Bamna 
4.0,Barguna ,10.0,Barisal,92.0,0.0,Amtali,03(1),46.0,9.0,Amtali 
4.0,Barguna ,10.0,Barisal,92.0,0.0,Betagi,03(1),46.0,47.0,Betagi 
19.0,Comilla ,20.0,Chittagong,71.0,0.0,Barguna,03(1),35.5,9.0,Barura 
91.0,Sylhet ,60.0,Sylhet,74.0,0.0,Gopalganj,04(1),37.0,38.0,Golapganj 
35.0,Gopalganj ,30.0,Dhaka,95.0,0.0,Muksudpur,04(1),47.5,58.0,Muksudpur 
35.0,Gopalganj ,30.0,Dhaka,95.0,0.0,Tungipara,04(1),47.5,91.0,Tungipara 
35.0,Gopalganj ,30.0,Dhaka,95.0,0.0,Kotalipara,04(1),47.5,51.0,Kotalipara 
35.0,Gopalganj ,30.0,Dhaka,88.0,0.0,Kasiani,04(1),44.0,43.0,Kashiani 
