ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Type of Structure (%)-Pucka,Type of Structure (%)-Semi-pucka,Type of Structure (%)-Kutcha,Type of Structure (%)-Jhupri,Toilet Facility (%)-Sanitary (water-sealed),Toilet Facility (%)-Sanitary (non water-sealed),Toilet Facility (%)-Non-sanitary,Toilet Facility (%)-None,check_var
18.0,7.0,87.0,XXX,XX,03,  Kumari Union,2017,7.4,46.2,42.7,3.7,19.7,35.4,41.4,3.5,00110
18.0,23.0,XX.0,XXX,XX,03,  Chuadanga Sadar Upazila,10412,30.3,34.2,33.8,1.7,34.1,22.6,39.7,3.5,00110
18.0,23.0,11.0,XXX,XX,03,  Alokdia Union,6230,33.8,38.3,26.8,1.1,39.3,20.1,37.5,3.1,00110
18.0,23.0,47.0,XXX,XX,03,  Kutubpur Union,500,11.8,25.0,62.2,1.0,7.8,9.8,76.2,6.2,00110
18.0,23.0,59.0,XXX,XX,03,  Mominpur Union,1510,32.9,27.7,38.2,1.2,44.1,22.1,27.2,6.6,00110
18.0,23.0,71.0,XXX,XX,03,  Shankar Chandra Union,1267,25.0,36.9,33.1,5.0,24.2,36.2,37.6,2.0,00110
18.0,23.0,83.0,XXX,XX,03,  Titudaha Union,905,18.9,18.3,60.8,2.0,10.4,29.3,58.1,2.2,00110
18.0,31.0,XX.0,XXX,XX,03,  Damurhuda Upazila,6611,28.7,35.1,32.6,3.5,22.3,33.3,39.1,5.4,00110
18.0,31.0,11.0,XXX,XX,03,  Damurhuda Union,3414,38.3,36.6,21.0,4.1,29.5,30.3,39.0,1.3,00110
18.0,31.0,35.0,XXX,XX,03,  Howli Union,3197,18.5,33.5,45.0,2.9,14.7,36.5,39.1,9.7,00110
18.0,55.0,XX.0,XXX,XX,03,  Jiban Nagar Upazila,3105,20.7,18.2,56.5,4.5,17.6,30.2,45.9,6.2,00110
18.0,55.0,38.0,XXX,XX,03,  Banka Union,1371,24.5,17.7,57.2,0.6,23.6,35.3,35.8,5.3,00110
18.0,55.0,76.0,XXX,XX,03,  Uthali Union,1734,17.8,18.6,56.0,7.7,12.9,26.2,53.9,7.0,00110
65.0,XX.0,XX.0,XXX,XX,03, Narail Zila,5478,4.2,22.4,73.0,0.5,31.9,38.0,26.0,4.1,00110
65.0,28.0,XX.0,XXX,XX,03,  Kalia Upazila,3427,3.4,26.4,69.3,0.8,20.1,47.5,29.4,3.0,00110
65.0,28.0,14.0,XXX,XX,03,  Boranal Eliasabad Union,530,3.4,7.5,87.0,2.1,20.6,27.0,51.3,1.1,00110
65.0,28.0,71.0,XXX,XX,03,  Mauli Union,113,1.8,12.4,85.8,0.0,23.9,74.3,1.8,0.0,00110
65.0,28.0,87.0,XXX,XX,03,  Peruli Union,1444,3.1,41.5,54.4,1.0,9.5,45.8,40.5,4.2,00110
65.0,28.0,95.0,XXX,XX,03,  Salamabad Union,1340,4.0,18.9,77.1,0.1,31.0,55.3,11.0,2.8,00110
65.0,76.0,XX.0,XXX,XX,03,  Narail Sadar Upazila,2051,5.4,15.6,79.1,0.0,51.8,22.0,20.5,5.8,00110
65.0,76.0,61.0,XXX,XX,03,  Mulia Union,2051,5.4,15.6,79.1,0.0,51.8,22.0,20.5,5.8,00110
44.0,XX.0,XX.0,XXX,XX,03, Jhenaidah Zila,2216,5.7,43.0,49.5,1.9,31.9,36.1,27.3,4.6,00110
44.0,14.0,XX.0,XXX,XX,03,  Harinakundu Upazila,1539,6.6,36.3,55.0,2.1,39.4,26.3,29.4,4.9,00110
44.0,14.0,31.0,XXX,XX,03,  Daulatpur Union,1539,6.6,36.3,55.0,2.1,39.4,26.3,29.4,4.9,00110
44.0,19.0,XX.0,XXX,XX,03,  Jhenaidah Sadar Upazila,677,3.5,58.2,36.8,1.5,14.9,58.3,22.7,4.0,00110
44.0,19.0,73.0,XXX,XX,03,  Paglakanai Union,677,3.5,58.2,36.8,1.5,14.9,58.3,22.7,4.0,00110
41.0,XX.0,XX.0,XXX,XX,03, Jessore Zila,13746,34.5,29.6,28.3,7.6,44.2,30.3,23.0,2.4,00110
41.0,23.0,XX.0,XXX,XX,03,  Jhikargachha Upazila,2181,25.1,35.5,35.2,4.2,31.0,39.0,25.0,5.0,00110
41.0,23.0,25.0,XXX,XX,03,  Bankra Union,605,25.1,48.4,26.0,0.5,30.7,38.0,31.1,0.2,00110
41.0,23.0,35.0,XXX,XX,03,  Gadkhali Union,821,25.6,26.9,46.9,0.6,35.7,45.2,15.1,4.0,00110
41.0,23.0,47.0,XXX,XX,03,  Jhikargachha Union,407,32.2,38.1,25.1,4.7,42.0,45.2,12.8,0.0,00110
41.0,23.0,71.0,XXX,XX,03,  Panisara Union,348,15.5,30.5,35.6,18.4,7.8,18.7,52.0,21.6,00110
41.0,38.0,XX.0,XXX,XX,03,  Keshabpur Upazila,1880,11.2,30.9,55.5,2.4,28.5,25.5,39.5,6.5,00110
41.0,38.0,28.0,XXX,XX,03,  Keshabpur Union,1431,11.7,34.2,51.2,2.9,33.6,27.6,35.9,2.9,00110
41.0,38.0,38.0,XXX,XX,03,  Majidpur Union,449,9.4,20.3,69.5,0.9,12.2,18.7,50.8,18.3,00110
41.0,47.0,XX.0,XXX,XX,03,  Jessore Sadar Upazila,8478,42.8,27.0,21.9,8.3,50.8,29.3,19.1,0.8,00110
41.0,47.0,23.0,XXX,XX,03,  Chanchra Union,2190,31.7,21.6,43.2,3.6,22.4,33.2,43.2,1.2,00110
41.0,47.0,41.0,XXX,XX,03,  Fathehpur Union,2320,24.7,47.8,26.0,1.5,53.4,24.4,20.9,1.3,00110
41.0,90.0,XX.0,XXX,XX,03,  Sharsha Upazila,1207,29.7,34.9,18.2,17.1,46.3,29.4,21.4,2.9,00110
41.0,90.0,86.0,XXX,XX,03,  Sharsha Union,1207,29.7,34.9,18.2,17.1,46.3,29.4,21.4,2.9,00110
1.0,XX.0,XX.0,XXX,XX,03, Bagerhat Zila,19921,9.0,21.8,66.9,2.3,47.5,42.6,9.4,0.4,00110
1.0,14.0,XX.0,XXX,XX,03,  Chitalmari Upazila,331,14.8,25.4,59.8,0.0,20.2,39.6,40.2,0.0,00110
1.0,14.0,31.0,XXX,XX,03,  Chitalmari Union,331,14.8,25.4,59.8,0.0,20.2,39.6,40.2,0.0,00110
1.0,34.0,XX.0,XXX,XX,03,  Fakirhat Upazila,6452,13.5,35.2,49.3,1.9,50.8,35.3,13.3,0.6,00110
1.0,34.0,10.0,XXX,XX,03,  Bahirdia Mansa Union,2458,9.2,33.4,55.0,2.4,53.4,28.7,17.0,0.9,00110
1.0,34.0,31.0,XXX,XX,03,  Fakirhat Union,1817,18.8,39.7,39.7,1.8,55.5,39.2,4.6,0.6,00110
1.0,34.0,52.0,XXX,XX,03,  Mulghar Union,1152,23.1,30.5,44.7,1.7,60.9,34.3,4.8,0.1,00110
1.0,34.0,63.0,XXX,XX,03,  Naldha Maubhog Union,1025,3.8,36.9,58.0,1.3,25.1,45.2,29.2,0.6,00110
1.0,38.0,XX.0,XXX,XX,03,  Kachua Upazila,2290,7.6,7.5,83.6,1.3,45.2,45.6,8.6,0.6,00110
1.0,38.0,57.0,XXX,XX,03,  Kachua Union,2290,7.6,7.5,83.6,1.3,45.2,45.6,8.6,0.6,00110
1.0,56.0,XX.0,XXX,XX,03,  Mollahat Upazila,2642,8.9,21.9,68.1,1.1,42.4,45.2,11.7,0.8,00110
1.0,56.0,95.0,XXX,XX,03,  Udaypur Union,2642,8.9,21.9,68.1,1.1,42.4,45.2,11.7,0.8,00110
1.0,60.0,XX.0,XXX,XX,03,  Morrelganj Upazila,1413,3.9,3.8,88.9,3.4,61.9,35.0,3.0,0.1,00110
1.0,60.0,23.0,XXX,XX,03,  Baraikhali Union,1413,3.9,3.8,88.9,3.4,61.9,35.0,3.0,0.1,00110
1.0,73.0,XX.0,XXX,XX,03,  Rampal Upazila,408,17.4,17.2,57.4,8.1,52.0,39.5,8.6,0.0,00110
1.0,73.0,83.0,XXX,XX,03,  Rampal Union,408,17.4,17.2,57.4,8.1,52.0,39.5,8.6,0.0,00110
1.0,77.0,XX.0,XXX,XX,03,  Sarankhola Upazila,6385,5.3,17.3,74.2,3.2,45.1,49.9,4.8,0.1,00110
1.0,77.0,38.0,XXX,XX,03,  Khontakata Union,2778,4.0,8.6,85.6,1.8,61.8,36.4,1.7,0.1,00110
1.0,77.0,57.0,XXX,XX,03,  Royenda Union,3607,6.3,24.0,65.5,4.2,32.3,60.3,7.2,0.2,00110
55.0,XX.0,XX.0,XXX,XX,03, Magura Zila,4979,15.9,40.7,42.8,0.6,68.0,15.4,14.2,2.4,00110
55.0,66.0,XX.0,XXX,XX,03,  Mohammadpur Upazila,2226,9.5,49.4,39.9,1.2,70.6,16.6,8.3,4.5,00110
55.0,66.0,52.0,XXX,XX,03,  Mohammadpur Union,2226,9.5,49.4,39.9,1.2,70.6,16.6,8.3,4.5,00110
55.0,85.0,XX.0,XXX,XX,03,  Shalikha Upazila,1642,22.2,37.5,40.1,0.2,84.0,8.9,6.5,0.6,00110
55.0,85.0,11.0,XXX,XX,03,  Arpara Union,1562,22.5,36.4,40.9,0.2,85.3,9.0,5.1,0.6,00110
55.0,85.0,59.0,XXX,XX,03,  Shalikha Union,80,15.0,58.8,25.0,1.3,58.8,6.3,35.0,0.0,00110
55.0,95.0,XX.0,XXX,XX,03,  Sreepur Upazila,1111,19.5,28.1,52.4,0.0,39.2,22.6,37.3,0.9,00110
55.0,95.0,84.0,XXX,XX,03,  Sreepur Union,1111,19.5,28.1,52.4,0.0,39.2,22.6,37.3,0.9,00110
50.0,XX.0,XX.0,XXX,XX,03, Kushtia Zila,12149,11.9,44.4,41.5,2.1,27.8,33.5,35.1,3.6,00110
50.0,15.0,XX.0,XXX,XX,03,  Bheramara Upazila,2085,5.6,63.3,30.8,0.3,16.4,37.9,43.8,1.8,00110
50.0,15.0,27.0,XXX,XX,03,  Bahir Char Union,1079,5.5,68.5,26.0,0.0,22.5,38.0,37.6,1.9,00110
50.0,15.0,40.0,XXX,XX,03,  Chandgram Union,1006,5.7,57.8,35.9,0.7,9.8,37.9,50.5,1.8,00110
50.0,39.0,XX.0,XXX,XX,03,  Daulatpur Upazila,4983,7.4,45.3,44.6,2.8,22.8,23.0,47.9,6.3,00110
50.0,39.0,33.0,XXX,XX,03,  Daulatpur Union,1955,10.4,50.7,38.3,0.6,20.6,17.3,56.3,5.7,00110
50.0,39.0,61.0,XXX,XX,03,  Mathurapur Union,3028,5.4,41.7,48.7,4.2,24.1,26.7,42.5,6.7,00110
50.0,63.0,XX.0,XXX,XX,03,  Khoksa Upazila,1183,3.9,18.9,75.2,1.9,32.7,48.9,15.7,2.7,00110
50.0,63.0,71.0,XXX,XX,03,  Samaspur Union,1183,3.9,18.9,75.2,1.9,32.7,48.9,15.7,2.7,00110
50.0,79.0,XX.0,XXX,XX,03,  Kushtia Sadar Upazila,1357,25.9,34.3,39.8,0.1,37.0,41.3,21.2,0.4,00110
50.0,79.0,50.0,XXX,XX,03,  Battail Union,1357,25.9,34.3,39.8,0.1,37.0,41.3,21.2,0.4,00110
50.0,94.0,XX.0,XXX,XX,03,  Mirpur Upazila,2541,22.4,44.5,29.5,3.6,39.8,39.0,19.3,1.9,00110
50.0,94.0,14.0,XXX,XX,03,  Amla Union,1108,22.7,57.5,19.0,0.8,48.2,24.1,26.2,1.5,00110
50.0,94.0,80.0,XXX,XX,03,  Poradaha Union,1433,22.1,34.5,37.7,5.7,33.3,50.5,14.0,2.2,00110
57.0,XX.0,XX.0,XXX,XX,03, Meherpur Zila,3639,27.6,33.0,38.8,0.7,24.0,15.5,53.8,6.7,00110
57.0,47.0,XX.0,XXX,XX,03,  Gangni Upazila,1163,15.6,56.7,26.2,1.5,21.6,18.2,56.8,3.4,00110
57.0,47.0,10.0,XXX,XX,03,  Bamandi Union,599,20.4,44.6,34.9,0.2,22.9,24.7,47.2,5.2,00110
57.0,47.0,69.0,XXX,XX,03,  Roypur Union,564,10.5,69.5,17.0,3.0,20.2,11.3,67.0,1.4,00110
57.0,60.0,XX.0,XXX,XX,03,  Mujib Nagar Upazila,2476,33.2,21.9,44.7,0.2,25.2,14.2,52.3,8.3,00110
57.0,60.0,28.0,XXX,XX,03,  Bagoan Union,2476,33.2,21.9,44.7,0.2,25.2,14.2,52.3,8.3,00110
87.0,XX.0,XX.0,XXX,XX,03, Satkhira Zila,13290,20.3,32.5,46.0,1.2,34.8,39.5,24.1,1.5,00110
87.0,4.0,XX.0,XXX,XX,03,  Assasuni Upazila,2012,21.4,14.5,63.9,0.2,25.6,49.8,23.4,1.2,00110
87.0,4.0,17.0,XXX,XX,03,  Assasuni Union,2012,21.4,14.5,63.9,0.2,25.6,49.8,23.4,1.2,00110
87.0,25.0,XX.0,XXX,XX,03,  Debhata Upazila,700,18.9,33.0,47.1,1.0,69.3,18.0,12.4,0.3,00110
87.0,25.0,15.0,XXX,XX,03,  Debhata Union,700,18.9,33.0,47.1,1.0,69.3,18.0,12.4,0.3,00110
87.0,43.0,XX.0,XXX,XX,03,  Kalaroa Upazila,505,9.7,51.1,35.0,4.2,9.3,46.9,31.5,12.3,00110
87.0,43.0,31.0,XXX,XX,03,  Helatala Union,505,9.7,51.1,35.0,4.2,9.3,46.9,31.5,12.3,00110
87.0,47.0,XX.0,XXX,XX,03,  Kaliganj Upazila,3846,18.9,40.0,40.0,1.1,16.6,50.0,32.9,0.5,00110
87.0,47.0,13.0,XXX,XX,03,  Bhara Simla Union,1047,16.6,45.0,37.1,1.3,11.9,43.2,44.7,0.2,00110
87.0,47.0,55.0,XXX,XX,03,  Kushlia Union,1578,20.5,38.4,39.9,1.3,12.6,50.1,36.8,0.4,00110
87.0,47.0,63.0,XXX,XX,03,  Mathureshpur Union,796,19.3,31.8,48.6,0.3,26.1,51.1,21.4,1.4,00110
87.0,47.0,94.0,XXX,XX,03,  Tarali Union,425,17.6,48.7,32.0,1.6,24.9,64.5,10.6,0.0,00110
87.0,86.0,XX.0,XXX,XX,03,  Shyamnagar Upazila,3872,23.1,21.9,53.7,1.3,42.0,34.3,21.8,1.9,00110
87.0,86.0,94.0,XXX,XX,03,  Shyamnagar Union,3872,23.1,21.9,53.7,1.3,42.0,34.3,21.8,1.9,00110
87.0,90.0,XX.0,XXX,XX,03,  Tala Upazila,2355,19.8,49.2,29.8,1.2,55.9,27.2,16.2,0.8,00110
87.0,90.0,87.0,XXX,XX,03,  Tala Union,2355,19.8,49.2,29.8,1.2,55.9,27.2,16.2,0.8,00110
42.0,XX.0,XX.0,XXX,XX,03, Jhalokati Zila,6348,12.6,13.8,73.0,0.6,55.2,41.4,3.1,0.3,00110
42.0,40.0,XX.0,XXX,XX,03,  Jhalokati Sadar Upazila,182,0.5,7.1,91.2,1.1,44.5,48.9,6.6,0.0,00110
42.0,40.0,85.0,XXX,XX,03,  Ponabalia Union,182,0.5,7.1,91.2,1.1,44.5,48.9,6.6,0.0,00110
42.0,43.0,XX.0,XXX,XX,03,  Kanthalia Upazila,2588,8.5,10.9,79.8,0.8,46.9,51.0,1.6,0.5,00110
42.0,43.0,63.0,XXX,XX,03,  Kanthalia Union,2588,8.5,10.9,79.8,0.8,46.9,51.0,1.6,0.5,00110
42.0,84.0,XX.0,XXX,XX,03,  Rajapur Upazila,3578,16.1,16.2,67.2,0.5,61.8,34.0,4.1,0.1,00110
42.0,84.0,40.0,XXX,XX,03,  Mathbari Union,710,10.1,9.2,79.7,1.0,61.7,33.2,5.1,0.0,00110
42.0,84.0,54.0,XXX,XX,03,  Rajapur Union,2868,17.6,18.0,64.1,0.4,61.9,34.2,3.8,0.1,00110
78.0,XX.0,XX.0,XXX,XX,03, Patuakhali Zila,17250,5.8,11.3,81.3,1.5,44.3,38.7,15.8,1.2,00110
78.0,38.0,XX.0,XXX,XX,03,  Bauphal Upazila,1166,1.8,3.5,94.4,0.3,14.8,61.7,22.7,0.8,00110
78.0,38.0,29.0,XXX,XX,03,  Bauphal Union,257,1.6,3.1,95.3,0.0,5.1,93.8,1.2,0.0,00110
78.0,38.0,35.0,XXX,XX,03,  Daspara Union,909,1.9,3.6,94.2,0.3,17.5,52.7,28.8,1.0,00110
78.0,52.0,XX.0,XXX,XX,03,  Dashmina Upazila,4219,3.2,9.3,85.7,1.8,43.1,44.7,9.0,3.1,00110
78.0,52.0,31.0,XXX,XX,03,  Banshbaria Union,924,1.3,7.6,91.0,0.1,46.4,51.3,1.7,0.5,00110
78.0,52.0,52.0,XXX,XX,03,  Dashmina Union,3295,3.7,9.8,84.2,2.3,42.2,42.9,11.0,3.9,00110
78.0,55.0,XX.0,XXX,XX,03,  Dumki Upazila,2519,10.5,18.5,70.6,0.4,15.6,35.8,48.3,0.4,00110
78.0,55.0,93.0,XXX,XX,03,  Sreerampur Union,2519,10.5,18.5,70.6,0.4,15.6,35.8,48.3,0.4,00110
78.0,57.0,XX.0,XXX,XX,03,  Galachipa Upazila,1159,0.5,5.5,87.3,6.6,35.6,33.4,30.2,0.8,00110
78.0,57.0,50.0,XXX,XX,03,  Chiknikandi Union,364,0.5,9.6,89.8,0.0,63.2,29.7,5.5,1.6,00110
78.0,57.0,67.0,XXX,XX,03,  Galachipa Union,795,0.5,3.6,86.2,9.7,23.0,35.1,41.5,0.4,00110
78.0,66.0,XX.0,XXX,XX,03,  Kala Para Upazila,2142,1.2,4.3,91.7,2.8,63.8,29.4,6.3,0.5,00110
78.0,66.0,83.0,XXX,XX,03,  Tiakhali Union,2142,1.2,4.3,91.7,2.8,63.8,29.4,6.3,0.5,00110
78.0,76.0,XX.0,XXX,XX,03,  Mirzaganj Upazila,5035,10.8,16.1,72.5,0.6,62.7,34.0,2.8,0.4,00110
78.0,76.0,13.0,XXX,XX,03,  Amragachhia Union,652,22.2,25.8,52.0,0.0,10.3,87.7,2.0,0.0,00110
78.0,76.0,27.0,XXX,XX,03,  Deuli Subidkhali Union,2584,14.9,21.2,63.2,0.7,71.4,24.3,3.9,0.3,00110
78.0,76.0,81.0,XXX,XX,03,  Mirzaganj Union,1799,0.9,5.3,93.2,0.6,69.4,28.4,1.6,0.7,00110
78.0,95.0,XX.0,XXX,XX,03,  Patuakhali Sadar Upazila,1010,1.2,8.7,89.2,0.9,31.1,42.9,24.0,2.1,00110
78.0,95.0,27.0,XXX,XX,03,  Jainkati Union,1010,1.2,8.7,89.2,0.9,31.1,42.9,24.0,2.1,00110
6.0,XX.0,XX.0,XXX,XX,03, Barisal Zila,15640,8.4,16.4,73.6,1.7,31.2,53.4,14.9,0.5,00110
6.0,2.0,XX.0,XXX,XX,03,  Agailjhara Upazila,2373,9.4,14.1,75.4,1.1,45.8,50.6,3.1,0.5,00110
6.0,2.0,15.0,XXX,XX,03,  Bakal Union,753,13.4,12.1,73.6,0.9,46.6,47.1,5.0,1.2,00110
6.0,2.0,47.0,XXX,XX,03,  Gaila Union,1620,7.5,15.1,76.3,1.2,45.4,52.2,2.2,0.2,00110
6.0,3.0,XX.0,XXX,XX,03,  Babuganj Upazila,2174,14.0,20.4,64.3,1.3,36.5,49.9,13.5,0.1,00110
6.0,3.0,81.0,XXX,XX,03,  Rahmatpur Union,2174,14.0,20.4,64.3,1.3,36.5,49.9,13.5,0.1,00110
6.0,7.0,XX.0,XXX,XX,03,  Bakerganj Upazila,901,4.1,5.5,89.8,0.6,25.1,59.2,14.8,1.0,00110
6.0,7.0,12.0,XXX,XX,03,  Bhar Pasha Union,752,4.9,6.6,87.8,0.7,10.4,70.7,17.7,1.2,00110
6.0,7.0,94.0,XXX,XX,03,  Rangasree Union,149,0.0,0.0,100.0,0.0,99.3,0.7,0.0,0.0,00110
6.0,10.0,XX.0,XXX,XX,03,  Banari Para Upazila,1533,7.2,13.0,76.3,3.4,42.5,52.4,5.1,0.1,00110
6.0,10.0,42.0,XXX,XX,03,  Chakhar Union,797,8.5,15.8,74.0,1.6,10.7,80.7,8.5,0.1,00110
6.0,10.0,63.0,XXX,XX,03,  Salia Bakpur Union,736,5.8,10.1,78.8,5.3,76.9,21.7,1.4,0.0,00110
6.0,36.0,XX.0,XXX,XX,03,  Hizla Upazila,2991,4.1,16.6,77.6,1.6,9.2,81.0,9.1,0.6,00110
6.0,36.0,13.0,XXX,XX,03,  Bara Jalia Union,2991,4.1,16.6,77.6,1.6,9.2,81.0,9.1,0.6,00110
6.0,51.0,XX.0,XXX,XX,03,  Barisal Sadar Upazila,2288,6.4,16.4,75.0,2.1,7.8,49.6,41.6,1.0,00110
6.0,51.0,34.0,XXX,XX,03,  Char Baria Union,775,6.3,17.2,73.9,2.6,13.0,31.6,54.8,0.5,00110
6.0,51.0,43.0,XXX,XX,03,  Char Kowa Union,1513,6.5,16.1,75.6,1.9,5.2,58.8,34.8,1.2,00110
6.0,62.0,XX.0,XXX,XX,03,  Mehendiganj Upazila,795,1.4,13.6,83.4,1.6,27.8,34.7,37.2,0.3,00110
6.0,62.0,87.0,XXX,XX,03,  Mehendiganj Union,795,1.4,13.6,83.4,1.6,27.8,34.7,37.2,0.3,00110
6.0,94.0,XX.0,XXX,XX,03,  Wazirpur Upazila,2585,13.7,21.4,63.3,1.5,55.7,34.7,9.2,0.3,00110
6.0,94.0,31.0,XXX,XX,03,  Guthia Union,510,6.3,6.9,81.8,5.1,36.7,34.9,27.1,1.4,00110
6.0,94.0,84.0,XXX,XX,03,  Shikarpur Union,2075,15.6,25.0,58.8,0.6,60.4,34.7,4.9,0.1,00110
79.0,XX.0,XX.0,XXX,XX,03, Pirojpur Zila,18966,9.7,16.3,72.9,1.1,46.3,38.8,14.4,0.5,00110
79.0,14.0,XX.0,XXX,XX,03,  Bhandaria Upazila,5683,12.5,25.7,60.9,1.0,56.9,33.7,9.2,0.2,00110
79.0,14.0,11.0,XXX,XX,03,  Bhandaria Union,4474,13.1,27.6,58.6,0.7,52.5,36.4,10.8,0.2,00110
79.0,14.0,71.0,XXX,XX,03,  Nudmulla Union,1209,10.3,18.3,69.6,1.9,73.0,23.4,3.3,0.3,00110
79.0,47.0,XX.0,XXX,XX,03,  Kawkhali Upazila,2304,16.3,26.4,56.9,0.4,56.6,35.1,8.1,0.2,00110
79.0,47.0,15.0,XXX,XX,03,  Amrajuri Union,695,4.3,11.2,84.0,0.4,67.6,31.4,0.9,0.1,00110
79.0,47.0,47.0,XXX,XX,03,  Kawkhali Union,1609,21.4,33.0,45.1,0.4,51.9,36.7,11.2,0.2,00110
79.0,58.0,XX.0,XXX,XX,03,  Mathbaria Upazila,2460,4.1,10.7,84.2,1.0,2.2,43.8,52.6,1.5,00110
79.0,58.0,60.0,XXX,XX,03,  Mathbaria Union,2460,4.1,10.7,84.2,1.0,2.2,43.8,52.6,1.5,00110
79.0,76.0,XX.0,XXX,XX,03,  Nazirpur Upazila,973,9.2,13.1,75.3,2.4,74.5,14.7,9.5,1.3,00110
79.0,76.0,52.0,XXX,XX,03,  Nazirpur Union,973,9.2,13.1,75.3,2.4,74.5,14.7,9.5,1.3,00110
79.0,87.0,XX.0,XXX,XX,03,  Nesarabad Upazila,6164,7.1,7.8,83.9,1.2,50.5,44.3,4.9,0.4,00110
79.0,87.0,76.0,XXX,XX,03,  Sohagdal Union,2429,7.7,6.5,84.9,1.0,36.9,59.4,3.6,0.1,00110
79.0,87.0,85.0,XXX,XX,03,  Sutiakati Union,3048,7.4,9.0,82.3,1.3,53.0,40.4,6.3,0.3,00110
79.0,87.0,95.0,XXX,XX,03,  Nesarabad (Swarupkati) Union,687,3.9,7.0,87.3,1.7,87.0,8.2,2.9,1.9,00110
79.0,90.0,XX.0,XXX,XX,03,  Zianagar Upazila,1382,9.5,11.1,77.9,1.5,25.3,50.3,24.2,0.3,00110
79.0,90.0,51.0,XXX,XX,03,  Pattashi Union,1382,9.5,11.1,77.9,1.5,25.3,50.3,24.2,0.3,00110
9.0,XX.0,XX.0,XXX,XX,03, Bhola Zila,26255,1.3,10.5,84.8,3.4,11.2,54.2,30.2,4.4,00110
9.0,18.0,XX.0,XXX,XX,03,  Bhola Sadar Upazila,7972,2.0,17.1,79.0,2.0,15.9,47.1,32.3,4.8,00110
9.0,18.0,12.0,XXX,XX,03,  Alinagar Union,201,1.0,15.9,82.1,1.0,10.4,69.7,19.4,0.5,00110
