ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Male,% Male-Never married,% Male-Married,% Male-Widowed,% Male-Divorced/Separated,Total Female,% Female-Never married,% Female-Married,% Female-Widowed,% Female-Divorced/Separated,check_var
1.0,56.0,95.0,XXX,XX,01,  Udaypur Union,3864,40.9,58.5,0.5,0.0,3852,25.2,64.8,9.4,0.5,00110
1.0,58.0,XX.0,XXX,XX,01,  Mongla Upazila,41207,31.8,67.0,1.0,0.3,38497,20.9,68.3,9.3,1.5,00110
1.0,60.0,XX.0,XXX,XX,01,  Morrelganj Upazila,99198,33.8,65.0,1.0,0.1,108058,22.3,68.3,8.7,0.7,00110
1.0,60.0,23.0,XXX,XX,01,  Baraikhali Union,6758,31.2,67.8,0.8,0.1,7007,20.4,70.2,8.7,0.7,00110
1.0,73.0,XX.0,XXX,XX,01,  Rampal Upazila,62238,34.3,64.6,0.9,0.2,63059,20.1,68.4,10.0,1.5,00110
1.0,73.0,83.0,XXX,XX,01,  Rampal Union,9243,33.7,65.5,0.6,0.2,9321,20.4,69.8,8.1,1.7,00110
1.0,77.0,XX.0,XXX,XX,01,  Sarankhola Upazila,39110,28.5,70.7,0.7,0.1,33279,23.2,68.1,8.1,0.7,00110
1.0,77.0,38.0,XXX,XX,01,  Khontakata Union,7513,34.9,64.2,0.8,0.2,8216,23.0,68.6,7.7,0.7,00110
1.0,77.0,57.0,XXX,XX,01,  Royenda Union,6151,35.9,63.0,1.0,0.0,6862,23.1,67.5,8.7,0.7,00110
55.0,XX.0,XX.0,XXX,XX,01, Magura Zila,302430,35.5,63.7,0.6,0.1,315865,22.4,67.5,9.3,0.8,00110
55.0,57.0,XX.0,XXX,XX,01,  Magura Sadar Upazila,107519,35.5,63.9,0.6,0.1,110967,22.0,67.8,9.4,0.8,00110
55.0,66.0,XX.0,XXX,XX,01,  Mohammadpur Upazila,71754,37.2,62.1,0.6,0.1,76904,24.0,65.6,9.6,0.8,00110
55.0,66.0,52.0,XXX,XX,01,  Mohammadpur Union,6261,37.6,61.6,0.7,0.1,6731,25.3,65.1,9.1,0.5,00110
55.0,85.0,XX.0,XXX,XX,01,  Shalikha Upazila,60828,34.9,64.3,0.7,0.1,62516,21.5,68.6,8.8,1.0,00110
55.0,85.0,11.0,XXX,XX,01,  Arpara Union,7401,36.2,63.1,0.5,0.2,7489,22.6,66.9,9.3,1.2,00110
55.0,85.0,59.0,XXX,XX,01,  Shalikha Union,5551,34.0,65.0,0.8,0.1,5629,20.5,69.5,9.0,1.0,00110
55.0,95.0,XX.0,XXX,XX,01,  Sreepur Upazila,62329,34.5,64.7,0.7,0.1,65478,22.1,68.2,9.1,0.6,00110
55.0,95.0,84.0,XXX,XX,01,  Sreepur Union,7068,34.2,65.0,0.7,0.1,7525,21.4,68.7,9.3,0.6,00110
50.0,XX.0,XX.0,XXX,XX,01, Kushtia Zila,674948,33.4,66.0,0.5,0.1,683122,19.8,71.0,8.4,0.8,00110
50.0,15.0,XX.0,XXX,XX,01,  Bheramara Upazila,65942,35.3,64.1,0.4,0.1,68309,21.2,69.9,8.1,0.9,00110
50.0,15.0,27.0,XXX,XX,01,  Bahir Char Union,7850,35.1,64.2,0.7,0.1,8128,22.5,67.8,8.7,1.0,00110
50.0,15.0,40.0,XXX,XX,01,  Chandgram Union,5068,32.7,66.5,0.5,0.3,5266,18.3,71.4,9.3,1.0,00110
50.0,39.0,XX.0,XXX,XX,01,  Daulatpur Upazila,171957,33.3,66.1,0.4,0.1,174065,19.0,71.9,8.2,0.9,00110
50.0,39.0,33.0,XXX,XX,01,  Daulatpur Union,11417,31.1,68.5,0.4,0.0,11471,17.6,73.5,8.2,0.7,00110
50.0,39.0,61.0,XXX,XX,01,  Mathurapur Union,10918,34.7,64.9,0.3,0.1,11224,19.9,70.0,8.9,1.1,00110
50.0,63.0,XX.0,XXX,XX,01,  Khoksa Upazila,41256,33.8,65.5,0.6,0.1,42109,20.6,70.4,8.4,0.6,00110
50.0,63.0,71.0,XXX,XX,01,  Samaspur Union,3157,33.2,66.4,0.3,0.1,3369,21.4,69.7,8.5,0.4,00110
50.0,71.0,XX.0,XXX,XX,01,  Kumarkhali Upazila,118565,34.7,64.7,0.5,0.1,121214,21.7,69.8,7.9,0.6,00110
50.0,79.0,XX.0,XXX,XX,01,  Kushtia Sadar Upazila,158030,33.4,65.8,0.6,0.2,157805,19.9,70.3,8.8,1.0,00110
50.0,79.0,50.0,XXX,XX,01,  Battail Union,16008,33.8,65.5,0.6,0.1,16095,19.5,70.3,8.7,1.5,00110
50.0,94.0,XX.0,XXX,XX,01,  Mirpur Upazila,119198,31.1,68.3,0.5,0.1,119620,18.0,72.7,8.4,0.9,00110
50.0,94.0,14.0,XXX,XX,01,  Amla Union,9466,30.1,69.5,0.4,0.1,9569,16.4,74.5,8.4,0.6,00110
50.0,94.0,80.0,XXX,XX,01,  Poradaha Union,13297,31.2,68.4,0.3,0.1,13491,18.3,72.7,8.3,0.7,00110
57.0,XX.0,XX.0,XXX,XX,01, Meherpur Zila,228327,30.8,68.5,0.5,0.2,235907,17.3,73.0,8.1,1.5,00110
57.0,47.0,XX.0,XXX,XX,01,  Gangni Upazila,107138,30.9,68.5,0.4,0.1,110652,17.4,73.7,7.6,1.4,00110
57.0,47.0,10.0,XXX,XX,01,  Bamandi Union,9761,32.3,67.2,0.4,0.1,9792,17.3,73.7,7.6,1.4,00110
57.0,47.0,69.0,XXX,XX,01,  Roypur Union,7405,29.8,69.5,0.5,0.2,7630,17.6,72.5,7.9,2.0,00110
57.0,60.0,XX.0,XXX,XX,01,  Mujib Nagar Upazila,35671,30.7,68.5,0.6,0.2,36678,18.1,72.0,8.8,1.2,00110
57.0,60.0,28.0,XXX,XX,01,  Bagoan Union,11833,31.7,67.5,0.6,0.2,12027,19.3,70.7,8.8,1.2,00110
57.0,87.0,XX.0,XXX,XX,01,  Meherpur Sadar Upazila,85518,30.7,68.4,0.6,0.3,88577,16.9,72.7,8.5,1.9,00110
87.0,XX.0,XX.0,XXX,XX,01, Satkhira Zila,703970,34.5,64.7,0.7,0.1,733238,21.1,68.6,8.8,1.5,00110
87.0,4.0,XX.0,XXX,XX,01,  Assasuni Upazila,102178,34.6,64.5,0.8,0.1,104312,21.2,68.6,8.9,1.3,00110
87.0,4.0,17.0,XXX,XX,01,  Assasuni Union,6124,34.4,64.6,0.9,0.1,6195,20.6,68.0,10.6,0.8,00110
87.0,25.0,XX.0,XXX,XX,01,  Debhata Upazila,49140,34.2,64.8,0.9,0.2,50050,20.6,68.9,8.7,1.8,00110
87.0,25.0,15.0,XXX,XX,01,  Debhata Union,5137,32.1,66.9,0.8,0.1,5505,19.3,70.3,8.8,1.7,00110
87.0,43.0,XX.0,XXX,XX,01,  Kalaroa Upazila,82570,34.1,65.2,0.5,0.2,87350,20.9,68.6,8.7,1.8,00110
87.0,43.0,31.0,XXX,XX,01,  Helatala Union,7269,34.3,65.0,0.5,0.3,7599,21.3,68.1,8.3,2.3,00110
87.0,47.0,XX.0,XXX,XX,01,  Kaliganj Upazila,101514,34.7,64.6,0.6,0.1,105794,20.8,69.4,8.4,1.4,00110
87.0,47.0,13.0,XXX,XX,01,  Bhara Simla Union,8039,33.9,65.5,0.6,0.1,8174,18.7,70.6,9.1,1.6,00110
87.0,47.0,55.0,XXX,XX,01,  Kushlia Union,6353,35.1,63.7,0.9,0.2,6605,21.5,68.3,8.9,1.3,00110
87.0,47.0,63.0,XXX,XX,01,  Mathureshpur Union,8933,35.0,64.2,0.7,0.1,9419,22.5,68.3,8.2,1.0,00110
87.0,47.0,94.0,XXX,XX,01,  Tarali Union,8161,32.8,66.9,0.2,0.1,8282,19.8,71.9,7.4,1.0,00110
87.0,82.0,XX.0,XXX,XX,01,  Satkhira Sadar Upazila,139580,35.4,63.7,0.7,0.2,142093,21.2,68.3,8.8,1.7,00110
87.0,86.0,XX.0,XXX,XX,01,  Shyamnagar Upazila,112119,35.2,64.1,0.6,0.1,124484,22.4,67.3,8.8,1.6,00110
87.0,86.0,94.0,XXX,XX,01,  Shyamnagar Union,5434,36.4,62.7,0.7,0.2,5708,23.1,67.8,7.3,1.8,00110
87.0,90.0,XX.0,XXX,XX,01,  Tala Upazila,116869,33.1,66.1,0.7,0.1,119155,19.9,69.5,9.4,1.2,00110
87.0,90.0,87.0,XXX,XX,01,  Tala Union,9232,32.9,66.4,0.6,0.1,9627,20.7,68.2,9.3,1.8,00110
42.0,XX.0,XX.0,XXX,XX,01, Jhalokati Zila,209860,39.0,59.8,1.1,0.1,234726,25.3,64.7,9.5,0.5,00110
42.0,40.0,XX.0,XXX,XX,01,  Jhalokati Sadar Upazila,60878,39.2,59.6,1.1,0.2,67629,25.6,63.4,10.4,0.6,00110
42.0,40.0,85.0,XXX,XX,01,  Ponabalia Union,5784,39.2,59.5,1.1,0.2,6334,24.6,64.7,9.9,0.8,00110
42.0,43.0,XX.0,XXX,XX,01,  Kanthalia Upazila,42687,36.9,61.7,1.2,0.1,46467,23.9,65.7,9.8,0.5,00110
42.0,43.0,63.0,XXX,XX,01,  Kanthalia Union,3384,35.5,62.5,1.9,0.1,3798,22.4,66.7,10.5,0.4,00110
42.0,73.0,XX.0,XXX,XX,01,  Nalchity Upazila,58910,40.2,58.7,1.0,0.1,67003,26.2,64.7,8.8,0.4,00110
42.0,84.0,XX.0,XXX,XX,01,  Rajapur Upazila,47385,39.0,59.8,1.1,0.2,53627,24.9,65.5,9.2,0.4,00110
42.0,84.0,40.0,XXX,XX,01,  Mathbari Union,6723,40.7,57.7,1.3,0.3,7934,25.4,63.7,10.3,0.5,00110
42.0,84.0,54.0,XXX,XX,01,  Rajapur Union,7740,40.4,58.5,1.0,0.1,8654,24.8,66.0,8.9,0.4,00110
78.0,XX.0,XX.0,XXX,XX,01, Patuakhali Zila,485679,34.7,64.3,0.9,0.1,521945,22.3,68.9,8.4,0.4,00110
78.0,38.0,XX.0,XXX,XX,01,  Bauphal Upazila,100973,37.3,61.6,1.1,0.1,116409,23.8,67.0,8.9,0.3,00110
78.0,38.0,29.0,XXX,XX,01,  Bauphal Union,6957,35.8,63.2,0.9,0.1,8124,23.1,68.3,8.4,0.2,00110
78.0,38.0,35.0,XXX,XX,01,  Daspara Union,5304,36.6,62.0,1.4,0.1,5845,25.0,64.8,9.8,0.4,00110
78.0,52.0,XX.0,XXX,XX,01,  Dashmina Upazila,37280,33.4,65.5,1.0,0.1,40205,21.5,69.4,8.8,0.3,00110
78.0,52.0,31.0,XXX,XX,01,  Banshbaria Union,5025,33.5,65.2,1.2,0.1,5590,21.1,68.3,10.0,0.6,00110
78.0,52.0,52.0,XXX,XX,01,  Dashmina Union,4232,33.2,65.7,1.0,0.1,4746,20.7,69.4,9.4,0.5,00110
78.0,55.0,XX.0,XXX,XX,01,  Dumki Upazila,20574,38.0,61.0,0.9,0.1,23955,23.8,66.7,9.2,0.3,00110
78.0,55.0,93.0,XXX,XX,01,  Sreerampur Union,1990,37.4,61.2,1.2,0.2,2507,23.6,66.1,9.9,0.5,00110
78.0,57.0,XX.0,XXX,XX,01,  Galachipa Upazila,122778,33.2,65.8,0.9,0.1,126401,21.7,69.7,8.2,0.5,00110
78.0,57.0,50.0,XXX,XX,01,  Chiknikandi Union,5142,33.9,65.0,1.0,0.0,5650,21.9,68.8,9.0,0.3,00110
78.0,57.0,67.0,XXX,XX,01,  Galachipa Union,5734,32.0,66.7,1.2,0.1,5941,21.1,69.5,8.7,0.7,00110
78.0,66.0,XX.0,XXX,XX,01,  Kala Para Upazila,76931,31.8,67.3,0.7,0.1,75843,19.7,71.7,7.8,0.8,00110
78.0,66.0,83.0,XXX,XX,01,  Tiakhali Union,2102,30.7,68.4,0.9,0.0,2074,17.5,72.5,9.6,0.4,00110
78.0,76.0,XX.0,XXX,XX,01,  Mirzaganj Upazila,37277,36.0,63.1,0.9,0.1,40775,22.6,67.6,9.4,0.4,00110
78.0,76.0,13.0,XXX,XX,01,  Amragachhia Union,7269,35.5,63.7,0.8,0.0,8145,22.8,68.0,8.8,0.4,00110
78.0,76.0,27.0,XXX,XX,01,  Deuli Subidkhali Union,4126,36.8,62.3,0.9,0.0,4250,21.0,69.3,9.4,0.3,00110
78.0,76.0,81.0,XXX,XX,01,  Mirzaganj Union,5373,35.8,63.1,1.0,0.0,5977,24.3,65.7,9.5,0.5,00110
78.0,95.0,XX.0,XXX,XX,01,  Patuakhali Sadar Upazila,89866,35.8,63.2,0.9,0.1,98357,23.0,69.0,7.7,0.4,00110
78.0,95.0,27.0,XXX,XX,01,  Jainkati Union,4576,34.2,65.0,0.6,0.1,4954,20.8,70.4,8.3,0.5,00110
6.0,XX.0,XX.0,XXX,XX,01, Barisal Zila,656638,39.5,59.4,1.0,0.1,720587,26.5,64.7,8.5,0.3,00110
6.0,2.0,XX.0,XXX,XX,01,  Agailjhara Upazila,51842,40.7,58.0,1.2,0.1,56643,26.7,62.4,10.6,0.3,00110
6.0,2.0,15.0,XXX,XX,01,  Bakal Union,8385,39.2,59.6,1.1,0.1,8996,26.1,61.3,12.2,0.4,00110
6.0,2.0,47.0,XXX,XX,01,  Gaila Union,9341,39.7,59.2,1.0,0.1,10386,25.9,63.7,10.1,0.4,00110
6.0,3.0,XX.0,XXX,XX,01,  Babuganj Upazila,48695,40.8,58.2,0.9,0.1,54340,26.9,63.7,9.1,0.3,00110
6.0,3.0,81.0,XXX,XX,01,  Rahmatpur Union,5699,39.4,59.2,1.3,0.1,5857,27.5,63.4,8.7,0.4,00110
6.0,7.0,XX.0,XXX,XX,01,  Bakerganj Upazila,104701,38.2,60.5,1.2,0.1,121071,25.0,65.2,9.5,0.3,00110
6.0,7.0,12.0,XXX,XX,01,  Bhar Pasha Union,5446,39.1,59.5,1.3,0.1,6421,24.5,65.5,9.7,0.3,00110
6.0,7.0,94.0,XXX,XX,01,  Rangasree Union,11622,38.9,59.8,1.2,0.1,13124,25.3,65.4,8.8,0.5,00110
6.0,10.0,XX.0,XXX,XX,01,  Banari Para Upazila,50245,38.8,60.3,0.9,0.1,52784,25.0,65.8,8.8,0.4,00110
6.0,10.0,42.0,XXX,XX,01,  Chakhar Union,4677,41.2,58.5,0.3,0.0,5605,26.1,65.6,8.1,0.2,00110
6.0,10.0,63.0,XXX,XX,01,  Salia Bakpur Union,6030,40.4,58.9,0.7,0.0,6723,23.9,66.3,9.4,0.4,00110
6.0,32.0,XX.0,XXX,XX,01,  Gaurnadi Upazila,54645,40.2,58.9,0.8,0.1,59330,25.8,65.1,8.7,0.3,00110
6.0,36.0,XX.0,XXX,XX,01,  Hizla Upazila,46514,39.8,59.6,0.6,0.0,47483,28.7,65.3,5.8,0.2,00110
