ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Male,% Male-Never married,% Male-Married,% Male-Widowed,% Male-Divorced/Separated,Total Female,% Female-Never married,% Female-Married,% Female-Widowed,% Female-Divorced/Separated,check_var
47.0,40.0,XX.0,XXX,XX,XX,Dighalia Upazila Total,47347,39.2,60.0,0.8,0.1,44886,24.8,65.5,8.7,0.9,00111
47.0,40.0,17.0,XXX,XX,XX,  Barakpur Union Total,9049,40.2,58.7,1.1,0.1,8836,23.7,65.1,10.1,1.1,00111
47.0,40.0,57.0,XXX,XX,XX,  Dighalia Union Total,12077,40.4,58.5,0.9,0.2,11756,25.5,64.9,8.6,1.0,00111
47.0,40.0,66.0,XXX,XX,XX,  Gazir Hat Union Total,7670,38.0,61.3,0.7,0.0,7436,23.4,66.4,9.5,0.7,00111
47.0,40.0,85.0,XXX,XX,XX,  Senhati Union Total,18551,38.3,60.9,0.6,0.1,16858,25.5,65.9,7.7,0.9,00111
47.0,45.0,XX.0,XXX,XX,XX,Khalishpur Thana Total,74034,42.3,57.0,0.6,0.1,63658,28.0,63.8,7.3,0.9,00111
47.0,45.0,7.0,XXX,XX,XX,  Ward No-07 Total,4733,39.3,60.1,0.5,0.2,4033,24.3,66.2,7.9,1.6,00111
47.0,45.0,8.0,XXX,XX,XX,  Ward No-08 Total,4797,35.7,63.9,0.3,0.1,3087,28.5,65.5,5.5,0.5,00111
47.0,45.0,9.0,XXX,XX,XX,  Ward No-09 Total,13715,46.2,53.1,0.5,0.1,12350,27.2,65.2,6.7,0.9,00111
47.0,45.0,10.0,XXX,XX,XX,  Ward No-10 Total,11829,41.9,57.1,0.8,0.2,11525,28.0,63.5,7.5,1.0,00111
47.0,45.0,11.0,XXX,XX,XX,  Ward No-11 Total,6313,33.7,66.0,0.2,0.0,4154,28.5,64.7,5.8,1.1,00111
47.0,45.0,12.0,XXX,XX,XX,  Ward No-12 Total,8752,44.4,54.5,0.9,0.1,8841,30.1,60.0,8.9,1.0,00111
47.0,45.0,13.0,XXX,XX,XX,  Ward No-13 Total,4174,37.8,61.5,0.5,0.2,3459,25.3,67.9,5.5,1.4,00111
47.0,45.0,14.0,XXX,XX,XX,  Ward No-14 Total,11944,43.2,56.0,0.7,0.1,10122,28.4,62.4,8.4,0.8,00111
47.0,45.0,15.0,XXX,XX,XX, Ward No-15 Total,7777,47.2,52.1,0.6,0.1,6087,29.8,63.4,6.3,0.5,00111
47.0,48.0,XX.0,XXX,XX,XX,Khan Jahan Ali Thana Total,36106,42.6,56.8,0.5,0.2,30948,24.9,67.0,7.0,1.0,00111
47.0,48.0,2.0,XXX,XX,XX,  Ward No-02 (Part) Total,3592,58.4,41.3,0.3,0.1,1400,25.7,70.4,3.4,0.5,00111
47.0,48.0,19.0,XXX,XX,XX,  Atra Gilatala Union Total,20093,38.4,60.9,0.5,0.2,19094,24.5,67.2,7.3,1.0,00111
47.0,48.0,75.0,XXX,XX,XX,  Jugipole Union Total,11448,46.2,53.1,0.6,0.1,10211,25.6,66.1,7.2,1.2,00111
47.0,48.0,98.0,XXX,XX,XX,  Gilatala Cantt. Total,973,27.4,72.6,0.0,0.0,243,25.5,74.1,0.0,0.4,00111
47.0,51.0,XX.0,XXX,XX,XX,Khulna Sadar Thana Total,96230,41.1,58.1,0.6,0.2,90207,26.7,64.8,7.4,1.1,00111
47.0,51.0,21.0,XXX,XX,XX,  Ward No-21 Total,9490,35.9,63.0,0.9,0.2,7147,22.8,66.1,9.0,2.1,00111
47.0,51.0,22.0,XXX,XX,XX,  Ward No-22 Total,7260,39.9,59.1,0.8,0.2,6994,27.0,61.2,9.3,2.4,00111
47.0,51.0,23.0,XXX,XX,XX,  Ward No-23 Total,6049,41.1,58.1,0.7,0.1,5855,31.1,59.2,8.9,0.8,00111
47.0,51.0,24.0,XXX,XX,XX,  Ward No-24 Total,16554,43.8,55.6,0.4,0.2,15060,26.1,65.6,7.2,1.0,00111
47.0,51.0,27.0,XXX,XX,XX,  Ward No-27 Total,13230,43.3,56.1,0.4,0.1,12282,27.7,64.6,7.0,0.8,00111
47.0,51.0,28.0,XXX,XX,XX,  Ward No-28 Total,8495,43.2,56.1,0.5,0.3,8418,28.1,63.9,7.3,0.8,00111
47.0,51.0,29.0,XXX,XX,XX,  Ward No-29 Total,7520,42.6,56.6,0.7,0.1,7572,30.9,60.8,7.1,1.2,00111
47.0,51.0,30.0,XXX,XX,XX,  Ward No-30 Total,13921,41.2,58.1,0.6,0.1,13481,26.1,66.3,6.6,0.9,00111
47.0,51.0,31.0,XXX,XX,XX,  Ward No-31 Total,13711,37.7,61.4,0.7,0.2,13398,23.6,69.3,6.3,0.9,00111
47.0,53.0,XX.0,XXX,XX,XX,Koyra Upazila Total,74314,34.5,64.8,0.6,0.1,78591,21.9,67.8,8.7,1.6,00111
47.0,53.0,10.0,XXX,XX,XX,  Amadi Union Total,12764,34.2,65.0,0.6,0.2,13515,20.1,69.0,9.7,1.2,00111
47.0,53.0,11.0,XXX,XX,XX,  Bagali Union Total,12960,35.8,63.6,0.5,0.1,14065,21.6,68.3,8.6,1.4,00111
47.0,53.0,22.0,XXX,XX,XX,  Dakshin Bedkashi Union Total,6469,33.6,65.0,1.0,0.4,6570,21.8,66.5,8.0,3.7,00111
47.0,53.0,55.0,XXX,XX,XX,Koyra Union Total,12836,36.1,63.5,0.3,0.1,13467,24.6,65.8,7.9,1.7,00111
47.0,53.0,72.0,XXX,XX,XX,  Maharajpur Union Total,11621,34.9,64.1,0.9,0.1,12821,23.1,67.0,8.5,1.5,00111
47.0,53.0,78.0,XXX,XX,XX,  Maheshwaripur Union Total,11749,32.5,66.9,0.5,0.1,11988,20.1,69.9,8.9,1.1,00111
47.0,53.0,94.0,XXX,XX,XX,  Uttar Bedkashi Union Total,5915,33.1,66.3,0.6,0.1,6165,21.4,67.8,9.0,1.8,00111
47.0,64.0,XX.0,XXX,XX,XX,Paikgachha Upazila Total,100423,33.8,65.4,0.7,0.1,101584,20.1,70.0,8.6,1.3,00111
47.0,64.0,XX.0,XXX,XX,XX,  Paikgachha Paurashava,6720,35.6,63.7,0.6,0.1,6413,23.2,67.4,7.7,1.6,00111
47.0,64.0,1.0,XXX,XX,XX,  Ward No-01 Total,454,35.7,63.7,0.7,0.0,452,20.1,72.8,4.6,2.4,00111
47.0,64.0,2.0,XXX,XX,XX,  Ward No-02 Total,449,35.4,63.5,0.4,0.7,398,15.1,75.4,7.5,2.0,00111
47.0,64.0,3.0,XXX,XX,XX,  Ward No-03 Total,531,32.4,65.9,1.3,0.4,538,21.4,67.7,8.6,2.4,00111
47.0,64.0,4.0,XXX,XX,XX,  Ward No-04 Total,1152,36.5,63.1,0.4,0.0,1062,22.2,67.5,9.4,0.8,00111
47.0,64.0,5.0,XXX,XX,XX,  Ward No-05 Total,1153,34.4,65.0,0.5,0.1,1170,25.6,66.8,6.0,1.6,00111
47.0,64.0,6.0,XXX,XX,XX,  Ward No-06 Total,811,33.7,65.6,0.6,0.1,803,26.3,65.3,7.0,1.5,00111
47.0,64.0,7.0,XXX,XX,XX,  Ward No-07 Total,701,35.8,63.8,0.4,0.0,723,22.4,65.1,10.8,1.7,00111
47.0,64.0,8.0,XXX,XX,XX,  Ward No-08 Total,540,32.4,67.4,0.2,0.0,411,21.2,71.0,6.8,1.0,00111
47.0,64.0,9.0,XXX,XX,XX,  Ward No-09 Total,929,41.6,57.7,0.6,0.1,856,26.8,63.6,7.8,1.9,00111
47.0,64.0,16.0,XXX,XX,XX,  Chandkhali Union Total,14377,34.4,65.0,0.4,0.2,15107,20.4,71.7,7.1,0.8,00111
47.0,64.0,27.0,XXX,XX,XX,  Deluti Union Total,6528,31.9,67.1,0.8,0.1,6600,18.3,70.5,9.5,1.8,00111
47.0,64.0,33.0,XXX,XX,XX,  Gadaipur Union Total,8009,34.7,64.2,0.9,0.2,8142,20.6,68.5,9.6,1.3,00111
47.0,64.0,39.0,XXX,XX,XX,  Garuikhali Union Total,9058,31.6,67.6,0.7,0.1,9461,19.7,69.7,9.7,1.0,00111
47.0,64.0,44.0,XXX,XX,XX,  Haridhali Union Total,9559,33.8,65.0,1.0,0.2,9582,19.4,70.5,8.6,1.6,00111
47.0,64.0,50.0,XXX,XX,XX,  Kapilmuni Union Total,13327,32.7,66.5,0.6,0.2,13769,19.1,69.0,10.0,1.8,00111
47.0,64.0,61.0,XXX,XX,XX,  Laskar Union Total,8447,35.2,64.2,0.5,0.1,8357,21.5,69.0,8.5,1.0,00111
47.0,64.0,67.0,XXX,XX,XX,  Lata Union Total,4792,32.7,66.6,0.6,0.1,4427,17.1,71.0,10.6,1.3,00111
47.0,64.0,83.0,XXX,XX,XX,  Raruli Union Total,10390,34.9,64.5,0.5,0.1,10621,20.5,71.5,7.4,0.7,00111
47.0,64.0,89.0,XXX,XX,XX,  Sholadana Union Total,9216,33.6,65.5,0.8,0.1,9105,20.6,70.0,7.8,1.6,00111
47.0,69.0,XX.0,XXX,XX,XX,Phultala Upazila Total,33578,35.8,63.3,0.7,0.2,34103,21.2,68.7,8.5,1.7,00111
47.0,69.0,38.0,XXX,XX,XX,Damodar Union Total,14970,37.3,61.7,0.8,0.3,14979,21.6,67.7,8.8,2.0,00111
47.0,69.0,57.0,XXX,XX,XX,  Jamira Union Total,7437,33.5,65.7,0.7,0.1,7727,20.0,70.2,8.1,1.8,00111
47.0,69.0,76.0,XXX,XX,XX,Phultala Union Total,11171,35.4,63.9,0.7,0.1,11397,21.4,68.9,8.3,1.3,00111
47.0,75.0,XX.0,XXX,XX,XX,Rupsa Upazila Total,72123,38.1,60.8,0.8,0.3,71813,23.7,65.8,8.9,1.5,00111
47.0,75.0,13.0,XXX,XX,XX,  Aijganti Union Total,17995,38.6,60.3,0.9,0.3,17751,24.6,65.3,8.6,1.4,00111
47.0,75.0,27.0,XXX,XX,XX,  Ghatbhogh Union Total,13369,40.1,58.9,0.8,0.1,13533,25.2,64.1,10.1,0.7,00111
47.0,75.0,54.0,XXX,XX,XX,  Naihati Union Total,23311,36.8,62.1,0.8,0.3,23540,22.5,66.8,8.5,2.3,00111
47.0,75.0,67.0,XXX,XX,XX,  Sreefaltala Union Total,10127,37.1,61.9,0.7,0.4,9878,24.0,66.8,7.9,1.3,00111
47.0,75.0,81.0,XXX,XX,XX,  T. S. Bahirdia Union Total,7321,39.0,59.9,1.0,0.1,7111,22.5,66.0,10.4,1.1,00111
47.0,85.0,XX.0,XXX,XX,XX,Sonadanga Thana Total,70023,40.9,58.3,0.7,0.2,68370,27.9,64.1,7.1,0.9,00111
47.0,85.0,16.0,XXX,XX,XX,  Ward No-16 Total,12321,43.7,55.6,0.5,0.2,11938,30.5,62.3,6.3,0.9,00111
47.0,85.0,17.0,XXX,XX,XX,  Ward No-17 Total,13512,38.9,60.1,0.8,0.2,13879,28.1,64.0,6.8,1.0,00111
47.0,85.0,18.0,XXX,XX,XX,  Ward No-18 Total,11809,42.8,56.6,0.5,0.2,10745,27.0,65.1,7.1,0.8,00111
47.0,85.0,19.0,XXX,XX,XX,  Ward No-19 Total,7729,40.3,58.4,1.1,0.2,7658,27.3,62.6,9.1,1.0,00111
47.0,85.0,20.0,XXX,XX,XX,  Ward No-20 Total,7105,41.8,57.2,0.7,0.2,6838,29.3,60.4,9.2,1.0,00111
47.0,85.0,25.0,XXX,XX,XX,  Ward No-25 Total,8890,39.6,59.6,0.7,0.1,8730,25.9,66.9,6.4,0.8,00111
47.0,85.0,26.0,XXX,XX,XX,  Ward No-26 Total,8657,38.6,61.0,0.3,0.2,8582,26.1,66.9,5.9,1.1,00111
47.0,94.0,XX.0,XXX,XX,XX,Terokhada Upazila Total,43161,37.6,61.5,0.8,0.2,43803,23.0,66.6,9.4,0.9,00111
47.0,94.0,13.0,XXX,XX,XX,  Ajugara Union Total,5736,39.9,59.2,0.8,0.2,5778,25.9,63.4,9.6,1.2,00111
47.0,94.0,27.0,XXX,XX,XX,Barasat Union Total,8001,36.8,62.0,1.0,0.2,8442,23.7,65.3,10.2,0.8,00111
47.0,94.0,40.0,XXX,XX,XX,  Madhupur Union Total,7757,38.8,60.0,0.9,0.3,7009,21.8,67.9,9.2,1.2,00111
47.0,94.0,54.0,XXX,XX,XX,  Sachiadah Union Total,6599,36.1,63.2,0.7,0.0,6797,21.4,69.2,8.7,0.7,00111
47.0,94.0,67.0,XXX,XX,XX,  Sagladah Union Total,7046,38.0,61.0,0.8,0.2,7729,23.8,65.7,9.3,1.2,00111
47.0,94.0,81.0,XXX,XX,XX,Terokhada Union Total,8022,36.3,63.1,0.5,0.0,8048,22.1,68.0,9.4,0.6,00111
18.0,XX.0,XX.0,XXX,XX,XX,Chuadanga Zila Total,452637,32.4,66.8,0.5,0.2,455638,19.5,71.0,8.3,1.2,00111
18.0,7.0,XX.0,XXX,XX,XX,Alamdanga Upazila Total,139128,30.8,68.5,0.5,0.2,140139,18.0,72.7,8.3,0.9,00111
18.0,7.0,XX.0,XXX,XX,XX,  Alamdanga Paurashava,12964,33.9,65.4,0.6,0.2,13495,19.7,69.6,9.5,1.1,00111
18.0,7.0,1.0,XXX,XX,XX,  Ward No-01 Total,1652,38.8,60.6,0.4,0.2,1652,21.2,69.2,8.5,1.1,00111
18.0,7.0,2.0,XXX,XX,XX,  Ward No-02 Total,1642,35.7,63.8,0.3,0.2,1691,19.5,71.6,8.2,0.7,00111
18.0,7.0,3.0,XXX,XX,XX,  Ward No-03 Total,1288,34.6,64.4,0.9,0.0,1317,21.8,67.4,9.6,1.2,00111
18.0,7.0,4.0,XXX,XX,XX,  Ward No-04 Total,1803,36.7,62.8,0.3,0.1,1881,21.3,70.5,7.4,0.7,00111
18.0,7.0,5.0,XXX,XX,XX,  Ward No-05 Total,1580,31.1,68.3,0.5,0.1,1699,20.8,67.3,10.5,1.4,00111
18.0,7.0,6.0,XXX,XX,XX,  Ward No-06 Total,1580,30.3,68.7,0.8,0.2,1698,18.3,69.0,11.7,1.1,00111
18.0,7.0,7.0,XXX,XX,XX,  Ward No-07 Total,1297,33.5,65.2,1.2,0.1,1356,18.4,69.2,10.7,1.8,00111
18.0,7.0,8.0,XXX,XX,XX,  Ward No-08 Total,1017,31.2,67.7,0.7,0.4,1059,18.2,69.6,10.2,2.0,00111
18.0,7.0,9.0,XXX,XX,XX,  Ward No-09 Total,1105,30.2,69.4,0.3,0.1,1142,16.5,73.6,9.3,0.7,00111
18.0,7.0,13.0,XXX,XX,XX,  Belgachhi Union Total,5765,28.4,70.7,0.7,0.2,5953,16.0,72.6,10.8,0.6,00111
18.0,7.0,15.0,XXX,XX,XX,Baradi Union Total,7785,29.7,69.7,0.4,0.2,7765,17.7,73.9,7.3,1.1,00111
18.0,7.0,23.0,XXX,XX,XX,Bhangabaria Union Total,11225,30.9,68.5,0.4,0.1,11086,17.9,74.2,7.2,0.8,00111
18.0,7.0,27.0,XXX,XX,XX,Chithla Union Total,9076,31.5,68.0,0.3,0.1,9096,18.5,71.8,8.3,1.3,00111
18.0,7.0,31.0,XXX,XX,XX,  Dauki Union Total,7410,29.4,69.9,0.5,0.2,7789,17.4,71.8,10.3,0.6,00111
18.0,7.0,39.0,XXX,XX,XX,  Gangni Union Total,9811,31.1,68.4,0.5,0.1,9433,17.8,74.3,6.9,1.1,00111
18.0,7.0,47.0,XXX,XX,XX,Hardi Union Total,11918,32.5,66.8,0.5,0.2,11841,19.2,71.9,8.0,0.9,00111
18.0,7.0,51.0,XXX,XX,XX,  Kalidashpur Union Total,9288,29.8,69.7,0.4,0.1,9485,17.5,73.9,8.0,0.7,00111
18.0,7.0,55.0,XXX,XX,XX,Jamjami Union Total,7324,30.0,69.3,0.5,0.2,7448,17.4,72.6,9.2,0.9,00111
18.0,7.0,63.0,XXX,XX,XX,Jehala Union Total,8999,30.9,68.2,0.7,0.2,9023,18.2,71.7,9.3,0.8,00111
18.0,7.0,71.0,XXX,XX,XX,  Khadimpur Union Total,8163,31.9,67.4,0.5,0.2,7957,19.1,73.7,6.5,0.8,00111
18.0,7.0,79.0,XXX,XX,XX,Khaskara Union Total,9126,30.1,69.2,0.6,0.2,9319,18.2,73.4,7.6,0.8,00111
18.0,7.0,87.0,XXX,XX,XX,Kumari Union Total,7434,31.0,67.9,0.9,0.2,7402,17.0,72.8,8.9,1.2,00111
18.0,7.0,94.0,XXX,XX,XX,  Nagdaha Union Total,12840,29.1,70.2,0.5,0.2,13047,16.9,73.6,8.4,1.1,00111
18.0,23.0,XX.0,XXX,XX,XX,Chuadanga Sadar Upazila Total,125927,32.7,66.6,0.6,0.2,127450,19.8,70.1,8.8,1.3,00111
18.0,23.0,XX.0,XXX,XX,XX,  Chuadanga Paurashava,35108,34.9,64.2,0.7,0.2,35375,22.5,67.1,9.1,1.3,00111
18.0,23.0,1.0,XXX,XX,XX,  Ward No-01 Total,4709,31.5,67.4,0.8,0.3,4123,21.1,68.7,8.7,1.6,00111
18.0,23.0,2.0,XXX,XX,XX,  Ward No-02 Total,4293,35.4,63.6,0.9,0.2,4550,24.5,65.0,9.0,1.5,00111
18.0,23.0,3.0,XXX,XX,XX,  Ward No-03 Total,3225,36.0,63.2,0.6,0.2,3413,26.0,64.5,8.8,0.7,00111
18.0,23.0,4.0,XXX,XX,XX,  Ward No-04 Total,2822,33.9,65.1,0.9,0.2,2863,22.3,65.8,10.4,1.5,00111
18.0,23.0,5.0,XXX,XX,XX,  Ward No-05 Total,3602,35.1,64.5,0.3,0.0,3727,20.1,69.9,9.4,0.6,00111
18.0,23.0,6.0,XXX,XX,XX,  Ward No-06 Total,4383,33.6,65.6,0.7,0.1,4311,20.5,70.2,8.3,1.0,00111
18.0,23.0,7.0,XXX,XX,XX,  Ward No-07 Total,4267,32.8,66.2,0.8,0.2,4494,21.9,67.7,8.8,1.7,00111
18.0,23.0,8.0,XXX,XX,XX,  Ward No-08 Total,3892,35.9,63.1,0.7,0.2,3933,21.5,67.4,9.2,1.9,00111
18.0,23.0,9.0,XXX,XX,XX,  Ward No-09 Total,3915,41.0,58.2,0.6,0.3,3961,25.1,64.0,9.5,1.4,00111
18.0,23.0,11.0,XXX,XX,XX,Alokdia Union Total,11553,32.6,66.6,0.5,0.3,11678,20.5,70.1,7.9,1.5,00111
18.0,23.0,23.0,XXX,XX,XX,  Begampur Union Total,16383,32.1,67.1,0.6,0.2,16797,19.4,69.7,9.4,1.5,00111
18.0,23.0,47.0,XXX,XX,XX,Kutubpur Union Total,13340,31.5,67.9,0.4,0.2,13558,17.2,72.9,8.5,1.4,00111
18.0,23.0,59.0,XXX,XX,XX,Mominpur Union Total,6171,31.3,68.0,0.6,0.1,6365,18.8,71.1,8.8,1.2,00111
18.0,23.0,62.0,XXX,XX,XX,  Padmabila Union Total,8170,31.6,67.8,0.5,0.0,8106,18.3,72.2,8.6,0.9,00111
18.0,23.0,71.0,XXX,XX,XX,Shankar Chandra Union Total,18934,31.3,68.1,0.4,0.2,19046,18.9,71.6,8.5,1.0,00111
18.0,23.0,83.0,XXX,XX,XX,Titudaha Union Total,16268,32.0,67.3,0.5,0.2,16525,18.2,71.1,9.2,1.4,00111
18.0,31.0,XX.0,XXX,XX,XX,Damurhuda Upazila Total,115747,33.3,65.9,0.6,0.2,115858,20.1,70.8,7.9,1.2,00111
18.0,31.0,XX.0,XXX,XX,XX,  Damurhuda  Paurashava,13575,36.6,62.8,0.5,0.2,13705,22.2,68.5,8.3,1.0,00111
18.0,31.0,1.0,XXX,XX,XX,  Ward No-01 Total,1502,34.4,64.6,0.7,0.3,1462,18.5,74.8,6.0,0.7,00111
