ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,General Households,Percentage of Households comprising-1 person,Percentage of Households comprising-2 persons,Percentage of Households comprising-3 persons,Percentage of Households comprising-4 persons,Percentage of Households comprising-5 persons,Percentage of Households comprising-6 persons,Percentage of Households comprising-7 persons,Percentage of Households comprising-8+ persons,Average size of Household,check_var
73,64.0,12.0,XXX,XX,XX,  Charaikhola Union Total,6994,2.9,9.8,17.8,25.6,21.9,12.3,5.2,4.4,4.4,00111
73,64.0,18.0,XXX,XX,XX,  Chaora Bargachha Union Total,6092,4.0,10.1,17.9,26.6,20.3,11.2,4.9,4.9,4.3,00111
73,64.0,25.0,XXX,XX,XX,  Gorgram Union Total,6409,3.5,9.6,18.3,26.3,22.0,10.8,4.9,4.6,4.3,00111
73,64.0,31.0,XXX,XX,XX,  Itakhola Union Total,6429,3.1,10.3,19.6,27.0,19.6,10.6,5.1,4.6,4.3,00111
73,64.0,37.0,XXX,XX,XX,  Kachukata Union Total,5952,3.6,10.1,19.2,26.3,20.9,11.5,4.6,3.9,4.3,00111
73,64.0,44.0,XXX,XX,XX,  Khokshabari Union Total,5133,2.2,9.0,18.8,27.2,21.6,11.2,5.1,5.0,4.4,00111
73,64.0,50.0,XXX,XX,XX,  Kunda Pukur Union Total,7212,2.6,9.2,18.4,26.1,22.3,11.6,5.5,4.2,4.4,00111
73,64.0,63.0,XXX,XX,XX,  Panch Pukur Union Total,5092,2.5,9.8,16.9,26.6,21.9,12.6,5.2,4.4,4.4,00111
73,64.0,69.0,XXX,XX,XX,  '  Palashbari Union' Total,4902,4.1,8.9,18.3,28.5,20.2,10.8,4.8,4.4,4.3,00111
73,64.0,73.0,XXX,XX,XX,  Lakshmi Chap Union Total,4041,1.3,5.4,13.3,25.9,23.2,13.6,7.8,9.4,5.0,00111
73,64.0,75.0,XXX,XX,XX,  Ramnagar Union Total,5100,1.1,6.7,14.6,25.2,24.3,14.5,6.0,7.6,4.8,00111
73,64.0,82.0,XXX,XX,XX,  Sangalshi Union Total,5015,2.7,8.9,16.2,25.6,22.3,12.8,6.0,5.6,4.5,00111
73,64.0,88.0,XXX,XX,XX,  Sonaroy Union Total,6592,3.1,10.5,17.0,23.7,21.8,12.9,5.7,5.2,4.4,00111
73,64.0,94.0,XXX,XX,XX,  Tupamari Union Total,6168,2.0,6.3,15.9,24.7,21.3,13.9,6.9,8.9,4.8,00111
73,85.0,XX.0,XXX,XX,XX,Saidpur Upazila Total,57965,3.3,10.0,17.6,24.6,20.0,11.7,6.0,7.0,4.5,00111
73,85.0,1.0,XXX,XX,XX,  Ward No-01 Total,2374,3.4,9.2,16.9,24.3,20.7,12.1,7.2,6.2,4.5,00111
73,85.0,2.0,XXX,XX,XX,  Ward No-02 Total,2054,3.5,8.8,15.3,19.2,18.9,13.2,9.3,11.8,4.9,00111
73,85.0,3.0,XXX,XX,XX,  Ward No-03 Total,1432,6.3,9.8,15.4,22.4,17.4,13.5,5.5,9.7,4.6,00111
73,85.0,4.0,XXX,XX,XX,  Ward No-04 Total,1921,3.2,8.2,19.4,25.5,18.4,10.1,5.7,9.4,4.6,00111
73,85.0,5.0,XXX,XX,XX,  Ward No-05 Total,1400,3.6,9.4,16.9,22.3,16.4,11.9,8.8,10.8,4.8,00111
73,85.0,6.0,XXX,XX,XX,  Ward No-06 Total,2232,2.0,8.2,17.6,25.9,20.6,12.0,6.2,7.6,4.6,00111
73,85.0,7.0,XXX,XX,XX,  Ward No-07 Total,1047,1.4,7.6,15.7,22.2,18.0,11.7,8.4,15.0,5.1,00111
73,85.0,8.0,XXX,XX,XX,  Ward No-08 Total,2698,2.1,7.7,18.1,32.1,19.8,9.0,5.1,6.1,4.5,00111
73,85.0,9.0,XXX,XX,XX,  Ward No-09 Total,1107,1.9,9.1,16.6,23.0,20.2,12.5,7.2,9.4,4.8,00111
73,85.0,10.0,XXX,XX,XX,  Ward No-10 Total,2127,1.8,8.1,15.1,20.5,19.1,13.9,8.3,13.1,5.1,00111
73,85.0,11.0,XXX,XX,XX,  Ward No-11 Total,2024,1.5,9.0,18.5,22.2,19.8,11.6,7.4,10.0,4.8,00111
73,85.0,12.0,XXX,XX,XX,  Ward No-12 Total,1253,2.6,8.1,17.3,23.9,18.8,11.7,6.4,11.2,4.8,00111
73,85.0,13.0,XXX,XX,XX,  Ward No-13 Total,1633,3.9,10.8,18.5,22.1,16.3,10.7,6.6,11.1,4.6,00111
73,85.0,14.0,XXX,XX,XX,  Ward No-14 Total,1112,1.3,8.9,13.8,17.5,16.1,13.7,10.8,17.9,5.5,00111
73,85.0,15.0,XXX,XX,XX,  Ward No-15 Total,1247,4.8,9.1,18.3,20.7,18.9,11.7,7.1,9.4,4.6,00111
73,85.0,23.0,XXX,XX,XX,Bangalipur Union Total,4519,2.8,10.6,18.1,26.6,19.3,11.3,5.7,5.6,4.4,00111
73,85.0,27.0,XXX,XX,XX,  Bothlagari Union Total,8098,2.7,8.7,15.6,22.5,22.4,14.2,6.7,7.2,4.7,00111
73,85.0,40.0,XXX,XX,XX,  Kamar Pukur Union Total,5961,3.9,9.8,18.2,26.1,21.0,11.5,4.8,4.7,4.3,00111
73,85.0,54.0,XXX,XX,XX,  Khata Madhupur Union Total,5412,4.0,12.6,18.9,25.9,21.2,11.0,3.8,2.7,4.1,00111
73,85.0,67.0,XXX,XX,XX,  Kushiram Belpukur Union Total,7820,4.6,13.6,19.8,26.1,19.7,9.7,4.0,2.5,4.0,00111
73,85.0,98.0,XXX,XX,XX,  Cantonment Total,494,1.0,4.0,20.4,39.9,23.5,8.3,1.4,1.4,4.2,00111
94,XX.0,XX.0,XXX,XX,XX,Thakurgaon Zila Total,319929,3.1,9.5,18.0,28.7,21.4,10.6,4.6,4.2,4.3,00111
94,8.0,XX.0,XXX,XX,XX,Baliadangi Upazila Total,45445,3.0,9.6,17.0,29.9,22.0,10.4,4.4,3.5,4.3,00111
94,8.0,10.0,XXX,XX,XX,   Amjankhore Union Total,4837,1.4,6.2,12.8,26.4,24.5,14.0,6.8,7.8,4.8,00111
94,8.0,21.0,XXX,XX,XX,Barabari Union Total,5945,3.3,9.6,19.4,31.1,21.4,9.0,3.5,2.6,4.1,00111
94,8.0,31.0,XXX,XX,XX,   Bara Palashbari Union Total,5882,3.0,9.3,16.4,30.2,22.7,10.4,4.5,3.4,4.3,00111
94,8.0,42.0,XXX,XX,XX,   Bhanor Union Total,5801,2.9,10.5,18.6,31.5,19.8,9.9,4.2,2.6,4.2,00111
94,8.0,52.0,XXX,XX,XX,   Charol Union Total,5815,3.1,9.2,16.0,30.2,23.0,10.6,4.7,3.2,4.3,00111
94,8.0,63.0,XXX,XX,XX,   Dhantala Union Total,5133,2.9,9.3,16.2,31.1,21.8,10.6,4.7,3.5,4.3,00111
94,8.0,73.0,XXX,XX,XX,Duosuo Union Total,6735,4.1,11.9,19.3,29.4,20.8,9.2,3.3,2.0,4.0,00111
94,8.0,84.0,XXX,XX,XX,   Paria Union Total,5297,3.2,9.7,16.2,29.0,22.7,10.5,4.5,4.1,4.3,00111
94,51.0,XX.0,XXX,XX,XX,Haripur Upazila Total,32584,3.1,8.8,15.5,25.9,22.3,12.9,5.8,5.7,4.5,00111
94,51.0,13.0,XXX,XX,XX,   Amgaon Union Total,5993,3.0,9.0,15.4,23.9,22.9,13.1,6.5,6.3,4.6,00111
94,51.0,27.0,XXX,XX,XX,   Bakua Union Total,4978,2.9,8.5,14.7,23.9,23.1,13.7,6.9,6.2,4.6,00111
94,51.0,40.0,XXX,XX,XX,   Bhaturia Union Total,4942,3.3,11.0,18.3,29.7,21.1,10.9,3.4,2.2,4.1,00111
94,51.0,54.0,XXX,XX,XX,   Dangi Para Union Total,5341,3.2,8.5,16.0,27.3,21.8,12.3,5.7,5.2,4.5,00111
94,51.0,67.0,XXX,XX,XX,   Gedura Union Total,5900,2.4,7.5,12.9,23.5,22.5,15.4,7.1,8.8,4.9,00111
94,51.0,81.0,XXX,XX,XX,Haripur Union Total,5430,3.6,8.5,16.1,27.7,22.2,11.7,5.2,5.1,4.4,00111
94,82.0,XX.0,XXX,XX,XX,Pirganj Upazila Total,58174,3.6,10.5,19.3,29.7,20.3,9.4,3.8,3.3,4.2,00111
94,82.0,XX.0,XXX,XX,XX,  Pirganj Paurashava,6454,3.7,10.4,21.0,29.2,19.2,8.4,4.2,3.9,4.2,00111
94,82.0,1.0,XXX,XX,XX,   Ward No-01 Total,742,2.2,8.5,20.5,27.9,20.6,11.2,4.0,5.1,4.4,00111
94,82.0,2.0,XXX,XX,XX,   Ward No-02 Total,427,2.8,10.1,20.4,28.3,18.3,8.7,4.0,7.5,4.4,00111
94,82.0,3.0,XXX,XX,XX,   Ward No-03 Total,785,4.6,10.7,20.5,30.4,17.5,8.7,4.3,3.3,4.1,00111
94,82.0,4.0,XXX,XX,XX,   Ward No-04 Total,753,4.0,10.5,22.7,24.8,19.8,7.7,5.0,5.4,4.3,00111
94,82.0,5.0,XXX,XX,XX,   Ward No-05 Total,639,2.8,11.1,20.8,27.7,20.0,8.6,4.5,4.4,4.3,00111
94,82.0,6.0,XXX,XX,XX,   Ward No-06 Total,1085,4.1,12.1,20.6,30.5,18.0,7.5,4.1,3.1,4.0,00111
94,82.0,7.0,XXX,XX,XX,   Ward No-07 Total,848,2.8,9.8,21.7,30.1,20.2,8.3,4.0,3.2,4.1,00111
94,82.0,8.0,XXX,XX,XX,   Ward No-08 Total,549,5.3,9.7,20.4,31.1,18.6,8.4,4.0,2.6,4.1,00111
94,82.0,9.0,XXX,XX,XX,   Ward No-09 Total,626,4.3,10.1,21.4,31.2,20.1,7.3,3.4,2.2,4.0,00111
94,82.0,23.0,XXX,XX,XX,   Bairchuna Union Total,5422,3.6,10.6,19.9,29.2,19.7,9.5,3.9,3.6,4.2,00111
94,82.0,25.0,XXX,XX,XX,   Bhomradaha Union Total,5385,3.5,9.8,17.8,30.6,21.3,10.2,3.9,2.8,4.2,00111
94,82.0,34.0,XXX,XX,XX,   Daulatpur Union Total,4090,3.6,11.8,20.9,31.1,17.3,8.8,4.0,2.5,4.0,00111
94,82.0,43.0,XXX,XX,XX,   Hajipur Union Total,5798,3.6,10.1,18.9,29.6,21.8,8.9,3.7,3.4,4.2,00111
94,82.0,51.0,XXX,XX,XX,   Jabarhat Union Total,6146,4.6,11.0,18.8,29.0,19.5,9.7,3.7,3.8,4.2,00111
94,82.0,60.0,XXX,XX,XX,   Khangaon Union Total,5014,4.1,9.8,18.6,31.5,20.1,9.2,3.1,3.6,4.2,00111
94,82.0,69.0,XXX,XX,XX,   Kusha Raniganj Union Total,5159,2.9,9.7,19.1,29.7,21.2,9.7,4.4,3.4,4.2,00111
94,82.0,77.0,XXX,XX,XX,   Pirganj Union Total,4483,3.9,10.4,18.5,30.0,20.7,9.8,3.2,3.5,4.2,00111
94,82.0,86.0,XXX,XX,XX,   Saidpur Union Total,5167,3.8,11.2,19.5,30.3,20.8,8.9,3.6,2.0,4.1,00111
94,82.0,94.0,XXX,XX,XX,   Sengaon Union Total,5056,2.7,10.6,18.8,27.5,21.5,10.7,4.5,3.7,4.3,00111
94,86.0,XX.0,XXX,XX,XX,Ranisankail Upazila Total,50950,3.2,9.6,17.3,28.0,21.9,10.8,4.8,4.5,4.3,00111
94,86.0,XX.0,XXX,XX,XX,  Ranisankail Paurashava,3812,3.2,7.1,18.3,28.2,20.3,10.0,5.8,7.1,4.5,00111
94,86.0,1.0,XXX,XX,XX,   Ward No-01 Total,416,3.8,7.7,20.0,30.5,16.6,7.9,5.3,8.2,4.5,00111
94,86.0,2.0,XXX,XX,XX,   Ward No-02 Total,531,2.8,5.8,19.0,31.3,19.6,9.2,4.5,7.7,4.5,00111
94,86.0,3.0,XXX,XX,XX,   Ward No-03 Total,337,1.2,6.5,17.2,30.0,18.7,9.5,7.7,9.2,4.8,00111
94,86.0,4.0,XXX,XX,XX,   Ward No-04 Total,373,2.4,6.2,14.7,28.2,25.2,11.5,6.4,5.4,4.6,00111
94,86.0,5.0,XXX,XX,XX,   Ward No-05 Total,487,3.5,6.0,18.7,27.1,22.8,9.4,6.8,5.7,4.5,00111
94,86.0,6.0,XXX,XX,XX,   Ward No-06 Total,304,0.7,5.9,15.8,21.7,23.4,12.8,10.5,9.2,5.0,00111
94,86.0,7.0,XXX,XX,XX,   Ward No-07 Total,456,2.6,6.8,18.6,26.3,17.5,12.3,4.2,11.6,4.9,00111
94,86.0,8.0,XXX,XX,XX,   Ward No-08 Total,586,5.1,9.2,20.0,28.7,20.3,8.9,4.1,3.8,4.1,00111
94,86.0,9.0,XXX,XX,XX,   Ward No-09 Total,322,5.3,9.0,18.9,28.0,19.3,9.9,5.0,4.7,4.3,00111
94,86.0,15.0,XXX,XX,XX,   Bachor Union Total,6716,3.0,9.4,16.3,28.4,22.3,10.5,5.2,4.8,4.4,00111
94,86.0,31.0,XXX,XX,XX,   Dharmagarh Union Total,5839,2.2,8.2,15.0,26.0,23.1,12.3,6.0,7.2,4.7,00111
94,86.0,47.0,XXX,XX,XX,   Hossain Gaon Union Total,5276,2.1,9.1,16.7,26.2,22.2,12.3,5.8,5.6,4.5,00111
94,86.0,55.0,XXX,XX,XX,   Kashipur Union Total,5835,4.6,12.6,19.0,28.6,21.4,9.2,2.6,1.9,4.0,00111
94,86.0,63.0,XXX,XX,XX,   Lehemba Union Total,6256,3.2,9.5,15.9,27.7,22.2,11.9,5.2,4.3,4.4,00111
94,86.0,71.0,XXX,XX,XX,   Nonduar Union Total,6168,3.4,9.1,16.6,28.0,22.2,10.9,5.0,4.8,4.4,00111
94,86.0,79.0,XXX,XX,XX,   Nekmarad Union Total,6442,3.9,10.8,19.2,29.6,21.0,9.3,3.6,2.5,4.1,00111
94,86.0,87.0,XXX,XX,XX,   Rator Union Total,4606,3.2,9.7,19.8,28.8,21.5,10.4,3.9,2.8,4.2,00111
94,94.0,XX.0,XXX,XX,XX,Thakurgaon Sadar Upazila Total,132776,2.8,9.1,18.7,28.8,21.2,10.5,4.6,4.4,4.3,00111
94,94.0,XX.0,XXX,XX,XX,  Thakurgaon Paurashava,17644,3.0,9.2,21.5,28.9,18.7,9.0,4.4,5.4,4.3,00111
94,94.0,1.0,XXX,XX,XX,   Ward No-01 Total,2211,2.7,8.3,22.9,28.9,19.9,8.5,4.3,4.5,4.3,00111
94,94.0,2.0,XXX,XX,XX,   Ward No-02 Total,2116,2.8,10.1,19.6,30.8,19.1,8.6,4.1,4.9,4.3,00111
94,94.0,3.0,XXX,XX,XX,   Ward No-03 Total,1229,3.7,8.5,23.5,26.5,18.3,8.8,5.0,5.7,4.3,00111
94,94.0,4.0,XXX,XX,XX,   Ward No-04 Total,1169,3.5,9.2,21.6,31.0,15.9,9.1,4.5,5.1,4.2,00111
94,94.0,5.0,XXX,XX,XX,   Ward No-05 Total,1674,2.7,9.7,21.6,30.5,17.9,7.6,4.6,5.4,4.3,00111
94,94.0,6.0,XXX,XX,XX,   Ward No-06 Total,989,5.1,8.0,22.4,27.6,16.3,8.2,5.6,6.9,4.3,00111
94,94.0,7.0,XXX,XX,XX,   Ward No-07 Total,1765,2.9,8.8,20.6,27.5,19.9,10.5,3.7,6.1,4.4,00111
94,94.0,8.0,XXX,XX,XX,   Ward No-08 Total,1375,2.1,10.2,20.7,29.6,17.7,9.1,4.7,6.0,4.3,00111
94,94.0,9.0,XXX,XX,XX,   Ward No-09 Total,1657,2.2,8.1,22.7,27.2,19.9,9.6,5.1,5.3,4.4,00111
94,94.0,10.0,XXX,XX,XX,   Ward No-10 Total,1333,3.6,9.0,20.4,30.9,19.1,9.3,2.7,5.0,4.2,00111
94,94.0,11.0,XXX,XX,XX,   Ward No-11 Total,982,1.1,7.5,20.7,29.7,21.7,10.2,4.1,5.0,4.4,00111
94,94.0,12.0,XXX,XX,XX,   Ward No-12 Total,1144,4.8,12.4,22.3,25.3,16.6,8.6,4.6,5.4,4.2,00111
94,94.0,13.0,XXX,XX,XX,   Akhanagar Union Total,5600,2.6,9.0,16.6,27.8,23.4,12.1,4.7,3.9,4.4,00111
94,94.0,14.0,XXX,XX,XX,   Akcha Union Total,5598,3.1,8.5,17.6,30.2,21.4,11.0,4.4,3.9,4.3,00111
94,94.0,15.0,XXX,XX,XX,   Auliapur Union Total,5751,2.9,8.9,17.1,28.1,21.4,11.6,5.0,5.0,4.4,00111
94,94.0,17.0,XXX,XX,XX,   Begunbari Union Total,5096,2.0,8.8,18.9,30.3,22.4,10.2,4.1,3.2,4.3,00111
94,94.0,21.0,XXX,XX,XX,   Balia Union Total,6021,2.6,8.4,18.6,27.8,21.1,11.1,5.3,5.2,4.4,00111
94,94.0,26.0,XXX,XX,XX,   Baragaon Union Total,5214,3.2,8.9,19.4,29.0,21.3,10.1,4.3,3.9,4.3,00111
94,94.0,31.0,XXX,XX,XX,   Chilarang Union Total,5470,2.6,8.6,17.8,27.8,22.7,10.9,4.8,4.8,4.4,00111
94,94.0,36.0,XXX,XX,XX,   Debipur Union Total,5954,3.5,9.6,18.7,28.5,21.8,10.2,4.6,3.0,4.2,00111
94,94.0,42.0,XXX,XX,XX,   Gareya Union Total,7094,3.6,8.1,18.0,27.0,20.7,11.3,5.4,5.9,4.5,00111
94,94.0,47.0,XXX,XX,XX,   Jagannathpur Union Total,7615,2.7,10.0,19.2,29.1,20.1,11.0,4.4,3.5,4.3,00111
94,94.0,52.0,XXX,XX,XX,Jamalpur Union Total,6625,3.4,10.1,19.2,28.3,21.2,9.7,4.4,3.8,4.2,00111
94,94.0,58.0,XXX,XX,XX,Mohammadpur Union Total,4224,1.7,8.6,17.9,30.0,22.0,10.3,4.4,5.1,4.4,00111
94,94.0,63.0,XXX,XX,XX,   Nargun Union Total,4362,2.8,8.8,19.2,28.7,20.5,10.8,5.2,4.1,4.3,00111
94,94.0,68.0,XXX,XX,XX,Rahimanpur Union Total,7226,1.8,8.1,19.3,28.8,22.0,11.0,4.4,4.7,4.4,00111
94,94.0,73.0,XXX,XX,XX,   Roypur Union Total,6255,3.0,11.0,17.8,30.4,21.5,9.5,3.9,2.8,4.2,00111
94,94.0,79.0,XXX,XX,XX,   Rajagaon Union Total,5189,2.2,8.0,16.7,28.9,22.9,11.4,5.1,4.7,4.4,00111
94,94.0,84.0,XXX,XX,XX,   Ruhea Union Total,8865,2.9,10.1,19.4,29.6,21.5,10.0,3.8,2.8,4.2,00111
94,94.0,89.0,XXX,XX,XX,   Salandar Union Total,7310,2.4,8.7,17.6,28.5,21.4,11.1,5.2,5.0,4.4,00111
94,94.0,94.0,XXX,XX,XX,   Sukhanpukhari Union Total,5663,3.1,9.2,18.1,28.5,20.8,10.6,4.5,5.2,4.4,00111
27,XX.0,XX.0,XXX,XX,XX,Dinajpur Zila Total,713255,3.6,11.1,21.2,28.5,18.9,9.0,3.9,3.7,4.1,00111
27,10.0,XX.0,XXX,XX,XX,Birampur Upazila Total,41988,3.6,12.1,24.0,28.5,17.1,8.1,3.5,3.3,4.0,00111
27,10.0,1.0,XXX,XX,XX,   Ward No-01 Total,825,2.8,8.8,19.3,28.6,20.8,9.6,5.6,4.5,4.3,00111
27,10.0,2.0,XXX,XX,XX,   Ward No-02 Total,1192,4.3,11.9,21.1,27.1,18.6,8.7,3.8,4.5,4.1,00111
27,10.0,3.0,XXX,XX,XX,   Ward No-03 Total,1757,5.5,10.2,23.8,27.8,17.1,8.5,3.6,3.4,4.0,00111
27,10.0,4.0,XXX,XX,XX,   Ward No-04 Total,1574,4.4,12.4,22.8,26.3,15.8,9.2,4.3,4.8,4.1,00111
27,10.0,5.0,XXX,XX,XX,   Ward No-05 Total,862,2.8,9.6,24.0,26.2,14.5,8.4,5.8,8.7,4.4,00111
27,10.0,6.0,XXX,XX,XX,   Ward No-06 Total,1273,4.0,12.4,26.6,25.9,16.7,8.0,3.2,3.1,3.9,00111
27,10.0,7.0,XXX,XX,XX,   Ward No-07 Total,1395,2.9,8.9,23.0,29.3,17.8,8.7,3.8,5.7,4.3,00111
27,10.0,8.0,XXX,XX,XX,   Ward No-08 Total,978,4.7,12.3,22.6,29.4,17.3,8.3,2.8,2.7,3.9,00111
27,10.0,9.0,XXX,XX,XX,   Ward No-09 Total,855,4.9,13.0,27.6,27.0,14.5,7.1,3.7,2.1,3.8,00111
27,10.0,11.0,XXX,XX,XX,   Benail Union Total,4796,2.8,12.2,26.0,28.7,16.8,7.7,2.8,2.9,4.0,00111
27,10.0,23.0,XXX,XX,XX,   Mukundapur Union Total,3589,2.4,12.3,24.9,30.0,17.1,8.0,3.2,2.0,4.0,00111
27,10.0,35.0,XXX,XX,XX,   Deor Union Total,5613,3.5,12.5,23.1,27.7,18.1,8.7,3.7,2.7,4.0,00111
27,10.0,47.0,XXX,XX,XX,   Jotbani Union Total,6278,3.5,12.9,26.1,28.7,16.7,7.0,2.7,2.3,3.9,00111
27,10.0,59.0,XXX,XX,XX,   Katla Union Total,4372,3.5,11.9,23.6,30.6,16.7,7.9,3.0,2.8,4.0,00111
27,10.0,71.0,XXX,XX,XX,Khanpur Union Total,4303,4.0,12.4,21.1,26.6,17.7,8.9,4.6,4.7,4.2,00111
27,10.0,83.0,XXX,XX,XX,Pali Prayagpur Union Total,2326,3.8,12.1,23.0,30.9,16.5,7.7,3.0,3.0,4.0,00111
27,12.0,XX.0,XXX,XX,XX,Birganj Upazila Total,73723,3.2,9.5,19.5,28.7,20.6,9.9,4.4,4.3,4.3,00111
27,12.0,1.0,XXX,XX,XX,   Ward No-01 Total,453,2.9,9.1,20.1,30.0,21.4,7.5,4.4,4.6,4.4,00111
27,12.0,2.0,XXX,XX,XX,   Ward No-02 Total,345,3.2,7.5,15.4,27.8,19.4,9.3,7.2,10.1,4.7,00111
27,12.0,3.0,XXX,XX,XX,   Ward No-03 Total,490,6.9,9.4,22.9,25.3,18.0,8.8,4.9,3.9,4.1,00111
27,12.0,4.0,XXX,XX,XX,   Ward No-04 Total,799,5.1,10.6,23.9,27.8,16.5,8.0,4.0,4.0,4.0,00111
27,12.0,5.0,XXX,XX,XX,   Ward No-05 Total,397,3.5,10.3,22.4,26.2,18.1,10.1,4.5,4.8,4.2,00111
27,12.0,6.0,XXX,XX,XX,   Ward No-06 Total,437,2.7,8.9,18.1,27.2,23.1,9.8,4.3,5.7,4.4,00111
27,12.0,7.0,XXX,XX,XX,   Ward No-07 Total,805,4.3,8.6,23.2,28.7,19.9,7.7,3.9,3.7,4.1,00111
27,12.0,8.0,XXX,XX,XX,   Ward No-08 Total,266,4.1,9.4,18.4,28.6,19.2,7.9,6.0,6.4,4.4,00111
27,12.0,9.0,XXX,XX,XX,   Ward No-09 Total,459,5.4,10.0,19.8,25.9,19.4,11.3,3.7,4.4,4.2,00111
27,12.0,13.0,XXX,XX,XX,   Bhognagar Union Total,6343,2.3,8.8,20.0,29.8,20.7,9.8,4.5,4.1,4.3,00111
27,12.0,17.0,XXX,XX,XX,   Maricha Union Total,6442,4.0,10.4,19.6,29.3,19.3,9.3,3.8,4.2,4.2,00111
27,12.0,25.0,XXX,XX,XX,   Mohammadpur Union Total,4799,2.7,9.9,17.6,30.0,22.0,9.5,4.4,3.8,4.3,00111
27,12.0,34.0,XXX,XX,XX,   Mohanpur Union Total,6580,3.2,9.7,19.7,26.9,20.7,10.7,5.0,4.3,4.3,00111
27,12.0,43.0,XXX,XX,XX,   Nijpara Union Total,6980,3.1,8.9,18.8,29.2,21.3,10.0,4.3,4.5,4.3,00111
27,12.0,51.0,XXX,XX,XX,   Palashbari Union Total,6535,2.7,9.5,20.8,30.3,19.8,9.3,4.0,3.6,4.2,00111
27,12.0,60.0,XXX,XX,XX,   Paltapur Union Total,6435,2.7,8.8,18.6,27.7,21.7,10.9,4.6,5.0,4.4,00111
27,12.0,69.0,XXX,XX,XX,   Shatagram Union Total,6866,4.0,9.8,19.7,28.5,19.6,9.8,4.4,4.2,4.2,00111
27,12.0,77.0,XXX,XX,XX,   Satair Union Total,6488,3.5,9.4,19.5,27.2,21.0,10.6,4.6,4.2,4.3,00111
27,12.0,86.0,XXX,XX,XX,   Shibrampur Union Total,6399,2.8,9.0,18.8,28.2,21.0,10.9,4.8,4.5,4.3,00111
27,12.0,94.0,XXX,XX,XX,   Sujalpur Union Total,5405,3.1,10.5,19.9,29.3,20.6,8.9,3.9,3.9,4.2,00111
27,17.0,XX.0,XXX,XX,XX,Biral Upazila Total,61337,3.2,10.4,19.9,29.3,20.1,9.4,4.0,3.7,4.2,00111
27,17.0,13.0,XXX,XX,XX,   Azimpur Union Total,4712,3.3,10.3,20.0,28.4,19.7,10.3,4.5,3.5,4.2,00111
27,17.0,19.0,XXX,XX,XX,   Bhandara Union Total,5469,3.7,10.5,19.3,29.4,19.8,9.2,4.1,3.9,4.2,00111
27,17.0,28.0,XXX,XX,XX,Biral Union Total,8248,3.9,10.8,19.4,28.8,19.7,9.6,4.0,3.8,4.2,00111
27,17.0,38.0,XXX,XX,XX,   Bijora Union Total,8167,1.5,9.0,20.2,30.7,20.8,10.2,4.6,3.1,4.3,00111
27,17.0,47.0,XXX,XX,XX,   Dhamair Union Total,4912,3.2,10.5,20.2,28.5,20.6,9.4,4.1,3.5,4.2,00111
27,17.0,57.0,XXX,XX,XX,   Dharmapur Union Total,5846,2.7,9.0,19.7,30.7,19.2,9.2,4.0,5.4,4.3,00111
27,17.0,66.0,XXX,XX,XX,   Farakkabad Union Total,7045,2.9,11.6,20.6,27.8,20.7,9.1,3.9,3.5,4.2,00111
27,17.0,76.0,XXX,XX,XX,   Mangalpur Union Total,4940,5.3,11.6,21.4,29.6,19.4,7.6,3.1,2.1,3.9,00111
27,17.0,85.0,XXX,XX,XX,   Rani Pukur Union Total,5963,2.9,10.2,19.5,29.4,20.7,9.5,3.3,4.3,4.2,00111
27,17.0,95.0,XXX,XX,XX,   Sahargram Union Total,6035,3.5,11.2,19.0,29.0,20.4,9.2,4.0,3.7,4.2,00111
27,21.0,XX.0,XXX,XX,XX,Bochaganj Upazila Total,39159,3.7,11.8,20.8,29.7,19.0,8.5,3.5,3.1,4.1,00111
27,21.0,XX.0,XXX,XX,XX,Setabganj Paurashava,7077,5.2,14.8,24.2,27.8,16.1,6.6,3.0,2.4,3.8,00111
27,21.0,1.0,XXX,XX,XX,   Ward No-01 Total,579,6.6,14.5,20.2,29.2,15.9,8.1,4.0,1.6,3.8,00111
27,21.0,2.0,XXX,XX,XX,   Ward No-02 Total,846,5.2,15.2,25.8,26.7,17.7,4.8,2.1,2.4,3.8,00111
27,21.0,3.0,XXX,XX,XX,   Ward No-03 Total,662,10.4,25.5,24.5,22.5,9.8,4.2,1.7,1.4,3.2,00111
27,21.0,4.0,XXX,XX,XX,   Ward No-04 Total,717,6.4,16.0,26.2,28.6,14.2,4.9,1.8,1.8,3.6,00111
27,21.0,5.0,XXX,XX,XX,   Ward No-05 Total,435,2.5,9.4,20.9,31.0,17.7,9.2,5.5,3.7,4.3,00111
27,21.0,6.0,XXX,XX,XX,   Ward No-06 Total,857,7.8,16.7,25.3,26.8,14.1,4.6,2.6,2.1,3.6,00111
27,21.0,7.0,XXX,XX,XX,   Ward No-07 Total,1388,3.2,14.6,24.8,26.3,17.5,7.6,3.2,2.9,3.9,00111
27,21.0,8.0,XXX,XX,XX,   Ward No-08 Total,710,4.1,13.9,26.2,30.3,16.1,6.6,2.1,0.7,3.7,00111
27,21.0,9.0,XXX,XX,XX,   Ward No-09 Total,883,2.5,7.0,21.3,31.0,19.8,9.3,4.4,4.6,4.3,00111
27,21.0,13.0,XXX,XX,XX,   Atgaon Union Total,5993,3.3,12.6,21.8,29.1,18.7,8.7,3.2,2.5,4.0,00111
