ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Population,Type of disability (%)-All,Type of disability (%)-Speech,Type of disability (%)-Vision,Type of disability (%)-Hearing,Type of disability (%)-Physical,Type of disability (%)-Mental,Type of disability (%)-Autism,check_var
18.0,7.0,55.0,XXX,XX,03,  Jamjami Union,5764,2.0,0.1,0.3,0.2,0.9,0.4,0.0,00110
18.0,7.0,63.0,XXX,XX,03,  Jehala Union,10455,1.5,0.2,0.4,0.1,0.6,0.2,0.1,00110
18.0,7.0,79.0,XXX,XX,03,  Khaskara Union,902,1.1,0.0,0.2,0.0,0.3,0.2,0.3,00110
18.0,7.0,87.0,XXX,XX,03,  Kumari Union,8051,1.4,0.2,0.2,0.1,0.6,0.1,0.1,00110
18.0,23.0,XX.0,XXX,XX,03,  Chuadanga Sadar Upazila,43079,0.9,0.2,0.1,0.1,0.4,0.2,0.0,00110
18.0,23.0,11.0,XXX,XX,03,  Alokdia Union,26296,0.9,0.1,0.1,0.1,0.4,0.2,0.0,00110
18.0,23.0,47.0,XXX,XX,03,  Kutubpur Union,1952,1.4,0.4,0.3,0.0,0.3,0.4,0.1,00110
18.0,23.0,59.0,XXX,XX,03,  Mominpur Union,6016,1.1,0.2,0.1,0.1,0.4,0.2,0.0,00110
18.0,23.0,71.0,XXX,XX,03,  Shankar Chandra Union,5192,0.8,0.3,0.1,0.0,0.3,0.2,0.0,00110
18.0,23.0,83.0,XXX,XX,03,  Titudaha Union,3623,1.0,0.2,0.0,0.0,0.4,0.3,0.1,00110
18.0,31.0,XX.0,XXX,XX,03,  Damurhuda Upazila,27372,1.7,0.2,0.3,0.2,0.7,0.3,0.1,00110
18.0,31.0,11.0,XXX,XX,03,  Damurhuda Union,14331,1.5,0.1,0.2,0.1,0.5,0.3,0.2,00110
18.0,31.0,35.0,XXX,XX,03,  Howli Union,13041,2.0,0.2,0.3,0.2,0.9,0.3,0.1,00110
18.0,55.0,XX.0,XXX,XX,03,  Jiban Nagar Upazila,12634,3.5,0.4,1.3,0.3,1.2,0.2,0.1,00110
18.0,55.0,38.0,XXX,XX,03,  Banka Union,5575,1.0,0.2,0.1,0.0,0.6,0.1,0.0,00110
18.0,55.0,76.0,XXX,XX,03,  Uthali Union,7059,5.5,0.6,2.2,0.5,1.6,0.4,0.2,00110
65.0,XX.0,XX.0,XXX,XX,03, Narail Zila,25085,1.6,0.2,0.3,0.2,0.7,0.2,0.1,00110
65.0,28.0,XX.0,XXX,XX,03,  Kalia Upazila,16066,1.6,0.2,0.3,0.2,0.6,0.2,0.1,00110
65.0,28.0,14.0,XXX,XX,03,  Boranal Eliasabad Union,2252,2.3,0.1,0.5,0.3,1.0,0.3,0.1,00110
65.0,28.0,71.0,XXX,XX,03,  Mauli Union,555,0.7,0.0,0.0,0.2,0.5,0.0,0.0,00110
65.0,28.0,87.0,XXX,XX,03,  Peruli Union,7002,1.6,0.2,0.3,0.1,0.6,0.2,0.2,00110
65.0,28.0,95.0,XXX,XX,03,  Salamabad Union,6257,1.5,0.2,0.3,0.2,0.5,0.2,0.0,00110
65.0,76.0,XX.0,XXX,XX,03,  Narail Sadar Upazila,9019,1.6,0.2,0.2,0.2,0.8,0.1,0.0,00110
65.0,76.0,61.0,XXX,XX,03,  Mulia Union,9019,1.6,0.2,0.2,0.2,0.8,0.1,0.0,00110
44.0,XX.0,XX.0,XXX,XX,03, Jhenaidah Zila,8971,1.3,0.2,0.2,0.1,0.5,0.2,0.1,00110
44.0,14.0,XX.0,XXX,XX,03,  Harinakundu Upazila,6264,1.2,0.2,0.2,0.0,0.5,0.2,0.0,00110
44.0,14.0,31.0,XXX,XX,03,  Daulatpur Union,6264,1.2,0.2,0.2,0.0,0.5,0.2,0.0,00110
44.0,19.0,XX.0,XXX,XX,03,  Jhenaidah Sadar Upazila,2707,1.6,0.1,0.3,0.1,0.6,0.1,0.2,00110
44.0,19.0,73.0,XXX,XX,03,  Paglakanai Union,2707,1.6,0.1,0.3,0.1,0.6,0.1,0.2,00110
41.0,XX.0,XX.0,XXX,XX,03, Jessore Zila,56982,0.9,0.1,0.1,0.1,0.4,0.2,0.0,00110
41.0,23.0,XX.0,XXX,XX,03,  Jhikargachha Upazila,8665,0.9,0.1,0.1,0.1,0.4,0.2,0.0,00110
41.0,23.0,25.0,XXX,XX,03,  Bankra Union,2329,0.6,0.1,0.0,0.0,0.3,0.1,0.1,00110
41.0,23.0,35.0,XXX,XX,03,  Gadkhali Union,3350,0.7,0.1,0.1,0.1,0.1,0.3,0.0,00110
41.0,23.0,47.0,XXX,XX,03,  Jhikargachha Union,1567,0.8,0.1,0.1,0.0,0.5,0.1,0.0,00110
41.0,23.0,71.0,XXX,XX,03,  Panisara Union,1419,2.0,0.0,0.3,0.1,1.3,0.2,0.1,00110
41.0,38.0,XX.0,XXX,XX,03,  Keshabpur Upazila,7551,1.2,0.2,0.3,0.2,0.4,0.1,0.0,00110
41.0,38.0,28.0,XXX,XX,03,  Keshabpur Union,5839,1.4,0.2,0.3,0.2,0.4,0.2,0.0,00110
41.0,38.0,38.0,XXX,XX,03,  Majidpur Union,1712,0.7,0.1,0.1,0.0,0.4,0.1,0.1,00110
41.0,47.0,XX.0,XXX,XX,03,  Jessore Sadar Upazila,35682,0.8,0.1,0.1,0.1,0.4,0.1,0.1,00110
41.0,47.0,23.0,XXX,XX,03,  Chanchra Union,9791,0.6,0.1,0.0,0.0,0.3,0.1,0.0,00110
41.0,47.0,41.0,XXX,XX,03,  Fathehpur Union,9345,1.1,0.2,0.2,0.1,0.4,0.2,0.0,00110
41.0,90.0,XX.0,XXX,XX,03,  Sharsha Upazila,5084,1.1,0.1,0.2,0.1,0.5,0.2,0.1,00110
41.0,90.0,86.0,XXX,XX,03,  Sharsha Union,5084,1.1,0.1,0.2,0.1,0.5,0.2,0.1,00110
1.0,XX.0,XX.0,XXX,XX,03, Bagerhat Zila,84680,1.7,0.2,0.4,0.2,0.7,0.2,0.1,00110
1.0,14.0,XX.0,XXX,XX,03,  Chitalmari Upazila,1272,1.3,0.2,0.4,0.2,0.6,0.0,0.0,00110
1.0,14.0,31.0,XXX,XX,03,  Chitalmari Union,1272,1.3,0.2,0.4,0.2,0.6,0.0,0.0,00110
1.0,34.0,XX.0,XXX,XX,03,  Fakirhat Upazila,26981,2.0,0.1,0.5,0.2,0.8,0.3,0.1,00110
1.0,34.0,10.0,XXX,XX,03,  Bahirdia Mansa Union,10299,2.0,0.1,0.7,0.2,0.5,0.4,0.1,00110
1.0,34.0,31.0,XXX,XX,03,  Fakirhat Union,7387,1.2,0.2,0.1,0.1,0.5,0.2,0.1,00110
1.0,34.0,52.0,XXX,XX,03,  Mulghar Union,4924,4.2,0.3,1.1,0.4,2.1,0.2,0.1,00110
1.0,34.0,63.0,XXX,XX,03,  Naldha Maubhog Union,4371,1.0,0.0,0.1,0.1,0.3,0.2,0.2,00110
1.0,38.0,XX.0,XXX,XX,03,  Kachua Upazila,9473,1.2,0.2,0.1,0.1,0.5,0.2,0.1,00110
1.0,38.0,57.0,XXX,XX,03,  Kachua Union,9473,1.2,0.2,0.1,0.1,0.5,0.2,0.1,00110
1.0,56.0,XX.0,XXX,XX,03,  Mollahat Upazila,12874,1.0,0.1,0.2,0.1,0.4,0.1,0.1,00110
1.0,56.0,95.0,XXX,XX,03,  Udaypur Union,12874,1.0,0.1,0.2,0.1,0.4,0.1,0.1,00110
1.0,60.0,XX.0,XXX,XX,03,  Morrelganj Upazila,5389,1.0,0.1,0.1,0.0,0.5,0.2,0.0,00110
1.0,60.0,23.0,XXX,XX,03,  Baraikhali Union,5389,1.0,0.1,0.1,0.0,0.5,0.2,0.0,00110
1.0,73.0,XX.0,XXX,XX,03,  Rampal Upazila,1720,1.0,0.1,0.1,0.1,0.4,0.3,0.0,00110
1.0,73.0,83.0,XXX,XX,03,  Rampal Union,1720,1.0,0.1,0.1,0.1,0.4,0.3,0.0,00110
1.0,77.0,XX.0,XXX,XX,03,  Sarankhola Upazila,26971,2.1,0.3,0.4,0.2,0.9,0.2,0.1,00110
1.0,77.0,38.0,XXX,XX,03,  Khontakata Union,11628,2.8,0.4,0.7,0.3,1.1,0.2,0.1,00110
1.0,77.0,57.0,XXX,XX,03,  Royenda Union,15343,1.6,0.2,0.2,0.1,0.8,0.2,0.0,00110
55.0,XX.0,XX.0,XXX,XX,03, Magura Zila,22059,1.6,0.2,0.3,0.1,0.8,0.1,0.1,00110
55.0,66.0,XX.0,XXX,XX,03,  Mohammadpur Upazila,10010,1.2,0.2,0.2,0.1,0.6,0.1,0.1,00110
55.0,66.0,52.0,XXX,XX,03,  Mohammadpur Union,10010,1.2,0.2,0.2,0.1,0.6,0.1,0.1,00110
55.0,85.0,XX.0,XXX,XX,03,  Shalikha Upazila,7155,1.3,0.2,0.3,0.1,0.5,0.2,0.1,00110
55.0,85.0,11.0,XXX,XX,03,  Arpara Union,6878,1.3,0.2,0.3,0.1,0.5,0.2,0.1,00110
55.0,85.0,59.0,XXX,XX,03,  Shalikha Union,277,1.1,0.4,0.4,0.4,0.0,0.0,0.0,00110
55.0,95.0,XX.0,XXX,XX,03,  Sreepur Upazila,4894,2.8,0.3,0.3,0.2,1.8,0.2,0.0,00110
55.0,95.0,84.0,XXX,XX,03,  Sreepur Union,4894,2.8,0.3,0.3,0.2,1.8,0.2,0.0,00110
50.0,XX.0,XX.0,XXX,XX,03, Kushtia Zila,48476,1.6,0.2,0.3,0.1,0.7,0.2,0.1,00110
50.0,15.0,XX.0,XXX,XX,03,  Bheramara Upazila,8623,1.4,0.2,0.2,0.2,0.5,0.3,0.1,00110
50.0,15.0,27.0,XXX,XX,03,  Bahir Char Union,4537,1.4,0.3,0.1,0.3,0.5,0.2,0.0,00110
50.0,15.0,40.0,XXX,XX,03,  Chandgram Union,4086,1.4,0.2,0.2,0.0,0.5,0.3,0.1,00110
50.0,39.0,XX.0,XXX,XX,03,  Daulatpur Upazila,19446,1.5,0.2,0.4,0.1,0.6,0.1,0.1,00110
50.0,39.0,33.0,XXX,XX,03,  Daulatpur Union,7638,1.6,0.2,0.2,0.2,0.8,0.1,0.1,00110
50.0,39.0,61.0,XXX,XX,03,  Mathurapur Union,11808,1.5,0.2,0.5,0.1,0.5,0.2,0.0,00110
50.0,63.0,XX.0,XXX,XX,03,  Khoksa Upazila,4587,1.1,0.1,0.3,0.1,0.3,0.3,0.0,00110
50.0,63.0,71.0,XXX,XX,03,  Samaspur Union,4587,1.1,0.1,0.3,0.1,0.3,0.3,0.0,00110
50.0,79.0,XX.0,XXX,XX,03,  Kushtia Sadar Upazila,5435,1.8,0.1,0.2,0.1,0.9,0.4,0.1,00110
50.0,79.0,50.0,XXX,XX,03,  Battail Union,5435,1.8,0.1,0.2,0.1,0.9,0.4,0.1,00110
50.0,94.0,XX.0,XXX,XX,03,  Mirpur Upazila,10385,2.0,0.3,0.3,0.1,0.8,0.2,0.2,00110
50.0,94.0,14.0,XXX,XX,03,  Amla Union,4296,1.4,0.2,0.1,0.1,0.6,0.2,0.1,00110
50.0,94.0,80.0,XXX,XX,03,  Poradaha Union,6089,2.4,0.4,0.4,0.1,1.0,0.2,0.2,00110
57.0,XX.0,XX.0,XXX,XX,03, Meherpur Zila,14760,1.8,0.3,0.3,0.2,0.8,0.2,0.0,00110
57.0,47.0,XX.0,XXX,XX,03,  Gangni Upazila,4739,2.0,0.2,0.4,0.2,1.1,0.2,0.0,00110
57.0,47.0,10.0,XXX,XX,03,  Bamandi Union,2507,3.0,0.2,0.6,0.3,1.8,0.1,0.0,00110
57.0,47.0,69.0,XXX,XX,03,  Roypur Union,2232,1.0,0.2,0.1,0.1,0.4,0.2,0.0,00110
57.0,60.0,XX.0,XXX,XX,03,  Mujib Nagar Upazila,10021,1.7,0.3,0.2,0.2,0.7,0.2,0.0,00110
57.0,60.0,28.0,XXX,XX,03,  Bagoan Union,10021,1.7,0.3,0.2,0.2,0.7,0.2,0.0,00110
87.0,XX.0,XX.0,XXX,XX,03, Satkhira Zila,57044,1.8,0.2,0.3,0.2,0.7,0.3,0.1,00110
87.0,4.0,XX.0,XXX,XX,03,  Assasuni Upazila,8585,2.0,0.3,0.4,0.1,0.9,0.2,0.0,00110
87.0,4.0,17.0,XXX,XX,03,  Assasuni Union,8585,2.0,0.3,0.4,0.1,0.9,0.2,0.0,00110
87.0,25.0,XX.0,XXX,XX,03,  Debhata Upazila,2781,1.4,0.1,0.2,0.2,0.5,0.5,0.0,00110
87.0,25.0,15.0,XXX,XX,03,  Debhata Union,2781,1.4,0.1,0.2,0.2,0.5,0.5,0.0,00110
87.0,43.0,XX.0,XXX,XX,03,  Kalaroa Upazila,2033,1.6,0.2,0.3,0.1,0.5,0.4,0.0,00110
87.0,43.0,31.0,XXX,XX,03,  Helatala Union,2033,1.6,0.2,0.3,0.1,0.5,0.4,0.0,00110
87.0,47.0,XX.0,XXX,XX,03,  Kaliganj Upazila,16863,1.8,0.2,0.3,0.2,0.7,0.3,0.1,00110
87.0,47.0,13.0,XXX,XX,03,  Bhara Simla Union,4328,1.5,0.2,0.3,0.1,0.6,0.2,0.1,00110
87.0,47.0,55.0,XXX,XX,03,  Kushlia Union,7061,2.4,0.2,0.5,0.2,1.0,0.4,0.1,00110
87.0,47.0,63.0,XXX,XX,03,  Mathureshpur Union,3561,1.2,0.2,0.1,0.0,0.4,0.4,0.0,00110
87.0,47.0,94.0,XXX,XX,03,  Tarali Union,1913,1.4,0.2,0.2,0.3,0.6,0.2,0.0,00110
87.0,86.0,XX.0,XXX,XX,03,  Shyamnagar Upazila,17254,2.1,0.2,0.4,0.3,0.8,0.3,0.2,00110
87.0,86.0,94.0,XXX,XX,03,  Shyamnagar Union,17254,2.1,0.2,0.4,0.3,0.8,0.3,0.2,00110
87.0,90.0,XX.0,XXX,XX,03,  Tala Upazila,9528,1.2,0.2,0.1,0.0,0.6,0.2,0.1,00110
87.0,90.0,87.0,XXX,XX,03,  Tala Union,9528,1.2,0.2,0.1,0.0,0.6,0.2,0.1,00110
42.0,XX.0,XX.0,XXX,XX,03, Jhalokati Zila,27169,1.3,0.1,0.2,0.1,0.6,0.2,0.1,00110
42.0,40.0,XX.0,XXX,XX,03,  Jhalokati Sadar Upazila,875,2.2,0.0,0.0,0.0,2.1,0.1,0.0,00110
42.0,40.0,85.0,XXX,XX,03,  Ponabalia Union,875,2.2,0.0,0.0,0.0,2.1,0.1,0.0,00110
42.0,43.0,XX.0,XXX,XX,03,  Kanthalia Upazila,10161,1.3,0.1,0.1,0.1,0.6,0.2,0.2,00110
42.0,43.0,63.0,XXX,XX,03,  Kanthalia Union,10161,1.3,0.1,0.1,0.1,0.6,0.2,0.2,00110
42.0,84.0,XX.0,XXX,XX,03,  Rajapur Upazila,16133,1.3,0.2,0.2,0.1,0.5,0.2,0.1,00110
42.0,84.0,40.0,XXX,XX,03,  Mathbari Union,3163,1.6,0.3,0.3,0.2,0.4,0.2,0.2,00110
42.0,84.0,54.0,XXX,XX,03,  Rajapur Union,12970,1.2,0.1,0.2,0.1,0.5,0.2,0.1,00110
78.0,XX.0,XX.0,XXX,XX,03, Patuakhali Zila,77738,1.1,0.2,0.2,0.1,0.4,0.2,0.1,00110
78.0,38.0,XX.0,XXX,XX,03,  Bauphal Upazila,5481,0.8,0.3,0.1,0.1,0.3,0.1,0.1,00110
78.0,38.0,29.0,XXX,XX,03,  Bauphal Union,1142,1.1,0.4,0.1,0.2,0.2,0.2,0.0,00110
78.0,38.0,35.0,XXX,XX,03,  Daspara Union,4339,0.7,0.2,0.0,0.0,0.3,0.0,0.1,00110
78.0,52.0,XX.0,XXX,XX,03,  Dashmina Upazila,19252,1.5,0.2,0.3,0.1,0.6,0.2,0.1,00110
78.0,52.0,31.0,XXX,XX,03,  Banshbaria Union,4151,1.4,0.2,0.1,0.0,0.7,0.3,0.1,00110
78.0,52.0,52.0,XXX,XX,03,  Dashmina Union,15101,1.5,0.2,0.3,0.1,0.6,0.2,0.1,00110
78.0,55.0,XX.0,XXX,XX,03,  Dumki Upazila,12200,1.6,0.2,0.4,0.1,0.6,0.2,0.0,00110
78.0,55.0,93.0,XXX,XX,03,  Sreerampur Union,12200,1.6,0.2,0.4,0.1,0.6,0.2,0.0,00110
78.0,57.0,XX.0,XXX,XX,03,  Galachipa Upazila,4717,0.8,0.1,0.1,0.0,0.3,0.2,0.1,00110
78.0,57.0,50.0,XXX,XX,03,  Chiknikandi Union,1383,0.8,0.1,0.1,0.0,0.2,0.2,0.2,00110
78.0,57.0,67.0,XXX,XX,03,  Galachipa Union,3334,0.8,0.2,0.1,0.0,0.3,0.1,0.1,00110
78.0,66.0,XX.0,XXX,XX,03,  Kala Para Upazila,8845,0.8,0.2,0.1,0.1,0.3,0.1,0.0,00110
78.0,66.0,83.0,XXX,XX,03,  Tiakhali Union,8845,0.8,0.2,0.1,0.1,0.3,0.1,0.0,00110
78.0,76.0,XX.0,XXX,XX,03,  Mirzaganj Upazila,22406,0.8,0.2,0.1,0.0,0.3,0.2,0.0,00110
78.0,76.0,13.0,XXX,XX,03,  Amragachhia Union,2753,0.9,0.2,0.3,0.0,0.2,0.3,0.0,00110
78.0,76.0,27.0,XXX,XX,03,  Deuli Subidkhali Union,11337,0.7,0.1,0.1,0.0,0.3,0.1,0.1,00110
78.0,76.0,81.0,XXX,XX,03,  Mirzaganj Union,8316,1.0,0.2,0.1,0.1,0.4,0.2,0.1,00110
78.0,95.0,XX.0,XXX,XX,03,  Patuakhali Sadar Upazila,4837,0.5,0.1,0.0,0.0,0.2,0.1,0.0,00110
78.0,95.0,27.0,XXX,XX,03,  Jainkati Union,4837,0.5,0.1,0.0,0.0,0.2,0.1,0.0,00110
6.0,XX.0,XX.0,XXX,XX,03, Barisal Zila,71959,1.3,0.2,0.2,0.1,0.4,0.2,0.1,00110
6.0,2.0,XX.0,XXX,XX,03,  Agailjhara Upazila,10857,1.3,0.2,0.3,0.2,0.5,0.1,0.1,00110
6.0,2.0,15.0,XXX,XX,03,  Bakal Union,3503,1.2,0.3,0.3,0.1,0.5,0.1,0.1,00110
6.0,2.0,47.0,XXX,XX,03,  Gaila Union,7354,1.4,0.2,0.3,0.2,0.5,0.1,0.1,00110
6.0,3.0,XX.0,XXX,XX,03,  Babuganj Upazila,9847,0.8,0.2,0.1,0.1,0.2,0.1,0.1,00110
6.0,3.0,81.0,XXX,XX,03,  Rahmatpur Union,9847,0.8,0.2,0.1,0.1,0.2,0.1,0.1,00110
6.0,7.0,XX.0,XXX,XX,03,  Bakerganj Upazila,4074,1.3,0.3,0.2,0.1,0.4,0.1,0.2,00110
6.0,7.0,12.0,XXX,XX,03,  Bhar Pasha Union,3410,1.6,0.4,0.3,0.1,0.5,0.2,0.2,00110
6.0,7.0,94.0,XXX,XX,03,  Rangasree Union,664,0.2,0.0,0.0,0.0,0.0,0.0,0.2,00110
6.0,10.0,XX.0,XXX,XX,03,  Banari Para Upazila,6516,1.5,0.2,0.3,0.1,0.5,0.3,0.1,00110
6.0,10.0,42.0,XXX,XX,03,  Chakhar Union,3082,2.1,0.3,0.6,0.1,0.7,0.3,0.2,00110
6.0,10.0,63.0,XXX,XX,03,  Salia Bakpur Union,3434,0.9,0.1,0.1,0.1,0.3,0.2,0.1,00110
6.0,36.0,XX.0,XXX,XX,03,  Hizla Upazila,14184,1.4,0.2,0.2,0.2,0.4,0.2,0.2,00110
6.0,36.0,13.0,XXX,XX,03,  Bara Jalia Union,14184,1.4,0.2,0.2,0.2,0.4,0.2,0.2,00110
6.0,51.0,XX.0,XXX,XX,03,  Barisal Sadar Upazila,11030,0.9,0.3,0.1,0.1,0.2,0.1,0.2,00110
6.0,51.0,34.0,XXX,XX,03,  Char Baria Union,3649,0.8,0.2,0.1,0.1,0.2,0.2,0.0,00110
6.0,51.0,43.0,XXX,XX,03,  Char Kowa Union,7381,1.0,0.3,0.1,0.1,0.2,0.1,0.2,00110
6.0,62.0,XX.0,XXX,XX,03,  Mehendiganj Upazila,3735,1.9,0.2,0.2,0.2,0.9,0.2,0.1,00110
6.0,62.0,87.0,XXX,XX,03,  Mehendiganj Union,3735,1.9,0.2,0.2,0.2,0.9,0.2,0.1,00110
6.0,94.0,XX.0,XXX,XX,03,  Wazirpur Upazila,11716,1.3,0.1,0.2,0.2,0.6,0.1,0.0,00110
6.0,94.0,31.0,XXX,XX,03,  Guthia Union,2329,1.1,0.2,0.0,0.3,0.5,0.0,0.0,00110
6.0,94.0,84.0,XXX,XX,03,  Shikarpur Union,9387,1.4,0.1,0.2,0.1,0.7,0.2,0.0,00110
79.0,XX.0,XX.0,XXX,XX,03, Pirojpur Zila,84181,1.6,0.3,0.3,0.1,0.7,0.2,0.1,00110
79.0,14.0,XX.0,XXX,XX,03,  Bhandaria Upazila,25260,1.7,0.2,0.3,0.1,0.8,0.2,0.2,00110
79.0,14.0,11.0,XXX,XX,03,  Bhandaria Union,20636,1.8,0.2,0.3,0.1,0.8,0.2,0.2,00110
79.0,14.0,71.0,XXX,XX,03,  Nudmulla Union,4624,1.7,0.2,0.3,0.1,0.8,0.2,0.1,00110
79.0,47.0,XX.0,XXX,XX,03,  Kawkhali Upazila,9641,1.8,0.3,0.2,0.3,0.6,0.2,0.2,00110
79.0,47.0,15.0,XXX,XX,03,  Amrajuri Union,3026,2.7,0.5,0.4,0.5,0.7,0.4,0.2,00110
79.0,47.0,47.0,XXX,XX,03,  Kawkhali Union,6615,1.3,0.2,0.1,0.2,0.5,0.1,0.2,00110
79.0,58.0,XX.0,XXX,XX,03,  Mathbaria Upazila,10476,2.2,0.4,0.4,0.1,1.1,0.1,0.1,00110
79.0,58.0,60.0,XXX,XX,03,  Mathbaria Union,10476,2.2,0.4,0.4,0.1,1.1,0.1,0.1,00110
79.0,76.0,XX.0,XXX,XX,03,  Nazirpur Upazila,4730,1.7,0.2,0.2,0.1,0.7,0.4,0.1,00110
79.0,76.0,52.0,XXX,XX,03,  Nazirpur Union,4730,1.7,0.2,0.2,0.1,0.7,0.4,0.1,00110
79.0,87.0,XX.0,XXX,XX,03,  Nesarabad Upazila,28005,1.2,0.2,0.2,0.1,0.5,0.2,0.1,00110
79.0,87.0,76.0,XXX,XX,03,  Sohagdal Union,11192,1.3,0.2,0.3,0.2,0.5,0.1,0.0,00110
79.0,87.0,85.0,XXX,XX,03,  Sutiakati Union,13846,1.1,0.3,0.1,0.0,0.4,0.2,0.1,00110
79.0,87.0,95.0,XXX,XX,03,  Nesarabad (Swarupkati) Union,2967,1.5,0.2,0.1,0.2,0.8,0.1,0.0,00110
79.0,90.0,XX.0,XXX,XX,03,  Zianagar Upazila,6069,1.9,0.2,0.5,0.3,0.8,0.1,0.0,00110
79.0,90.0,51.0,XXX,XX,03,  Pattashi Union,6069,1.9,0.2,0.5,0.3,0.8,0.1,0.0,00110
9.0,XX.0,XX.0,XXX,XX,03, Bhola Zila,125885,1.7,0.2,0.4,0.2,0.6,0.2,0.1,00110
9.0,18.0,XX.0,XXX,XX,03,  Bhola Sadar Upazila,39766,1.6,0.2,0.3,0.1,0.8,0.2,0.1,00110
9.0,18.0,12.0,XXX,XX,03,  Alinagar Union,1014,1.1,0.4,0.1,0.0,0.4,0.1,0.1,00110
9.0,18.0,14.0,XXX,XX,03,  Bapta Union,30914,1.6,0.1,0.2,0.1,0.8,0.2,0.1,00110
9.0,18.0,36.0,XXX,XX,03,  Dhania Union,7838,1.6,0.2,0.4,0.1,0.6,0.3,0.0,00110
9.0,21.0,XX.0,XXX,XX,03,  Burhanuddin Upazila,25291,1.8,0.3,0.4,0.2,0.6,0.2,0.2,00110
9.0,21.0,16.0,XXX,XX,03,  Bara Manika Union,9878,1.8,0.2,0.3,0.2,0.6,0.2,0.4,00110
9.0,21.0,57.0,XXX,XX,03,  Kutba Union,15413,1.8,0.3,0.4,0.2,0.7,0.2,0.1,00110
9.0,25.0,XX.0,XXX,XX,03,  Char Fasson Upazila,23320,2.1,0.3,0.6,0.2,0.7,0.2,0.2,00110
9.0,25.0,66.0,XXX,XX,03,  Jinnaghar Union,23320,2.1,0.3,0.6,0.2,0.7,0.2,0.2,00110
9.0,54.0,XX.0,XXX,XX,03,  Lalmohan Upazila,15544,1.7,0.2,0.4,0.2,0.7,0.1,0.1,00110
9.0,54.0,57.0,XXX,XX,03,  Lalmohan Union,15544,1.7,0.2,0.4,0.2,0.7,0.1,0.1,00110
9.0,65.0,XX.0,XXX,XX,03,  Manpura Upazila,1023,0.4,0.1,0.2,0.0,0.1,0.0,0.0,00110
9.0,65.0,23.0,XXX,XX,03,  Hajirhat Union,1023,0.4,0.1,0.2,0.0,0.1,0.0,0.0,00110
9.0,91.0,XX.0,XXX,XX,03,  Tazumuddin Upazila,20941,1.2,0.2,0.3,0.2,0.4,0.1,0.0,00110
9.0,91.0,57.0,XXX,XX,03,  Chandpur Union,20941,1.2,0.2,0.3,0.2,0.4,0.1,0.0,00110
