ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Literate (can write a letter)-Both-Yes,Literate (can write a letter)-Both-No,Literate (can write a letter)-Male-Yes,Literate (can write a letter)-Male-No,Literate (can write a letter)-Female-Yes,Literate (can write a letter)-Female-No,Literacy Rate (%)-Both,Literacy Rate (%)-Male,Literacy Rate (%)-Female,check_var
47.0,17.0,10.0,XXX,XX,XX,  Bajua Union Total,7047,6908,3943,3077,3104,3831,50.5,56.2,44.8,00111
47.0,17.0,13.0,XXX,XX,XX,  Banishanta Union Total,6160,6792,3443,3000,2717,3792,47.6,53.4,41.7,00111
47.0,17.0,21.0,XXX,XX,XX,  Laudubi Union Total,4802,3404,2626,1439,2176,1965,58.5,64.6,52.5,00111
47.0,17.0,42.0,XXX,XX,XX,  Dacope Union Total,4211,2205,2371,819,1840,1386,65.6,74.3,57.0,00111
47.0,17.0,52.0,XXX,XX,XX,  Kailasganj Union Total,8019,5023,4506,1955,3513,3068,61.5,69.7,53.4,00111
47.0,17.0,63.0,XXX,XX,XX,  Kamarkhola Union Total,7170,5163,4120,2130,3050,3033,58.1,65.9,50.1,00111
47.0,17.0,69.0,XXX,XX,XX,  Pankhali Union Total,7691,5924,4195,2480,3496,3444,56.5,62.8,50.4,00111
47.0,17.0,73.0,XXX,XX,XX,  Sutarkhali Union Total,13046,13317,7504,5835,5542,7482,49.5,56.3,42.6,00111
47.0,17.0,84.0,XXX,XX,XX,  Tildanga Union Total,9041,6027,5091,2278,3950,3749,60.0,69.1,51.3,00111
47.0,17.0,97.0,XXX,XX,XX,  Khulna Range Union Total,283,168,281,165,2,3,62.7,63.0,40.0,00111
47.0,21.0,1.0,XXX,XX,XX,  Ward No-01 Total,12220,4376,6246,2086,5974,2290,73.6,75.0,72.3,00111
47.0,21.0,2.0,XXX,XX,XX,  Ward No-02 (Part) Total,5034,2187,2768,1012,2266,1175,69.7,73.2,65.9,00111
47.0,21.0,3.0,XXX,XX,XX,  Ward No-03 Total,12410,6811,6460,3270,5950,3541,64.6,66.4,62.7,00111
47.0,21.0,4.0,XXX,XX,XX,  Ward No-04 Total,9215,4785,5171,2307,4044,2478,65.8,69.1,62.0,00111
47.0,21.0,5.0,XXX,XX,XX,  Ward No-05 Total,9481,3988,5413,1913,4068,2075,70.4,73.9,66.2,00111
47.0,21.0,6.0,XXX,XX,XX,  Ward No-06 Total,14355,4366,7869,2031,6486,2335,76.7,79.5,73.5,00111
47.0,21.0,10.0,XXX,XX,XX,  Aranghata Union Total,7039,3614,3766,1643,3273,1971,66.1,69.6,62.4,00111
47.0,30.0,XX.0,XXX,XX,XX,Dumuria Upazila Total,140271,126515,76564,56720,63707,69795,52.6,57.4,47.7,00111
47.0,30.0,11.0,XXX,XX,XX,  Atlia Union Total,15487,12537,8603,5723,6884,6814,55.3,60.1,50.3,00111
47.0,30.0,13.0,XXX,XX,XX,  Bhandar Para Union Total,7615,7192,4178,3203,3437,3989,51.4,56.6,46.3,00111
47.0,30.0,20.0,XXX,XX,XX,  Dhamalia Union Total,9075,10232,4952,4526,4123,5706,47.0,52.2,41.9,00111
47.0,30.0,27.0,XXX,XX,XX,Dumuria Union Total,13796,11409,7385,5267,6411,6142,54.7,58.4,51.1,00111
47.0,30.0,33.0,XXX,XX,XX,  Gutudia Union Total,11737,11146,6505,5145,5232,6001,51.3,55.8,46.6,00111
47.0,30.0,40.0,XXX,XX,XX,  Kharnia Union Total,9402,8442,5018,3884,4384,4558,52.7,56.4,49.0,00111
47.0,30.0,47.0,XXX,XX,XX,  Magurkhali Union Total,7266,5129,4111,2031,3155,3098,58.6,66.9,50.5,00111
47.0,30.0,54.0,XXX,XX,XX,  Maguraghona Union Total,9123,10742,4924,5041,4199,5701,45.9,49.4,42.4,00111
47.0,30.0,61.0,XXX,XX,XX,  Raghunathpur Union Total,13235,9492,7176,4038,6059,5454,58.2,64.0,52.6,00111
47.0,30.0,67.0,XXX,XX,XX,  Rangpur Union Total,9443,6717,5333,2819,4110,3898,58.4,65.4,51.3,00111
47.0,30.0,74.0,XXX,XX,XX,  Rudaghara Union Total,10635,9550,5679,4298,4956,5252,52.7,56.9,48.6,00111
47.0,30.0,81.0,XXX,XX,XX,  Sahas Union Total,7424,8695,4004,3999,3420,4696,46.1,50.0,42.1,00111
47.0,30.0,88.0,XXX,XX,XX,  Sarappur Union Total,6901,7021,3679,3170,3222,3851,49.6,53.7,45.6,00111
47.0,30.0,94.0,XXX,XX,XX,  Sovna Union Total,9132,8211,5017,3576,4115,4635,52.7,58.4,47.0,00111
47.0,40.0,XX.0,XXX,XX,XX,Dighalia Upazila Total,54320,45762,29041,22287,25279,23475,54.3,56.6,51.9,00111
47.0,40.0,17.0,XXX,XX,XX,  Barakpur Union Total,10619,9021,5679,4264,4940,4757,54.1,57.1,50.9,00111
47.0,40.0,57.0,XXX,XX,XX,  Dighalia Union Total,15336,10426,8005,5018,7331,5408,59.5,61.5,57.5,00111
47.0,40.0,66.0,XXX,XX,XX,  Gazir Hat Union Total,7728,8786,4168,4233,3560,4553,46.8,49.6,43.9,00111
47.0,40.0,85.0,XXX,XX,XX,  Senhati Union Total,20637,17529,11189,8772,9448,8757,54.1,56.1,51.9,00111
47.0,45.0,7.0,XXX,XX,XX,  Ward No-07 Total,6039,3323,3440,1578,2599,1745,64.5,68.6,59.8,00111
47.0,45.0,8.0,XXX,XX,XX,  Ward No-08 Total,6043,2329,3654,1390,2389,939,72.2,72.4,71.8,00111
47.0,45.0,9.0,XXX,XX,XX,  Ward No-09 Total,19964,8114,10884,3893,9080,4221,71.1,73.7,68.3,00111
47.0,45.0,10.0,XXX,XX,XX,  Ward No-10 Total,19000,5870,10015,2579,8985,3291,76.4,79.5,73.2,00111
47.0,45.0,11.0,XXX,XX,XX,  Ward No-11 Total,8353,2790,5052,1620,3301,1170,75.0,75.7,73.8,00111
47.0,45.0,12.0,XXX,XX,XX,  Ward No-12 Total,14140,4597,7352,1985,6788,2612,75.5,78.7,72.2,00111
47.0,45.0,13.0,XXX,XX,XX,  Ward No-13 Total,5797,2388,3288,1149,2509,1239,70.8,74.1,66.9,00111
47.0,45.0,14.0,XXX,XX,XX,  Ward No-14 Total,17705,5645,10095,2552,7610,3093,75.8,79.8,71.1,00111
47.0,45.0,15.0,XXX,XX,XX, Ward No-15 Total,11547,3097,6750,1439,4797,1658,78.9,82.4,74.3,00111
47.0,48.0,2.0,XXX,XX,XX,  Ward No-02 (Part) Total,4230,932,3153,531,1077,401,81.9,85.6,72.9,00111
47.0,48.0,19.0,XXX,XX,XX,  Atra Gilatala Union Total,27983,14162,15118,6525,12865,7637,66.4,69.9,62.7,00111
47.0,48.0,75.0,XXX,XX,XX,  Jugipole Union Total,17657,5485,9831,2347,7826,3138,76.3,80.7,71.4,00111
47.0,51.0,21.0,XXX,XX,XX,  Ward No-21 Total,10985,6769,6656,3383,4329,3386,61.9,66.3,56.1,00111
47.0,51.0,22.0,XXX,XX,XX,  Ward No-22 Total,11119,4179,5890,1877,5229,2302,72.7,75.8,69.4,00111
47.0,51.0,23.0,XXX,XX,XX,  Ward No-23 Total,10661,1926,5610,780,5051,1146,84.7,87.8,81.5,00111
47.0,51.0,24.0,XXX,XX,XX,  Ward No-24 Total,26371,7290,14352,3247,12019,4043,78.3,81.6,74.8,00111
47.0,51.0,27.0,XXX,XX,XX,  Ward No-27 Total,21103,5995,11366,2694,9737,3301,77.9,80.8,74.7,00111
47.0,51.0,28.0,XXX,XX,XX,  Ward No-28 Total,14273,3743,7483,1583,6790,2160,79.2,82.5,75.9,00111
47.0,51.0,29.0,XXX,XX,XX,  Ward No-29 Total,13050,2965,6780,1253,6270,1712,81.5,84.4,78.6,00111
47.0,51.0,30.0,XXX,XX,XX,  Ward No-30 Total,21389,7942,11281,3590,10108,4352,72.9,75.9,69.9,00111
47.0,51.0,31.0,XXX,XX,XX,  Ward No-31 Total,19289,9998,10219,4613,9070,5385,65.9,68.9,62.7,00111
47.0,53.0,XX.0,XXX,XX,XX,Koyra Upazila Total,84299,83095,45558,36127,38741,46968,50.4,55.8,45.2,00111
47.0,53.0,10.0,XXX,XX,XX,  Amadi Union Total,16144,12388,8865,5079,7279,7309,56.6,63.6,49.9,00111
47.0,53.0,11.0,XXX,XX,XX,  Bagali Union Total,14964,14788,8059,6278,6905,8510,50.3,56.2,44.8,00111
47.0,53.0,22.0,XXX,XX,XX,  Dakshin Bedkashi Union Total,5298,9176,2915,4268,2383,4908,36.6,40.6,32.7,00111
47.0,53.0,55.0,XXX,XX,XX,Koyra Union Total,15065,13678,7813,6231,7252,7447,52.4,55.6,49.3,00111
47.0,53.0,72.0,XXX,XX,XX,  Maharajpur Union Total,10957,15781,5792,6958,5165,8823,41.0,45.4,36.9,00111
47.0,53.0,78.0,XXX,XX,XX,  Maheshwaripur Union Total,14517,11387,8158,4762,6359,6625,56.0,63.1,49.0,00111
47.0,53.0,94.0,XXX,XX,XX,  Uttar Bedkashi Union Total,7354,5897,3956,2551,3398,3346,55.5,60.8,50.4,00111
47.0,64.0,XX.0,XXX,XX,XX,Paikgachha Upazila Total,114917,102619,63442,44851,51475,57768,52.8,58.6,47.1,00111
47.0,64.0,1.0,XXX,XX,XX,  Ward No-01 Total,540,434,302,187,238,247,55.4,61.8,49.1,00111
47.0,64.0,2.0,XXX,XX,XX,  Ward No-02 Total,481,433,274,211,207,222,52.6,56.5,48.3,00111
47.0,64.0,3.0,XXX,XX,XX,  Ward No-03 Total,761,378,411,162,350,216,66.8,71.7,61.8,00111
47.0,64.0,4.0,XXX,XX,XX,  Ward No-04 Total,1681,681,950,281,731,400,71.2,77.2,64.6,00111
47.0,64.0,5.0,XXX,XX,XX,  Ward No-05 Total,1741,767,924,325,817,442,69.4,74.0,64.9,00111
47.0,64.0,6.0,XXX,XX,XX,  Ward No-06 Total,1262,462,682,189,580,273,73.2,78.3,68.0,00111
47.0,64.0,7.0,XXX,XX,XX,  Ward No-07 Total,759,784,403,353,356,431,49.2,53.3,45.2,00111
47.0,64.0,8.0,XXX,XX,XX,  Ward No-08 Total,814,216,492,90,322,126,79.0,84.5,71.9,00111
47.0,64.0,9.0,XXX,XX,XX,  Ward No-09 Total,1253,656,705,285,548,371,65.6,71.2,59.6,00111
47.0,64.0,16.0,XXX,XX,XX,  Chandkhali Union Total,14728,17574,8064,7756,6664,9818,45.6,51.0,40.4,00111
47.0,64.0,27.0,XXX,XX,XX,  Deluti Union Total,7787,6139,4389,2520,3398,3619,55.9,63.5,48.4,00111
47.0,64.0,33.0,XXX,XX,XX,  Gadaipur Union Total,8633,8754,4625,3974,4008,4780,49.7,53.8,45.6,00111
47.0,64.0,39.0,XXX,XX,XX,  Garuikhali Union Total,11243,8729,6230,3571,5013,5158,56.3,63.6,49.3,00111
47.0,64.0,44.0,XXX,XX,XX,  Haridhali Union Total,10166,10430,5455,4858,4711,5572,49.4,52.9,45.8,00111
47.0,64.0,50.0,XXX,XX,XX,  Kapilmuni Union Total,14477,14614,7764,6600,6713,8014,49.8,54.1,45.6,00111
47.0,64.0,61.0,XXX,XX,XX,  Laskar Union Total,9679,8308,5594,3448,4085,4860,53.8,61.9,45.7,00111
47.0,64.0,67.0,XXX,XX,XX,  Lata Union Total,5696,4082,3343,1754,2353,2328,58.3,65.6,50.3,00111
47.0,64.0,83.0,XXX,XX,XX,  Raruli Union Total,11415,11339,6207,5074,5208,6265,50.2,55.0,45.4,00111
47.0,64.0,89.0,XXX,XX,XX,  Sholadana Union Total,11801,7839,6628,3213,5173,4626,60.1,67.4,52.8,00111
47.0,69.0,XX.0,XXX,XX,XX,Phultala Upazila Total,43143,29960,22820,13514,20323,16446,59.0,62.8,55.3,00111
47.0,69.0,38.0,XXX,XX,XX,Damodar Union Total,19478,12700,10420,5671,9058,7029,60.5,64.8,56.3,00111
47.0,69.0,57.0,XXX,XX,XX,  Jamira Union Total,8740,7846,4660,3502,4080,4344,52.7,57.1,48.4,00111
47.0,69.0,76.0,XXX,XX,XX,Phultala Union Total,14925,9414,7740,4341,7185,5073,61.3,64.1,58.6,00111
47.0,75.0,XX.0,XXX,XX,XX,Rupsa Upazila Total,90611,65008,47467,30498,43144,34510,58.2,60.9,55.6,00111
47.0,75.0,13.0,XXX,XX,XX,  Aijganti Union Total,23300,15174,12200,7158,11100,8016,60.6,63.0,58.1,00111
47.0,75.0,27.0,XXX,XX,XX,  Ghatbhogh Union Total,15717,13557,8205,6377,7512,7180,53.7,56.3,51.1,00111
47.0,75.0,54.0,XXX,XX,XX,  Naihati Union Total,30265,20417,15751,9475,14514,10942,59.7,62.4,57.0,00111
47.0,75.0,67.0,XXX,XX,XX,  Sreefaltala Union Total,11284,10363,6018,4891,5266,5472,52.1,55.2,49.0,00111
47.0,75.0,81.0,XXX,XX,XX,  T. S. Bahirdia Union Total,10045,5497,5293,2597,4752,2900,64.6,67.1,62.1,00111
47.0,85.0,16.0,XXX,XX,XX,  Ward No-16 Total,20174,5755,10553,2656,9621,3099,77.8,79.9,75.6,00111
47.0,85.0,17.0,XXX,XX,XX,  Ward No-17 Total,20475,8750,10609,3825,9866,4925,70.1,73.5,66.7,00111
47.0,85.0,18.0,XXX,XX,XX,  Ward No-18 Total,17644,6838,9630,3216,8014,3622,72.1,75.0,68.9,00111
47.0,85.0,19.0,XXX,XX,XX,  Ward No-19 Total,12105,4320,6376,1871,5729,2449,73.7,77.3,70.1,00111
47.0,85.0,20.0,XXX,XX,XX,  Ward No-20 Total,10883,3978,5766,1784,5117,2194,73.2,76.4,70.0,00111
47.0,85.0,25.0,XXX,XX,XX,  Ward No-25 Total,14792,3981,7719,1765,7073,2216,78.8,81.4,76.1,00111
47.0,85.0,26.0,XXX,XX,XX,  Ward No-26 Total,13362,5061,6940,2357,6422,2704,72.5,74.6,70.4,00111
47.0,94.0,XX.0,XXX,XX,XX,Terokhada Upazila Total,46866,49840,24053,24125,22813,25715,48.5,49.9,47.0,00111
47.0,94.0,13.0,XXX,XX,XX,  Ajugara Union Total,6227,6459,3202,3135,3025,3324,49.1,50.5,47.6,00111
47.0,94.0,27.0,XXX,XX,XX,Barasat Union Total,8506,9704,4299,4584,4207,5120,46.7,48.4,45.1,00111
47.0,94.0,40.0,XXX,XX,XX,  Madhupur Union Total,7062,9604,3726,5026,3336,4578,42.4,42.6,42.2,00111
47.0,94.0,54.0,XXX,XX,XX,  Sachiadah Union Total,7528,7227,3885,3423,3643,3804,51.0,53.2,48.9,00111
47.0,94.0,67.0,XXX,XX,XX,  Sagladah Union Total,7988,8417,3960,3907,4028,4510,48.7,50.3,47.2,00111
47.0,94.0,81.0,XXX,XX,XX,Terokhada Union Total,9555,8429,4981,4050,4574,4379,53.1,55.2,51.1,00111
18.0,XX.0,XX.0,XXX,XX,XX,Chuadanga Zila Total,450161,530448,229417,259913,220744,270535,45.9,46.9,44.9,00111
18.0,7.0,XX.0,XXX,XX,XX,Alamdanga Upazila Total,137485,163550,70631,79482,66854,84068,45.7,47.1,44.3,00111
18.0,7.0,1.0,XXX,XX,XX,  Ward No-01 Total,2653,844,1399,347,1254,497,75.9,80.1,71.6,00111
18.0,7.0,2.0,XXX,XX,XX,  Ward No-02 Total,2299,1283,1225,533,1074,750,64.2,69.7,58.9,00111
18.0,7.0,3.0,XXX,XX,XX,  Ward No-03 Total,2212,520,1138,214,1074,306,81.0,84.2,77.8,00111
18.0,7.0,4.0,XXX,XX,XX,  Ward No-04 Total,2961,977,1532,420,1429,557,75.2,78.5,72.0,00111
18.0,7.0,5.0,XXX,XX,XX,  Ward No-05 Total,2134,1384,1125,580,1009,804,60.7,66.0,55.7,00111
18.0,7.0,6.0,XXX,XX,XX,  Ward No-06 Total,1978,1545,1057,635,921,910,56.1,62.5,50.3,00111
18.0,7.0,7.0,XXX,XX,XX,  Ward No-07 Total,1599,1211,860,518,739,693,56.9,62.4,51.6,00111
18.0,7.0,8.0,XXX,XX,XX,  Ward No-08 Total,1027,1221,519,585,508,636,45.7,47.0,44.4,00111
18.0,7.0,9.0,XXX,XX,XX,  Ward No-09 Total,979,1465,475,735,504,730,40.1,39.3,40.8,00111
18.0,7.0,13.0,XXX,XX,XX,  Belgachhi Union Total,5008,7561,2602,3586,2406,3975,39.8,42.0,37.7,00111
18.0,7.0,15.0,XXX,XX,XX,Baradi Union Total,7035,9776,3513,4901,3522,4875,41.8,41.8,41.9,00111
18.0,7.0,23.0,XXX,XX,XX,Bhangabaria Union Total,9987,14091,5077,7045,4910,7046,41.5,41.9,41.1,00111
18.0,7.0,27.0,XXX,XX,XX,Chithla Union Total,10605,9013,5318,4500,5287,4513,54.1,54.2,53.9,00111
18.0,7.0,31.0,XXX,XX,XX,  Dauki Union Total,6354,9930,3254,4690,3100,5240,39.0,41.0,37.2,00111
18.0,7.0,39.0,XXX,XX,XX,  Gangni Union Total,11644,9185,5940,4671,5704,4514,55.9,56.0,55.8,00111
18.0,7.0,47.0,XXX,XX,XX,Hardi Union Total,10388,15340,5299,7643,5089,7697,40.4,40.9,39.8,00111
18.0,7.0,51.0,XXX,XX,XX,  Kalidashpur Union Total,8514,11750,4393,5655,4121,6095,42.0,43.7,40.3,00111
18.0,7.0,55.0,XXX,XX,XX,Jamjami Union Total,6440,9540,3331,4622,3109,4918,40.3,41.9,38.7,00111
18.0,7.0,63.0,XXX,XX,XX,Jehala Union Total,8638,10813,4560,5174,4078,5639,44.4,46.8,42.0,00111
18.0,7.0,71.0,XXX,XX,XX,  Khadimpur Union Total,9761,7540,4996,3737,4765,3803,56.4,57.2,55.6,00111
18.0,7.0,79.0,XXX,XX,XX,Khaskara Union Total,7961,11891,4086,5731,3875,6160,40.1,41.6,38.6,00111
18.0,7.0,87.0,XXX,XX,XX,Kumari Union Total,7039,8858,3705,4265,3334,4593,44.3,46.5,42.1,00111
18.0,7.0,94.0,XXX,XX,XX,  Nagdaha Union Total,10269,17812,5227,8695,5042,9117,36.6,37.5,35.6,00111
18.0,23.0,XX.0,XXX,XX,XX,Chuadanga Sadar Upazila Total,130193,143083,66348,69738,63845,73345,47.6,48.8,46.5,00111
18.0,23.0,1.0,XXX,XX,XX,  Ward No-01 Total,5296,4210,2923,2134,2373,2076,55.7,57.8,53.3,00111
18.0,23.0,2.0,XXX,XX,XX,  Ward No-02 Total,5590,3960,2771,1924,2819,2036,58.5,59.0,58.1,00111
18.0,23.0,3.0,XXX,XX,XX,  Ward No-03 Total,6119,946,3072,354,3047,592,86.6,89.7,83.7,00111
18.0,23.0,4.0,XXX,XX,XX,  Ward No-04 Total,4594,1453,2401,598,2193,855,76.0,80.1,71.9,00111
18.0,23.0,5.0,XXX,XX,XX,  Ward No-05 Total,4167,3696,2121,1747,2046,1949,53.0,54.8,51.2,00111
18.0,23.0,6.0,XXX,XX,XX,  Ward No-06 Total,4184,5197,2171,2558,2013,2639,44.6,45.9,43.3,00111
18.0,23.0,7.0,XXX,XX,XX,  Ward No-07 Total,5657,3817,2794,1822,2863,1995,59.7,60.5,58.9,00111
18.0,23.0,8.0,XXX,XX,XX,  Ward No-08 Total,4577,3853,2453,1762,2124,2091,54.3,58.2,50.4,00111
18.0,23.0,9.0,XXX,XX,XX,  Ward No-09 Total,6520,1834,3438,734,3082,1100,78.0,82.4,73.7,00111
18.0,23.0,11.0,XXX,XX,XX,Alokdia Union Total,12256,12812,6218,6249,6038,6563,48.9,49.9,47.9,00111
18.0,23.0,23.0,XXX,XX,XX,  Begampur Union Total,13265,22590,6424,11298,6841,11292,37.0,36.2,37.7,00111
18.0,23.0,47.0,XXX,XX,XX,Kutubpur Union Total,12784,16207,6703,7700,6081,8507,44.1,46.5,41.7,00111
18.0,23.0,59.0,XXX,XX,XX,Mominpur Union Total,5247,8335,2665,4037,2582,4298,38.6,39.8,37.5,00111
18.0,23.0,62.0,XXX,XX,XX,  Padmabila Union Total,7838,9700,3962,4855,3876,4845,44.7,44.9,44.4,00111
18.0,23.0,71.0,XXX,XX,XX,Shankar Chandra Union Total,16911,24044,8612,11887,8299,12157,41.3,42.0,40.6,00111
18.0,23.0,83.0,XXX,XX,XX,Titudaha Union Total,15188,20429,7620,10079,7568,10350,42.6,43.1,42.2,00111
18.0,31.0,XX.0,XXX,XX,XX,Damurhuda Upazila Total,110750,140095,56130,69430,54620,70665,44.2,44.7,43.6,00111
18.0,31.0,1.0,XXX,XX,XX,  Ward No-01 Total,1697,1483,918,698,779,785,53.4,56.8,49.8,00111
18.0,31.0,2.0,XXX,XX,XX,  Ward No-02 Total,2140,1539,1106,726,1034,813,58.2,60.4,56.0,00111
18.0,31.0,3.0,XXX,XX,XX,  Ward No-03 Total,2321,887,1219,380,1102,507,72.4,76.2,68.5,00111
18.0,31.0,4.0,XXX,XX,XX,  Ward No-04 Total,2049,1108,1021,467,1028,641,64.9,68.6,61.6,00111
18.0,31.0,5.0,XXX,XX,XX,  Ward No-05 Total,1909,1369,1007,645,902,724,58.2,61.0,55.5,00111
18.0,31.0,6.0,XXX,XX,XX,  Ward No-06 Total,1627,1602,896,759,731,843,50.4,54.1,46.4,00111
18.0,31.0,7.0,XXX,XX,XX,  Ward No-07 Total,2143,592,1138,216,1005,376,78.4,84.0,72.8,00111
18.0,31.0,8.0,XXX,XX,XX,  Ward No-08 Total,1978,1776,1041,856,937,920,52.7,54.9,50.5,00111
18.0,31.0,9.0,XXX,XX,XX,  Ward No-09 Total,1436,1655,744,808,692,847,46.5,47.9,45.0,00111
18.0,31.0,11.0,XXX,XX,XX,Damurhuda Union Total,16427,19476,8459,9677,7968,9799,45.8,46.6,44.8,00111
18.0,31.0,23.0,XXX,XX,XX,  Perkrishnapur Madna Union Total,9858,11892,5018,5808,4840,6084,45.3,46.4,44.3,00111
18.0,31.0,35.0,XXX,XX,XX,Howli Union Total,15496,19004,7747,9447,7749,9557,44.9,45.1,44.8,00111
18.0,31.0,47.0,XXX,XX,XX,  Juranpur Union Total,13508,18459,6883,9185,6625,9274,42.3,42.8,41.7,00111
18.0,31.0,59.0,XXX,XX,XX,  Kapasadanga Union Total,17372,22538,8498,11420,8874,11118,43.5,42.7,44.4,00111
18.0,31.0,71.0,XXX,XX,XX,  Kuralgachhi Union Total,9336,16184,4765,8017,4571,8167,36.6,37.3,35.9,00111
18.0,31.0,83.0,XXX,XX,XX,  Natipota Union Total,11453,20531,5670,10321,5783,10210,35.8,35.5,36.2,00111
18.0,55.0,XX.0,XXX,XX,XX,Jiban Nagar Upazila Total,71733,83720,36308,41263,35425,42457,46.1,46.8,45.5,00111
18.0,55.0,1.0,XXX,XX,XX,  Ward No-01 Total,588,600,310,284,278,316,49.5,52.2,46.8,00111
18.0,55.0,2.0,XXX,XX,XX,  Ward No-02 Total,1041,1364,526,684,515,680,43.3,43.5,43.1,00111
18.0,55.0,3.0,XXX,XX,XX,  Ward No-03 Total,1442,1215,760,557,682,658,54.3,57.7,50.9,00111
18.0,55.0,4.0,XXX,XX,XX,  Ward No-04 Total,1553,906,821,412,732,494,63.2,66.6,59.7,00111
18.0,55.0,5.0,XXX,XX,XX,  Ward No-05 Total,841,1508,404,716,437,792,35.8,36.1,35.6,00111
18.0,55.0,6.0,XXX,XX,XX,  Ward No-06 Total,1724,462,864,198,860,264,78.9,81.4,76.5,00111
18.0,55.0,7.0,XXX,XX,XX,  Ward No-07 Total,1637,657,838,292,799,365,71.4,74.2,68.6,00111
18.0,55.0,8.0,XXX,XX,XX,  Ward No-08 Total,2547,1428,1385,673,1162,755,64.1,67.3,60.6,00111
18.0,55.0,9.0,XXX,XX,XX,  Ward No-09 Total,1425,1365,765,662,660,703,51.1,53.6,48.4,00111
18.0,55.0,19.0,XXX,XX,XX,  Andulbaria Union Total,10265,13509,5137,6615,5128,6894,43.2,43.7,42.7,00111
18.0,55.0,38.0,XXX,XX,XX,Banka Union Total,19702,22047,9899,10941,9803,11106,47.2,47.5,46.9,00111
18.0,55.0,57.0,XXX,XX,XX,  Simanta Union Total,9149,16062,4653,8047,4496,8015,36.3,36.6,35.9,00111
18.0,55.0,76.0,XXX,XX,XX,Uthali Union Total,19819,22597,9946,11182,9873,11415,46.7,47.1,46.4,00111
65.0,XX.0,XX.0,XXX,XX,XX,Narail Zila Total,373985,236392,187917,108740,186068,127652,61.3,63.3,59.3,00111
65.0,28.0,XX.0,XXX,XX,XX,Kalia Upazila Total,101736,82401,51597,38999,50139,43402,55.3,57.0,53.6,00111
65.0,28.0,1.0,XXX,XX,XX,  Ward No-01 Total,1118,621,581,258,537,363,64.3,69.2,59.7,00111
65.0,28.0,2.0,XXX,XX,XX,  Ward No-02 Total,1817,829,1028,375,789,454,68.7,73.3,63.5,00111
65.0,28.0,3.0,XXX,XX,XX,  Ward No-03 Total,1068,862,554,412,514,450,55.3,57.3,53.3,00111
65.0,28.0,4.0,XXX,XX,XX,  Ward No-04 Total,1084,497,564,237,520,260,68.6,70.4,66.7,00111
