ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Source of Drinking Water (%)-Tap,Source of Drinking Water (%)-Tube-Well,Source of Drinking Water (%)-Other,Electricity Connection (%),Housing Tenancy (%)-Owned,Housing Tenancy (%)-Rented,Housing Tenancy (%)-Rent free,check_var
50.0,XX.0,XX.0,XXX,XX,02, Kushtia Zila,42344,12.9,84.9,2.2,87.3,71.9,24.3,3.8,00110
50.0,15.0,XX.0,XXX,XX,02,  Bheramara Upazila,5204,13.5,85.0,1.6,92.6,73.9,22.7,3.4,00110
50.0,63.0,XX.0,XXX,XX,02,  Khoksa Upazila,4075,2.3,91.1,6.6,68.7,90.5,7.8,1.7,00110
50.0,71.0,XX.0,XXX,XX,02,  Kumarkhali Upazila,5251,3.4,95.5,1.2,82.9,83.3,12.9,3.8,00110
50.0,79.0,XX.0,XXX,XX,02,  Kushtia Sadar Upazila,22338,19.5,78.5,2.1,93.2,61.1,34.0,4.9,00110
50.0,94.0,XX.0,XXX,XX,02,  Mirpur Upazila,5476,2.6,96.3,1.0,76.4,89.8,9.1,1.2,00110
57.0,XX.0,XX.0,XXX,XX,02, Meherpur Zila,16704,26.1,73.2,0.8,87.0,78.7,14.5,6.9,00110
57.0,47.0,XX.0,XXX,XX,02,  Gangni Upazila,6441,2.9,96.3,0.8,83.4,86.9,10.7,2.4,00110
57.0,87.0,XX.0,XXX,XX,02,  Meherpur Sadar Upazila,10263,40.6,58.6,0.7,89.3,73.5,16.8,9.6,00110
87.0,XX.0,XX.0,XXX,XX,02, Satkhira Zila,33093,46.3,51.4,2.3,81.4,72.3,24.6,3.2,00110
87.0,43.0,XX.0,XXX,XX,02,  Kalaroa Upazila,6537,3.5,94.1,2.4,71.2,82.0,14.6,3.4,00110
87.0,82.0,XX.0,XXX,XX,02,  Satkhira Sadar Upazila,26556,56.9,40.9,2.3,83.9,69.9,27.0,3.1,00110
42.0,XX.0,XX.0,XXX,XX,02, Jhalokati Zila,19260,3.0,96.6,0.4,79.0,68.2,29.2,2.7,00110
42.0,40.0,XX.0,XXX,XX,02,  Jhalokati Sadar Upazila,12234,4.6,94.9,0.4,94.0,57.5,39.7,2.7,00110
42.0,73.0,XX.0,XXX,XX,02,  Nalchity Upazila,7026,0.1,99.6,0.3,52.8,86.7,10.8,2.5,00110
78.0,XX.0,XX.0,XXX,XX,02, Patuakhali Zila,27258,8.7,90.5,0.8,84.4,60.2,34.5,5.2,00110
78.0,38.0,XX.0,XXX,XX,02,  Bauphal Upazila,2509,0.2,97.4,2.4,82.6,77.5,21.3,1.2,00110
78.0,38.0,XX.0,XXX,XX,02,Bauphal Paurashava,2509,0.2,97.4,2.4,82.6,77.5,21.3,1.2,00110
78.0,57.0,XX.0,XXX,XX,02,  Galachipa Upazila,4928,12.5,87.3,0.2,79.6,65.5,22.1,12.4,00110
78.0,57.0,XX.0,XXX,XX,02,Galachipa  Paurashava,4928,12.5,87.3,0.2,79.6,65.5,22.1,12.4,00110
78.0,66.0,XX.0,XXX,XX,02,  Kala Para Upazila,6319,12.5,85.7,1.8,72.1,73.0,19.7,7.3,00110
78.0,95.0,XX.0,XXX,XX,02,  Patuakhali Sadar Upazila,13502,7.1,92.6,0.3,92.3,49.1,48.5,2.4,00110
78.0,95.0,XX.0,XXX,XX,02,Patuakhali Paurashava,13502,7.1,92.6,0.3,92.3,49.1,48.5,2.4,00110
6.0,XX.0,XX.0,XXX,XX,02, Barisal Zila,96582,7.6,90.5,1.9,88.0,54.6,41.8,3.5,00110
6.0,7.0,XX.0,XXX,XX,02,  Bakerganj Upazila,3383,1.2,95.4,3.5,74.7,75.5,22.3,2.2,00110
6.0,7.0,XX.0,XXX,XX,02,Bakerganj  Paurashava,3383,1.2,95.4,3.5,74.7,75.5,22.3,2.2,00110
6.0,10.0,XX.0,XXX,XX,02,  Banari Para Upazila,2342,3.5,96.3,0.2,93.5,58.2,39.8,2.0,00110
6.0,10.0,XX.0,XXX,XX,02,Banari Para  Paurashava,2342,3.5,96.3,0.2,93.5,58.2,39.8,2.0,00110
6.0,32.0,XX.0,XXX,XX,02,  Gaurnadi Upazila,9273,5.5,94.3,0.2,78.1,79.2,17.7,3.1,00110
6.0,32.0,XX.0,XXX,XX,02,Gaurnadi  Paurashava,9273,5.5,94.3,0.2,78.1,79.2,17.7,3.1,00110
6.0,51.0,XX.0,XXX,XX,02,  Barisal Sadar Upazila,70798,9.3,89.4,1.3,94.2,45.8,50.2,4.0,00110
6.0,51.0,XX.0,XXX,XX,02,  Barisal City Corporation,70798,9.3,89.4,1.3,94.2,45.8,50.2,4.0,00110
6.0,62.0,XX.0,XXX,XX,02,  Mehendiganj Upazila,6310,1.0,87.6,11.3,50.8,88.3,10.0,1.7,00110
6.0,62.0,XX.0,XXX,XX,02,Mhendiganj  Paurashava,6310,1.0,87.6,11.3,50.8,88.3,10.0,1.7,00110
6.0,69.0,XX.0,XXX,XX,02,  Muladi Upazila,4476,0.7,96.6,2.7,69.5,78.2,20.5,1.4,00110
6.0,69.0,XX.0,XXX,XX,02,Muladi Paurashava,4476,0.7,96.6,2.7,69.5,78.2,20.5,1.4,00110
79.0,XX.0,XX.0,XXX,XX,02, Pirojpur Zila,21695,35.5,49.8,14.7,82.8,69.7,27.7,2.6,00110
79.0,58.0,XX.0,XXX,XX,02,  Mathbaria Upazila,4254,9.9,23.1,67.0,86.9,61.5,36.3,2.2,00110
79.0,58.0,XX.0,XXX,XX,02,Mathbaria  Paurashava,4254,9.9,23.1,67.0,86.9,61.5,36.3,2.2,00110
79.0,80.0,XX.0,XXX,XX,02,  Pirojpur Sadar Upazila,13507,53.9,43.6,2.5,82.3,68.3,28.8,2.9,00110
79.0,80.0,XX.0,XXX,XX,02,Pirojpur  Paurashava,13507,53.9,43.6,2.5,82.3,68.3,28.8,2.9,00110
79.0,87.0,XX.0,XXX,XX,02,  Nesarabad Upazila,3934,0.1,99.9,0.0,80.3,83.2,14.4,2.4,00110
79.0,87.0,XX.0,XXX,XX,02,Swarupkati  Paurashava,3934,0.1,99.9,0.0,80.3,83.2,14.4,2.4,00110
9.0,XX.0,XX.0,XXX,XX,02, Bhola Zila,23467,3.4,94.3,2.3,79.0,74.5,22.3,3.2,00110
9.0,18.0,XX.0,XXX,XX,02,  Bhola Sadar Upazila,9445,4.3,95.3,0.4,94.3,67.3,29.0,3.6,00110
9.0,21.0,XX.0,XXX,XX,02,  Burhanuddin Upazila,2604,1.8,94.9,3.3,69.4,74.5,22.7,2.8,00110
9.0,25.0,XX.0,XXX,XX,02,  Char Fasson Upazila,4025,5.0,88.3,6.7,79.8,73.6,21.8,4.6,00110
9.0,29.0,XX.0,XXX,XX,02,  Daulat Khan Upazila,3203,0.2,95.8,3.9,56.3,89.7,9.5,0.8,00110
9.0,54.0,XX.0,XXX,XX,02,  Lalmohan Upazila,4190,3.4,96.1,0.6,67.4,79.8,17.0,3.2,00110
4.0,XX.0,XX.0,XXX,XX,02, Barguna Zila,17929,15.3,76.1,8.6,78.1,66.5,28.7,4.8,00110
4.0,9.0,XX.0,XXX,XX,02,  Amtali Upazila,4034,15.8,82.8,1.4,71.3,70.9,25.2,3.9,00110
4.0,9.0,XX.0,XXX,XX,02,Amtali  Paurashava,4034,15.8,82.8,1.4,71.3,70.9,25.2,3.9,00110
4.0,28.0,XX.0,XXX,XX,02,  Barguna Sadar Upazila,7056,1.7,98.3,0.1,84.0,58.9,34.2,6.9,00110
4.0,28.0,XX.0,XXX,XX,02,Barguna  Paurashava,7056,1.7,98.3,0.1,84.0,58.9,34.2,6.9,00110
4.0,47.0,XX.0,XXX,XX,02,  Betagi Upazila,2520,0.5,85.5,14.0,83.3,67.8,30.9,1.3,00110
4.0,47.0,XX.0,XXX,XX,02,Betagi  Paurashava,2520,0.5,85.5,14.0,83.3,67.8,30.9,1.3,00110
4.0,85.0,XX.0,XXX,XX,02,  Patharghata Upazila,4319,45.8,28.2,26.1,71.6,74.1,21.6,4.3,00110
4.0,85.0,XX.0,XXX,XX,02,Patharghata  Paurashava,4319,45.8,28.2,26.1,71.6,74.1,21.6,4.3,00110
52.0,XX.0,XX.0,XXX,XX,02, Lalmonirhat Zila,20103,6.1,92.6,1.3,61.9,72.1,15.0,12.9,00110
52.0,55.0,XX.0,XXX,XX,02,  Lalmonirhat Sadar Upazila,13772,8.6,90.6,0.8,70.3,72.0,18.2,9.8,00110
52.0,55.0,XX.0,XXX,XX,02,Lalmonirhat  Paurashava,13772,8.6,90.6,0.8,70.3,72.0,18.2,9.8,00110
52.0,70.0,XX.0,XXX,XX,02,  Patgram Upazila,6331,0.8,96.8,2.4,43.7,72.4,8.0,19.6,00110
52.0,70.0,XX.0,XXX,XX,02,Patgram  Paurashava,6331,0.8,96.8,2.4,43.7,72.4,8.0,19.6,00110
77.0,XX.0,XX.0,XXX,XX,02, Panchagarh Zila,13891,14.5,84.3,1.2,73.8,77.6,16.3,6.1,00110
77.0,25.0,XX.0,XXX,XX,02,  Boda Upazila,3922,4.2,92.5,3.3,55.4,84.2,10.1,5.7,00110
77.0,73.0,XX.0,XXX,XX,02,  Panchagarh Sadar Upazila,9969,18.6,81.0,0.4,81.1,75.0,18.7,6.3,00110
85.0,XX.0,XX.0,XXX,XX,02, Rangpur Zila,84022,13.2,86.0,0.9,80.0,66.6,25.5,7.9,00110
85.0,3.0,XX.0,XXX,XX,02,  Badarganj Upazila,6215,1.9,96.8,1.3,63.1,79.8,9.8,10.4,00110
85.0,3.0,XX.0,XXX,XX,02,Badarganj  Paurashava,6215,1.9,96.8,1.3,63.1,79.8,9.8,10.4,00110
85.0,42.0,XX.0,XXX,XX,02,  Kaunia Upazila,14699,0.6,97.2,2.3,63.2,91.2,1.3,7.5,00110
85.0,42.0,XX.0,XXX,XX,02,Haragachh (Kaunia)  Paurashava,14699,0.6,97.2,2.3,63.2,91.2,1.3,7.5,00110
85.0,49.0,XX.0,XXX,XX,02,  Rangpur Sadar Upazila,63108,17.2,82.3,0.5,85.6,59.6,32.7,7.7,00110
49.0,XX.0,XX.0,XXX,XX,02, Kurigram Zila,43503,6.1,91.9,1.9,48.9,88.7,6.6,4.7,00110
49.0,52.0,XX.0,XXX,XX,02,  Kurigram Sadar Upazila,16785,15.0,82.3,2.7,70.6,82.6,10.8,6.6,00110
49.0,52.0,XX.0,XXX,XX,02,Kurigram  Paurashava,16785,15.0,82.3,2.7,70.6,82.6,10.8,6.6,00110
49.0,61.0,XX.0,XXX,XX,02,  Nageshwari Upazila,15234,0.6,97.9,1.5,31.6,90.4,4.4,5.1,00110
49.0,61.0,XX.0,XXX,XX,02,Nageshwari Paurashava,15234,0.6,97.9,1.5,31.6,90.4,4.4,5.1,00110
49.0,94.0,XX.0,XXX,XX,02,  Ulipur Upazila,11484,0.7,98.0,1.3,40.1,95.4,3.2,1.4,00110
49.0,94.0,XX.0,XXX,XX,02,Ulipur  Paurashava,11484,0.7,98.0,1.3,40.1,95.4,3.2,1.4,00110
32.0,XX.0,XX.0,XXX,XX,02, Gaibandha Zila,28995,16.6,80.5,3.0,72.8,78.9,17.1,4.0,00110
32.0,24.0,XX.0,XXX,XX,02,  Gaibandha Sadar Upazila,15111,26.8,70.1,3.1,84.8,75.1,20.7,4.3,00110
32.0,24.0,XX.0,XXX,XX,02,Gaibandha  Paurashava,15111,26.8,70.1,3.1,84.8,75.1,20.7,4.3,00110
32.0,30.0,XX.0,XXX,XX,02,  Gobindaganj Upazila,9642,7.2,90.3,2.5,63.4,80.9,16.2,2.8,00110
32.0,30.0,XX.0,XXX,XX,02,Gobindaganj  Paurashava,9642,7.2,90.3,2.5,63.4,80.9,16.2,2.8,00110
32.0,91.0,XX.0,XXX,XX,02,  Sundarganj Upazila,4242,1.2,95.1,3.7,51.7,88.2,6.3,5.5,00110
32.0,91.0,XX.0,XXX,XX,02,Sundarganj Paurashava,4242,1.2,95.1,3.7,51.7,88.2,6.3,5.5,00110
73.0,XX.0,XX.0,XXX,XX,02, Nilphamari Zila,49640,4.4,94.6,1.0,74.1,77.0,18.5,4.5,00110
73.0,15.0,XX.0,XXX,XX,02,  Domar Upazila,3991,3.7,92.9,3.5,71.6,87.3,7.8,4.9,00110
73.0,15.0,XX.0,XXX,XX,02,Domar  Paurashava,3991,3.7,92.9,3.5,71.6,87.3,7.8,4.9,00110
73.0,36.0,XX.0,XXX,XX,02,  Jaldhaka Upazila,10159,0.3,98.8,0.9,33.4,93.0,3.8,3.2,00110
73.0,36.0,XX.0,XXX,XX,02,Jaldhaka Paurashava,10159,0.3,98.8,0.9,33.4,93.0,3.8,3.2,00110
73.0,64.0,XX.0,XXX,XX,02,  Nilphamari Sadar Upazila,9335,6.3,91.7,2.0,78.7,82.3,14.7,3.0,00110
73.0,64.0,XX.0,XXX,XX,02,Nilphamari  Paurashava,9335,6.3,91.7,2.0,78.7,82.3,14.7,3.0,00110
73.0,85.0,XX.0,XXX,XX,02,  Saidpur Upazila,26155,5.4,94.2,0.4,88.5,67.4,27.2,5.5,00110
73.0,85.0,XX.0,XXX,XX,02,Saidpur  Paurashava,26155,5.4,94.2,0.4,88.5,67.4,27.2,5.5,00110
94.0,XX.0,XX.0,XXX,XX,02, Thakurgaon Zila,27910,2.0,97.3,0.7,78.7,72.0,21.1,6.9,00110
94.0,82.0,XX.0,XXX,XX,02,  Pirganj Upazila,6454,0.6,98.0,1.4,60.4,76.4,12.5,11.1,00110
94.0,86.0,XX.0,XXX,XX,02,  Ranisankail Upazila,3812,2.9,96.6,0.5,61.8,80.1,12.0,8.0,00110
94.0,94.0,XX.0,XXX,XX,02,  Thakurgaon Sadar Upazila,17644,2.3,97.3,0.5,89.1,68.7,26.2,5.1,00110
27.0,XX.0,XX.0,XXX,XX,02, Dinajpur Zila,89605,6.3,92.4,1.4,79.5,69.3,22.6,8.2,00110
27.0,10.0,XX.0,XXX,XX,02,  Birampur Upazila,10711,1.3,95.5,3.1,64.4,85.7,10.2,4.0,00110
27.0,10.0,XX.0,XXX,XX,02,  Birampur Paurashava,10711,1.3,95.5,3.1,64.4,85.7,10.2,4.0,00110
27.0,12.0,XX.0,XXX,XX,02,  Birganj Upazila,4451,2.2,96.5,1.3,70.2,71.6,18.8,9.6,00110
27.0,12.0,XX.0,XXX,XX,02,  Birganj  Paurashava,4451,2.2,96.5,1.3,70.2,71.6,18.8,9.6,00110
27.0,21.0,XX.0,XXX,XX,02,  Bochaganj Upazila,7077,3.7,95.2,1.1,73.6,67.2,15.8,17.0,00110
27.0,38.0,XX.0,XXX,XX,02,  Fulbari Upazila,8087,4.3,94.5,1.3,76.5,83.8,11.9,4.4,00110
27.0,43.0,XX.0,XXX,XX,02,  Ghoraghat Upazila,5541,2.2,94.3,3.5,52.5,85.5,5.0,9.5,00110
27.0,47.0,XX.0,XXX,XX,02,  Hakimpur Upazila,6641,0.8,97.1,2.2,73.8,83.2,13.4,3.4,00110
27.0,64.0,XX.0,XXX,XX,02,  Dinajpur Sadar Upazila,39862,11.1,88.6,0.3,89.8,59.7,32.3,8.0,00110
27.0,77.0,XX.0,XXX,XX,02,  Parbatipur Upazila,7235,2.4,95.1,2.5,86.1,56.8,29.9,13.3,00110
10.0,XX.0,XX.0,XXX,XX,02, Bogra Zila,145312,19.1,80.0,1.0,82.6,69.7,27.2,3.2,00110
10.0,6.0,XX.0,XXX,XX,02,  Adamdighi Upazila,7784,8.9,90.4,0.7,86.1,70.0,24.2,5.9,00110
10.0,6.0,XX.0,XXX,XX,02,  Adamdighi Paurashava,7784,8.9,90.4,0.7,86.1,70.0,24.2,5.9,00110
10.0,20.0,XX.0,XXX,XX,02,  Bogra Sadar Upazila,79167,26.2,73.1,0.7,91.2,61.5,35.5,3.0,00110
10.0,20.0,XX.0,XXX,XX,02,Bogra  Paurashava,79167,26.2,73.1,0.7,91.2,61.5,35.5,3.0,00110
10.0,27.0,XX.0,XXX,XX,02,  Dhunat Upazila,3465,2.4,94.9,2.7,56.9,85.1,13.1,1.8,00110
10.0,27.0,XX.0,XXX,XX,02,Dhunat Paurashava,3465,2.4,94.9,2.7,56.9,85.1,13.1,1.8,00110
10.0,33.0,XX.0,XXX,XX,02,  Dhupchanchia Upazila,5347,6.6,90.6,2.7,80.1,79.3,16.1,4.6,00110
10.0,33.0,XX.0,XXX,XX,02,Dhupchanchia  Paurashava,5347,6.6,90.6,2.7,80.1,79.3,16.1,4.6,00110
10.0,40.0,XX.0,XXX,XX,02,  Gabtali Upazila,5481,2.1,96.7,1.2,66.2,91.5,6.3,2.2,00110
10.0,40.0,XX.0,XXX,XX,02,Gabtali Paurashava,5481,2.1,96.7,1.2,66.2,91.5,6.3,2.2,00110
10.0,54.0,XX.0,XXX,XX,02,  Kahaloo Upazila,3627,3.3,96.5,0.1,75.5,85.7,12.2,2.2,00110
10.0,54.0,XX.0,XXX,XX,02,Kahaloo Paurashava,3627,3.3,96.5,0.1,75.5,85.7,12.2,2.2,00110
10.0,67.0,XX.0,XXX,XX,02,  Nandigram Upazila,4490,3.6,95.7,0.6,58.7,84.8,9.2,5.9,00110
10.0,67.0,XX.0,XXX,XX,02,Nandigram Paurashava,4490,3.6,95.7,0.6,58.7,84.8,9.2,5.9,00110
10.0,81.0,XX.0,XXX,XX,02,  Sariakandi Upazila,5048,1.0,97.4,1.6,57.2,90.6,6.8,2.6,00110
10.0,81.0,XX.0,XXX,XX,02,Sariakandi  Paurashava,5048,1.0,97.4,1.6,57.2,90.6,6.8,2.6,00110
10.0,85.0,XX.0,XXX,XX,02,  Shajahanpur Upazila,13204,24.6,74.5,0.9,83.2,63.7,33.3,3.0,00110
10.0,88.0,XX.0,XXX,XX,02,  Sherpur Upazila,5649,30.9,68.2,0.9,92.0,73.2,23.4,3.5,00110
10.0,88.0,XX.0,XXX,XX,02,Sherpur  Paurashava,5649,30.9,68.2,0.9,92.0,73.2,23.4,3.5,00110
10.0,94.0,XX.0,XXX,XX,02,  Shibganj Upazila,5569,5.4,92.2,2.5,62.6,93.4,5.0,1.6,00110
10.0,94.0,XX.0,XXX,XX,02,Shibganj Paurashava,5569,5.4,92.2,2.5,62.6,93.4,5.0,1.6,00110
10.0,95.0,XX.0,XXX,XX,02,  Sonatola Upazila,6481,2.0,96.7,1.3,51.8,87.5,10.3,2.3,00110
10.0,95.0,XX.0,XXX,XX,02,Sonatola Paurashava,6481,2.0,96.7,1.3,51.8,87.5,10.3,2.3,00110
88.0,XX.0,XX.0,XXX,XX,02, Sirajganj Zila,83443,7.9,90.4,1.7,79.9,75.8,13.0,11.1,00110
88.0,11.0,XX.0,XXX,XX,02,  Belkuchi Upazila,16113,0.7,96.3,3.0,68.4,88.9,5.6,5.5,00110
88.0,11.0,XX.0,XXX,XX,02,Belkuchi Paurashava,16113,0.7,96.3,3.0,68.4,88.9,5.6,5.5,00110
88.0,50.0,XX.0,XXX,XX,02,  Kazipur Upazila,3388,4.4,95.0,0.6,44.8,94.9,3.6,1.5,00110
88.0,50.0,XX.0,XXX,XX,02,Kazipur  Paurashava,3388,4.4,95.0,0.6,44.8,94.9,3.6,1.5,00110
88.0,61.0,XX.0,XXX,XX,02,  Royganj Upazila,4325,1.3,95.5,3.3,70.8,90.2,5.9,4.0,00110
88.0,61.0,XX.0,XXX,XX,02,Royganj Paurashava,4325,1.3,95.5,3.3,70.8,90.2,5.9,4.0,00110
88.0,67.0,XX.0,XXX,XX,02,  Shahjadpur Upazila,14179,6.8,91.9,1.3,81.8,83.8,12.3,3.9,00110
88.0,67.0,XX.0,XXX,XX,02,Shahjadpur  Paurashava,14179,6.8,91.9,1.3,81.8,83.8,12.3,3.9,00110
88.0,78.0,XX.0,XXX,XX,02,  Sirajganj Sadar Upazila,35051,13.3,85.4,1.4,90.1,63.5,17.5,19.0,00110
88.0,78.0,XX.0,XXX,XX,02,Sirajganj  Paurashava,35051,13.3,85.4,1.4,90.1,63.5,17.5,19.0,00110
88.0,94.0,XX.0,XXX,XX,02,  Ullah Para Upazila,10387,6.6,92.4,0.9,75.8,74.0,16.4,9.6,00110
88.0,94.0,XX.0,XXX,XX,02,Ullah Para  Paurashava,10387,6.6,92.4,0.9,75.8,74.0,16.4,9.6,00110
81.0,XX.0,XX.0,XXX,XX,02, Rajshahi Zila,189046,14.4,83.9,1.8,80.2,75.8,20.2,4.0,00110
81.0,10.0,XX.0,XXX,XX,02,  Bagha Upazila,11088,1.0,96.1,2.9,62.0,94.5,3.4,2.1,00110
81.0,12.0,XX.0,XXX,XX,02,  Baghmara Upazila,8993,7.4,87.5,5.1,65.7,92.8,5.6,1.5,00110
81.0,22.0,XX.0,XXX,XX,02,  Boalia Thana,48153,21.4,77.6,1.0,94.8,57.0,39.3,3.7,00110
81.0,25.0,XX.0,XXX,XX,02,  Charghat Upazila,9062,1.5,97.1,1.4,72.7,91.4,7.2,1.4,00110
81.0,25.0,XX.0,XXX,XX,02,  Charghat Upazila,9062,1.5,97.1,1.4,72.7,91.4,7.2,1.4,00110
81.0,25.0,XX.0,XXX,XX,02,Charghat  Paurashava,9062,1.5,97.1,1.4,72.7,91.4,7.2,1.4,00110
81.0,31.0,XX.0,XXX,XX,02,  Durgapur Upazila,7087,8.3,88.0,3.6,83.0,82.4,5.4,12.2,00110
81.0,31.0,XX.0,XXX,XX,02,Durgapur  Paurashava,7087,8.3,88.0,3.6,83.0,82.4,5.4,12.2,00110
81.0,34.0,XX.0,XXX,XX,02,  Godagari Upazila,11987,14.0,83.3,2.6,56.6,90.2,4.4,5.4,00110
81.0,40.0,XX.0,XXX,XX,02,  Matihar Thana,12038,22.2,76.7,1.2,84.5,73.7,18.4,8.0,00110
81.0,53.0,XX.0,XXX,XX,02,  Mohanpur Upazila,5082,1.6,93.8,4.6,81.0,96.5,2.5,1.0,00110
81.0,53.0,XX.0,XXX,XX,02,Kesharhat  Paurashava,5082,1.6,93.8,4.6,81.0,96.5,2.5,1.0,00110
81.0,72.0,XX.0,XXX,XX,02,  Paba Upazila,20856,6.9,91.0,2.1,72.5,86.4,7.1,6.4,00110
81.0,82.0,XX.0,XXX,XX,02,  Puthia Upazila,5154,8.9,89.9,1.2,75.6,86.1,9.1,4.8,00110
