ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,General Households,Percentage of Households comprising-1 person,Percentage of Households comprising-2 persons,Percentage of Households comprising-3 persons,Percentage of Households comprising-4 persons,Percentage of Households comprising-5 persons,Percentage of Households comprising-6 persons,Percentage of Households comprising-7 persons,Percentage of Households comprising-8+ persons,Average size of Household,check_var
32,24.0,XX.0,XXX,XX,02,Gaibandha  Paurashava,15111,3.9,10.3,21.4,27.3,18.1,9.0,4.4,5.6,4.3,00110
32,30.0,XX.0,XXX,XX,02,  Gobindaganj Upazila,9642,4.3,12.8,24.7,29.2,15.9,6.9,3.1,3.1,3.9,00110
32,30.0,XX.0,XXX,XX,02,Gobindaganj  Paurashava,9642,4.3,12.8,24.7,29.2,15.9,6.9,3.1,3.1,3.9,00110
32,91.0,XX.0,XXX,XX,02,  Sundarganj Upazila,4242,3.9,11.5,23.1,28.9,18.7,7.1,3.3,3.3,4.0,00110
32,91.0,XX.0,XXX,XX,02,Sundarganj Paurashava,4242,3.9,11.5,23.1,28.9,18.7,7.1,3.3,3.3,4.0,00110
73,XX.0,XX.0,XXX,XX,02, Nilphamari Zila,49640,2.7,8.7,17.6,24.7,20.0,11.9,6.3,8.1,4.6,00110
73,15.0,XX.0,XXX,XX,02,  Domar Upazila,3991,3.7,11.1,19.7,26.2,19.6,10.9,4.3,4.5,4.2,00110
73,15.0,XX.0,XXX,XX,02,Domar  Paurashava,3991,3.7,11.1,19.7,26.2,19.6,10.9,4.3,4.5,4.2,00110
73,36.0,XX.0,XXX,XX,02,  Jaldhaka Upazila,10159,2.4,8.9,17.5,25.6,21.3,13.2,5.5,5.6,4.5,00110
73,36.0,XX.0,XXX,XX,02,Jaldhaka Paurashava,10159,2.4,8.9,17.5,25.6,21.3,13.2,5.5,5.6,4.5,00110
73,64.0,XX.0,XXX,XX,02,  Nilphamari Sadar Upazila,9335,2.3,7.6,18.2,25.6,21.5,11.3,5.9,7.5,4.6,00110
73,64.0,XX.0,XXX,XX,02,Nilphamari  Paurashava,9335,2.3,7.6,18.2,25.6,21.5,11.3,5.9,7.5,4.6,00110
73,85.0,XX.0,XXX,XX,02,  Saidpur Upazila,26155,2.8,8.7,17.1,23.8,19.0,11.8,7.1,9.9,4.7,00110
73,85.0,XX.0,XXX,XX,02,Saidpur  Paurashava,26155,2.8,8.7,17.1,23.8,19.0,11.8,7.1,9.9,4.7,00110
94,XX.0,XX.0,XXX,XX,02, Thakurgaon Zila,27910,3.2,9.2,21.0,28.9,19.0,9.0,4.5,5.3,4.3,00110
94,82.0,XX.0,XXX,XX,02,  Pirganj Upazila,6454,3.7,10.4,21.0,29.2,19.2,8.4,4.2,3.9,4.2,00110
94,86.0,XX.0,XXX,XX,02,  Ranisankail Upazila,3812,3.2,7.1,18.3,28.2,20.3,10.0,5.8,7.1,4.5,00110
94,94.0,XX.0,XXX,XX,02,  Thakurgaon Sadar Upazila,17644,3.0,9.2,21.5,28.9,18.7,9.0,4.4,5.4,4.3,00110
27,XX.0,XX.0,XXX,XX,02, Dinajpur Zila,89605,4.4,11.4,22.6,27.5,17.0,8.4,4.0,4.7,4.1,00110
27,10.0,XX.0,XXX,XX,02,  Birampur Upazila,10711,4.1,11.1,23.5,27.5,17.0,8.5,4.0,4.3,4.1,00110
27,10.0,XX.0,XXX,XX,02,  Birampur Paurashava,10711,4.1,11.1,23.5,27.5,17.0,8.5,4.0,4.3,4.1,00110
27,12.0,XX.0,XXX,XX,02,  Birganj Upazila,4451,4.4,9.4,21.2,27.6,19.3,8.8,4.5,4.9,4.2,00110
27,12.0,XX.0,XXX,XX,02,  Birganj  Paurashava,4451,4.4,9.4,21.2,27.6,19.3,8.8,4.5,4.9,4.2,00110
27,21.0,XX.0,XXX,XX,02,  Bochaganj Upazila,7077,5.2,14.8,24.2,27.8,16.1,6.6,3.0,2.4,3.8,00110
27,38.0,XX.0,XXX,XX,02,  Fulbari Upazila,8087,3.6,10.6,22.1,28.3,17.9,8.8,3.9,4.9,4.2,00110
27,43.0,XX.0,XXX,XX,02,  Ghoraghat Upazila,5541,4.5,12.1,23.6,26.8,16.4,8.7,4.1,3.8,4.0,00110
27,47.0,XX.0,XXX,XX,02,  Hakimpur Upazila,6641,4.5,12.0,22.1,27.4,17.2,8.4,4.2,4.1,4.1,00110
27,64.0,XX.0,XXX,XX,02,  Dinajpur Sadar Upazila,39862,3.7,10.6,22.4,27.9,17.2,8.8,4.2,5.3,4.2,00110
27,77.0,XX.0,XXX,XX,02,  Parbatipur Upazila,7235,8.6,14.2,22.3,24.4,14.7,7.2,3.8,4.7,3.9,00110
10,XX.0,XX.0,XXX,XX,02, Bogra Zila,145312,3.5,12.0,24.7,29.0,16.2,7.5,3.3,3.7,4.0,00110
10,6.0,XX.0,XXX,XX,02,  Adamdighi Upazila,7784,4.5,13.5,27.2,26.3,14.9,6.8,3.3,3.6,3.9,00110
10,6.0,XX.0,XXX,XX,02,  Santahar Paurashava,7784,4.5,13.5,27.2,26.3,14.9,6.8,3.3,3.6,3.9,00110
10,20.0,XX.0,XXX,XX,02,  Bogra Sadar Upazila,79167,3.4,11.8,24.1,29.0,16.4,7.8,3.5,4.0,4.1,00110
10,20.0,XX.0,XXX,XX,02,Bogra  Paurashava,79167,3.4,11.8,24.1,29.0,16.4,7.8,3.5,4.0,4.1,00110
10,27.0,XX.0,XXX,XX,02,  Dhunat Upazila,3465,4.3,10.6,23.9,29.1,17.5,7.4,3.5,3.8,4.1,00110
10,27.0,XX.0,XXX,XX,02,Dhunat Paurashava,3465,4.3,10.6,23.9,29.1,17.5,7.4,3.5,3.8,4.1,00110
10,33.0,XX.0,XXX,XX,02,  Dhupchanchia Upazila,5347,2.3,11.5,25.8,29.3,15.5,7.9,3.5,4.2,4.1,00110
10,33.0,XX.0,XXX,XX,02,Dhupchanchia  Paurashava,5347,2.3,11.5,25.8,29.3,15.5,7.9,3.5,4.2,4.1,00110
10,40.0,XX.0,XXX,XX,02,  Gabtali Upazila,5481,4.6,13.0,24.0,28.6,16.1,8.1,3.1,2.4,3.9,00110
10,40.0,XX.0,XXX,XX,02,Gabtali Paurashava,5481,4.6,13.0,24.0,28.6,16.1,8.1,3.1,2.4,3.9,00110
10,54.0,XX.0,XXX,XX,02,  Kahaloo Upazila,3627,4.4,14.0,26.8,28.6,15.1,5.8,2.7,2.6,3.8,00110
10,54.0,XX.0,XXX,XX,02,Kahaloo Paurashava,3627,4.4,14.0,26.8,28.6,15.1,5.8,2.7,2.6,3.8,00110
10,67.0,XX.0,XXX,XX,02,  Nandigram Upazila,4490,2.7,12.3,26.5,29.5,15.0,7.1,3.0,3.9,4.0,00110
10,67.0,XX.0,XXX,XX,02,Nandigram Paurashava,4490,2.7,12.3,26.5,29.5,15.0,7.1,3.0,3.9,4.0,00110
10,81.0,XX.0,XXX,XX,02,  Sariakandi Upazila,5048,6.8,16.9,24.8,25.9,15.0,6.6,2.6,1.3,3.6,00110
10,81.0,XX.0,XXX,XX,02,Sariakandi  Paurashava,5048,6.8,16.9,24.8,25.9,15.0,6.6,2.6,1.3,3.6,00110
10,85.0,XX.0,XXX,XX,02,  Shajahanpur Upazila,13204,2.4,10.2,25.5,31.4,17.1,7.3,3.1,2.9,4.0,00110
10,88.0,XX.0,XXX,XX,02,  Sherpur Upazila,5649,2.3,9.3,22.1,28.7,17.1,9.1,4.0,7.3,4.4,00110
10,88.0,XX.0,XXX,XX,02,Sherpur  Paurashava,5649,2.3,9.3,22.1,28.7,17.1,9.1,4.0,7.3,4.4,00110
10,94.0,XX.0,XXX,XX,02,  Shibganj Upazila,5569,3.0,11.3,27.2,31.2,16.1,6.7,2.5,2.0,3.9,00110
10,94.0,XX.0,XXX,XX,02,Shibganj Paurashava,5569,3.0,11.3,27.2,31.2,16.1,6.7,2.5,2.0,3.9,00110
10,95.0,XX.0,XXX,XX,02,  Sonatola Upazila,6481,5.1,14.8,26.0,27.5,15.4,6.7,2.4,2.1,3.8,00110
10,95.0,XX.0,XXX,XX,02,Sonatola Paurashava,6481,5.1,14.8,26.0,27.5,15.4,6.7,2.4,2.1,3.8,00110
88,XX.0,XX.0,XXX,XX,02, Sirajganj Zila,83443,3.0,9.8,20.4,26.7,18.5,10.1,5.0,6.4,4.4,00110
88,11.0,XX.0,XXX,XX,02,  Belkuchi Upazila,16113,2.5,9.2,18.1,24.6,19.7,12.1,6.1,7.7,4.6,00110
88,11.0,XX.0,XXX,XX,02,Belkuchi Paurashava,16113,2.5,9.2,18.1,24.6,19.7,12.1,6.1,7.7,4.6,00110
88,50.0,XX.0,XXX,XX,02,  Kazipur Upazila,3388,7.1,16.3,23.4,25.6,15.6,6.8,3.3,1.9,3.7,00110
88,50.0,XX.0,XXX,XX,02,Kazipur  Paurashava,3388,7.1,16.3,23.4,25.6,15.6,6.8,3.3,1.9,3.7,00110
88,61.0,XX.0,XXX,XX,02,  Royganj Upazila,4325,3.9,12.3,23.1,30.2,17.3,7.3,3.0,2.8,4.0,00110
88,61.0,XX.0,XXX,XX,02,Royganj Paurashava,4325,3.9,12.3,23.1,30.2,17.3,7.3,3.0,2.8,4.0,00110
88,67.0,XX.0,XXX,XX,02,  Shahjadpur Upazila,14179,2.2,8.6,20.3,27.4,19.1,10.1,4.8,7.5,4.5,00110
88,67.0,XX.0,XXX,XX,02,Shahjadpur  Paurashava,14179,2.2,8.6,20.3,27.4,19.1,10.1,4.8,7.5,4.5,00110
88,78.0,XX.0,XXX,XX,02,  Sirajganj Sadar Upazila,35051,3.1,9.8,20.6,26.9,18.4,9.9,5.1,6.1,4.4,00110
88,78.0,XX.0,XXX,XX,02,Sirajganj  Paurashava,35051,3.1,9.8,20.6,26.9,18.4,9.9,5.1,6.1,4.4,00110
