ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,"Population aged 7+, not attending school and employed-Both","Population aged 7+, not attending school and employed-Male","Population aged 7+, not attending school and employed-Female",Field of Activity-Agriculture-Male,Field of Activity-Agriculture-Female,Field of Activity-Industry-Male,Field of Activity-Industry-Female,Field of Activity-Service-Male,Field of Activity-Service-Female,check_var
18,31,35,XXX,XX,01,  Howli Union,3292,3127,165,2380,54,208,35,539,76,00110
18,55,38,XXX,XX,01,  Banka Union,5434,5237,197,4455,68,105,11,677,118,00110
18,55,76,XXX,XX,01,  Uthali Union,6072,5689,383,4776,198,143,54,770,131,00110
65,28,14,XXX,XX,01,  Boranal Eliasabad Union,517,506,11,488,1,2,0,16,10,00110
65,28,71,XXX,XX,01,  Mauli Union,1690,1606,84,1197,31,102,16,307,37,00110
65,28,87,XXX,XX,01,  Peruli Union,2366,2273,93,1820,15,98,5,355,73,00110
65,28,95,XXX,XX,01,  Salamabad Union,642,621,21,604,11,7,2,10,8,00110
44,14,31,XXX,XX,01,  Daulatpur Union,3044,2973,71,2862,53,40,5,71,13,00110
44,19,73,XXX,XX,01,  Paglakanai Union,1907,1717,190,814,17,195,71,708,102,00110
41,23,25,XXX,XX,01,  Bankra Union,1701,1667,34,1543,28,73,2,51,4,00110
41,23,35,XXX,XX,01,  Gadkhali Union,2419,2253,166,1802,70,133,42,318,54,00110
41,23,47,XXX,XX,01,  Jhikargachha Union,2202,2086,116,1507,24,228,60,351,32,00110
41,23,71,XXX,XX,01,  Panisara Union,1870,1815,55,1587,42,126,6,102,7,00110
41,38,28,XXX,XX,01,  Keshabpur Union,1005,922,83,672,62,41,5,209,16,00110
41,38,38,XXX,XX,01,  Majidpur Union,2290,2165,125,1934,95,87,6,144,24,00110
41,47,23,XXX,XX,01,  Chanchra Union,3387,3106,281,1832,38,341,119,933,124,00110
41,47,41,XXX,XX,01,  Fathehpur Union,3527,3022,505,1359,44,479,277,1184,184,00110
41,90,86,XXX,XX,01,  Sharsha Union,3720,3218,502,1766,35,215,148,1237,319,00110
1,14,31,XXX,XX,01,  Chitalmari Union,2068,1952,116,1821,52,18,1,113,63,00110
1,34,10,XXX,XX,01,  Bahirdia Mansa Union,270,260,10,209,6,3,0,48,4,00110
1,34,31,XXX,XX,01,  Fakirhat Union,808,768,40,575,17,21,0,172,23,00110
1,34,52,XXX,XX,01,  Mulghar Union,510,475,35,393,10,6,0,76,25,00110
1,34,63,XXX,XX,01,  Naldha Maubhog Union,1179,1115,64,798,44,21,2,296,18,00110
1,38,57,XXX,XX,01,  Kachua Union,242,233,9,145,1,5,0,83,8,00110
1,56,95,XXX,XX,01,  Udaypur Union,812,789,23,664,6,88,13,37,4,00110
1,60,23,XXX,XX,01,  Baraikhali Union,609,562,47,533,37,16,5,13,5,00110
1,73,83,XXX,XX,01,  Rampal Union,2498,2267,231,1288,71,16,2,963,158,00110
1,77,38,XXX,XX,01,  Khontakata Union,713,662,51,384,10,5,0,273,41,00110
1,77,57,XXX,XX,01,  Royenda Union,984,949,35,693,10,7,0,249,25,00110
55,66,52,XXX,XX,01,  Mohammadpur Union,1770,1719,51,1483,28,33,4,203,19,00110
55,85,11,XXX,XX,01,  Arpara Union,1938,1887,51,1740,16,43,1,104,34,00110
55,85,59,XXX,XX,01,  Shalikha Union,1702,1680,22,1556,10,69,7,55,5,00110
55,95,84,XXX,XX,01,  Sreepur Union,2184,2118,66,1647,9,42,2,429,55,00110
50,15,27,XXX,XX,01,  Bahir Char Union,2494,2355,139,1653,61,190,9,512,69,00110
50,15,40,XXX,XX,01,  Chandgram Union,1753,1682,71,1129,26,41,6,512,39,00110
50,39,33,XXX,XX,01,  Daulatpur Union,5194,5027,167,4617,96,55,3,355,68,00110
50,39,61,XXX,XX,01,  Mathurapur Union,4426,4221,205,3282,73,427,46,512,86,00110
50,63,71,XXX,XX,01,  Samaspur Union,1365,1172,193,808,6,125,168,239,19,00110
50,79,50,XXX,XX,01,  Battail Union,6127,5146,981,1768,13,642,286,2736,682,00110
50,94,14,XXX,XX,01,  Amla Union,3947,3865,82,3554,39,119,8,192,35,00110
50,94,80,XXX,XX,01,  Poradaha Union,5528,5353,175,4351,70,274,24,728,81,00110
57,47,10,XXX,XX,01,  Bamandi Union,3879,3736,143,2687,46,32,10,1017,87,00110
57,47,69,XXX,XX,01,  Roypur Union,3273,3234,39,3028,15,2,0,204,24,00110
57,60,28,XXX,XX,01,  Bagoan Union,4471,4400,71,4239,53,5,2,156,16,00110
87,04,17,XXX,XX,01,  Assasuni Union,1194,1098,96,940,60,41,2,117,34,00110
87,25,15,XXX,XX,01,  Debhata Union,1105,1002,103,663,47,9,2,330,54,00110
87,43,31,XXX,XX,01,  Helatala Union,1731,1613,118,1430,103,50,0,133,15,00110
87,47,13,XXX,XX,01,  Bhara Simla Union,2468,2269,199,1303,96,131,9,835,94,00110
87,47,55,XXX,XX,01,  Kushlia Union,1238,1116,122,926,97,68,4,122,21,00110
87,47,63,XXX,XX,01,  Mathureshpur Union,1586,1421,165,1071,67,210,42,140,56,00110
87,47,94,XXX,XX,01,  Tarali Union,2013,1775,238,1499,110,73,2,203,126,00110
87,86,94,XXX,XX,01,  Shyamnagar Union,1403,1200,203,728,71,17,0,455,132,00110
87,90,87,XXX,XX,01,  Tala Union,3035,2812,223,2549,185,91,8,172,30,00110
42,40,85,XXX,XX,01,  Ponabalia Union,683,645,38,431,25,71,4,143,9,00110
42,43,63,XXX,XX,01,  Kanthalia Union,348,328,20,241,4,6,3,81,13,00110
42,84,40,XXX,XX,01,  Mathbari Union,930,885,45,604,21,66,5,215,19,00110
42,84,54,XXX,XX,01,  Rajapur Union,575,543,32,298,2,7,0,238,30,00110
78,38,29,XXX,XX,01,  Bauphal Union,1415,1347,68,1056,33,202,14,89,21,00110
78,38,35,XXX,XX,01,  Daspara Union,1426,1329,97,902,37,161,12,266,48,00110
78,52,31,XXX,XX,01,  Banshbaria Union,1474,1402,72,1182,24,14,0,206,48,00110
78,52,52,XXX,XX,01,  Dashmina Union,1502,1450,52,1163,24,76,4,211,24,00110
78,55,93,XXX,XX,01,  Sreerampur Union,199,188,11,165,6,13,4,10,1,00110
78,57,50,XXX,XX,01,  Chiknikandi Union,993,946,47,772,29,20,1,154,17,00110
78,57,67,XXX,XX,01,  Galachipa Union,2086,1895,191,1596,87,29,5,270,99,00110
78,66,83,XXX,XX,01,  Tiakhali Union,546,530,16,468,8,7,0,55,8,00110
78,76,13,XXX,XX,01,  Amragachhia Union,1167,1047,120,902,86,27,2,118,32,00110
78,76,27,XXX,XX,01,  Deuli Subidkhali Union,699,683,16,564,10,18,2,101,4,00110
78,76,81,XXX,XX,01,  Mirzaganj Union,808,728,80,605,64,61,2,62,14,00110
78,95,27,XXX,XX,01,  Jainkati Union,1072,1040,32,697,18,42,2,301,12,00110
6,02,15,XXX,XX,01,  Bakal Union,1219,1094,125,1001,111,21,5,72,9,00110
6,02,47,XXX,XX,01,  Gaila Union,1290,1150,140,762,77,56,5,332,58,00110
6,03,81,XXX,XX,01,  Rahmatpur Union,639,591,48,391,18,68,6,132,24,00110
6,07,12,XXX,XX,01,  Bhar Pasha Union,1008,948,60,667,11,15,1,266,48,00110
6,07,94,XXX,XX,01,  Rangasree Union,1638,1573,65,1030,31,244,14,299,20,00110
6,10,42,XXX,XX,01,  Chakhar Union,499,492,7,377,5,25,1,90,1,00110
6,10,63,XXX,XX,01,  Salia Bakpur Union,702,658,44,354,20,12,0,292,24,00110
6,36,13,XXX,XX,01,  Bara Jalia Union,1949,1836,113,1535,75,191,8,110,30,00110
6,51,34,XXX,XX,01,  Char Baria Union,832,763,69,283,19,17,7,463,43,00110
6,51,43,XXX,XX,01,  Char Kowa Union,1391,1306,85,459,14,283,11,564,60,00110
6,62,87,XXX,XX,01,  Mehendiganj Union,1080,1040,40,841,10,29,0,170,30,00110
6,94,31,XXX,XX,01,  Guthia Union,859,841,18,700,9,29,0,112,9,00110
6,94,84,XXX,XX,01,  Shikarpur Union,856,802,54,405,6,90,17,307,31,00110
79,14,11,XXX,XX,01,  Bhandaria Union,195,188,7,73,5,11,0,104,2,00110
79,14,71,XXX,XX,01,  Nudmulla Union,940,915,25,629,12,44,1,242,12,00110
79,47,15,XXX,XX,01,  Amrajuri Union,389,322,67,165,45,3,2,154,20,00110
79,47,47,XXX,XX,01,  Kawkhali Union,711,663,48,448,35,12,3,203,10,00110
79,58,60,XXX,XX,01,  Mathbaria Union,415,393,22,254,2,24,2,115,18,00110
79,76,52,XXX,XX,01,  Nazirpur Union,855,828,27,692,13,9,1,127,13,00110
79,87,76,XXX,XX,01,  Sohagdal Union,477,414,63,83,19,35,3,296,41,00110
79,87,85,XXX,XX,01,  Sutiakati Union,740,660,80,200,5,160,16,300,59,00110
79,87,95,XXX,XX,01,  Nesarabad (Swarupkati) Union,371,340,31,178,10,18,2,144,19,00110
79,90,51,XXX,XX,01,  Pattashi Union,892,835,57,620,22,30,4,185,31,00110
9,18,12,XXX,XX,01,  Alinagar Union,1501,1465,36,696,11,57,1,712,24,00110
9,18,14,XXX,XX,01,  Bapta Union,479,466,13,141,2,3,1,322,10,00110
9,18,36,XXX,XX,01,  Dhania Union,2783,2710,73,1307,24,281,8,1122,41,00110
9,21,16,XXX,XX,01,  Bara Manika Union,3239,3135,104,2315,48,166,15,654,41,00110
9,21,57,XXX,XX,01,  Kutba Union,506,480,26,375,8,5,1,100,17,00110
9,65,23,XXX,XX,01,  Hajirhat Union,3306,3248,58,2933,33,53,2,262,23,00110
9,91,57,XXX,XX,01,  Chandpur Union,3185,3053,132,2429,76,432,34,192,22,00110
4,09,13,XXX,XX,01,  Amtali Union,1410,1326,84,1190,54,12,1,124,29,00110
4,19,23,XXX,XX,01,  Bamna Union,425,408,17,345,14,29,1,34,2,00110
4,47,11,XXX,XX,01,  Betagi Union,506,478,28,387,19,40,2,51,7,00110
4,85,23,XXX,XX,01,  Kakchira Union,545,523,22,467,13,4,0,52,9,00110
4,85,35,XXX,XX,01,  Kalmegha Union,697,651,46,606,28,11,7,34,11,00110
4,85,71,XXX,XX,01,  Patharghata Union,1305,1241,64,936,34,160,5,145,25,00110
52,02,10,XXX,XX,01,  Bhadai Union,831,785,46,735,40,9,2,41,4,00110
52,33,76,XXX,XX,01,  Shingimari Union,2889,2685,204,2334,148,56,9,295,47,00110
52,39,95,XXX,XX,01,  Tushbhandar Union,4205,3897,308,3298,219,101,6,498,83,00110
77,04,67,XXX,XX,01,  Radhanagar Union,1244,1059,185,681,36,9,1,369,148,00110
77,04,81,XXX,XX,01,  Taria Union,1941,1804,137,1719,124,16,3,69,10,00110
77,25,73,XXX,XX,01,  Maidan Dighi Union,2028,1637,391,1045,126,48,65,544,200,00110
77,34,47,XXX,XX,01,  Debiganj Union,1930,1763,167,1600,120,20,2,143,45,00110
77,73,36,XXX,XX,01,  Dhakkamara Union,2359,2179,180,1096,63,380,44,703,73,00110
77,90,81,XXX,XX,01,  Tentulia Union,1731,1624,107,1342,28,107,37,175,42,00110
85,27,31,XXX,XX,01,  Gangachara Union,3477,3005,472,2068,289,48,5,889,178,00110
85,58,49,XXX,XX,01,  Durgapur Union,5086,4606,480,2471,183,153,16,1982,281,00110
85,73,76,XXX,XX,01,  Pirgachha Union,3700,3453,247,2488,112,132,11,833,124,00110
85,76,69,XXX,XX,01,  Pirganj Union,3223,3109,114,2415,49,58,10,636,55,00110
85,76,75,XXX,XX,01,  Roypur Union,3036,2964,72,2356,37,38,4,570,31,00110
85,92,71,XXX,XX,01,  Kursha Union,2955,2781,174,2204,69,39,6,538,99,00110
49,06,19,XXX,XX,01,  Bhurungamari Union,2965,2836,129,2468,75,118,10,250,44,00110
49,08,19,XXX,XX,01,  Char Rajibpur Union,3604,3513,91,3392,62,26,4,95,25,00110
49,09,83,XXX,XX,01,  Thanahat Union,3081,2913,168,2695,130,53,5,165,33,00110
49,18,40,XXX,XX,01,  Phulbari Union,2586,2370,216,1975,138,59,3,336,75,00110
49,52,17,XXX,XX,01,  Belgachha Union,3112,2790,322,1847,147,79,28,864,147,00110
49,77,21,XXX,XX,01,  Chakirpashar Union,3347,2950,397,2293,172,48,2,609,223,00110
49,77,73,XXX,XX,01,  Rajarhat Union,3434,3254,180,2660,79,142,3,452,98,00110
49,79,71,XXX,XX,01,  Raumari Union,3265,3122,143,2978,126,57,12,87,5,00110
32,21,47,XXX,XX,01,  Gazaria Union,2346,2226,120,1974,65,60,5,192,50,00110
32,24,14,XXX,XX,01,  Ballamjhar Union,5569,5339,230,3379,77,555,35,1405,118,00110
32,24,21,XXX,XX,01,  Boali Union,4845,4352,493,3133,230,312,25,907,238,00110
32,24,58,XXX,XX,01,  Kholahati Union,3885,3723,162,2284,73,111,4,1328,85,00110
32,24,85,XXX,XX,01,  Mollar Char Union,1064,1041,23,1011,16,9,1,21,6,00110
32,67,85,XXX,XX,01,  Palashbari Union,1730,1678,52,1222,12,88,9,368,31,00110
32,82,13,XXX,XX,01,  Banagram Union,2711,2577,134,1587,51,22,4,968,79,00110
32,82,60,XXX,XX,01,  Jamalpur Union,3808,3681,127,3337,101,103,6,241,20,00110
32,88,19,XXX,XX,01,  Bonar Para Union,3026,2876,150,2193,28,88,2,595,120,00110
32,88,85,XXX,XX,01,  Saghata Union,2497,2420,77,2107,30,38,2,275,45,00110
32,91,31,XXX,XX,01,  Dahabanda Union,3283,3149,134,3032,97,75,0,42,37,00110
73,12,19,XXX,XX,01,  Dimla Union,3343,3190,153,2839,95,72,6,279,52,00110
73,15,19,XXX,XX,01,  Bhogdabari Union,3215,3022,193,2348,91,97,3,577,99,00110
73,15,28,XXX,XX,01,  Boragari Union,2225,2157,68,1999,52,63,3,95,13,00110
73,15,38,XXX,XX,01,  Domar Union,1246,1180,66,985,42,21,2,174,22,00110
73,45,51,XXX,XX,01,  Kishoreganj Union,4290,4054,236,3360,128,246,19,448,89,00110
73,85,23,XXX,XX,01,  Bangalipur Union,1745,1675,70,1201,15,56,11,418,44,00110
94,08,21,XXX,XX,01,  Barabari Union,1816,1740,76,1613,60,24,1,103,15,00110
94,08,73,XXX,XX,01,  Duosuo Union,2100,1955,145,1693,102,22,2,240,41,00110
94,51,81,XXX,XX,01,  Haripur Union,2024,2001,23,1884,17,36,1,81,5,00110
94,94,52,XXX,XX,01,  Jamalpur Union,2124,1901,223,1391,96,8,2,502,125,00110
94,94,58,XXX,XX,01,  Mohammadpur Union,1677,1528,149,1093,60,65,5,370,84,00110
94,94,68,XXX,XX,01,  Rahimanpur Union,2546,2367,179,1699,98,167,18,501,63,00110
27,10,71,XXX,XX,01,  Khanpur Union,2242,2041,201,1781,130,50,8,210,63,00110
27,10,83,XXX,XX,01,  Pali Prayagpur Union,964,904,60,832,50,20,1,52,9,00110
27,17,28,XXX,XX,01,  Biral Union,3180,2981,199,1966,107,222,9,793,83,00110
27,30,13,XXX,XX,01,  Abdulpur Union,2836,2720,116,2382,41,72,9,266,66,00110
27,43,38,XXX,XX,01,  Ghoraghat Union,1628,1565,63,1409,30,38,0,118,33,00110
27,56,31,XXX,XX,01,  Mukundapur Union,2891,2677,214,2049,145,108,12,520,57,00110
27,60,15,XXX,XX,01,  Alokjhari Union,3233,3104,129,2851,65,61,5,192,59,00110
27,64,69,XXX,XX,01,  Shashara Union,2137,1886,251,682,51,14,7,1190,193,00110
27,64,77,XXX,XX,01,  Sekhpura Union,3974,3322,652,1436,110,46,11,1840,531,00110
27,69,17,XXX,XX,01,  Binodnagar Union,3483,3368,115,3080,87,85,1,203,27,00110
27,69,43,XXX,XX,01,  Golapganj Union,4190,3857,333,3504,295,89,9,264,29,00110
27,77,86,XXX,XX,01,  Rampur Union,2531,2428,103,1460,24,105,8,863,71,00110
10,06,13,XXX,XX,01,  Adam Dighi Union,2264,2067,197,1540,25,214,97,313,75,00110
10,27,38,XXX,XX,01,  Dhunat Union,3300,3117,183,2768,34,120,13,229,136,00110
10,88,28,XXX,XX,01,  Garidaha Union,5730,5413,317,4216,111,807,138,390,68,00110
10,88,57,XXX,XX,01,  Kusumbi Union,4220,4115,105,3981,63,47,6,87,36,00110
10,88,77,XXX,XX,01,  Shah-Bandegi Union,4248,3957,291,2289,38,1039,39,629,214,00110
88,27,27,XXX,XX,01,  Khas Kaulia Union,540,500,40,419,12,11,1,70,27,00110
88,27,47,XXX,XX,01,  Sadia Chandpur Union,2806,2676,130,1751,24,707,43,218,63,00110
88,44,38,XXX,XX,01,  Jamtail Union,3697,3605,92,2642,16,324,12,639,64,00110
88,50,25,XXX,XX,01,  Gandail Union,3914,3710,204,3051,66,329,31,330,107,00110
88,50,77,XXX,XX,01,  Sonamukhi Union,6149,5882,267,4899,131,439,38,544,98,00110
88,61,38,XXX,XX,01,  Dhangara Union,5206,5025,181,4342,52,381,82,302,47,00110
88,67,14,XXX,XX,01,  Gala Union,5065,4931,134,4195,82,652,23,84,29,00110
88,78,16,XXX,XX,01,  Baghbati Union,6992,6787,205,4166,24,1828,118,793,63,00110
88,89,84,XXX,XX,01,  Tarash Union,2464,2379,85,2286,69,31,2,62,14,00110
81,12,50,XXX,XX,01,  Ganipur Union,4399,4278,121,4155,65,86,11,37,45,00110
81,31,11,XXX,XX,01,  Deluabari Union,3355,3225,130,3020,18,17,2,188,110,00110
81,34,57,XXX,XX,01,  Matikata Union,4536,4398,138,3856,70,149,8,393,60,00110
81,53,13,XXX,XX,01,  Bakshimail Union,1742,1686,56,1607,37,8,1,71,18,00110
81,53,81,XXX,XX,01,  Royghati Union,1396,1305,91,1072,30,27,9,206,52,00110
81,82,13,XXX,XX,01,  Baneshwar Union,4259,4148,111,3195,33,168,9,785,69,00110
81,82,81,XXX,XX,01,  Silmaria Union,4867,4710,157,4201,78,24,2,485,77,00110
64,03,10,XXX,XX,01,  Ahsanganj Union,3363,3153,210,2467,58,32,0,654,152,00110
64,03,21,XXX,XX,01,  Bhopara Union,2960,2884,76,2358,22,14,0,512,54,00110
64,03,73,XXX,XX,01,  Panchupur Union,3298,3185,113,2616,56,13,0,556,57,00110
64,06,21,XXX,XX,01,  Badalgachhi Union,2960,2802,158,2479,79,17,6,306,73,00110
64,28,63,XXX,XX,01,  Jahanpur Union,3719,3579,140,3401,119,43,6,135,15,00110
64,47,54,XXX,XX,01,  Kusumba Union,4129,3837,292,3144,191,120,9,573,92,00110
64,47,67,XXX,XX,01,  Manda Union,3714,3490,224,3126,157,146,7,218,60,00110
64,47,88,XXX,XX,01,  Prasadpur Union,3059,2844,215,2665,172,56,2,123,41,00110
64,50,57,XXX,XX,01,  Khajur Union,3644,3515,129,3170,111,143,7,202,11,00110
64,50,66,XXX,XX,01,  Mahadebpur Union,3958,3644,314,3011,176,214,80,419,58,00110
64,69,52,XXX,XX,01,  Niamatpur Union,2954,2682,272,2443,179,40,9,199,84,00110
64,79,55,XXX,XX,01,  Nithpur Union,3618,3537,81,3433,78,68,2,36,1,00110
64,85,84,XXX,XX,01,  Raninagar Union,2261,2170,91,1862,50,111,15,197,26,00110
64,86,71,XXX,XX,01,  Sapahar Union,1845,1728,117,1552,101,43,0,133,16,00110
64,86,79,XXX,XX,01,  Shiranti Union,4090,3989,101,3849,62,105,9,35,30,00110
70,18,18,XXX,XX,01,  Bholahat Union,2077,2005,72,1904,14,40,37,61,21,00110
70,37,42,XXX,XX,01,  Chowdala Union,4010,3858,152,2955,19,233,16,670,117,00110
70,37,52,XXX,XX,01,  Gomastapur Union,5035,4843,192,3778,105,245,19,820,68,00110
70,88,41,XXX,XX,01,  Kansat Union,4934,4774,160,3616,57,317,32,841,71,00110
38,61,47,XXX,XX,01,  Khetlal Union,1066,1024,42,900,5,7,0,117,37,00110
13,47,23,XXX,XX,01,  Dakshin Algi Durgapur Union,1679,1606,73,1407,47,91,10,108,16,00110
13,49,35,XXX,XX,01,  Hajiganj Union,1852,1830,22,1527,13,127,0,176,9,00110
3,04,31,XXX,XX,01,  Alikadam Union,6549,3705,2844,3678,2791,5,1,22,52,00110
3,73,76,XXX,XX,01,  Naikhongchhari Union,915,832,83,796,77,27,5,9,1,00110
3,89,57,XXX,XX,01,  Rowangchhari Union,1027,650,377,642,376,1,0,7,1,00110
3,91,76,XXX,XX,01,  Ruma Union,4332,2434,1898,2049,1730,90,29,295,139,00110
3,95,57,XXX,XX,01,  Thanchi Union,1663,1025,638,917,612,99,24,9,2,00110
19,15,18,XXX,XX,01,  Brahman Para Union,1821,1757,64,1526,39,26,1,205,24,00110
19,18,31,XXX,XX,01,  Burichang Union,2023,1915,108,1205,20,57,3,653,85,00110
19,27,20,XXX,XX,01,  Mahichal Union,2004,1850,154,1424,81,155,12,271,61,00110
19,33,35,XXX,XX,01,  Bijoypur Union,1201,1133,68,665,11,223,11,245,46,00110
19,67,68,XXX,XX,01,  Kalir Bazar Union,3432,3321,111,2480,40,183,6,658,65,00110
19,67,90,XXX,XX,01,  Panchthubi Union,3954,3641,313,1118,14,162,16,2361,283,00110
19,74,13,XXX,XX,01,  Baishgaon Union,1251,1179,72,964,45,73,3,142,24,00110
19,75,43,XXX,XX,01,  Gobindapur Union,1754,1674,80,1275,16,164,9,235,55,00110
19,81,54,XXX,XX,01,  Muradnagar Union,2150,2051,99,1635,75,167,2,249,22,00110
19,81,63,XXX,XX,01,  Paschim Nabipur Union,1578,1440,138,179,1,38,3,1223,134,00110
19,94,67,XXX,XX,01,  Karikandi Union,1845,1805,40,1268,16,137,7,400,17,00110
12,04,94,XXX,XX,01,  Banchharampur Union,1216,1192,24,849,7,129,9,214,8,00110
12,07,32,XXX,XX,01,  Chandura Union,3430,3258,172,2378,47,461,63,419,62,00110
12,07,91,XXX,XX,01,  Uttar Ichhapur Union,1412,1375,37,1248,26,11,0,116,11,00110
12,13,50,XXX,XX,01,  Shuhilpur Union,3929,3721,208,1122,22,420,64,2179,122,00110
12,13,93,XXX,XX,01,  Uttar Natai Union,2193,1956,237,860,51,209,25,887,161,00110
12,33,12,XXX,XX,01,  Araisidha Union,1738,1554,184,537,6,202,141,815,37,00110
12,33,14,XXX,XX,01,  Ashugang Union,854,819,35,352,7,312,19,155,9,00110
12,33,38,XXX,XX,01,  Durgapur Union,2984,2296,688,596,14,556,254,1144,420,00110
12,90,87,XXX,XX,01,  Nasirnagar Union,1252,1222,30,973,17,73,3,176,10,00110
51,33,47,XXX,XX,01,  Char Falcon Union,660,631,29,508,19,50,1,73,9,00110
51,43,90,XXX,XX,01,  Dakshin Hamchadi Union,1129,1100,29,642,10,99,3,359,16,00110
51,58,11,XXX,XX,01,  Bamni Union,889,854,35,595,10,26,1,233,24,00110
51,58,59,XXX,XX,01,  Keroa Union,176,174,2,101,1,7,0,66,1,00110
51,58,71,XXX,XX,01,  Roypur Union,960,924,36,648,14,51,5,225,17,00110
51,73,23,XXX,XX,01,  Char Alexandar Union,2156,2058,98,1266,17,124,26,668,55,00110
46,43,31,XXX,XX,01,  Boalkhali Union,562,544,18,520,12,9,1,15,5,00110
46,61,71,XXX,XX,01,  Lakshmichhari Union,1734,1329,405,1276,399,25,4,28,2,00110
46,65,31,XXX,XX,01,  Mahalchhari Union,911,848,63,713,53,0,0,135,10,00110
46,67,87,XXX,XX,01,  Tintahari Union,589,476,113,419,96,1,0,56,17,00110
46,80,76,XXX,XX,01,  Ramgarh Union,124,111,13,111,13,0,0,0,0,00110
22,24,35,XXX,XX,01,  Idgaon Union,1790,1635,155,952,28,73,18,610,109,00110
22,24,42,XXX,XX,01,  Islamabad Union,897,875,22,478,7,121,3,276,12,00110
22,56,83,XXX,XX,01,  Pekua Union,1538,1460,78,1256,32,33,22,171,24,00110
22,66,15,XXX,XX,01,  Fatekharkul Union,108,106,2,41,0,25,0,40,2,00110
22,66,38,XXX,XX,01,  Joarianala Union,1796,1720,76,1351,36,116,7,253,33,00110
22,90,63,XXX,XX,01,  Teknaf Union,3140,2862,278,1806,157,546,26,510,95,00110
22,94,47,XXX,XX,01,  Raja Palong Union,4071,3829,242,2157,80,225,24,1447,138,00110
15,04,15,XXX,XX,01,  Anowara Union,184,171,13,121,0,4,0,46,13,00110
15,37,59,XXX,XX,01,  Hathazari Union,4718,4210,508,760,39,732,73,2718,396,00110
15,47,62,XXX,XX,01,  Lohagara Union,176,168,8,20,1,13,0,135,7,00110
15,53,59,XXX,XX,01,  Mirsharai Union,757,694,63,331,9,33,6,330,48,00110
15,70,34,XXX,XX,01,  Mariamnagar Union,625,562,63,87,13,90,18,385,32,00110
15,70,60,XXX,XX,01,  Pomara Union,25,20,5,2,0,0,0,18,5,00110
15,78,40,XXX,XX,01,  Harispur Union,21,20,1,14,0,1,0,5,1,00110
15,82,36,XXX,XX,01,  Dhemsa Union,583,568,15,182,3,286,3,100,9,00110
84,07,71,XXX,XX,01,  Rupakari Union,274,244,30,234,25,5,0,5,5,00110
84,21,47,XXX,XX,01,  Barkal Union,428,355,73,290,43,44,4,21,26,00110
84,25,19,XXX,XX,01,  Betbunia Union,618,545,73,488,70,9,1,48,2,00110
84,29,23,XXX,XX,01,  Belai Chhari Union,1249,840,409,782,379,13,1,45,29,00110
84,36,57,XXX,XX,01,  Kaptai Union,860,429,431,412,419,4,2,13,10,00110
84,47,57,XXX,XX,01,  Jurai Chhari Union,792,369,423,351,411,2,5,16,7,00110
84,58,67,XXX,XX,01,  Langadu Union,432,371,61,358,60,4,0,9,1,00110
