ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Area in Acres,Total Households,Population-Total,Population-In Households,check_var
55,57,XX,XXX,XX,XX,Magura Sadar Upazila Total,99234,86162,380107,379873,01111
55,66,XX,XXX,XX,XX,Mohammadpur Upazila Total,57749,44900,207905,207894,01111
55,85,XX,XXX,XX,XX,Shalikha Upazila Total,56502,36905,163658,163627,01111
55,95,XX,XXX,XX,XX,Sreepur Upazila Total,43282,37935,166749,166749,01111
50,15,XX,XXX,XX,XX,Bheramara Upazila Total,37983,47586,200084,200047,01111
50,39,XX,XXX,XX,XX,Daulatpur Upazila Total,115833,115715,456372,456342,01111
50,63,XX,XXX,XX,XX,Khoksa Upazila Total,25910,32110,129555,129531,01111
50,71,XX,XXX,XX,XX,Kumarkhali Upazila Total,63799,79008,328457,328340,01111
50,79,XX,XXX,XX,XX,Kushtia Sadar Upazila Total,78636,120087,502255,502084,01111
50,94,XX,XXX,XX,XX,Mirpur Upazila Total,75383,82783,330115,330105,01111
57,47,XX,XXX,XX,XX,Gangni Upazila Total,89936,77580,299607,299603,01111
57,60,XX,XXX,XX,XX,Mujib Nagar Upazila Total,27555,24602,99143,99056,01111
57,87,XX,XXX,XX,XX,Meherpur Sadar Upazila Total,68240,64130,256642,256561,01111
87,04,XX,XXX,XX,XX,Assasuni Upazila Total,92618,62037,268754,268730,01111
87,25,XX,XXX,XX,XX,Debhata Upazila Total,42802,29813,125358,125352,01111
87,43,XX,XXX,XX,XX,Kalaroa Upazila Total,57187,59282,237992,237984,01111
87,47,XX,XXX,XX,XX,Kaliganj Upazila Total,82481,64909,274889,274762,01111
87,82,XX,XXX,XX,XX,Satkhira Sadar Upazila Total,98490,109105,460892,460736,01111
87,86,XX,XXX,XX,XX,Shyamnagar Upazila Total,486360,72279,318254,318203,01111
87,90,XX,XXX,XX,XX,Tala Upazila Total,83334,72465,299820,299799,01111
42,40,XX,XXX,XX,XX,Jhalokati Sadar Upazila Total,39403,50315,216348,216328,01111
42,43,XX,XXX,XX,XX,Kanthalia Upazila Total,37386,30855,124271,124253,01111
42,73,XX,XXX,XX,XX,Nalchity Upazila Total,57187,43066,193556,193409,01111
42,84,XX,XXX,XX,XX,Rajapur Upazila Total,40670,33903,148494,148456,01111
78,38,XX,XXX,XX,XX,Bauphal Upazila Total,120366,67833,304284,304261,01111
78,52,XX,XXX,XX,XX,Dashmina Upazila Total,86951,28490,123388,123386,01111
78,55,XX,XXX,XX,XX,Dumki Upazila Total,22837,15542,70655,70646,01111
78,57,XX,XXX,XX,XX,Galachipa Upazila Total,313421,80054,361518,360840,01111
78,66,XX,XXX,XX,XX,Kala Para Upazila Total,121549,57525,237831,235270,01111
78,76,XX,XXX,XX,XX,Mirzaganj Upazila Total,41312,28205,121716,121679,01111
78,95,XX,XXX,XX,XX,Patuakhali Sadar Upazila Total,89567,68813,316462,316219,01111
6,02,XX,XXX,XX,XX,Agailjhara Upazila Total,38418,32839,149456,149456,01111
6,03,XX,XXX,XX,XX,Babuganj Upazila Total,40742,31663,140361,140212,01111
6,07,XX,XXX,XX,XX,Bakerganj Upazila Total,101650,71537,313845,313360,01111
6,10,XX,XXX,XX,XX,Banari Para Upazila Total,33188,34186,148188,147344,01111
6,32,XX,XXX,XX,XX,Gaurnadi Upazila Total,37200,41561,188586,188448,01111
6,36,XX,XXX,XX,XX,Hizla Upazila Total,127349,30529,146077,146066,01111
6,51,XX,XXX,XX,XX,Barisal Sadar Upazila Total,80163,114774,527017,526109,01111
6,62,XX,XXX,XX,XX,Mehendiganj Upazila Total,103529,65231,301046,300831,01111
6,69,XX,XXX,XX,XX,Muladi Upazila Total,64458,38394,174775,174467,01111
6,94,XX,XXX,XX,XX,Wazirpur Upazila Total,61373,52959,234959,234773,01111
79,14,XX,XXX,XX,XX,Bhandaria Upazila Total,40418,34338,148159,148026,01111
79,47,XX,XXX,XX,XX,Kawkhali Upazila Total,19660,16208,70130,70115,01111
79,58,XX,XXX,XX,XX,Mathbaria Upazila Total,85063,61187,262841,262816,01111
79,76,XX,XXX,XX,XX,Nazirpur Upazila Total,56511,40561,180408,180398,01111
79,80,XX,XXX,XX,XX,Pirojpur Sadar Upazila Total,41221,38017,163470,163233,01111
79,87,XX,XXX,XX,XX,Nesarabad Upazila Total,49503,48492,211032,210823,01111
79,90,XX,XXX,XX,XX,Zianagar Upazila Total,23376,17199,77217,77179,01111
9,18,XX,XXX,XX,XX,Bhola Sadar Upazila Total,102095,88068,430520,429789,01111
9,21,XX,XXX,XX,XX,Burhanuddin Upazila Total,70341,48534,233860,233828,01111
9,25,XX,XXX,XX,XX,Char Fasson Upazila Total,273375,94649,456437,456315,01111
9,29,XX,XXX,XX,XX,Daulat Khan Upazila Total,78330,34670,168567,168500,01111
9,54,XX,XXX,XX,XX,Lalmohan Upazila Total,97915,60988,283889,283735,01111
9,65,XX,XXX,XX,XX,Manpura Upazila Total,92216,17080,76582,76582,01111
9,91,XX,XXX,XX,XX,Tazumuddin Upazila Total,126745,28734,126940,126940,01111
4,09,XX,XXX,XX,XX,Amtali Upazila Total,178103,63212,270802,270614,01111
4,19,XX,XXX,XX,XX,Bamna Upazila Total,24970,19537,79564,79548,01111
4,28,XX,XXX,XX,XX,Barguna Sadar Upazila Total,112282,62086,261343,260830,01111
4,47,XX,XXX,XX,XX,Betagi Upazila Total,41452,27922,117145,117145,01111
4,85,XX,XXX,XX,XX,Patharghata Upazila Total,95719,43085,163927,163658,01111
52,02,XX,XXX,XX,XX,Aditmari Upazila Total,48193,52144,224796,224777,01111
52,33,XX,XXX,XX,XX,Hatibandha Upazila Total,71270,53122,233927,233920,01111
52,39,XX,XXX,XX,XX,Kaligang Upazila Total,62575,58138,245595,245556,01111
52,55,XX,XXX,XX,XX,Lalmonirhat Sadar Upazila Total,65195,79147,333166,332907,01111
52,70,XX,XXX,XX,XX,Patgram Upazila Total,60999,47893,218615,218431,01111
77,04,XX,XXX,XX,XX,Atwari Upazila Total,51875,32045,133650,133646,01111
77,25,XX,XXX,XX,XX,Boda Upazila Total,86356,56102,232124,232116,01111
77,34,XX,XXX,XX,XX,Debiganj Upazila Total,76361,52411,224709,224554,01111
77,73,XX,XXX,XX,XX,Panchagarh Sadar Upazila Total,85769,60115,271707,271416,01111
77,90,XX,XXX,XX,XX,Tentulia Upazila Total,46730,27908,125454,125381,01111
85,03,XX,XXX,XX,XX,Badarganj Upazila Total,74448,71982,287746,287699,01111
85,27,XX,XXX,XX,XX,Gangachara Upazila Total,66638,73463,297869,297842,01111
85,42,XX,XXX,XX,XX,Kaunia Upazila Total,36485,56263,227805,227774,01111
85,49,XX,XXX,XX,XX,Rangpur Sadar Upazila Total,88830,165017,718203,717304,01111
85,58,XX,XXX,XX,XX,Mithapukur Upazila Total,127413,135073,508133,508102,01111
85,73,XX,XXX,XX,XX,Pirgachha Upazila Total,65939,82623,313319,313299,01111
85,76,XX,XXX,XX,XX,Pirganj Upazila Total,101646,101640,385499,385332,01111
85,92,XX,XXX,XX,XX,Taraganj Upazila Total,31792,34119,142512,142506,01111
49,06,XX,XXX,XX,XX,Bhurungamari Upazila Total,58382,57005,231538,231514,01111
49,08,XX,XXX,XX,XX,Char Rajibpur Upazila Total,27437,17310,73373,73352,01111
49,09,XX,XXX,XX,XX,Chilmari Upazila Total,55589,30966,122841,122830,01111
49,18,XX,XXX,XX,XX,Phulbari Sadar Upazila Total,38701,39643,160250,160249,01111
49,52,XX,XXX,XX,XX,Kurigram Sadar Upazila Total,68308,72592,312408,312244,01111
49,61,XX,XXX,XX,XX,Nageshwari Upazila Total,103182,94108,394258,394228,01111
49,77,XX,XXX,XX,XX,Rajarhat Upazila Total,41179,46489,182981,182977,01111
49,79,XX,XXX,XX,XX,Raumari Upazila Total,48689,46871,196417,196398,01111
49,94,XX,XXX,XX,XX,Ulipur Upazila Total,113294,103061,395207,395203,01111
32,21,XX,XXX,XX,XX,Fulchhari Upazila Total,77600,40489,165334,165318,01111
32,24,XX,XXX,XX,XX,Gaibandha Sadar Upazila Total,80076,109628,437268,437073,01111
32,30,XX,XXX,XX,XX,Gobindaganj Upazila Total,113774,132572,514696,514677,01111
32,67,XX,XXX,XX,XX,Palashbari Upazila Total,45774,63307,244792,244727,01111
32,82,XX,XXX,XX,XX,Sadullapur Upazila Total,56866,75235,287426,287425,01111
32,88,XX,XXX,XX,XX,Saghata Upazila Total,57087,68954,267819,267805,01111
32,91,XX,XXX,XX,XX,Sundarganj Upazila Total,91394,122098,461920,461875,01111
73,12,XX,XXX,XX,XX,Dimla Upazila Total,80740,63535,283438,283426,01111
73,15,XX,XXX,XX,XX,Domar Upazila Total,53465,58020,249429,249392,01111
73,36,XX,XXX,XX,XX,Jaldhaka Upazila Total,74999,78994,340672,340637,01111
73,45,XX,XXX,XX,XX,Kishoreganj Upazila Total,50659,65798,261069,261064,01111
73,64,XX,XXX,XX,XX,Nilphamari Sadar Upazila Total,92245,97088,435162,434877,01111
73,85,XX,XXX,XX,XX,Saidpur Upazila Total,30065,58137,264461,264246,01111
94,08,XX,XXX,XX,XX,Baliadangi Upazila Total,70210,45509,195049,195039,01111
94,51,XX,XXX,XX,XX,Haripur Upazila Total,49686,32607,147947,147843,01111
94,82,XX,XXX,XX,XX,Pirganj Upazila Total,87473,58299,243535,243462,01111
94,86,XX,XXX,XX,XX,Ranisankail Upazila Total,71066,51051,222284,222219,01111
94,94,XX,XXX,XX,XX,Thakurgaon Sadar Upazila Total,161842,133320,581227,581157,01111
27,10,XX,XXX,XX,XX,Birampur Upazila Total,52605,42140,170806,170711,01111
27,12,XX,XXX,XX,XX,Birganj Upazila Total,102083,73895,317253,317245,01111
27,17,XX,XXX,XX,XX,Biral Upazila Total,87472,61414,257925,257753,01111
27,21,XX,XXX,XX,XX,Bochaganj Upazila Total,55549,39246,160049,159976,01111
27,30,XX,XXX,XX,XX,Chirirbandar Upazila Total,77269,68415,292500,292442,01111
27,38,XX,XXX,XX,XX,Fulbari Upazila Total,56463,43137,176023,175695,01111
27,43,XX,XXX,XX,XX,Ghoraghat Upazila Total,36738,30077,117740,117644,01111
27,47,XX,XXX,XX,XX,Hakimpur Upazila Total,24692,22895,92599,92528,01111
27,56,XX,XXX,XX,XX,Kaharole Upazila Total,50789,36759,154432,154432,01111
27,60,XX,XXX,XX,XX,Khansama Upazila Total,44410,39440,171764,171754,01111
27,64,XX,XXX,XX,XX,Dinajpur Sadar Upazila Total,87656,111779,484597,483606,01111
27,69,XX,XXX,XX,XX,Nawabganj Upazila Total,77759,57851,229337,229232,01111
27,77,XX,XXX,XX,XX,Parbatipur Upazila Total,97617,88725,365103,364606,01111
10,06,XX,XXX,XX,XX,Adamdighi Upazila Total,41719,49600,195186,195096,01111
10,20,XX,XXX,XX,XX,Bogra Sadar Upazila Total,43635,131862,555014,552984,01111
10,27,XX,XXX,XX,XX,Dhunat Upazila Total,61216,74897,292404,292404,01111
10,33,XX,XXX,XX,XX,Dhupchanchia Upazila Total,40142,45390,176678,176626,01111
10,40,XX,XXX,XX,XX,Gabtali Upazila Total,59211,83411,319588,319527,01111
10,54,XX,XXX,XX,XX,Kahaloo Upazila Total,59409,58261,222376,222367,01111
10,67,XX,XXX,XX,XX,Nandigram Upazila Total,65538,45853,180802,180774,01111
10,81,XX,XXX,XX,XX,Sariakandi Upazila Total,100944,75614,270719,270670,01111
10,85,XX,XXX,XX,XX,Shajahanpur Upazila Total,54783,72685,289804,289690,01111
10,88,XX,XXX,XX,XX,Sherpur Upazila Total,73128,81753,332825,332731,01111
10,94,XX,XXX,XX,XX,Shibganj Upazila Total,77819,99242,378700,378583,01111
10,95,XX,XXX,XX,XX,Sonatola Upazila Total,38736,48569,186778,186679,01111
88,11,XX,XXX,XX,XX,Belkuchi Upazila Total,39260,74450,352835,352709,01111
88,27,XX,XXX,XX,XX,Chauhali Upazila Total,51989,39832,160063,160063,01111
88,44,XX,XXX,XX,XX,Kamarkhanda Upazila Total,22438,31961,138645,138556,01111
88,50,XX,XXX,XX,XX,Kazipur Upazila Total,81246,69664,274679,274576,01111
88,61,XX,XXX,XX,XX,Royganj Upazila Total,64184,77198,317666,317649,01111
88,67,XX,XXX,XX,XX,Shahjadpur Upazila Total,80101,123576,561076,560883,01111
88,78,XX,XXX,XX,XX,Sirajganj Sadar Upazila Total,79112,125485,555155,554861,01111
88,89,XX,XXX,XX,XX,Tarash Upazila Total,74149,48941,197214,197130,01111
88,94,XX,XXX,XX,XX,Ullah Para Upazila Total,101082,123864,540156,539832,01111
81,10,XX,XXX,XX,XX,Bagha Upazila Total,45756,46711,184183,184179,01111
81,12,XX,XXX,XX,XX,Baghmara Upazila Total,90505,94050,354664,354605,01111
81,25,XX,XXX,XX,XX,Charghat Upazila Total,40650,51783,206788,206755,01111
81,31,XX,XXX,XX,XX,Durgapur Upazila Total,48900,48530,185845,185825,01111
81,34,XX,XXX,XX,XX,Godagari Upazila Total,117440,72186,330924,330827,01111
81,53,XX,XXX,XX,XX,Mohanpur Upazila Total,40192,43984,170021,170021,01111
81,72,XX,XXX,XX,XX,Paba Upazila Total,84025,76622,314196,314181,01111
81,82,XX,XXX,XX,XX,Puthia Upazila Total,47601,52922,207490,207384,01111
81,94,XX,XXX,XX,XX,Tanore Upazila Total,72996,47425,191330,191303,01111
64,03,XX,XXX,XX,XX,Atrai Upazila Total,70279,45465,193256,193188,01111
64,06,XX,XXX,XX,XX,Badalgachhi Upazila Total,52875,54001,201342,201316,01111
64,28,XX,XXX,XX,XX,Dhamoirhat Upazila Total,74329,49046,184778,184745,01111
64,47,XX,XXX,XX,XX,Manda Upazila Total,92896,97219,363858,363822,01111
64,50,XX,XXX,XX,XX,Mahadebpur Upazila Total,98266,76089,292859,292831,01111
64,60,XX,XXX,XX,XX,Naogaon Sadar Upazila Total,68134,100867,405148,404773,01111
64,69,XX,XXX,XX,XX,Niamatpur Upazila Total,110974,61811,248351,248324,01111
64,75,XX,XXX,XX,XX,Patnitala Upazila Total,94490,58661,231900,231672,01111
64,79,XX,XXX,XX,XX,Porsha Upazila Total,62476,30773,132095,131998,01111
64,85,XX,XXX,XX,XX,Raninagar Upazila Total,63834,45637,184778,184751,01111
64,86,XX,XXX,XX,XX,Sapahar Upazila Total,60414,36232,161792,161772,01111
76,05,XX,XXX,XX,XX,Atgharia Upazila Total,45999,38435,157254,157244,01111
76,16,XX,XXX,XX,XX,Bera Upazila Total,60153,57436,256793,256782,01111
76,19,XX,XXX,XX,XX,Bhangura Upazila Total,34190,28853,124433,124416,01111
76,22,XX,XXX,XX,XX,Chatmohar Upazila Total,76629,70260,291121,291065,01111
76,33,XX,XXX,XX,XX,Faridpur Upazila Total,34019,30845,130335,130294,01111
76,39,XX,XXX,XX,XX,Ishwardi Upazila Total,61998,73373,313932,313780,01111
76,55,XX,XXX,XX,XX,Pabna Sadar Upazila Total,108554,138839,590914,590840,01111
76,72,XX,XXX,XX,XX,Santhia Upazila Total,81930,89032,380301,380207,01111
76,83,XX,XXX,XX,XX,Sujanagar Upazila Total,83683,63676,278096,278065,01111
70,18,XX,XXX,XX,XX,Bholahat Upazila Total,30526,24475,103301,103298,01111
70,37,XX,XXX,XX,XX,Gomastapur Upazila Total,78612,62938,275823,275793,01111
70,56,XX,XXX,XX,XX,Nachole Upazila Total,70097,32922,146627,146623,01111
70,66,XX,XXX,XX,XX,Chapai Nawabganj Sadar Upazila Total,111639,112748,530592,530343,01111
70,88,XX,XXX,XX,XX,Shibganj Upazila Total,129836,124899,591178,591127,01111
69,09,XX,XXX,XX,XX,Bagatipara Upazila Total,34560,33383,131004,131002,01111
69,15,XX,XXX,XX,XX,Baraigram Upazila Total,74034,70104,279672,279624,01111
69,41,XX,XXX,XX,XX,Gurudaspur Upazila Total,50214,54977,214788,214768,01111
69,44,XX,XXX,XX,XX,Lalpur Upazila Total,81031,66417,274405,274319,01111
69,63,XX,XXX,XX,XX,Natore Sadar Upazila Total,99119,110203,442422,441855,01111
69,91,XX,XXX,XX,XX,Singra Upazila Total,130589,88791,364382,364346,01111
38,13,XX,XXX,XX,XX,Akkelpur Upazila Total,38288,36638,137619,137609,01111
38,47,XX,XXX,XX,XX,Joypurhat Sadar Upazila Total,58513,76385,289058,288517,01111
38,58,XX,XXX,XX,XX,Kalai Upazila Total,41092,38745,143197,143185,01111
38,61,XX,XXX,XX,XX,Khetlal Upazila Total,35241,29805,108326,108316,01111
38,74,XX,XXX,XX,XX,Panchbibi Upazila Total,77040,60983,235568,235249,01111
13,22,XX,XXX,XX,XX,Chandpur Sadar Upazila Total,76300,98109,465919,464569,01111
13,45,XX,XXX,XX,XX,Faridganj Upazila Total,57385,85678,396683,396662,01111
13,47,XX,XXX,XX,XX,Haim Char Upazila Total,33154,24903,109575,109505,01111
13,49,XX,XXX,XX,XX,Hajiganj Upazila Total,46926,65697,330477,330477,01111
13,58,XX,XXX,XX,XX,Kachua Upazila Total,58271,76642,382139,382128,01111
13,76,XX,XXX,XX,XX,Matlab Upazila Total,31958,45569,210050,210038,01111
13,79,XX,XXX,XX,XX,Matlab Uttar Upazila Total,64319,63784,292057,292054,01111
13,95,XX,XXX,XX,XX,Shahrasti Upazila Total,38255,46139,229118,229089,01111
3,04,XX,XXX,XX,XX,Alikadam Upazila Total,218880,9422,49317,49317,01111
3,14,XX,XXX,XX,XX,Bandarban Sadar Upazila Total,124043,18934,88282,87424,01111
3,51,XX,XXX,XX,XX,Lama Upazila Total,166015,22447,108995,108762,01111
3,73,XX,XXX,XX,XX,Naikhongchhari Upazila Total,114560,12218,61788,61774,01111
3,89,XX,XXX,XX,XX,Rowangchhari Upazila Total,109440,6292,27264,27264,01111
3,91,XX,XXX,XX,XX,Ruma Upazila Total,121600,5917,29098,29007,01111
3,95,XX,XXX,XX,XX,Thanchi Upazila Total,252250,4872,23591,23581,01111
19,09,XX,XXX,XX,XX,Barura Upazila Total,59724,82588,405118,405072,01111
19,15,XX,XXX,XX,XX,Brahmanpara Upazila Total,31750,38068,204691,204676,01111
19,18,XX,XXX,XX,XX,Burichang Upazila Total,40467,58402,301825,301658,01111
19,27,XX,XXX,XX,XX,Chandina Upazila Total,49673,69736,350273,350270,01111
19,31,XX,XXX,XX,XX,Chauddagram Upazila Total,66841,87475,443648,443409,01111
19,33,XX,XXX,XX,XX,Comilla Sadar Dakshin Upazila Total,51885,85090,427391,427060,01111
19,36,XX,XXX,XX,XX,Daudkandi Upazila Total,77838,69014,349910,349894,01111
19,40,XX,XXX,XX,XX,Debidwar Upazila Total,58972,82695,431352,431199,01111
19,54,XX,XXX,XX,XX,Homna Upazila Total,35284,40370,206386,206348,01111
19,67,XX,XXX,XX,XX,Comilla Adarsha Sadar Upazila Total,35269,105783,532419,531235,01111
19,72,XX,XXX,XX,XX,Laksam Upazila Total,38745,57119,294719,294704,01111
19,74,XX,XXX,XX,XX,Manoharganj Upazila Total,39372,44847,244943,244908,01111
19,75,XX,XXX,XX,XX,Meghna Upazila Total,24606,21617,112453,112453,01111
19,81,XX,XXX,XX,XX,Muradnagar Upazila Total,84197,101809,523556,523400,01111
19,87,XX,XXX,XX,XX,Nangalkot Upazila Total,55835,72891,373987,373815,01111
19,94,XX,XXX,XX,XX,Titas Upazila Total,27010,36068,184617,184596,01111
12,02,XX,XXX,XX,XX,Akhaura Upazila Total,24228,27831,145215,145117,01111
12,04,XX,XXX,XX,XX,Banchharampur Upazila Total,46285,59699,298430,298376,01111
12,07,XX,XXX,XX,XX,Bijoynagar Upazila Total,54653,48617,257247,257244,01111
12,13,XX,XXX,XX,XX,Brahmanbaria Sadar Upazila Total,58649,95802,521994,521720,01111
12,33,XX,XXX,XX,XX,Ashuganj Upazila Total,16702,33552,180654,179970,01111
12,63,XX,XXX,XX,XX,Kasba Upazila Total,51837,60919,319221,319191,01111
12,85,XX,XXX,XX,XX,Nabinagar Upazila Total,86568,94871,493518,493338,01111
12,90,XX,XXX,XX,XX,Nasirnagar Upazila Total,72738,59024,309011,308999,01111
12,94,XX,XXX,XX,XX,Sarail Upazila Total,53196,58622,315208,315202,01111
51,33,XX,XXX,XX,XX,Kamalnagar Upazila Total,77805,46092,222915,222882,01111
51,43,XX,XXX,XX,XX,Lakshmipur Sadar Upazila Total,118699,144228,684425,683728,01111
51,58,XX,XXX,XX,XX,Roypur Upazila Total,48428,60090,275160,275131,01111
51,65,XX,XXX,XX,XX,Ramganj Upazila Total,41838,59285,285686,285501,01111
51,73,XX,XXX,XX,XX,Ramgati Upazila Total,69160,55644,261002,260737,01111
46,43,XX,XXX,XX,XX,Dighinala Upazila Total,171520,22464,103392,103344,01111
46,49,XX,XXX,XX,XX,Khagrachhari Sadar Upazila Total,73617,24316,111833,111586,01111
46,61,XX,XXX,XX,XX,Lakshmichhari Upazila Total,54400,6084,25994,25994,01111
46,65,XX,XXX,XX,XX,Mahalchhari Upazila Total,62080,11282,50757,50755,01111
46,67,XX,XXX,XX,XX,Manikchhari Upazila Total,41600,13335,61589,61556,01111
46,70,XX,XXX,XX,XX,Matiranga Upazila Total,122416,27251,126477,126275,01111
46,77,XX,XXX,XX,XX,Panchhari Upazila Total,82560,14154,62198,62194,01111
46,80,XX,XXX,XX,XX,Ramgarh Upazila Total,71140,14906,71677,71616,01111
22,16,XX,XXX,XX,XX,Chakoria Upazila Total,124500,88391,474465,474320,01111
22,24,XX,XXX,XX,XX,Cox's Bazar Sadar Upazila Total,56397,82683,459082,444633,01111
22,45,XX,XXX,XX,XX,Kutubdia Upazila Total,53324,22587,125279,125277,01111
22,49,XX,XXX,XX,XX,Maheshkhali Upazila Total,89498,58177,321218,321214,01111
22,56,XX,XXX,XX,XX,Pekua Upazila Total,34500,31944,171538,171453,01111
22,66,XX,XXX,XX,XX,Ramu Upazila Total,96794,47904,266640,266621,01111
22,90,XX,XXX,XX,XX,Teknaf Upazila Total,96042,46328,264389,264239,01111
22,94,XX,XXX,XX,XX,Ukhia Upazila Total,64694,37940,207379,207327,01111
15,04,XX,XXX,XX,XX,Anowara Upazila Total,40551,49966,259022,259015,01111
15,08,XX,XXX,XX,XX,Banshkhali Upazila Total,93135,84216,431162,431060,01111
15,12,XX,XXX,XX,XX,Boalkhali Upazila Total,31249,44108,223125,223074,01111
15,18,XX,XXX,XX,XX,Chandanaish  Upazila Total,49913,44438,233017,232844,01111
15,33,XX,XXX,XX,XX,Fatikchhari Upazila Total,191146,100009,526003,525555,01111
15,37,XX,XXX,XX,XX,Hathazari Upazila Total,60867,81292,431748,431121,01111
15,47,XX,XXX,XX,XX,Lohagara Upazila Total,63970,52873,279913,279853,01111
15,53,XX,XXX,XX,XX,Mirsharai Upazila Total,119324,79545,398716,398552,01111
15,61,XX,XXX,XX,XX,Patiya Upazila Total,52350,101599,528120,528107,01111
15,70,XX,XXX,XX,XX,Rangunia Upazila Total,89338,67792,339004,338933,01111
15,74,XX,XXX,XX,XX,Raozan Upazila Total,60936,63375,322840,322823,01111
15,78,XX,XXX,XX,XX,Sandwip Upazila Total,188398,56617,278605,278524,01111
15,82,XX,XXX,XX,XX,Satkania Upazila Total,69431,70808,384806,384528,01111
15,86,XX,XXX,XX,XX,Sitakunda Upazila Total,119591,77279,387832,387745,01111
84,07,XX,XXX,XX,XX,Baghaichhari Upazila Total,477222,20171,96899,96862,01111
84,21,XX,XXX,XX,XX,Barkal Upazila Total,188020,9396,47523,47499,01111
84,25,XX,XXX,XX,XX,Kawkhali Upazila Total,83840,12865,59578,59569,01111
84,29,XX,XXX,XX,XX,Belai Chhari Upazila Total,184320,6063,28525,28311,01111
84,36,XX,XXX,XX,XX,Kaptai  Upazila Total,64000,13515,59693,59621,01111
84,47,XX,XXX,XX,XX,Jurai Chhari Upazila Total,149760,6136,27786,27786,01111
84,58,XX,XXX,XX,XX,Langadu  Upazila Total,96000,17983,81548,81471,01111
84,75,XX,XXX,XX,XX,Naniarchar  Upazila Total,97280,9481,43616,43613,01111
84,78,XX,XXX,XX,XX,Rajasthali  Upazila Total,35840,6014,26083,26016,01111
84,87,XX,XXX,XX,XX,Rangamati Sadar Upazila Total,135040,26872,124728,123879,01111
