ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,"Population aged 7+, not attending school and employed-Both","Population aged 7+, not attending school and employed-Male","Population aged 7+, not attending school and employed-Female",Field of Activity-Agriculture-Male,Field of Activity-Agriculture-Female,Field of Activity-Industry-Male,Field of Activity-Industry-Female,Field of Activity-Service-Male,Field of Activity-Service-Female,check_var
42,84,XX,XXX,XX,03,  Rajapur Upazila,535,508,27,248,2,19,0,241,25,01110
78,38,XX,XXX,XX,03,  Bauphal Upazila,464,446,18,219,10,103,6,124,2,01110
78,52,XX,XXX,XX,03,  Dashmina Upazila,1435,1363,72,777,26,55,1,531,45,01110
78,55,XX,XXX,XX,03,  Dumki Upazila,331,312,19,182,3,25,2,105,14,01110
78,57,XX,XXX,XX,03,  Galachipa Upazila,276,257,19,228,10,7,1,22,8,01110
78,66,XX,XXX,XX,03,  Kala Para Upazila,903,853,50,778,25,10,2,65,23,01110
78,76,XX,XXX,XX,03,  Mirzaganj Upazila,1223,1161,62,732,16,93,3,336,43,01110
78,95,XX,XXX,XX,03,  Patuakhali Sadar Upazila,338,309,29,195,4,7,1,107,24,01110
6,02,XX,XXX,XX,03,  Agailjhara Upazila,312,281,31,177,14,10,5,94,12,01110
6,03,XX,XXX,XX,03,  Babuganj Upazila,393,375,18,193,5,80,0,102,13,01110
6,07,XX,XXX,XX,03,  Bakerganj Upazila,256,251,5,145,0,60,4,46,1,01110
6,10,XX,XXX,XX,03,  Banari Para Upazila,310,293,17,230,8,16,0,47,9,01110
6,36,XX,XXX,XX,03,  Hizla Upazila,1196,1127,69,828,26,148,7,151,36,01110
6,51,XX,XXX,XX,03,  Barisal Sadar Upazila,685,632,53,138,11,158,9,336,33,01110
6,62,XX,XXX,XX,03,  Mehendiganj Upazila,238,229,9,146,3,15,0,68,6,01110
6,94,XX,XXX,XX,03,  Wazirpur Upazila,353,298,55,138,1,22,14,138,40,01110
79,14,XX,XXX,XX,03,  Bhandaria Upazila,762,695,67,165,2,42,9,488,56,01110
79,47,XX,XXX,XX,03,  Kawkhali Upazila,289,240,49,65,16,6,1,169,32,01110
79,58,XX,XXX,XX,03,  Mathbaria Upazila,215,203,12,111,0,8,0,84,12,01110
79,76,XX,XXX,XX,03,  Nazirpur Upazila,225,214,11,104,1,12,0,98,10,01110
79,87,XX,XXX,XX,03,  Nesarabad Upazila,527,469,58,131,20,116,16,222,22,01110
79,90,XX,XXX,XX,03,  Zianagar Upazila,228,210,18,127,6,9,0,74,12,01110
9,18,XX,XXX,XX,03,  Bhola Sadar Upazila,3295,3172,123,837,13,109,2,2226,108,01110
9,21,XX,XXX,XX,03,  Burhanuddin Upazila,2420,2335,85,1727,49,121,17,487,19,01110
9,25,XX,XXX,XX,03,  Char Fasson Upazila,2400,2302,98,1648,56,195,16,459,26,01110
9,54,XX,XXX,XX,03,  Lalmohan Upazila,1874,1784,90,1459,48,46,8,279,34,01110
9,65,XX,XXX,XX,03,  Manpura Upazila,154,146,8,135,5,9,2,2,1,01110
9,91,XX,XXX,XX,03,  Tazumuddin Upazila,2875,2747,128,1743,66,644,36,360,26,01110
4,09,XX,XXX,XX,03,  Amtali Upazila,434,409,25,348,7,18,10,43,8,01110
4,19,XX,XXX,XX,03,  Bamna Upazila,296,272,24,146,13,15,2,111,9,01110
4,47,XX,XXX,XX,03,  Betagi Upazila,209,199,10,168,8,23,0,8,2,01110
4,85,XX,XXX,XX,03,  Patharghata Upazila,302,294,8,239,6,13,0,42,2,01110
52,02,XX,XXX,XX,03,  Aditmari Upazila,2154,1980,174,1814,140,54,5,112,29,01110
52,39,XX,XXX,XX,03,  Kaligang Upazila,1895,1661,234,1414,177,167,11,80,46,01110
77,04,XX,XXX,XX,03,  Atwari Upazila,687,535,152,217,16,1,0,317,136,01110
77,25,XX,XXX,XX,03,  Boda Upazila,225,187,38,66,7,0,0,121,31,01110
77,34,XX,XXX,XX,03,  Debiganj Upazila,1405,1207,198,458,37,33,1,716,160,01110
77,73,XX,XXX,XX,03,  Panchagarh Sadar Upazila,40,39,1,14,0,1,0,24,1,01110
77,90,XX,XXX,XX,03,  Tentulia Upazila,275,231,44,115,9,93,28,23,7,01110
85,27,XX,XXX,XX,03,  Gangachara Upazila,1571,1364,207,845,99,46,3,473,105,01110
85,58,XX,XXX,XX,03,  Mithapukur Upazila,626,532,94,256,36,13,0,263,58,01110
85,73,XX,XXX,XX,03,  Pirgachha Upazila,1320,1227,93,967,45,121,11,139,37,01110
85,76,XX,XXX,XX,03,  Pirganj Upazila,1536,1403,133,782,19,32,11,589,103,01110
85,92,XX,XXX,XX,03,  Taraganj Upazila,755,695,60,536,16,4,0,155,44,01110
49,06,XX,XXX,XX,03,  Bhurungamari Upazila,3199,2941,258,2090,59,194,13,657,186,01110
49,08,XX,XXX,XX,03,  Char Rajibpur Upazila,2160,2064,96,1787,54,64,4,213,38,01110
49,09,XX,XXX,XX,03,  Chilmari Upazila,5915,5411,504,3573,180,128,11,1710,313,01110
49,18,XX,XXX,XX,03,  Phulbari Sadar Upazila,2025,1774,251,1354,124,114,16,306,111,01110
49,52,XX,XXX,XX,03,  Kurigram Sadar Upazila,301,234,67,62,16,7,0,165,51,01110
49,77,XX,XXX,XX,03,  Rajarhat Upazila,1018,881,137,431,29,61,4,389,104,01110
49,79,XX,XXX,XX,03,  Raumari Upazila,3527,3059,468,2478,362,201,13,380,93,01110
32,21,XX,XXX,XX,03,  Fulchhari Upazila,960,868,92,302,6,13,7,553,79,01110
32,24,XX,XXX,XX,03,  Gaibandha Sadar Upazila,3461,3195,266,1403,52,164,7,1628,207,01110
32,67,XX,XXX,XX,03,  Palashbari Upazila,1757,1594,163,696,48,135,19,763,96,01110
32,82,XX,XXX,XX,03,  Sadullapur Upazila,1761,1664,97,1137,18,15,4,512,75,01110
32,88,XX,XXX,XX,03,  Saghata Upazila,1726,1561,165,770,28,76,1,715,136,01110
32,91,XX,XXX,XX,03,  Sundarganj Upazila,491,480,11,477,9,2,0,1,2,01110
73,12,XX,XXX,XX,03,  Dimla Upazila,2301,2133,168,1558,62,225,12,350,94,01110
73,15,XX,XXX,XX,03,  Domar Upazila,2724,2473,251,1833,116,163,11,477,124,01110
73,45,XX,XXX,XX,03,  Kishoreganj Upazila,1047,899,148,728,122,91,3,80,23,01110
73,85,XX,XXX,XX,03,  Saidpur Upazila,287,285,2,253,0,5,0,27,2,01110
94,08,XX,XXX,XX,03,  Baliadangi Upazila,1534,1385,149,1155,81,54,5,176,63,01110
94,51,XX,XXX,XX,03,  Haripur Upazila,903,839,64,687,38,46,4,106,22,01110
94,94,XX,XXX,XX,03,  Thakurgaon Sadar Upazila,1160,991,169,381,20,52,5,558,144,01110
27,10,XX,XXX,XX,03,  Birampur Upazila,231,219,12,119,1,16,2,84,9,01110
27,17,XX,XXX,XX,03,  Biral Upazila,877,795,82,311,27,46,10,438,45,01110
27,30,XX,XXX,XX,03,  Chirirbandar Upazila,810,754,56,565,13,18,0,171,43,01110
27,43,XX,XXX,XX,03,  Ghoraghat Upazila,153,87,66,73,64,2,0,12,2,01110
27,56,XX,XXX,XX,03,  Kaharole Upazila,780,720,60,443,26,112,11,165,23,01110
27,60,XX,XXX,XX,03,  Khansama Upazila,1012,943,69,589,31,35,0,319,38,01110
27,64,XX,XXX,XX,03,  Dinajpur Sadar Upazila,419,335,84,25,0,0,0,310,84,01110
27,69,XX,XXX,XX,03,  Nawabganj Upazila,767,631,136,311,55,93,45,227,36,01110
27,77,XX,XXX,XX,03,  Parbatipur Upazila,993,914,79,165,3,13,1,736,75,01110
10,06,XX,XXX,XX,03,  Adamdighi Upazila,926,838,88,398,9,82,5,358,74,01110
10,27,XX,XXX,XX,03,  Dhunat Upazila,1656,1491,165,992,13,216,117,283,35,01110
10,88,XX,XXX,XX,03,  Sherpur Upazila,3970,3373,597,981,56,963,91,1429,450,01110
88,27,XX,XXX,XX,03,  Chauhali Upazila,2956,2811,145,2196,77,298,12,317,56,01110
88,44,XX,XXX,XX,03,  Kamarkhanda Upazila,1298,1209,89,381,2,194,13,634,74,01110
88,50,XX,XXX,XX,03,  Kazipur Upazila,641,626,15,553,7,11,0,62,8,01110
88,61,XX,XXX,XX,03,  Royganj Upazila,186,171,15,111,1,11,3,49,11,01110
88,67,XX,XXX,XX,03,  Shahjadpur Upazila,1151,1108,43,967,20,73,4,68,19,01110
88,78,XX,XXX,XX,03,  Sirajganj Sadar Upazila,1224,1205,19,352,0,658,8,195,11,01110
88,89,XX,XXX,XX,03,  Tarash Upazila,839,763,76,486,25,89,3,188,48,01110
81,12,XX,XXX,XX,03,  Baghmara Upazila,273,270,3,253,2,7,0,10,1,01110
81,31,XX,XXX,XX,03,  Durgapur Upazila,438,296,142,283,3,8,0,5,139,01110
81,34,XX,XXX,XX,03,  Godagari Upazila,463,442,21,388,15,23,2,31,4,01110
81,53,XX,XXX,XX,03,  Mohanpur Upazila,867,841,26,700,8,22,1,119,17,01110
81,82,XX,XXX,XX,03,  Puthia Upazila,699,653,46,325,2,2,2,326,42,01110
64,03,XX,XXX,XX,03,  Atrai Upazila,1516,1326,190,427,39,32,0,867,151,01110
64,06,XX,XXX,XX,03,  Badalgachhi Upazila,511,464,47,273,6,34,3,157,38,01110
64,28,XX,XXX,XX,03,  Dhamoirhat Upazila,483,411,72,273,47,24,1,114,24,01110
64,47,XX,XXX,XX,03,  Manda Upazila,1239,1144,95,797,20,89,10,258,65,01110
64,50,XX,XXX,XX,03,  Mahadebpur Upazila,1046,858,188,445,23,203,68,210,97,01110
64,69,XX,XXX,XX,03,  Niamatpur Upazila,467,323,144,147,14,9,1,167,129,01110
64,79,XX,XXX,XX,03,  Porsha Upazila,1839,1791,48,1621,36,143,9,27,3,01110
64,85,XX,XXX,XX,03,  Raninagar Upazila,848,750,98,324,20,22,12,404,66,01110
64,86,XX,XXX,XX,03,  Sapahar Upazila,930,835,95,389,29,24,7,422,59,01110
70,18,XX,XXX,XX,03,  Bholahat Upazila,1349,1284,65,865,13,33,12,386,40,01110
70,37,XX,XXX,XX,03,  Gomastapur Upazila,3441,3243,198,2237,34,153,24,853,140,01110
70,88,XX,XXX,XX,03,  Shibganj Upazila,870,828,42,342,1,134,2,352,39,01110
38,61,XX,XXX,XX,03,  Khetlal Upazila,1424,1370,54,898,5,15,2,457,47,01110
13,22,XX,XXX,XX,03,  Chandpur Sadar Upazila,864,838,26,334,3,71,4,433,19,01110
13,47,XX,XXX,XX,03,  Haim Char Upazila,626,604,22,480,7,25,0,99,15,01110
13,49,XX,XXX,XX,03,  Hajiganj Upazila,232,229,3,181,2,9,0,39,1,01110
3,04,XX,XXX,XX,03,  Alikadam Upazila,1609,1370,239,968,172,83,6,319,61,01110
3,73,XX,XXX,XX,03,  Naikhongchhari Upazila,2496,2264,232,1831,175,142,24,291,33,01110
3,89,XX,XXX,XX,03,  Rowangchhari Upazila,902,653,249,608,232,8,0,37,17,01110
3,95,XX,XXX,XX,03,  Thanchi Upazila,706,450,256,368,248,4,6,78,2,01110
19,15,XX,XXX,XX,03,  Brahmanpara Upazila,473,410,63,247,17,7,3,156,43,01110
19,18,XX,XXX,XX,03,  Burichang Upazila,775,706,69,323,3,114,26,269,40,01110
19,27,XX,XXX,XX,03,  Chandina Upazila,90,88,2,77,1,0,0,11,1,01110
19,33,XX,XXX,XX,03,  Comilla Sadar Dakshin Upazila,1104,1068,36,891,15,70,4,107,17,01110
19,67,XX,XXX,XX,03,  Comilla Adarsha Sadar Upazila,4649,4209,440,1219,31,472,55,2518,354,01110
19,74,XX,XXX,XX,03,  Manoharganj Upazila,38,37,1,33,0,2,0,2,1,01110
19,75,XX,XXX,XX,03,  Meghna Upazila,659,591,68,349,7,41,0,201,61,01110
19,81,XX,XXX,XX,03,  Muradnagar Upazila,3034,2775,259,1298,86,196,5,1281,168,01110
19,94,XX,XXX,XX,03,  Titas Upazila,282,268,14,139,4,27,2,102,8,01110
12,04,XX,XXX,XX,03,  Banchharampur Upazila,1909,1772,137,574,13,242,15,956,109,01110
12,07,XX,XXX,XX,03,  Bijoynagar Upazila,1047,983,64,746,19,50,0,187,45,01110
12,13,XX,XXX,XX,03,  Brahmanbaria Sadar Upazila,2027,1857,170,305,7,83,6,1469,157,01110
12,33,XX,XXX,XX,03,  Ashuganj Upazila,4556,3494,1062,660,10,1232,674,1602,378,01110
12,90,XX,XXX,XX,03,  Nasirnagar Upazila,1567,1427,140,878,40,122,31,427,69,01110
12,94,XX,XXX,XX,03,  Sarail Upazila,4452,4098,354,1593,118,143,16,2362,220,01110
51,33,XX,XXX,XX,03,  Kamalnagar Upazila,1378,1256,122,1039,57,83,24,134,41,01110
51,43,XX,XXX,XX,03,  Lakshmipur Sadar Upazila,226,223,3,167,2,7,0,49,1,01110
51,58,XX,XXX,XX,03,  Roypur Upazila,798,771,27,510,7,26,3,235,17,01110
51,73,XX,XXX,XX,03,  Ramgati Upazila,3133,2970,163,1948,44,152,33,870,86,01110
46,43,XX,XXX,XX,03,  Dighinala Upazila,1252,1088,164,661,95,130,8,297,61,01110
46,49,XX,XXX,XX,03,  Khagrachhari Sadar Upazila,2728,2179,549,1789,486,39,5,351,58,01110
46,61,XX,XXX,XX,03,  Lakshmichhari Upazila,279,194,85,146,79,17,1,31,5,01110
46,65,XX,XXX,XX,03,  Mahalchhari Upazila,913,788,125,518,72,1,0,269,53,01110
46,67,XX,XXX,XX,03,  Manikchhari Upazila,3628,2969,659,2274,449,15,7,680,203,01110
46,77,XX,XXX,XX,03,  Panchhari Upazila,2312,2023,289,1575,212,25,2,423,75,01110
46,80,XX,XXX,XX,03,  Ramgarh Upazila,1013,947,66,782,57,16,3,149,6,01110
22,24,XX,XXX,XX,03,  Cox's Bazar Sadar Upazila,5517,5255,262,1965,53,425,38,2865,171,01110
22,45,XX,XXX,XX,03,  Kutubdia Upazila,3155,2833,322,1336,61,72,7,1425,254,01110
22,56,XX,XXX,XX,03,  Pekua Upazila,3869,3555,314,2846,192,228,8,481,114,01110
22,66,XX,XXX,XX,03,  Ramu Upazila,3682,3453,229,1849,62,509,47,1095,120,01110
22,90,XX,XXX,XX,03,  Teknaf Upazila,3906,3599,307,1751,163,1517,84,331,60,01110
22,94,XX,XXX,XX,03,  Ukhia Upazila,3705,3538,167,1664,29,159,4,1715,134,01110
15,04,XX,XXX,XX,03,  Anowara Upazila,177,161,16,86,4,16,1,59,11,01110
15,12,XX,XXX,XX,03,  Boalkhali Upazila,2255,2071,184,638,10,296,69,1137,105,01110
15,33,XX,XXX,XX,03,  Fatikchhari Upazila,2562,2423,139,914,24,467,18,1042,97,01110
15,47,XX,XXX,XX,03,  Lohagara Upazila,1730,1591,139,201,9,108,12,1282,118,01110
15,53,XX,XXX,XX,03,  Mirsharai Upazila,291,270,21,213,14,12,0,45,7,01110
15,70,XX,XXX,XX,03,  Rangunia Upazila,1231,1121,110,529,24,101,22,491,64,01110
15,78,XX,XXX,XX,03,  Sandwip Upazila,908,865,43,305,3,24,2,536,38,01110
15,82,XX,XXX,XX,03,  Satkania Upazila,545,524,21,232,9,20,2,272,10,01110
84,07,XX,XXX,XX,03,  Baghaichhari Upazila,972,853,119,831,114,9,0,13,5,01110
84,21,XX,XXX,XX,03,  Barkal Upazila,134,103,31,76,31,14,0,13,0,01110
84,25,XX,XXX,XX,03,  Kawkhali Upazila,928,828,100,504,85,224,3,100,12,01110
84,29,XX,XXX,XX,03,  Belai Chhari Upazila,214,179,35,122,23,2,0,55,12,01110
84,36,XX,XXX,XX,03,  Kaptai  Upazila,1243,1021,222,418,147,187,10,416,65,01110
84,47,XX,XXX,XX,03,  Jurai Chhari Upazila,1078,651,427,598,412,21,2,32,13,01110
84,58,XX,XXX,XX,03,  Langadu  Upazila,1343,1221,122,1132,112,52,3,37,7,01110
84,75,XX,XXX,XX,03,  Naniarchar  Upazila,460,398,62,337,58,3,0,58,4,01110
84,78,XX,XXX,XX,03,  Rajasthali  Upazila,583,395,188,351,177,29,2,15,9,01110
30,14,XX,XXX,XX,03,  Chhagalnaiya Upazila,284,282,2,190,0,78,0,14,2,01110
30,25,XX,XXX,XX,03,  Daganbhuiyan Upazila,62,60,2,40,1,0,1,20,0,01110
30,41,XX,XXX,XX,03,  Fulgazi Upazila,289,268,21,92,1,31,1,145,19,01110
30,94,XX,XXX,XX,03,  Sonagazi Upazila,74,72,2,4,0,52,1,16,1,01110
75,07,XX,XXX,XX,03,  Begumganj Upazila,2892,2755,137,632,26,314,23,1809,88,01110
75,36,XX,XXX,XX,03,  Hatiya Upazila,6202,5108,1094,4602,719,127,68,379,307,01110
75,80,XX,XXX,XX,03,  Senbagh Upazila,408,393,15,194,3,32,5,167,7,01110
75,85,XX,XXX,XX,03,  Subarnachar Upazila,599,574,25,465,16,21,1,88,8,01110
75,87,XX,XXX,XX,03,  Noakhali Sadar Upazila,1326,1248,78,224,3,120,5,904,70,01110
29,03,XX,XXX,XX,03,  Alfadanga Upazila,394,352,42,173,6,14,0,165,36,01110
29,10,XX,XXX,XX,03,  Bhanga Upazila,1562,1519,43,1272,22,175,6,72,15,01110
29,21,XX,XXX,XX,03,  Char Bhadrasan Upazila,2460,2397,63,1878,33,121,1,398,29,01110
29,47,XX,XXX,XX,03,  Faridpur Sadar Upazila,88,86,2,39,0,42,1,5,1,01110
29,56,XX,XXX,XX,03,  Madhukhali Upazila,969,847,122,272,4,54,2,521,116,01110
29,62,XX,XXX,XX,03,  Nagarkanda Upazila,398,386,12,318,5,1,0,67,7,01110
29,84,XX,XXX,XX,03,  Sadarpur Upazila,527,488,39,308,5,80,2,100,32,01110
29,90,XX,XXX,XX,03,  Saltha Upazila,1511,1461,50,1184,19,7,0,270,31,01110
72,04,XX,XXX,XX,03,  Atpara Upazila,1244,1138,106,995,65,24,22,119,19,01110
72,09,XX,XXX,XX,03,  Barhatta Upazila,541,488,53,216,8,87,15,185,30,01110
72,18,XX,XXX,XX,03,  Durgapur Upazila,384,356,28,319,13,3,0,34,15,01110
72,38,XX,XXX,XX,03,  Khaliajuri Upazila,1531,1380,151,1193,86,17,1,170,64,01110
72,40,XX,XXX,XX,03,  Kalmakanda Upazila,1859,1676,183,776,16,20,4,880,163,01110
72,56,XX,XXX,XX,03,  Madan Upazila,219,210,9,163,5,4,0,43,4,01110
72,83,XX,XXX,XX,03,  Purbadhala Upazila,2476,2260,216,1232,14,44,5,984,197,01110
39,07,XX,XXX,XX,03,  Bakshiganj Upazila,4126,3679,447,1828,81,188,32,1663,334,01110
39,15,XX,XXX,XX,03,  Dewanganj Upazila,1487,1421,66,1277,36,18,2,126,28,01110
39,36,XX,XXX,XX,03,  Jamalpur Sadar Upazila,666,588,78,150,0,38,0,400,78,01110
39,61,XX,XXX,XX,03,  Melandaha Upazila,977,940,37,934,37,1,0,5,0,01110
39,85,XX,XXX,XX,03,  Sarishabari Upazila,283,274,9,200,0,4,0,70,9,01110
59,24,XX,XXX,XX,03,  Gazaria Upazila,406,384,22,218,0,30,1,136,21,01110
59,44,XX,XXX,XX,03,  Lohajang Upazila,455,418,37,87,1,6,0,325,36,01110
59,56,XX,XXX,XX,03,  Munshiganj Sadar Upazila,3180,2420,760,205,4,490,157,1725,599,01110
59,74,XX,XXX,XX,03,  Serajdikhan Upazila,442,400,42,165,0,32,2,203,40,01110
59,84,XX,XXX,XX,03,  Sreenagar Upazila,1784,1599,185,248,11,40,0,1311,174,01110
59,94,XX,XXX,XX,03,  Tongibari Upazila,1411,1244,167,668,94,41,0,535,73,01110
35,32,XX,XXX,XX,03,  Gopalganj Sadar Upazila,198,195,3,156,2,19,0,20,1,01110
35,43,XX,XXX,XX,03,  Kashiani Upazila,270,223,47,37,2,17,1,169,44,01110
35,51,XX,XXX,XX,03,  Kotalipara Upazila,552,533,19,330,9,24,1,179,9,01110
35,91,XX,XXX,XX,03,  Tungipara Upazila,2496,2362,134,1877,42,33,4,452,88,01110
82,07,XX,XXX,XX,03,  Baliakandi Upazila,803,767,36,618,18,93,1,56,17,01110
82,29,XX,XXX,XX,03,  Goalanda Upazila,1570,1502,68,1125,31,56,4,321,33,01110
82,47,XX,XXX,XX,03,  Kalukhali Upazila,481,443,38,228,10,14,0,201,28,01110
82,73,XX,XXX,XX,03,  Pangsha Upazila,775,767,8,582,6,8,0,177,2,01110
82,76,XX,XXX,XX,03,  Rajbari Sadar Upazila,227,212,15,89,0,49,1,74,14,01110
61,13,XX,XXX,XX,03,  Bhaluka Upazila,2764,2392,372,1381,19,494,275,517,78,01110
61,16,XX,XXX,XX,03,  Dhobaura Upazila,793,680,113,416,13,83,31,181,69,01110
61,20,XX,XXX,XX,03,  Fulbaria Upazila,2543,2480,63,2079,32,94,2,307,29,01110
61,22,XX,XXX,XX,03,  Gaffargaon Upazila,1449,1351,98,455,12,120,2,776,84,01110
61,24,XX,XXX,XX,03,  Haluaghat Upazila,531,487,44,54,5,3,3,430,36,01110
61,31,XX,XXX,XX,03,  Ishwarganj Upazila,710,674,36,273,2,2,1,399,33,01110
61,52,XX,XXX,XX,03,  Mymensingh Sadar Upazila,14745,13340,1405,3819,142,2231,208,7290,1055,01110
61,72,XX,XXX,XX,03,  Nandail Upazila,1429,1368,61,1152,13,54,6,162,42,01110
61,94,XX,XXX,XX,03,  Trishal Upazila,3042,2956,86,2304,38,84,9,568,39,01110
67,02,XX,XXX,XX,03,  Araihazar Upazila,1193,1148,45,549,6,75,4,524,35,01110
67,68,XX,XXX,XX,03,  Rupganj Upazila,3041,2579,462,618,18,505,223,1456,221,01110
33,32,XX,XXX,XX,03,  Kaliakair Upazila,621,442,179,89,0,197,151,156,28,01110
33,36,XX,XXX,XX,03,  Kapasia Upazila,1297,1094,203,276,9,53,13,765,181,01110
56,10,XX,XXX,XX,03,  Daulatpur Upazila,764,712,52,545,33,92,7,75,12,01110
56,22,XX,XXX,XX,03,  Ghior Upazila,485,444,41,271,7,24,0,149,34,01110
56,28,XX,XXX,XX,03,  Harirampur Upazila,278,246,32,175,14,3,0,68,18,01110
56,46,XX,XXX,XX,03,  Manikganj Sadar Upazila,42,37,5,22,1,5,0,10,4,01110
56,70,XX,XXX,XX,03,  Saturia Upazila,749,636,113,275,3,236,43,125,67,01110
56,78,XX,XXX,XX,03,  Shibalaya Upazila,402,380,22,176,6,13,0,191,16,01110
26,14,XX,XXX,XX,03,  Dhamrai Upazila,813,665,148,394,24,179,73,92,51,01110
26,62,XX,XXX,XX,03,  Nawabganj Upazila,1164,1033,131,134,6,72,7,827,118,01110
86,14,XX,XXX,XX,03,  Bhedarganj Upazila,60,57,3,37,0,0,0,20,3,01110
86,25,XX,XXX,XX,03,  Damudya Upazila,172,158,14,69,2,30,1,59,11,01110
86,36,XX,XXX,XX,03,  Gosairhat Upazila,1012,919,93,514,34,96,9,309,50,01110
54,80,XX,XXX,XX,03,  Rajoir Upazila,1918,1817,101,1104,53,100,7,613,41,01110
54,87,XX,XXX,XX,03,  Shib Char Upazila,1264,1138,126,960,91,85,8,93,27,01110
93,09,XX,XXX,XX,03,  Basail Upazila,1524,1462,62,837,12,198,11,427,39,01110
93,23,XX,XXX,XX,03,  Delduar Upazila,1566,1540,26,1045,9,93,2,402,15,01110
