ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Source of Drinking Water (%)-Tap,Source of Drinking Water (%)-Tube-Well,Source of Drinking Water (%)-Other,Electricity Connection (%),Housing Tenancy (%)-Owned,Housing Tenancy (%)-Rented,Housing Tenancy (%)-Rent free,check_var
18.0,23.0,59.0,XXX,XX,03,  Mominpur Union,1510,0.0,96.9,3.1,76.1,93.6,1.9,4.5,00110
18.0,23.0,71.0,XXX,XX,03,  Shankar Chandra Union,1267,2.1,96.1,1.9,73.9,87.5,8.0,4.5,00110
18.0,23.0,83.0,XXX,XX,03,  Titudaha Union,905,0.1,99.4,0.4,53.8,99.8,0.1,0.1,00110
18.0,31.0,XX.0,XXX,XX,03,  Damurhuda Upazila,6611,0.8,97.6,1.5,57.8,94.1,3.6,2.3,00110
18.0,31.0,11.0,XXX,XX,03,  Damurhuda Union,3414,1.5,97.9,0.7,70.9,90.7,6.8,2.5,00110
18.0,31.0,35.0,XXX,XX,03,  Howli Union,3197,0.2,97.4,2.4,43.8,97.7,0.3,2.0,00110
18.0,55.0,XX.0,XXX,XX,03,  Jiban Nagar Upazila,3105,0.5,95.8,3.7,62.2,92.9,1.3,5.7,00110
18.0,55.0,38.0,XXX,XX,03,  Banka Union,1371,1.0,93.7,5.3,67.8,96.9,1.8,1.3,00110
18.0,55.0,76.0,XXX,XX,03,  Uthali Union,1734,0.0,97.5,2.5,57.7,89.9,0.9,9.2,00110
65.0,XX.0,XX.0,XXX,XX,03, Narail Zila,5478,0.0,93.4,6.6,34.2,98.3,0.5,1.2,00110
65.0,28.0,XX.0,XXX,XX,03,  Kalia Upazila,3427,0.0,90.8,9.2,31.1,98.2,0.4,1.4,00110
65.0,28.0,14.0,XXX,XX,03,  Boranal Eliasabad Union,530,0.2,83.0,16.8,34.9,98.7,0.2,1.1,00110
65.0,28.0,71.0,XXX,XX,03,  Mauli Union,113,0.0,100.0,0.0,4.4,99.1,0.0,0.9,00110
65.0,28.0,87.0,XXX,XX,03,  Peruli Union,1444,0.0,99.1,0.9,38.2,99.2,0.2,0.6,00110
65.0,28.0,95.0,XXX,XX,03,  Salamabad Union,1340,0.0,84.2,15.8,24.2,96.9,0.7,2.4,00110
65.0,76.0,XX.0,XXX,XX,03,  Narail Sadar Upazila,2051,0.0,97.8,2.2,39.4,98.4,0.7,0.8,00110
65.0,76.0,61.0,XXX,XX,03,  Mulia Union,2051,0.0,97.8,2.2,39.4,98.4,0.7,0.8,00110
44.0,XX.0,XX.0,XXX,XX,03, Jhenaidah Zila,2216,0.3,99.6,0.1,32.2,89.7,0.0,10.3,00110
44.0,14.0,XX.0,XXX,XX,03,  Harinakundu Upazila,1539,0.4,99.5,0.1,24.2,99.1,0.0,0.9,00110
44.0,14.0,31.0,XXX,XX,03,  Daulatpur Union,1539,0.4,99.5,0.1,24.2,99.1,0.0,0.9,00110
44.0,19.0,XX.0,XXX,XX,03,  Jhenaidah Sadar Upazila,677,0.0,99.9,0.1,50.5,68.2,0.0,31.8,00110
44.0,19.0,73.0,XXX,XX,03,  Paglakanai Union,677,0.0,99.9,0.1,50.5,68.2,0.0,31.8,00110
41.0,XX.0,XX.0,XXX,XX,03, Jessore Zila,13746,2.0,96.4,1.6,82.6,69.3,24.6,6.1,00110
41.0,23.0,XX.0,XXX,XX,03,  Jhikargachha Upazila,2181,1.2,94.6,4.2,77.3,91.6,4.2,4.2,00110
41.0,23.0,25.0,XXX,XX,03,  Bankra Union,605,3.3,96.7,0.0,94.2,85.1,14.7,0.2,00110
41.0,23.0,35.0,XXX,XX,03,  Gadkhali Union,821,0.7,99.1,0.1,70.5,97.2,0.0,2.8,00110
41.0,23.0,47.0,XXX,XX,03,  Jhikargachha Union,407,0.0,100.0,0.0,87.7,98.5,0.2,1.2,00110
41.0,23.0,71.0,XXX,XX,03,  Panisara Union,348,0.0,73.9,26.1,51.7,81.6,0.3,18.1,00110
41.0,38.0,XX.0,XXX,XX,03,  Keshabpur Upazila,1880,0.1,98.1,1.9,46.8,98.2,0.3,1.5,00110
41.0,38.0,28.0,XXX,XX,03,  Keshabpur Union,1431,0.1,99.9,0.0,44.4,97.8,0.3,1.9,00110
41.0,38.0,38.0,XXX,XX,03,  Majidpur Union,449,0.0,92.2,7.8,54.3,99.8,0.0,0.2,00110
41.0,47.0,XX.0,XXX,XX,03,  Jessore Sadar Upazila,8478,2.9,96.0,1.0,92.1,56.9,36.2,6.9,00110
41.0,47.0,23.0,XXX,XX,03,  Chanchra Union,2190,0.2,96.8,3.0,87.2,74.9,17.3,7.8,00110
41.0,47.0,41.0,XXX,XX,03,  Fathehpur Union,2320,4.7,94.5,0.9,90.3,48.4,49.0,2.5,00110
41.0,90.0,XX.0,XXX,XX,03,  Sharsha Upazila,1207,0.0,99.8,0.2,80.4,70.5,18.3,11.2,00110
41.0,90.0,86.0,XXX,XX,03,  Sharsha Union,1207,0.0,99.8,0.2,80.4,70.5,18.3,11.2,00110
1.0,XX.0,XX.0,XXX,XX,03, Bagerhat Zila,19921,7.3,71.3,21.4,55.0,85.6,11.6,2.9,00110
1.0,14.0,XX.0,XXX,XX,03,  Chitalmari Upazila,331,13.3,69.5,17.2,82.5,67.7,27.8,4.5,00110
1.0,14.0,31.0,XXX,XX,03,  Chitalmari Union,331,13.3,69.5,17.2,82.5,67.7,27.8,4.5,00110
1.0,34.0,XX.0,XXX,XX,03,  Fakirhat Upazila,6452,0.8,98.1,1.1,67.4,79.1,16.7,4.2,00110
1.0,34.0,10.0,XXX,XX,03,  Bahirdia Mansa Union,2458,0.7,96.6,2.8,51.4,90.8,6.1,3.1,00110
1.0,34.0,31.0,XXX,XX,03,  Fakirhat Union,1817,2.0,97.9,0.1,81.3,57.9,39.9,2.2,00110
1.0,34.0,52.0,XXX,XX,03,  Mulghar Union,1152,0.0,99.9,0.1,75.3,72.8,16.1,11.1,00110
1.0,34.0,63.0,XXX,XX,03,  Naldha Maubhog Union,1025,0.0,99.9,0.1,72.1,95.5,1.8,2.7,00110
1.0,38.0,XX.0,XXX,XX,03,  Kachua Upazila,2290,7.5,48.8,43.7,45.9,89.4,9.3,1.3,00110
1.0,38.0,57.0,XXX,XX,03,  Kachua Union,2290,7.5,48.8,43.7,45.9,89.4,9.3,1.3,00110
1.0,56.0,XX.0,XXX,XX,03,  Mollahat Upazila,2642,27.5,70.4,2.1,72.8,89.3,9.2,1.5,00110
1.0,56.0,95.0,XXX,XX,03,  Udaypur Union,2642,27.5,70.4,2.1,72.8,89.3,9.2,1.5,00110
1.0,60.0,XX.0,XXX,XX,03,  Morrelganj Upazila,1413,2.2,15.5,82.3,27.0,97.9,0.1,2.0,00110
1.0,60.0,23.0,XXX,XX,03,  Baraikhali Union,1413,2.2,15.5,82.3,27.0,97.9,0.1,2.0,00110
1.0,73.0,XX.0,XXX,XX,03,  Rampal Upazila,408,0.2,12.3,87.5,85.5,60.8,35.5,3.7,00110
1.0,73.0,83.0,XXX,XX,03,  Rampal Union,408,0.2,12.3,87.5,85.5,60.8,35.5,3.7,00110
1.0,77.0,XX.0,XXX,XX,03,  Sarankhola Upazila,6385,6.7,68.9,24.4,41.2,89.0,8.3,2.7,00110
1.0,77.0,38.0,XXX,XX,03,  Khontakata Union,2778,9.3,64.7,26.1,38.9,93.4,3.2,3.3,00110
1.0,77.0,57.0,XXX,XX,03,  Royenda Union,3607,4.7,72.2,23.1,43.0,85.6,12.2,2.2,00110
55.0,XX.0,XX.0,XXX,XX,03, Magura Zila,4979,3.5,95.1,1.4,71.3,82.2,15.7,2.1,00110
55.0,66.0,XX.0,XXX,XX,03,  Mohammadpur Upazila,2226,3.8,93.9,2.3,67.7,85.0,14.1,0.9,00110
55.0,66.0,52.0,XXX,XX,03,  Mohammadpur Union,2226,3.8,93.9,2.3,67.7,85.0,14.1,0.9,00110
55.0,85.0,XX.0,XXX,XX,03,  Shalikha Upazila,1642,4.3,94.9,0.8,78.7,76.7,20.1,3.2,00110
55.0,85.0,11.0,XXX,XX,03,  Arpara Union,1562,4.5,94.7,0.8,78.4,76.5,20.9,2.6,00110
55.0,85.0,59.0,XXX,XX,03,  Shalikha Union,80,0.0,100.0,0.0,85.0,81.3,3.8,15.0,00110
55.0,95.0,XX.0,XXX,XX,03,  Sreepur Upazila,1111,1.8,97.8,0.4,67.3,84.7,12.4,2.9,00110
55.0,95.0,84.0,XXX,XX,03,  Sreepur Union,1111,1.8,97.8,0.4,67.3,84.7,12.4,2.9,00110
50.0,XX.0,XX.0,XXX,XX,03, Kushtia Zila,12149,1.2,94.9,4.0,72.4,92.7,4.6,2.7,00110
50.0,15.0,XX.0,XXX,XX,03,  Bheramara Upazila,2085,0.2,96.3,3.5,72.1,94.6,0.8,4.7,00110
50.0,15.0,27.0,XXX,XX,03,  Bahir Char Union,1079,0.3,98.2,1.5,79.4,98.3,0.1,1.6,00110
50.0,15.0,40.0,XXX,XX,03,  Chandgram Union,1006,0.1,94.2,5.7,64.2,90.6,1.5,8.0,00110
50.0,39.0,XX.0,XXX,XX,03,  Daulatpur Upazila,4983,0.9,94.4,4.7,65.3,93.9,4.3,1.8,00110
50.0,39.0,33.0,XXX,XX,03,  Daulatpur Union,1955,0.3,97.3,2.4,71.1,89.4,7.7,3.0,00110
50.0,39.0,61.0,XXX,XX,03,  Mathurapur Union,3028,1.4,92.5,6.1,61.6,96.9,2.1,1.0,00110
50.0,63.0,XX.0,XXX,XX,03,  Khoksa Upazila,1183,0.8,94.3,4.8,62.0,95.6,3.4,1.0,00110
50.0,63.0,71.0,XXX,XX,03,  Samaspur Union,1183,0.8,94.3,4.8,62.0,95.6,3.4,1.0,00110
50.0,79.0,XX.0,XXX,XX,03,  Kushtia Sadar Upazila,1357,1.8,92.7,5.5,89.8,93.4,4.2,2.4,00110
50.0,79.0,50.0,XXX,XX,03,  Battail Union,1357,1.8,92.7,5.5,89.8,93.4,4.2,2.4,00110
50.0,94.0,XX.0,XXX,XX,03,  Mirpur Upazila,2541,2.2,96.1,1.7,81.9,87.1,9.0,3.9,00110
50.0,94.0,14.0,XXX,XX,03,  Amla Union,1108,1.4,97.9,0.6,76.7,89.5,6.8,3.7,00110
50.0,94.0,80.0,XXX,XX,03,  Poradaha Union,1433,2.9,94.6,2.5,85.9,85.2,10.7,4.1,00110
57.0,XX.0,XX.0,XXX,XX,03, Meherpur Zila,3639,0.4,89.6,10.1,68.1,93.8,2.8,3.4,00110
57.0,47.0,XX.0,XXX,XX,03,  Gangni Upazila,1163,0.1,95.2,4.7,68.4,96.4,0.0,3.6,00110
57.0,47.0,10.0,XXX,XX,03,  Bamandi Union,599,0.0,91.5,8.5,59.9,93.3,0.0,6.7,00110
57.0,47.0,69.0,XXX,XX,03,  Roypur Union,564,0.2,99.1,0.7,77.3,99.6,0.0,0.4,00110
57.0,60.0,XX.0,XXX,XX,03,  Mujib Nagar Upazila,2476,0.5,86.9,12.6,68.0,92.6,4.1,3.3,00110
57.0,60.0,28.0,XXX,XX,03,  Bagoan Union,2476,0.5,86.9,12.6,68.0,92.6,4.1,3.3,00110
87.0,XX.0,XX.0,XXX,XX,03, Satkhira Zila,13290,4.8,77.6,17.6,55.5,86.1,11.0,2.9,00110
87.0,4.0,XX.0,XXX,XX,03,  Assasuni Upazila,2012,1.3,98.4,0.3,47.8,93.1,5.7,1.2,00110
87.0,4.0,17.0,XXX,XX,03,  Assasuni Union,2012,1.3,98.4,0.3,47.8,93.1,5.7,1.2,00110
87.0,25.0,XX.0,XXX,XX,03,  Debhata Upazila,700,0.0,99.9,0.1,58.6,81.0,6.4,12.6,00110
87.0,25.0,15.0,XXX,XX,03,  Debhata Union,700,0.0,99.9,0.1,58.6,81.0,6.4,12.6,00110
87.0,43.0,XX.0,XXX,XX,03,  Kalaroa Upazila,505,0.0,100.0,0.0,10.5,95.6,0.2,4.2,00110
87.0,43.0,31.0,XXX,XX,03,  Helatala Union,505,0.0,100.0,0.0,10.5,95.6,0.2,4.2,00110
87.0,47.0,XX.0,XXX,XX,03,  Kaliganj Upazila,3846,12.9,77.7,9.4,55.8,88.9,9.0,2.1,00110
87.0,47.0,13.0,XXX,XX,03,  Bhara Simla Union,1047,25.1,64.8,10.1,55.7,94.5,5.3,0.2,00110
87.0,47.0,55.0,XXX,XX,03,  Kushlia Union,1578,3.8,80.1,16.1,55.4,87.4,10.3,2.3,00110
87.0,47.0,63.0,XXX,XX,03,  Mathureshpur Union,796,0.1,99.9,0.0,46.2,86.4,9.8,3.8,00110
87.0,47.0,94.0,XXX,XX,03,  Tarali Union,425,40.7,59.3,0.0,75.8,85.6,12.0,2.4,00110
87.0,86.0,XX.0,XXX,XX,03,  Shyamnagar Upazila,3872,0.6,51.2,48.2,54.2,81.7,15.0,3.3,00110
87.0,86.0,94.0,XXX,XX,03,  Shyamnagar Union,3872,0.6,51.2,48.2,54.2,81.7,15.0,3.3,00110
87.0,90.0,XX.0,XXX,XX,03,  Tala Upazila,2355,4.0,91.8,4.2,72.6,82.4,15.8,1.8,00110
87.0,90.0,87.0,XXX,XX,03,  Tala Union,2355,4.0,91.8,4.2,72.6,82.4,15.8,1.8,00110
42.0,XX.0,XX.0,XXX,XX,03, Jhalokati Zila,6348,0.0,99.5,0.5,70.8,79.4,18.7,1.8,00110
42.0,40.0,XX.0,XXX,XX,03,  Jhalokati Sadar Upazila,182,0.0,100.0,0.0,79.1,97.8,0.5,1.6,00110
42.0,40.0,85.0,XXX,XX,03,  Ponabalia Union,182,0.0,100.0,0.0,79.1,97.8,0.5,1.6,00110
42.0,43.0,XX.0,XXX,XX,03,  Kanthalia Upazila,2588,0.0,99.0,1.0,69.2,83.4,14.9,1.7,00110
42.0,43.0,63.0,XXX,XX,03,  Kanthalia Union,2588,0.0,99.0,1.0,69.2,83.4,14.9,1.7,00110
42.0,84.0,XX.0,XXX,XX,03,  Rajapur Upazila,3578,0.0,99.9,0.1,71.5,75.6,22.4,2.0,00110
42.0,84.0,40.0,XXX,XX,03,  Mathbari Union,710,0.0,100.0,0.0,63.9,84.2,13.1,2.7,00110
42.0,84.0,54.0,XXX,XX,03,  Rajapur Union,2868,0.0,99.9,0.1,73.4,73.5,24.8,1.8,00110
78.0,XX.0,XX.0,XXX,XX,03, Patuakhali Zila,17250,1.8,96.2,2.0,40.4,90.5,8.5,0.9,00110
78.0,38.0,XX.0,XXX,XX,03,  Bauphal Upazila,1166,0.1,99.7,0.2,37.0,97.6,1.9,0.5,00110
78.0,38.0,29.0,XXX,XX,03,  Bauphal Union,257,0.0,99.2,0.8,40.1,99.2,0.8,0.0,00110
78.0,38.0,35.0,XXX,XX,03,  Daspara Union,909,0.1,99.9,0.0,36.2,97.1,2.2,0.7,00110
78.0,52.0,XX.0,XXX,XX,03,  Dashmina Upazila,4219,0.7,95.6,3.7,33.2,91.9,7.5,0.6,00110
78.0,52.0,31.0,XXX,XX,03,  Banshbaria Union,924,0.0,100.0,0.0,27.9,92.2,7.3,0.5,00110
78.0,52.0,52.0,XXX,XX,03,  Dashmina Union,3295,0.8,94.4,4.8,34.7,91.9,7.5,0.6,00110
78.0,55.0,XX.0,XXX,XX,03,  Dumki Upazila,2519,1.8,96.3,1.9,64.5,81.9,17.4,0.7,00110
78.0,55.0,93.0,XXX,XX,03,  Sreerampur Union,2519,1.8,96.3,1.9,64.5,81.9,17.4,0.7,00110
78.0,57.0,XX.0,XXX,XX,03,  Galachipa Upazila,1159,0.8,99.2,0.0,21.1,97.6,1.4,1.0,00110
78.0,57.0,50.0,XXX,XX,03,  Chiknikandi Union,364,0.0,100.0,0.0,26.9,96.2,3.3,0.5,00110
78.0,57.0,67.0,XXX,XX,03,  Galachipa Union,795,1.1,98.9,0.0,18.5,98.2,0.5,1.3,00110
78.0,66.0,XX.0,XXX,XX,03,  Kala Para Upazila,2142,0.6,99.4,0.0,30.1,95.3,1.6,3.1,00110
78.0,66.0,83.0,XXX,XX,03,  Tiakhali Union,2142,0.6,99.4,0.0,30.1,95.3,1.6,3.1,00110
78.0,76.0,XX.0,XXX,XX,03,  Mirzaganj Upazila,5035,4.4,93.5,2.1,43.9,86.6,12.9,0.6,00110
78.0,76.0,13.0,XXX,XX,03,  Amragachhia Union,652,19.8,79.6,0.6,72.5,75.5,23.9,0.6,00110
78.0,76.0,27.0,XXX,XX,03,  Deuli Subidkhali Union,2584,3.5,92.7,3.8,51.7,81.8,17.7,0.5,00110
78.0,76.0,81.0,XXX,XX,03,  Mirzaganj Union,1799,0.1,99.8,0.2,22.3,97.5,1.9,0.6,00110
78.0,95.0,XX.0,XXX,XX,03,  Patuakhali Sadar Upazila,1010,0.0,96.5,3.5,41.2,99.4,0.1,0.5,00110
78.0,95.0,27.0,XXX,XX,03,  Jainkati Union,1010,0.0,96.5,3.5,41.2,99.4,0.1,0.5,00110
6.0,XX.0,XX.0,XXX,XX,03, Barisal Zila,15640,1.0,96.9,2.1,69.3,87.9,10.2,1.8,00110
6.0,2.0,XX.0,XXX,XX,03,  Agailjhara Upazila,2373,1.5,88.8,9.7,71.0,84.1,14.1,1.8,00110
6.0,2.0,15.0,XXX,XX,03,  Bakal Union,753,3.2,66.9,29.9,77.6,78.4,19.1,2.5,00110
6.0,2.0,47.0,XXX,XX,03,  Gaila Union,1620,0.7,99.0,0.4,68.0,86.8,11.8,1.4,00110
6.0,3.0,XX.0,XXX,XX,03,  Babuganj Upazila,2174,2.6,95.8,1.6,81.6,82.3,15.8,1.9,00110
6.0,3.0,81.0,XXX,XX,03,  Rahmatpur Union,2174,2.6,95.8,1.6,81.6,82.3,15.8,1.9,00110
6.0,7.0,XX.0,XXX,XX,03,  Bakerganj Upazila,901,0.2,99.8,0.0,50.1,97.9,1.0,1.1,00110
6.0,7.0,12.0,XXX,XX,03,  Bhar Pasha Union,752,0.3,99.7,0.0,52.1,98.3,0.4,1.3,00110
6.0,7.0,94.0,XXX,XX,03,  Rangasree Union,149,0.0,100.0,0.0,39.6,96.0,4.0,0.0,00110
6.0,10.0,XX.0,XXX,XX,03,  Banari Para Upazila,1533,0.0,100.0,0.0,68.6,94.8,4.0,1.2,00110
6.0,10.0,42.0,XXX,XX,03,  Chakhar Union,797,0.0,100.0,0.0,71.5,91.3,6.9,1.8,00110
6.0,10.0,63.0,XXX,XX,03,  Salia Bakpur Union,736,0.0,100.0,0.0,65.4,98.6,0.8,0.5,00110
6.0,36.0,XX.0,XXX,XX,03,  Hizla Upazila,2991,0.1,99.8,0.1,67.1,92.9,6.2,0.9,00110
6.0,36.0,13.0,XXX,XX,03,  Bara Jalia Union,2991,0.1,99.8,0.1,67.1,92.9,6.2,0.9,00110
6.0,51.0,XX.0,XXX,XX,03,  Barisal Sadar Upazila,2288,1.2,98.8,0.0,69.4,91.2,6.2,2.6,00110
6.0,51.0,34.0,XXX,XX,03,  Char Baria Union,775,0.0,100.0,0.0,78.3,89.5,7.1,3.4,00110
6.0,51.0,43.0,XXX,XX,03,  Char Kowa Union,1513,1.8,98.1,0.1,64.8,92.1,5.7,2.2,00110
6.0,62.0,XX.0,XXX,XX,03,  Mehendiganj Upazila,795,0.0,99.7,0.3,25.8,98.0,0.1,1.9,00110
6.0,62.0,87.0,XXX,XX,03,  Mehendiganj Union,795,0.0,99.7,0.3,25.8,98.0,0.1,1.9,00110
6.0,94.0,XX.0,XXX,XX,03,  Wazirpur Upazila,2585,1.0,96.8,2.2,80.7,76.8,20.3,2.9,00110
6.0,94.0,31.0,XXX,XX,03,  Guthia Union,510,0.0,90.6,9.4,56.9,85.7,8.8,5.5,00110
6.0,94.0,84.0,XXX,XX,03,  Shikarpur Union,2075,1.2,98.4,0.4,86.5,74.7,23.1,2.2,00110
79.0,XX.0,XX.0,XXX,XX,03, Pirojpur Zila,18966,1.6,87.7,10.6,69.3,82.4,15.9,1.7,00110
79.0,14.0,XX.0,XXX,XX,03,  Bhandaria Upazila,5683,1.7,97.9,0.4,77.8,74.3,23.4,2.4,00110
79.0,14.0,11.0,XXX,XX,03,  Bhandaria Union,4474,1.9,97.9,0.2,80.9,71.8,26.2,2.0,00110
79.0,14.0,71.0,XXX,XX,03,  Nudmulla Union,1209,0.8,97.9,1.2,66.5,83.4,12.8,3.8,00110
79.0,47.0,XX.0,XXX,XX,03,  Kawkhali Upazila,2304,1.0,98.4,0.6,76.1,64.5,33.2,2.3,00110
79.0,47.0,15.0,XXX,XX,03,  Amrajuri Union,695,0.0,100.0,0.0,44.2,82.6,13.4,4.0,00110
79.0,47.0,47.0,XXX,XX,03,  Kawkhali Union,1609,1.5,97.7,0.8,89.9,56.7,41.8,1.5,00110
79.0,58.0,XX.0,XXX,XX,03,  Mathbaria Upazila,2460,3.1,34.2,62.7,40.1,96.7,1.8,1.5,00110
79.0,58.0,60.0,XXX,XX,03,  Mathbaria Union,2460,3.1,34.2,62.7,40.1,96.7,1.8,1.5,00110
79.0,76.0,XX.0,XXX,XX,03,  Nazirpur Upazila,973,0.3,68.9,30.8,55.5,75.4,22.3,2.3,00110
79.0,76.0,52.0,XXX,XX,03,  Nazirpur Union,973,0.3,68.9,30.8,55.5,75.4,22.3,2.3,00110
79.0,87.0,XX.0,XXX,XX,03,  Nesarabad Upazila,6164,0.4,99.6,0.0,78.8,90.5,8.6,0.8,00110
79.0,87.0,76.0,XXX,XX,03,  Sohagdal Union,2429,0.9,99.1,0.0,75.7,90.3,9.1,0.6,00110
79.0,87.0,85.0,XXX,XX,03,  Sutiakati Union,3048,0.1,99.9,0.0,85.6,89.1,9.8,1.1,00110
79.0,87.0,95.0,XXX,XX,03,  Nesarabad (Swarupkati) Union,687,0.0,100.0,0.0,59.7,97.8,1.6,0.6,00110
79.0,90.0,XX.0,XXX,XX,03,  Zianagar Upazila,1382,6.4,83.6,10.0,42.2,88.3,10.1,1.6,00110
79.0,90.0,51.0,XXX,XX,03,  Pattashi Union,1382,6.4,83.6,10.0,42.2,88.3,10.1,1.6,00110
9.0,XX.0,XX.0,XXX,XX,03, Bhola Zila,26255,0.3,97.0,2.6,38.7,95.4,2.2,2.4,00110
9.0,18.0,XX.0,XXX,XX,03,  Bhola Sadar Upazila,7972,0.6,98.4,1.0,63.3,94.7,3.4,1.9,00110
9.0,18.0,12.0,XXX,XX,03,  Alinagar Union,201,0.0,100.0,0.0,82.1,93.5,2.0,4.5,00110
9.0,18.0,14.0,XXX,XX,03,  Bapta Union,6184,0.7,98.0,1.3,61.2,94.4,4.0,1.6,00110
9.0,18.0,36.0,XXX,XX,03,  Dhania Union,1587,0.1,99.9,0.0,69.0,96.0,1.2,2.8,00110
9.0,21.0,XX.0,XXX,XX,03,  Burhanuddin Upazila,5378,0.2,98.1,1.7,34.4,98.0,0.7,1.4,00110
9.0,21.0,16.0,XXX,XX,03,  Bara Manika Union,2115,0.3,95.6,4.2,45.2,97.8,0.9,1.3,00110
9.0,21.0,57.0,XXX,XX,03,  Kutba Union,3263,0.1,99.7,0.2,27.3,98.1,0.5,1.4,00110
9.0,25.0,XX.0,XXX,XX,03,  Char Fasson Upazila,4804,0.1,92.0,7.9,30.6,92.9,0.6,6.5,00110
9.0,25.0,66.0,XXX,XX,03,  Jinnaghar Union,4804,0.1,92.0,7.9,30.6,92.9,0.6,6.5,00110
9.0,54.0,XX.0,XXX,XX,03,  Lalmohan Upazila,3355,0.1,99.4,0.5,18.3,97.7,0.4,1.9,00110
9.0,54.0,57.0,XXX,XX,03,  Lalmohan Union,3355,0.1,99.4,0.5,18.3,97.7,0.4,1.9,00110
9.0,65.0,XX.0,XXX,XX,03,  Manpura Upazila,209,0.0,100.0,0.0,30.1,97.1,2.9,0.0,00110
9.0,65.0,23.0,XXX,XX,03,  Hajirhat Union,209,0.0,100.0,0.0,30.1,97.1,2.9,0.0,00110
9.0,91.0,XX.0,XXX,XX,03,  Tazumuddin Upazila,4537,0.6,96.8,2.6,24.6,94.7,4.7,0.7,00110
9.0,91.0,57.0,XXX,XX,03,  Chandpur Union,4537,0.6,96.8,2.6,24.6,94.7,4.7,0.7,00110
