ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Source of Drinking Water (%)-Tap,Source of Drinking Water (%)-Tube-Well,Source of Drinking Water (%)-Other,Electricity Connection (%),Housing Tenancy (%)-Owned,Housing Tenancy (%)-Rented,Housing Tenancy (%)-Rent free,check_var
64.0,75.0,3.0,XXX,XX,XX,  Ward No-03 Total,1106,22.5,75.9,1.5,92.9,61.1,37.6,1.3,00111
64.0,75.0,4.0,XXX,XX,XX,  Ward No-04 Total,606,5.0,94.2,0.8,70.1,84.0,15.0,1.0,00111
64.0,75.0,5.0,XXX,XX,XX,  Ward No-05 Total,488,3.3,96.7,0.0,81.1,86.3,11.7,2.0,00111
64.0,75.0,6.0,XXX,XX,XX,  Ward No-06 Total,801,6.1,93.8,0.1,88.9,69.2,29.8,1.0,00111
64.0,75.0,7.0,XXX,XX,XX,  Ward No-07 Total,730,15.8,83.7,0.5,88.1,61.6,33.6,4.8,00111
64.0,75.0,8.0,XXX,XX,XX,  Ward No-08 Total,337,2.1,97.6,0.3,63.8,84.9,14.2,0.9,00111
64.0,75.0,9.0,XXX,XX,XX,  Ward No-09 Total,403,6.2,93.8,0.0,74.7,86.4,11.2,2.5,00111
64.0,75.0,12.0,XXX,XX,XX,  Akbarpur Union Total,5453,16.4,74.5,9.1,39.4,95.4,1.2,3.4,00111
64.0,75.0,17.0,XXX,XX,XX,  Amair Union Total,5474,0.2,96.5,3.3,11.8,99.4,0.1,0.5,00111
64.0,75.0,25.0,XXX,XX,XX,  Dibar Union Total,4133,3.0,66.1,30.8,30.2,83.2,0.5,16.3,00111
64.0,75.0,34.0,XXX,XX,XX,  Ghoshnagar Union Total,5668,0.9,94.8,4.2,34.9,98.1,0.5,1.4,00111
64.0,75.0,43.0,XXX,XX,XX,  Krishnapur Union Total,5947,1.4,95.8,2.8,29.8,94.3,0.2,5.5,00111
64.0,75.0,51.0,XXX,XX,XX,  Matindhar Union Total,5031,5.9,79.4,14.7,42.9,97.4,0.6,2.0,00111
64.0,75.0,60.0,XXX,XX,XX,  Nazipur Union Total,3003,0.2,97.1,2.7,46.9,96.8,0.2,3.1,00111
64.0,75.0,69.0,XXX,XX,XX,  Nirmail Union Total,3297,0.7,67.7,31.6,12.7,91.0,0.0,9.0,00111
64.0,75.0,77.0,XXX,XX,XX,  Patichara Union Total,5111,0.5,93.2,6.3,33.1,96.9,0.1,3.0,00111
64.0,75.0,86.0,XXX,XX,XX,  Patnitala Union Total,5516,0.9,96.4,2.7,43.5,95.1,0.3,4.6,00111
64.0,75.0,94.0,XXX,XX,XX,  Shihara Union Total,4641,0.9,42.4,56.6,9.8,94.1,0.2,5.7,00111
64.0,79.0,XX.0,XXX,XX,XX,Porsha Upazila Total,30709,5.9,57.0,37.2,27.4,89.2,0.8,10.0,00111
64.0,79.0,15.0,XXX,XX,XX,  Chhaor Union Total,4475,3.7,59.2,37.1,31.1,90.2,0.2,9.6,00111
64.0,79.0,23.0,XXX,XX,XX,  Ganguria Union Total,3730,3.4,24.7,71.9,34.0,95.6,1.4,3.0,00111
64.0,79.0,31.0,XXX,XX,XX,  Ghatnagar Union Total,5119,3.6,57.9,38.5,29.4,84.6,0.1,15.3,00111
64.0,79.0,47.0,XXX,XX,XX,  Masidpur Union Total,5248,0.1,93.6,6.3,22.3,77.8,0.7,21.5,00111
64.0,79.0,55.0,XXX,XX,XX,Nithpur Union Total,7063,17.3,80.1,2.6,21.0,97.3,1.5,1.2,00111
64.0,79.0,87.0,XXX,XX,XX,  Tentulia Union Total,5074,1.8,7.8,90.4,31.5,88.8,1.0,10.2,00111
64.0,85.0,XX.0,XXX,XX,XX,Raninagar Upazila Total,45581,0.7,95.9,3.4,53.5,95.5,1.1,3.4,00111
64.0,85.0,10.0,XXX,XX,XX,  Bargachha Union Total,5559,0.3,96.4,3.3,41.1,93.8,0.2,6.0,00111
64.0,85.0,21.0,XXX,XX,XX,  Ekdala Union Total,6564,0.2,95.9,3.9,38.0,96.7,0.0,3.3,00111
64.0,85.0,31.0,XXX,XX,XX,  Gona Union Total,4910,1.8,94.0,4.2,64.2,97.9,0.7,1.5,00111
64.0,85.0,42.0,XXX,XX,XX,  Kaligram Union Total,6580,1.4,95.5,3.2,56.4,94.9,1.7,3.5,00111
64.0,85.0,52.0,XXX,XX,XX,  Kashimpur Union Total,4739,0.3,98.5,1.3,61.8,94.4,1.6,4.1,00111
64.0,85.0,63.0,XXX,XX,XX,  Mirat Union Total,4974,0.2,91.5,8.3,55.3,94.8,0.2,5.1,00111
64.0,85.0,73.0,XXX,XX,XX,  Parail Union Total,6314,0.3,98.1,1.6,45.2,97.6,0.1,2.2,00111
64.0,85.0,84.0,XXX,XX,XX,Raninagar Union Total,5941,1.2,96.8,2.0,70.7,93.6,4.6,1.8,00111
64.0,86.0,XX.0,XXX,XX,XX,Sapahar Upazila Total,36097,10.8,68.6,20.6,24.4,93.7,2.1,4.2,00111
64.0,86.0,17.0,XXX,XX,XX,  Aihai Union Total,4838,1.0,98.0,1.0,18.9,98.3,0.7,1.0,00111
64.0,86.0,39.0,XXX,XX,XX,  Goala Union Total,7910,17.2,79.7,3.0,15.0,99.1,0.2,0.7,00111
64.0,86.0,63.0,XXX,XX,XX,  Pathari Union Total,5233,2.2,96.2,1.6,16.5,97.3,0.1,2.6,00111
64.0,86.0,71.0,XXX,XX,XX,Sapahar Union Total,6727,13.4,21.3,65.3,38.6,84.0,9.6,6.4,00111
64.0,86.0,79.0,XXX,XX,XX,Shiranti Union Total,6125,21.6,75.8,2.6,17.8,96.8,0.4,2.8,00111
64.0,86.0,94.0,XXX,XX,XX,  Tilna Union Total,5264,2.6,49.7,47.8,41.3,86.7,0.5,12.8,00111
76.0,XX.0,XX.0,XXX,XX,XX,Pabna Zila Total,588891,2.1,93.6,4.4,60.1,92.1,3.5,4.4,00111
76.0,5.0,XX.0,XXX,XX,XX,Atgharia Upazila Total,38411,1.0,94.5,4.5,47.8,96.7,0.5,2.8,00111
76.0,5.0,1.0,XXX,XX,XX,  Ward No-01 Total,499,2.2,84.8,13.0,60.1,95.8,2.8,1.4,00111
76.0,5.0,2.0,XXX,XX,XX,  Ward No-02 Total,333,2.7,63.4,33.9,60.7,89.2,1.2,9.6,00111
76.0,5.0,3.0,XXX,XX,XX,  Ward No-03 Total,334,0.3,99.7,0.0,67.7,87.7,10.2,2.1,00111
76.0,5.0,4.0,XXX,XX,XX,  Ward No-04 Total,360,1.1,97.5,1.4,52.2,88.9,5.3,5.8,00111
76.0,5.0,5.0,XXX,XX,XX,  Ward No-05 Total,346,4.3,93.1,2.6,54.6,94.2,1.2,4.6,00111
76.0,5.0,6.0,XXX,XX,XX,  Ward No-06 Total,392,2.3,90.8,6.9,44.1,95.9,0.8,3.3,00111
76.0,5.0,7.0,XXX,XX,XX,  Ward No-07 Total,465,4.3,94.8,0.9,70.3,95.5,3.2,1.3,00111
76.0,5.0,8.0,XXX,XX,XX,  Ward No-08 Total,355,1.7,97.5,0.8,65.9,90.4,8.2,1.4,00111
76.0,5.0,9.0,XXX,XX,XX,  Ward No-09 Total,302,3.0,97.0,0.0,75.8,87.7,7.6,4.6,00111
76.0,5.0,15.0,XXX,XX,XX,  Chandba Union Total,6594,1.7,90.9,7.4,45.0,97.5,0.1,2.4,00111
76.0,5.0,31.0,XXX,XX,XX,  Debottar Union Total,5197,0.6,94.0,5.4,41.2,98.5,0.1,1.4,00111
76.0,5.0,47.0,XXX,XX,XX,  Ekdanta Union Total,8463,0.6,97.8,1.7,54.8,95.5,0.4,4.1,00111
76.0,5.0,63.0,XXX,XX,XX,  Lakshmipur Union Total,5633,0.1,96.9,3.0,45.2,97.4,0.1,2.5,00111
76.0,5.0,79.0,XXX,XX,XX,  Majh Para Union Total,9138,1.1,94.1,4.7,43.7,97.5,0.1,2.4,00111
76.0,16.0,XX.0,XXX,XX,XX,Bera Upazila Total,57350,0.8,94.5,4.7,53.5,90.0,2.3,7.6,00111
76.0,16.0,1.0,XXX,XX,XX,  Ward No-01 Total,916,0.4,95.7,3.8,81.9,86.4,2.8,10.8,00111
76.0,16.0,2.0,XXX,XX,XX,  Ward No-02 Total,959,2.0,95.4,2.6,81.5,78.3,10.4,11.3,00111
76.0,16.0,3.0,XXX,XX,XX,  Ward No-03 Total,1016,2.8,95.7,1.6,87.4,88.1,4.0,7.9,00111
76.0,16.0,4.0,XXX,XX,XX,  Ward No-04 Total,1315,4.1,95.6,0.3,80.2,76.3,7.6,16.0,00111
76.0,16.0,5.0,XXX,XX,XX,  Ward No-05 Total,1508,0.2,99.4,0.4,44.1,76.9,0.5,22.6,00111
76.0,16.0,6.0,XXX,XX,XX,  Ward No-06 Total,890,0.0,100.0,0.0,23.5,75.5,0.0,24.5,00111
76.0,16.0,7.0,XXX,XX,XX,  Ward No-07 Total,1478,4.0,95.2,0.8,71.0,92.2,2.8,5.0,00111
76.0,16.0,8.0,XXX,XX,XX,  Ward No-08 Total,1890,1.1,95.0,3.9,78.5,73.5,14.2,12.3,00111
76.0,16.0,9.0,XXX,XX,XX,  Ward No-09 Total,1015,5.1,92.1,2.8,89.0,72.5,17.7,9.8,00111
76.0,16.0,15.0,XXX,XX,XX,  Chakla Union Total,3393,0.2,97.3,2.4,48.5,82.8,0.1,17.2,00111
76.0,16.0,21.0,XXX,XX,XX,  Dhalar Char Union Total,3829,0.2,93.2,6.6,12.1,96.1,2.6,1.4,00111
76.0,16.0,31.0,XXX,XX,XX,  Haturia Nakalia Union Total,7376,0.1,93.0,7.0,49.3,96.4,0.5,3.1,00111
76.0,16.0,42.0,XXX,XX,XX,  Jatsakhni Union Total,12400,0.7,95.1,4.2,63.7,91.8,2.5,5.7,00111
76.0,16.0,47.0,XXX,XX,XX,  Kytola Union Total,3123,0.2,90.2,9.6,54.1,90.1,1.6,8.4,00111
76.0,16.0,52.0,XXX,XX,XX,  Masundia Union Total,4847,0.3,92.8,6.9,42.0,95.3,0.6,4.1,00111
76.0,16.0,63.0,XXX,XX,XX,  Nutan Bharenga Union Total,4315,0.1,96.7,3.2,55.6,93.5,0.3,6.2,00111
76.0,16.0,73.0,XXX,XX,XX,  Puran Bharenga Union Total,2819,2.1,92.0,5.9,34.9,96.1,0.4,3.5,00111
76.0,16.0,84.0,XXX,XX,XX,  Ruppur Union Total,4261,0.4,95.3,4.4,51.1,87.6,0.4,12.0,00111
76.0,19.0,XX.0,XXX,XX,XX,Bhangura Upazila Total,28774,4.5,89.6,6.0,49.7,94.7,2.5,2.7,00111
76.0,19.0,1.0,XXX,XX,XX,  Ward No-01 Total,600,8.5,91.5,0.0,51.0,84.5,11.0,4.5,00111
76.0,19.0,2.0,XXX,XX,XX,  Ward No-02 Total,549,1.5,98.5,0.0,58.7,78.1,6.9,14.9,00111
76.0,19.0,3.0,XXX,XX,XX,  Ward No-03 Total,406,73.4,22.9,3.7,95.3,72.4,23.6,3.9,00111
76.0,19.0,4.0,XXX,XX,XX,  Ward No-04 Total,564,3.7,84.6,11.7,40.2,99.1,0.5,0.4,00111
76.0,19.0,5.0,XXX,XX,XX,  Ward No-05 Total,457,42.7,49.5,7.9,85.1,72.6,24.3,3.1,00111
76.0,19.0,6.0,XXX,XX,XX,  Ward No-06 Total,428,15.2,83.4,1.4,60.0,90.7,8.9,0.5,00111
76.0,19.0,7.0,XXX,XX,XX,  Ward No-07 Total,546,21.8,78.0,0.2,82.4,76.2,21.1,2.7,00111
76.0,19.0,8.0,XXX,XX,XX,  Ward No-08 Total,696,21.0,78.6,0.4,72.3,73.9,24.0,2.2,00111
76.0,19.0,9.0,XXX,XX,XX,  Ward No-09 Total,418,3.1,80.4,16.5,56.0,84.0,6.5,9.6,00111
76.0,19.0,15.0,XXX,XX,XX,  Ashta Manisha Union Total,4162,0.7,97.7,1.6,61.6,97.5,1.0,1.5,00111
76.0,19.0,31.0,XXX,XX,XX,  Bhangura Union Total,5869,1.2,95.1,3.7,46.5,97.0,0.1,2.9,00111
76.0,19.0,47.0,XXX,XX,XX,  Dil Pasar Union Total,3607,0.7,95.3,4.0,41.5,97.7,0.1,2.3,00111
76.0,19.0,63.0,XXX,XX,XX,  Khan Marich Union Total,6561,0.9,88.8,10.3,39.5,98.3,0.1,1.6,00111
76.0,19.0,79.0,XXX,XX,XX,  Parbhanguria Union Total,3911,4.5,84.7,10.8,47.2,95.8,0.4,3.8,00111
76.0,22.0,XX.0,XXX,XX,XX,Chatmohar Upazila Total,70115,1.5,93.2,5.2,43.8,96.0,1.4,2.6,00111
76.0,22.0,1.0,XXX,XX,XX,  Ward No-01 Total,344,8.1,91.9,0.0,82.0,89.0,10.8,0.3,00111
76.0,22.0,2.0,XXX,XX,XX,  Ward No-02 Total,419,8.4,91.6,0.0,92.4,80.0,16.9,3.1,00111
76.0,22.0,3.0,XXX,XX,XX,  Ward No-03 Total,434,20.0,76.3,3.7,96.5,76.7,20.5,2.8,00111
76.0,22.0,4.0,XXX,XX,XX,  Ward No-04 Total,360,26.7,72.8,0.6,88.1,61.4,31.9,6.7,00111
76.0,22.0,5.0,XXX,XX,XX,  Ward No-05 Total,322,14.6,85.4,0.0,86.6,77.6,20.8,1.6,00111
76.0,22.0,6.0,XXX,XX,XX,  Ward No-06 Total,370,29.2,68.6,2.2,92.2,69.7,24.1,6.2,00111
76.0,22.0,7.0,XXX,XX,XX,  Ward No-07 Total,307,18.9,80.8,0.3,90.6,73.0,24.8,2.3,00111
76.0,22.0,8.0,XXX,XX,XX,  Ward No-08 Total,238,14.3,83.2,2.5,87.4,84.5,9.2,6.3,00111
76.0,22.0,9.0,XXX,XX,XX,  Ward No-09 Total,490,20.2,78.8,1.0,82.2,70.4,19.0,10.6,00111
76.0,22.0,11.0,XXX,XX,XX,  Chhaikhola Union Total,7250,0.2,95.7,4.2,45.3,98.8,0.4,0.8,00111
76.0,22.0,13.0,XXX,XX,XX,  Bilchalan Union Total,4411,0.4,96.7,2.9,52.9,90.6,0.5,8.9,00111
76.0,22.0,25.0,XXX,XX,XX,  Danthia Bamangram Union Total,6699,0.3,90.8,8.9,32.0,98.8,0.2,1.0,00111
76.0,22.0,34.0,XXX,XX,XX,  Failjana Union Total,7696,2.2,89.4,8.5,41.0,97.3,0.4,2.3,00111
76.0,22.0,43.0,XXX,XX,XX,  Gunaigachha Union Total,3026,0.5,96.6,3.0,45.6,95.4,0.1,4.6,00111
76.0,22.0,51.0,XXX,XX,XX,  Handial Union Total,6897,0.3,93.3,6.4,40.0,97.2,0.5,2.3,00111
76.0,22.0,60.0,XXX,XX,XX,  Haripur Union Total,7180,1.1,97.7,1.2,44.4,97.3,0.4,2.3,00111
76.0,22.0,70.0,XXX,XX,XX,  Mothurapur Union Total,4234,1.1,94.9,3.9,40.6,95.8,1.0,3.2,00111
76.0,22.0,77.0,XXX,XX,XX,  Mulgram Union Total,7622,0.7,98.5,0.7,32.2,97.7,1.0,1.3,00111
76.0,22.0,86.0,XXX,XX,XX,  Nimaichara Union Total,6460,0.2,86.9,12.8,46.2,96.7,0.3,2.9,00111
76.0,22.0,94.0,XXX,XX,XX,  Parshadanga Union Total,5356,0.7,94.1,5.2,45.2,97.5,0.4,2.0,00111
76.0,33.0,XX.0,XXX,XX,XX,Faridpur Upazila Total,30802,2.3,86.5,11.2,56.2,92.6,1.5,5.9,00111
76.0,33.0,1.0,XXX,XX,XX,  Ward No-01 Total,456,37.3,62.7,0.0,91.4,73.0,10.3,16.7,00111
76.0,33.0,2.0,XXX,XX,XX,  Ward No-02 Total,309,27.8,72.2,0.0,90.3,70.9,12.3,16.8,00111
76.0,33.0,3.0,XXX,XX,XX,  Ward No-03 Total,367,0.0,100.0,0.0,55.6,91.0,3.8,5.2,00111
76.0,33.0,4.0,XXX,XX,XX,  Ward No-04 Total,436,23.9,75.5,0.7,86.2,67.7,28.4,3.9,00111
76.0,33.0,5.0,XXX,XX,XX,  Ward No-05 Total,254,1.6,98.4,0.0,73.6,88.2,1.6,10.2,00111
76.0,33.0,6.0,XXX,XX,XX,  Ward No-06 Total,320,7.8,91.6,0.6,73.1,84.4,5.6,10.0,00111
76.0,33.0,7.0,XXX,XX,XX,  Ward No-07 Total,660,3.8,93.9,2.3,77.9,69.2,4.2,26.5,00111
76.0,33.0,8.0,XXX,XX,XX,  Ward No-08 Total,157,2.5,94.3,3.2,79.6,73.9,7.6,18.5,00111
76.0,33.0,9.0,XXX,XX,XX,  Ward No-09 Total,216,2.3,97.2,0.5,74.5,82.4,4.2,13.4,00111
76.0,33.0,10.0,XXX,XX,XX,  Banwarinagar Union Total,2935,0.5,98.5,1.0,61.4,82.4,0.4,17.1,00111
76.0,33.0,31.0,XXX,XX,XX,  Bri-Lahiribari Union Total,3797,3.5,86.2,10.4,61.2,98.2,0.3,1.5,00111
76.0,33.0,42.0,XXX,XX,XX,  Demra Union Total,4277,0.6,80.8,18.6,56.5,94.6,2.0,3.5,00111
76.0,33.0,52.0,XXX,XX,XX,  Faridpur Union Total,4923,0.8,97.7,1.6,59.3,89.3,0.2,10.4,00111
76.0,33.0,63.0,XXX,XX,XX,  Hadal Union Total,4681,0.1,66.1,33.8,41.6,97.5,0.9,1.5,00111
76.0,33.0,84.0,XXX,XX,XX,  Pungali Union Total,7014,0.9,91.4,7.8,48.6,98.8,0.2,0.9,00111
76.0,39.0,XX.0,XXX,XX,XX,Ishwardi Upazila Total,73089,3.0,93.6,3.4,77.6,87.7,6.2,6.1,00111
76.0,39.0,1.0,XXX,XX,XX,  Ward No-01 Total,1307,10.5,85.2,4.4,81.0,78.2,10.0,11.8,00111
76.0,39.0,2.0,XXX,XX,XX,  Ward No-02 Total,1584,21.6,77.1,1.3,93.9,62.2,34.1,3.7,00111
76.0,39.0,3.0,XXX,XX,XX,  Ward No-03 Total,2038,2.0,91.5,6.6,80.5,78.8,10.9,10.3,00111
76.0,39.0,4.0,XXX,XX,XX,  Ward No-04 Total,1571,7.8,89.0,3.2,85.7,55.1,17.2,27.7,00111
76.0,39.0,5.0,XXX,XX,XX,  Ward No-05 Total,1835,2.1,87.4,10.6,87.5,28.9,7.4,63.7,00111
76.0,39.0,6.0,XXX,XX,XX,  Ward No-06 Total,1702,1.9,96.1,2.1,75.3,89.2,7.6,3.2,00111
76.0,39.0,7.0,XXX,XX,XX,  Ward No-07 Total,2187,23.3,75.6,1.1,96.7,63.6,34.0,2.5,00111
76.0,39.0,8.0,XXX,XX,XX,  Ward No-08 Total,1478,20.0,78.7,1.3,95.7,60.2,33.8,6.0,00111
76.0,39.0,9.0,XXX,XX,XX,  Ward No-09 Total,1533,4.2,95.4,0.4,86.2,71.8,23.3,4.9,00111
76.0,39.0,21.0,XXX,XX,XX,  Dashuria Union Total,7271,2.4,89.3,8.3,74.9,92.4,3.6,4.0,00111
76.0,39.0,31.0,XXX,XX,XX,  Lakshmikundi Union Total,5603,0.2,97.5,2.3,67.1,97.4,0.2,2.4,00111
76.0,39.0,42.0,XXX,XX,XX,  Muladuli Union Total,9247,1.2,92.4,6.4,69.8,93.0,1.8,5.1,00111
76.0,39.0,52.0,XXX,XX,XX,  Pakshi Union Total,8187,1.3,96.9,1.8,85.1,83.4,9.6,7.0,00111
76.0,39.0,63.0,XXX,XX,XX,  Sahapur Union Total,10882,0.3,98.3,1.5,72.0,96.6,0.8,2.6,00111
76.0,39.0,73.0,XXX,XX,XX,  Silimpur Union Total,10695,1.3,97.5,1.2,83.0,97.9,0.8,1.4,00111
76.0,39.0,84.0,XXX,XX,XX,  Sara Union Total,5969,0.8,96.4,2.8,69.0,93.4,1.9,4.7,00111
76.0,55.0,XX.0,XXX,XX,XX,Pabna Sadar Upazila Total,137768,3.7,93.9,2.3,73.4,87.4,7.6,5.1,00111
76.0,55.0,1.0,XXX,XX,XX,  Ward No-01 Total,2011,5.9,94.1,0.0,98.2,59.6,33.4,7.0,00111
76.0,55.0,2.0,XXX,XX,XX,  Ward No-02 Total,3021,21.2,77.2,1.7,97.8,58.0,38.3,3.6,00111
76.0,55.0,3.0,XXX,XX,XX,  Ward No-03 Total,1731,14.8,84.2,1.0,98.8,54.4,44.2,1.4,00111
76.0,55.0,4.0,XXX,XX,XX,  Ward No-04 Total,1714,7.5,92.2,0.2,99.4,61.4,37.5,1.2,00111
76.0,55.0,5.0,XXX,XX,XX,  Ward No-05 Total,2039,6.9,92.0,1.1,99.2,68.3,30.9,0.8,00111
76.0,55.0,6.0,XXX,XX,XX,  Ward No-06 Total,2003,7.7,92.0,0.3,94.8,80.3,16.2,3.5,00111
76.0,55.0,7.0,XXX,XX,XX,  Ward No-07 Total,2134,26.1,73.3,0.6,99.6,55.9,42.5,1.6,00111
76.0,55.0,8.0,XXX,XX,XX,  Ward No-08 Total,1543,9.3,90.3,0.4,95.5,65.2,31.7,3.1,00111
76.0,55.0,9.0,XXX,XX,XX,  Ward No-09 Total,2437,18.9,79.3,1.8,91.6,68.7,25.0,6.3,00111
76.0,55.0,10.0,XXX,XX,XX,  Ward No-10 Total,2137,24.3,74.0,1.7,97.1,68.9,29.2,1.9,00111
76.0,55.0,11.0,XXX,XX,XX,  Ward No-11 Total,2903,20.4,78.7,0.8,98.2,66.5,29.8,3.7,00111
76.0,55.0,12.0,XXX,XX,XX,  Ward No-12 Total,2353,14.7,83.7,1.6,90.5,85.0,13.0,2.1,00111
76.0,55.0,13.0,XXX,XX,XX,  Ward No-13 Total,2630,5.2,94.6,0.2,94.9,61.8,21.7,16.5,00111
76.0,55.0,14.0,XXX,XX,XX,  Ward No-14 Total,1539,2.8,96.5,0.7,94.3,65.8,12.7,21.5,00111
76.0,55.0,15.0,XXX,XX,XX,  Ward No-15 Total,2164,3.5,95.8,0.6,83.7,79.4,6.2,14.4,00111
76.0,55.0,16.0,XXX,XX,XX,  Ataikola Union Total,10214,1.4,94.7,3.9,62.8,96.0,0.5,3.5,00111
76.0,55.0,17.0,XXX,XX,XX,  Bharara Union Total,12522,0.3,97.3,2.4,47.3,96.8,0.1,3.1,00111
76.0,55.0,25.0,XXX,XX,XX,  Char Tarapur Union Total,6688,0.1,99.1,0.8,68.5,98.7,0.0,1.2,00111
76.0,55.0,34.0,XXX,XX,XX,  Dapunia Union Total,9177,0.6,95.4,4.0,72.8,96.3,0.3,3.4,00111
76.0,55.0,43.0,XXX,XX,XX,  Dogachhi Union Total,19259,0.3,98.2,1.5,71.0,91.3,3.6,5.1,00111
76.0,55.0,51.0,XXX,XX,XX,  Gayeshpur Union Total,9162,1.8,94.0,4.2,73.6,94.5,1.9,3.6,00111
76.0,55.0,60.0,XXX,XX,XX,  Hemayetpur Union Total,12670,0.2,98.5,1.3,72.7,96.2,0.8,3.0,00111
76.0,55.0,69.0,XXX,XX,XX,  Malanchi Union Total,7465,1.1,96.7,2.2,76.5,93.0,3.2,3.8,00111
76.0,55.0,77.0,XXX,XX,XX,  Maligachha Union Total,10665,2.1,91.5,6.3,74.9,80.6,1.9,17.5,00111
76.0,55.0,94.0,XXX,XX,XX,  Sadullahpur Union Total,7587,0.1,98.1,1.8,43.5,98.1,0.6,1.3,00111
76.0,72.0,XX.0,XXX,XX,XX,Santhia Upazila Total,88964,0.6,94.1,5.3,53.6,96.1,1.5,2.5,00111
76.0,72.0,1.0,XXX,XX,XX,  Ward No-01 Total,819,0.1,96.8,3.1,43.7,97.8,0.6,1.6,00111
76.0,72.0,2.0,XXX,XX,XX,  Ward No-02 Total,1110,0.5,94.5,5.0,62.5,98.5,0.2,1.4,00111
76.0,72.0,3.0,XXX,XX,XX,  Ward No-03 Total,1000,0.1,97.4,2.5,58.3,99.1,0.2,0.7,00111
76.0,72.0,4.0,XXX,XX,XX,  Ward No-04 Total,980,1.0,99.0,0.0,68.5,99.1,0.4,0.5,00111
76.0,72.0,5.0,XXX,XX,XX,  Ward No-05 Total,1191,10.6,89.3,0.2,78.6,76.1,21.7,2.2,00111
76.0,72.0,6.0,XXX,XX,XX,  Ward No-06 Total,1185,1.8,89.2,9.0,68.3,95.2,1.8,3.0,00111
76.0,72.0,7.0,XXX,XX,XX,  Ward No-07 Total,1107,0.2,96.2,3.6,57.1,98.7,0.2,1.1,00111
76.0,72.0,8.0,XXX,XX,XX,  Ward No-08 Total,767,0.0,100.0,0.0,46.5,99.9,0.0,0.1,00111
76.0,72.0,9.0,XXX,XX,XX,  Ward No-09 Total,1156,0.3,99.4,0.3,43.3,99.2,0.0,0.8,00111
76.0,72.0,15.0,XXX,XX,XX,  Ataikola Union Total,8962,0.8,95.8,3.4,58.3,93.1,3.8,3.1,00111
76.0,72.0,17.0,XXX,XX,XX,  Bhulbaria Union Total,6812,0.0,87.3,12.7,41.1,98.7,0.3,1.0,00111
76.0,72.0,25.0,XXX,XX,XX,  Dhopadaha Union Total,6643,0.1,96.3,3.6,51.2,98.4,0.1,1.5,00111
76.0,72.0,34.0,XXX,XX,XX,  Dhulauri Union Total,7357,0.1,95.7,4.1,49.0,97.8,0.4,1.8,00111
76.0,72.0,43.0,XXX,XX,XX,  Gaurigram Union Total,5846,0.1,95.5,4.4,54.9,97.2,0.0,2.8,00111
76.0,72.0,51.0,XXX,XX,XX,  Karanja Union Total,9395,0.1,98.8,1.1,53.0,96.4,1.3,2.3,00111
76.0,72.0,60.0,XXX,XX,XX,  Kashinathpur Union Total,10805,1.9,96.3,1.9,60.1,93.0,3.9,3.1,00111
76.0,72.0,69.0,XXX,XX,XX,  Khatu Para Union Total,8766,0.2,98.6,1.2,54.1,95.3,0.3,4.4,00111
76.0,72.0,77.0,XXX,XX,XX,  Nagdemra Union Total,7909,0.2,97.4,2.4,51.9,97.8,0.2,2.0,00111
76.0,72.0,86.0,XXX,XX,XX,  Nandanpur Union Total,7154,0.1,73.0,26.9,50.6,96.6,0.5,2.9,00111
76.0,83.0,XX.0,XXX,XX,XX,Sujanagar Upazila Total,63618,0.6,96.2,3.2,58.1,95.0,1.0,4.0,00111
76.0,83.0,1.0,XXX,XX,XX,  Ward No-01 Total,588,0.2,99.7,0.2,63.1,93.5,0.0,6.5,00111
76.0,83.0,2.0,XXX,XX,XX,  Ward No-02 Total,760,3.4,92.8,3.8,71.6,83.7,8.8,7.5,00111
76.0,83.0,3.0,XXX,XX,XX,  Ward No-03 Total,653,5.2,93.9,0.9,86.7,68.1,27.1,4.7,00111
76.0,83.0,4.0,XXX,XX,XX,  Ward No-04 Total,596,0.0,100.0,0.0,79.0,96.0,3.2,0.8,00111
76.0,83.0,5.0,XXX,XX,XX,  Ward No-05 Total,621,1.0,72.8,26.2,31.9,70.7,0.3,29.0,00111
76.0,83.0,6.0,XXX,XX,XX,  Ward No-06 Total,529,3.6,96.0,0.4,79.0,83.6,12.9,3.6,00111
76.0,83.0,7.0,XXX,XX,XX,  Ward No-07 Total,770,1.2,94.0,4.8,52.2,92.1,1.7,6.2,00111
76.0,83.0,8.0,XXX,XX,XX,  Ward No-08 Total,666,0.0,100.0,0.0,66.4,96.7,0.0,3.3,00111
76.0,83.0,9.0,XXX,XX,XX,  Ward No-09 Total,628,0.0,100.0,0.0,70.2,96.7,0.3,3.0,00111
76.0,83.0,17.0,XXX,XX,XX,  Ahammedpur Union Total,8823,1.8,94.8,3.4,61.2,90.3,0.8,8.9,00111
76.0,83.0,19.0,XXX,XX,XX,  Dulai Union Total,6239,0.7,95.9,3.4,66.2,95.3,1.1,3.6,00111
76.0,83.0,28.0,XXX,XX,XX,  Hatkhali Union Total,3948,0.1,97.3,2.6,62.7,97.3,0.1,2.6,00111
76.0,83.0,38.0,XXX,XX,XX,  Manikhat Union Total,6810,0.4,95.6,4.0,55.9,97.5,0.4,2.1,00111
76.0,83.0,47.0,XXX,XX,XX,  Nazirganj Union Total,5289,0.3,98.4,1.3,55.8,96.9,0.5,2.6,00111
