ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Source of Drinking Water (%)-Tap,Source of Drinking Water (%)-Tube-Well,Source of Drinking Water (%)-Other,Electricity Connection (%),Housing Tenancy (%)-Owned,Housing Tenancy (%)-Rented,Housing Tenancy (%)-Rent free,check_var
27.0,21.0,8.0,XXX,XX,XX,   Ward No-08 Total,710,9.9,90.1,0.0,88.6,48.6,28.6,22.8,00111
27.0,21.0,9.0,XXX,XX,XX,   Ward No-09 Total,883,4.5,95.2,0.2,64.3,85.2,9.3,5.5,00111
27.0,21.0,13.0,XXX,XX,XX,   Atgaon Union Total,5993,0.1,99.5,0.4,20.4,89.7,0.3,10.0,00111
27.0,21.0,27.0,XXX,XX,XX,   Chhatail Union Total,5335,0.0,99.7,0.3,15.9,89.3,0.0,10.7,00111
27.0,21.0,40.0,XXX,XX,XX,   Ishania Union Total,5698,0.2,98.4,1.4,16.4,95.9,0.3,3.8,00111
27.0,21.0,54.0,XXX,XX,XX,   Mushidhat Union Total,4353,0.2,98.2,1.6,24.0,96.3,0.2,3.5,00111
27.0,21.0,67.0,XXX,XX,XX,   Nafanagar Union Total,5501,0.1,99.5,0.5,26.0,97.0,0.3,2.6,00111
27.0,21.0,81.0,XXX,XX,XX,   Rangaon Union Total,5202,0.7,98.4,1.0,18.5,97.2,0.4,2.4,00111
27.0,30.0,XX.0,XXX,XX,XX,Chirirbandar Upazila Total,68316,0.4,97.5,2.1,33.3,96.4,1.0,2.5,00111
27.0,30.0,13.0,XXX,XX,XX,Abdulpur Union Total,8924,1.2,95.8,3.0,38.7,92.8,3.5,3.7,00111
27.0,30.0,15.0,XXX,XX,XX,   Alokdihi Union Total,2922,0.2,99.2,0.5,34.3,97.5,0.9,1.5,00111
27.0,30.0,23.0,XXX,XX,XX,   Amarpur Union Total,5842,0.3,97.4,2.3,39.0,98.5,0.3,1.3,00111
27.0,30.0,31.0,XXX,XX,XX,   Aulia Pukur Union Total,6133,0.8,96.9,2.4,40.8,96.1,0.2,3.7,00111
27.0,30.0,39.0,XXX,XX,XX,   Bhiail Union Total,5620,0.6,96.3,3.1,30.7,94.6,0.1,5.3,00111
27.0,30.0,47.0,XXX,XX,XX,   Fatehjanapur Union Total,6561,0.1,95.9,3.9,30.8,98.5,0.3,1.2,00111
27.0,30.0,55.0,XXX,XX,XX,   Isabpur Union Total,6419,0.1,98.1,1.8,24.9,97.3,0.5,2.3,00111
27.0,30.0,63.0,XXX,XX,XX,   Nasratpur Union Total,5343,0.2,99.1,0.7,36.5,95.2,3.0,1.8,00111
27.0,30.0,71.0,XXX,XX,XX,   Punatti Union Total,6390,0.3,98.8,0.9,38.5,96.4,1.2,2.4,00111
27.0,30.0,79.0,XXX,XX,XX,   Saintara Union Total,6391,0.2,97.2,2.6,26.7,97.6,0.2,2.2,00111
27.0,30.0,87.0,XXX,XX,XX,   Satnala Union Total,4472,0.2,99.4,0.4,24.8,98.3,0.5,1.2,00111
27.0,30.0,94.0,XXX,XX,XX,   Tentulia Union Total,3299,0.2,99.3,0.5,29.4,96.9,0.7,2.4,00111
27.0,38.0,XX.0,XXX,XX,XX,Fulbari Upazila Total,43002,1.3,97.4,1.3,42.2,93.7,3.2,3.2,00111
27.0,38.0,XX.0,XXX,XX,XX,  Fulbari  Paurashava,8087,4.3,94.5,1.3,76.5,83.8,11.9,4.4,00111
27.0,38.0,1.0,XXX,XX,XX,   Ward No-01 Total,822,8.9,91.1,0.0,90.1,73.7,23.8,2.4,00111
27.0,38.0,2.0,XXX,XX,XX,   Ward No-02 Total,1198,3.5,96.4,0.1,76.5,84.1,10.7,5.2,00111
27.0,38.0,3.0,XXX,XX,XX,   Ward No-03 Total,719,0.3,99.7,0.0,49.4,99.3,0.1,0.6,00111
27.0,38.0,4.0,XXX,XX,XX,   Ward No-04 Total,944,5.8,93.4,0.7,87.5,72.1,20.9,7.0,00111
27.0,38.0,5.0,XXX,XX,XX,   Ward No-05 Total,863,4.9,94.0,1.2,81.3,80.9,16.7,2.4,00111
27.0,38.0,6.0,XXX,XX,XX,   Ward No-06 Total,1449,1.0,94.1,4.9,64.7,89.8,3.7,6.5,00111
27.0,38.0,7.0,XXX,XX,XX,   Ward No-07 Total,742,3.8,95.3,0.9,78.6,86.0,8.9,5.1,00111
27.0,38.0,8.0,XXX,XX,XX,   Ward No-08 Total,606,13.7,85.3,1.0,96.2,77.1,20.1,2.8,00111
27.0,38.0,9.0,XXX,XX,XX,   Ward No-09 Total,744,0.8,99.2,0.0,73.0,88.8,6.9,4.3,00111
27.0,38.0,25.0,XXX,XX,XX,   Aladipur Union Total,4937,1.2,97.9,0.9,36.5,92.4,3.4,4.2,00111
27.0,38.0,28.0,XXX,XX,XX,   Betdighi Union Total,5271,0.1,98.2,1.7,35.8,98.3,0.4,1.3,00111
27.0,38.0,38.0,XXX,XX,XX,   Daulatpur Union Total,3601,0.4,99.4,0.1,37.6,98.1,0.9,1.1,00111
27.0,38.0,47.0,XXX,XX,XX,   Eluary Union Total,5673,0.4,98.0,1.5,45.1,97.8,0.2,2.0,00111
27.0,38.0,66.0,XXX,XX,XX,   Kazihal Union Total,4916,1.0,95.5,3.5,11.2,95.4,0.5,4.1,00111
27.0,38.0,76.0,XXX,XX,XX,   Khayerbari Union Total,2742,0.4,98.8,0.8,36.6,97.6,0.4,2.1,00111
27.0,38.0,84.0,XXX,XX,XX,   Shibnagar Union Total,7775,0.6,98.8,0.6,36.0,94.1,1.8,4.1,00111
27.0,43.0,XX.0,XXX,XX,XX,Ghoraghat Upazila Total,30020,1.2,95.2,3.7,39.2,91.2,1.6,7.2,00111
27.0,43.0,XX.0,XXX,XX,XX,  Ghoraghat  Paurashava,5541,2.2,94.3,3.5,52.5,85.5,5.0,9.5,00111
27.0,43.0,1.0,XXX,XX,XX,   Ward No-01 Total,619,0.2,99.8,0.0,22.8,89.8,0.3,9.9,00111
27.0,43.0,2.0,XXX,XX,XX,   Ward No-02 Total,710,0.7,95.8,3.5,50.6,88.6,4.6,6.8,00111
27.0,43.0,3.0,XXX,XX,XX,   Ward No-03 Total,886,2.4,96.8,0.8,74.6,81.5,8.6,9.9,00111
27.0,43.0,4.0,XXX,XX,XX,   Ward No-04 Total,489,0.8,97.5,1.6,82.2,67.5,3.7,28.8,00111
27.0,43.0,5.0,XXX,XX,XX,   Ward No-05 Total,731,0.7,96.6,2.7,65.7,87.3,3.1,9.6,00111
27.0,43.0,6.0,XXX,XX,XX,   Ward No-06 Total,552,0.5,85.3,14.1,20.8,96.4,0.4,3.3,00111
27.0,43.0,7.0,XXX,XX,XX,   Ward No-07 Total,511,0.0,97.1,2.9,28.8,93.0,3.5,3.5,00111
27.0,43.0,8.0,XXX,XX,XX,   Ward No-08 Total,708,8.1,89.5,2.4,70.1,76.1,14.4,9.5,00111
27.0,43.0,9.0,XXX,XX,XX,   Ward No-09 Total,335,7.5,85.1,7.5,32.8,94.3,0.9,4.8,00111
27.0,43.0,19.0,XXX,XX,XX,   Bulakipur Union Total,7251,1.1,96.6,2.3,25.8,98.5,0.1,1.4,00111
27.0,43.0,38.0,XXX,XX,XX,Ghoraghat Union Total,2982,1.0,96.5,2.4,43.3,86.9,0.2,12.9,00111
27.0,43.0,57.0,XXX,XX,XX,   Palsa Union Total,6342,0.6,95.6,3.9,56.6,94.0,0.4,5.6,00111
27.0,43.0,76.0,XXX,XX,XX,   Singra Union Total,7904,1.1,93.6,5.3,26.6,88.0,2.1,10.0,00111
27.0,47.0,XX.0,XXX,XX,XX,Hakimpur Upazila Total,22844,0.6,97.6,1.8,58.1,92.9,4.2,2.9,00111
27.0,47.0,XX.0,XXX,XX,XX,  Hakimpur  Paurashava,6641,0.8,97.1,2.2,73.8,83.2,13.4,3.4,00111
27.0,47.0,1.0,XXX,XX,XX,   Ward No-01 Total,821,2.1,95.9,2.1,75.2,81.6,16.0,2.4,00111
27.0,47.0,2.0,XXX,XX,XX,   Ward No-02 Total,638,1.6,98.0,0.5,85.3,81.2,17.7,1.1,00111
27.0,47.0,3.0,XXX,XX,XX,   Ward No-03 Total,538,0.2,99.6,0.2,95.5,70.6,22.9,6.5,00111
27.0,47.0,4.0,XXX,XX,XX,   Ward No-04 Total,1277,0.6,98.7,0.6,76.4,65.6,30.1,4.3,00111
27.0,47.0,5.0,XXX,XX,XX,   Ward No-05 Total,881,0.7,96.6,2.7,73.8,89.8,8.5,1.7,00111
27.0,47.0,6.0,XXX,XX,XX,   Ward No-06 Total,645,0.6,97.1,2.3,64.8,87.1,5.4,7.4,00111
27.0,47.0,7.0,XXX,XX,XX,   Ward No-07 Total,560,0.4,98.8,0.9,64.6,96.1,2.3,1.6,00111
27.0,47.0,8.0,XXX,XX,XX,   Ward No-08 Total,658,0.2,91.6,8.2,64.3,93.8,1.2,5.0,00111
27.0,47.0,9.0,XXX,XX,XX,   Ward No-09 Total,623,0.2,97.3,2.6,63.9,98.1,1.6,0.3,00111
27.0,47.0,13.0,XXX,XX,XX,   Alihat Union Total,5559,0.8,96.4,2.7,54.3,97.2,0.3,2.5,00111
27.0,47.0,40.0,XXX,XX,XX,   Boaldar Union Total,5797,0.7,99.0,0.3,52.5,96.5,0.3,3.2,00111
27.0,47.0,81.0,XXX,XX,XX,   Khatta Madhab Para Union Total,4847,0.1,97.8,2.1,47.5,97.0,0.6,2.3,00111
27.0,56.0,XX.0,XXX,XX,XX,Kaharole Upazila Total,36720,0.3,98.7,1.0,26.2,92.2,1.0,6.7,00111
27.0,56.0,15.0,XXX,XX,XX,   Dabar Union Total,5980,0.6,99.0,0.4,19.8,95.1,0.7,4.2,00111
27.0,56.0,31.0,XXX,XX,XX,Mukundapur Union Total,7165,0.3,99.3,0.4,34.0,90.5,3.0,6.5,00111
27.0,56.0,47.0,XXX,XX,XX,   Ramchandrapur Union Total,5810,0.1,99.4,0.5,30.1,92.8,0.1,7.1,00111
27.0,56.0,63.0,XXX,XX,XX,   Rasulpur Union Total,5894,0.2,97.6,2.2,22.5,94.8,0.2,5.0,00111
27.0,56.0,79.0,XXX,XX,XX,   Sundarpur Union Total,6178,0.3,98.6,1.1,29.7,88.8,1.6,9.6,00111
27.0,56.0,94.0,XXX,XX,XX,   Targaon Union Total,5693,0.4,97.8,1.7,19.0,91.8,0.2,8.1,00111
27.0,60.0,XX.0,XXX,XX,XX,Khansama Upazila Total,39392,0.3,97.5,2.2,20.4,97.4,0.6,2.0,00111
27.0,60.0,15.0,XXX,XX,XX,Alokjhari Union Total,7749,0.6,95.2,4.2,20.3,95.2,1.3,3.4,00111
27.0,60.0,31.0,XXX,XX,XX,   Angar Para Union Total,6558,0.5,96.0,3.5,23.5,97.3,1.6,1.1,00111
27.0,60.0,47.0,XXX,XX,XX,   Bhabki Union Total,6219,0.4,98.9,0.8,24.0,97.8,0.2,2.0,00111
27.0,60.0,63.0,XXX,XX,XX,   Bherbheri Union Total,6499,0.2,98.4,1.4,19.2,97.6,0.0,2.4,00111
27.0,60.0,79.0,XXX,XX,XX,   Goaldihi Union Total,6052,0.2,98.4,1.4,19.3,97.7,0.1,2.2,00111
27.0,60.0,94.0,XXX,XX,XX,   Khamar Para Union Total,6315,0.1,98.9,1.1,16.0,99.4,0.1,0.5,00111
27.0,64.0,XX.0,XXX,XX,XX,Dinajpur Sadar Upazila Total,110483,4.7,93.2,2.1,64.5,80.6,13.1,6.3,00111
27.0,64.0,XX.0,XXX,XX,XX,  Dinajpur Paurashava,39862,11.1,88.6,0.3,89.8,59.7,32.3,8.0,00111
27.0,64.0,1.0,XXX,XX,XX,   Ward No-01 Total,4320,3.5,95.9,0.5,83.6,72.6,23.6,3.8,00111
27.0,64.0,2.0,XXX,XX,XX,   Ward No-02 Total,3874,9.7,90.2,0.1,94.7,64.8,33.2,2.0,00111
27.0,64.0,3.0,XXX,XX,XX,   Ward No-03 Total,2165,24.1,75.9,0.0,96.5,52.7,35.9,11.3,00111
27.0,64.0,4.0,XXX,XX,XX,   Ward No-04 Total,3321,12.5,86.5,1.0,82.9,65.0,28.9,6.1,00111
27.0,64.0,5.0,XXX,XX,XX,   Ward No-05 Total,2869,12.1,87.9,0.0,96.1,56.4,33.2,10.4,00111
27.0,64.0,6.0,XXX,XX,XX,   Ward No-06 Total,3938,3.7,95.6,0.7,87.5,60.4,24.8,14.8,00111
27.0,64.0,7.0,XXX,XX,XX,   Ward No-07 Total,2588,14.8,85.0,0.2,93.2,57.3,32.5,10.2,00111
27.0,64.0,8.0,XXX,XX,XX,   Ward No-08 Total,2985,15.2,84.5,0.3,87.0,57.4,32.6,10.1,00111
27.0,64.0,9.0,XXX,XX,XX,   Ward No-09 Total,5592,7.5,92.3,0.2,91.5,51.9,35.4,12.7,00111
27.0,64.0,10.0,XXX,XX,XX,   Ward No-10 Total,3409,16.5,83.4,0.1,91.8,60.8,38.1,1.1,00111
27.0,64.0,11.0,XXX,XX,XX,   Ward No-11 Total,2981,11.1,88.7,0.2,90.1,52.3,41.7,6.0,00111
27.0,64.0,12.0,XXX,XX,XX,   Ward No-12 Total,1820,16.9,82.6,0.4,83.8,62.1,30.1,7.8,00111
27.0,64.0,16.0,XXX,XX,XX,   Askarpur Union Total,5206,1.7,91.3,7.0,51.0,95.7,0.6,3.7,00111
27.0,64.0,17.0,XXX,XX,XX,   Auliapur Union Total,11211,0.7,98.4,0.9,59.1,92.4,3.4,4.2,00111
27.0,64.0,25.0,XXX,XX,XX,   Chehelgazi Union Total,9793,1.8,95.8,2.4,46.2,85.0,6.2,8.8,00111
27.0,64.0,34.0,XXX,XX,XX,   Fazilpur Union Total,6563,0.1,99.3,0.5,48.1,91.9,0.5,7.6,00111
27.0,64.0,43.0,XXX,XX,XX,   Kamalpur Union Total,4950,0.4,92.1,7.4,53.5,97.5,0.6,1.9,00111
27.0,64.0,60.0,XXX,XX,XX,   Shankarpur Union Total,5662,1.3,93.5,5.3,49.1,95.7,0.5,3.8,00111
27.0,64.0,69.0,XXX,XX,XX,Shashara Union Total,6456,0.8,96.8,2.4,59.9,91.5,1.6,6.9,00111
27.0,64.0,77.0,XXX,XX,XX,Sekhpura Union Total,7875,1.2,95.7,3.1,48.5,89.7,3.1,7.2,00111
27.0,64.0,86.0,XXX,XX,XX,   Sundarban Union Total,6950,0.8,96.8,2.4,37.4,93.9,1.3,4.9,00111
27.0,64.0,94.0,XXX,XX,XX,   Uthrail Union Total,5955,2.0,94.4,3.6,46.3,98.0,0.5,1.5,00111
27.0,69.0,XX.0,XXX,XX,XX,Nawabganj Upazila Total,57753,0.5,97.1,2.4,31.4,97.4,1.0,1.6,00111
27.0,69.0,13.0,XXX,XX,XX,   Bhaduria Union Total,6774,0.1,97.8,2.1,56.3,97.1,1.4,1.5,00111
27.0,69.0,17.0,XXX,XX,XX,Binodnagar Union Total,8851,0.6,96.9,2.5,20.1,96.5,1.6,1.8,00111
27.0,69.0,25.0,XXX,XX,XX,   Daudpur Union Total,7413,1.7,97.2,1.1,30.3,97.8,1.3,0.9,00111
27.0,69.0,43.0,XXX,XX,XX,Golapganj Union Total,7310,0.2,98.3,1.5,23.8,97.4,1.5,1.1,00111
27.0,69.0,51.0,XXX,XX,XX,   Joypur Union Total,5646,0.1,97.9,2.0,32.1,96.4,0.1,3.5,00111
27.0,69.0,69.0,XXX,XX,XX,   Kushdaha Union Total,7244,0.4,96.5,3.0,27.1,96.7,1.4,2.0,00111
27.0,69.0,77.0,XXX,XX,XX,   Mahmudpur Union Total,7231,0.1,96.4,3.5,19.8,98.6,0.2,1.2,00111
27.0,69.0,86.0,XXX,XX,XX,   Putimara Union Total,4418,0.7,95.0,4.4,44.8,98.1,0.5,1.4,00111
27.0,69.0,94.0,XXX,XX,XX,   Shalkhuria Union Total,2866,0.3,96.9,2.8,46.6,99.4,0.1,0.5,00111
27.0,77.0,XX.0,XXX,XX,XX,Parbatipur Upazila Total,88518,1.7,96.1,2.2,38.6,92.5,4.8,2.7,00111
27.0,77.0,XX.0,XXX,XX,XX,  Parbatipur Paurashava,7235,2.4,95.1,2.5,86.1,56.8,29.9,13.3,00111
27.0,77.0,1.0,XXX,XX,XX,   Ward No-01 Total,905,2.7,96.7,0.7,89.4,57.2,38.0,4.8,00111
27.0,77.0,2.0,XXX,XX,XX,   Ward No-02 Total,454,8.1,91.9,0.0,97.1,64.5,34.1,1.3,00111
27.0,77.0,3.0,XXX,XX,XX,   Ward No-03 Total,823,0.6,99.4,0.0,95.6,58.8,27.1,14.1,00111
