ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Type of Structure (%)-Pucka,Type of Structure (%)-Semi-pucka,Type of Structure (%)-Kutcha,Type of Structure (%)-Jhupri,Toilet Facility (%)-Sanitary (water-sealed),Toilet Facility (%)-Sanitary (non water-sealed),Toilet Facility (%)-Non-sanitary,Toilet Facility (%)-None,check_var
68.0,52.0,21.0,XXX,XX,XX,Bara Chapa Union Total,6388,3.7,19.0,76.3,1.0,7.8,27.7,43.1,21.4,00111
68.0,52.0,27.0,XXX,XX,XX,Chalak Char Union Total,4521,2.0,17.9,76.6,3.5,14.5,39.0,35.4,11.2,00111
68.0,52.0,33.0,XXX,XX,XX,Chandanbari Union Total,3279,3.2,24.2,72.2,0.4,23.6,29.6,38.7,8.0,00111
68.0,52.0,40.0,XXX,XX,XX,Char Mandalia Union Total,6208,1.5,14.0,83.5,1.0,10.9,22.9,41.6,24.6,00111
68.0,52.0,47.0,XXX,XX,XX,Daulatpur Union Total,4640,5.5,29.5,62.6,2.3,20.1,47.5,21.8,10.6,00111
68.0,52.0,54.0,XXX,XX,XX,Ekduaria Union Total,6336,1.8,23.3,74.6,0.3,20.2,57.2,14.0,8.6,00111
68.0,52.0,61.0,XXX,XX,XX,Gotashia Union Total,5631,2.3,12.1,83.8,1.7,16.6,29.5,40.6,13.3,00111
68.0,52.0,67.0,XXX,XX,XX,Kanchikata Union Total,5546,5.1,15.9,77.6,1.4,4.9,47.4,39.4,8.3,00111
68.0,52.0,74.0,XXX,XX,XX,Khidirpur Union Total,6787,3.9,18.9,76.4,0.8,11.8,35.3,29.0,23.8,00111
68.0,52.0,81.0,XXX,XX,XX,Lebutala Union Total,5399,1.6,23.4,74.9,0.2,23.0,29.7,29.7,17.7,00111
68.0,52.0,94.0,XXX,XX,XX,Shukundi Union Total,4251,1.7,25.2,73.0,0.1,27.2,50.5,17.5,4.9,00111
68.0,60.0,XX.0,XXX,XX,XX,Narsingdi Sadar Upazila Total,147027,11.8,31.5,56.1,0.7,21.2,43.6,29.7,5.6,00111
68.0,60.0,1.0,XXX,XX,XX,Ward No-01 (Madhabdi) Total,937,27.2,53.5,19.2,0.1,55.5,40.9,3.2,0.4,00111
68.0,60.0,2.0,XXX,XX,XX,Ward No-02 Total,1192,33.0,47.8,17.1,2.1,63.3,36.2,0.4,0.0,00111
68.0,60.0,3.0,XXX,XX,XX,Ward No-03 Total,981,11.4,46.6,40.9,1.1,12.7,47.5,39.4,0.3,00111
68.0,60.0,4.0,XXX,XX,XX,Ward No-04 Total,1302,26.3,46.5,27.1,0.1,45.1,48.8,5.9,0.2,00111
68.0,60.0,5.0,XXX,XX,XX,Ward No-05 Total,1333,9.3,60.5,30.1,0.1,44.9,51.3,3.5,0.3,00111
68.0,60.0,6.0,XXX,XX,XX,Ward No-06 Total,1255,10.3,52.3,37.5,0.0,25.3,73.2,1.4,0.2,00111
68.0,60.0,7.0,XXX,XX,XX,Ward No-07 Total,1137,16.4,63.7,19.9,0.0,48.3,51.2,0.5,0.0,00111
68.0,60.0,8.0,XXX,XX,XX,Ward No-08 Total,705,42.8,40.9,16.3,0.0,67.9,29.6,2.3,0.1,00111
68.0,60.0,9.0,XXX,XX,XX,Ward No-09 Total,1625,9.2,51.1,39.6,0.1,28.5,46.7,24.4,0.4,00111
68.0,60.0,11.0,XXX,XX,XX,Ward No-01 (Narsingdi) Total,6244,28.9,54.3,16.4,0.3,50.7,34.5,14.3,0.5,00111
68.0,60.0,12.0,XXX,XX,XX,Ward No-02 Total,3310,48.0,37.7,14.2,0.0,17.5,76.0,6.3,0.2,00111
68.0,60.0,13.0,XXX,XX,XX,Ward No-03 Total,4315,31.3,42.5,26.1,0.1,16.5,77.5,5.7,0.3,00111
68.0,60.0,14.0,XXX,XX,XX,Ward No-04 Total,2484,48.3,43.2,8.0,0.4,69.4,26.7,3.6,0.2,00111
68.0,60.0,15.0,XXX,XX,XX,Ward No-05 Total,2714,23.0,37.4,38.5,1.1,21.0,22.0,55.4,1.5,00111
68.0,60.0,16.0,XXX,XX,XX,Ward No-06 Total,3568,26.2,56.1,17.4,0.2,37.9,57.8,3.8,0.6,00111
68.0,60.0,17.0,XXX,XX,XX,Ward No-07 Total,2336,23.5,53.9,22.0,0.6,15.2,77.8,6.0,1.1,00111
68.0,60.0,18.0,XXX,XX,XX,Ward No-08 Total,2581,16.0,50.0,34.0,0.1,17.4,75.4,6.9,0.3,00111
68.0,60.0,19.0,XXX,XX,XX,Ward No-09 Total,3668,20.6,51.7,27.5,0.2,14.2,78.3,7.0,0.6,00111
68.0,60.0,20.0,XXX,XX,XX,Alokbali Union Total,5021,1.9,24.8,73.1,0.3,7.7,60.1,25.9,6.4,00111
68.0,60.0,21.0,XXX,XX,XX,Amdia Union Total,8608,1.8,11.0,86.9,0.3,16.7,50.2,28.8,4.4,00111
68.0,60.0,23.0,XXX,XX,XX,Char Dighaldi Union Total,3467,1.6,5.7,92.0,0.7,1.0,15.1,66.7,17.2,00111
68.0,60.0,25.0,XXX,XX,XX,Chinishpur Union Total,9987,18.9,42.6,38.3,0.2,37.1,42.9,18.9,1.0,00111
68.0,60.0,29.0,XXX,XX,XX,Hajipur Union Total,6570,8.3,39.1,51.5,1.0,31.5,30.2,35.2,3.1,00111
68.0,60.0,41.0,XXX,XX,XX,Karimpur Union Total,4751,4.2,27.0,68.6,0.2,2.6,53.8,36.2,7.4,00111
68.0,60.0,47.0,XXX,XX,XX,Kanthalia Union Total,7979,1.6,8.9,88.8,0.6,6.4,18.4,61.3,13.9,00111
68.0,60.0,53.0,XXX,XX,XX,Nuralla Pur U/C Union Total,10780,4.8,33.5,61.6,0.1,24.4,37.6,32.5,5.5,00111
68.0,60.0,59.0,XXX,XX,XX,Mahishasura Union Total,8072,3.4,19.3,76.4,0.9,10.1,40.1,36.0,13.8,00111
68.0,60.0,65.0,XXX,XX,XX,Meher Para Union Total,9300,6.2,25.8,67.3,0.6,22.7,50.8,22.0,4.5,00111
68.0,60.0,77.0,XXX,XX,XX,Nazarpur Union Total,6441,1.8,10.2,87.9,0.2,18.0,32.7,40.7,8.5,00111
68.0,60.0,83.0,XXX,XX,XX,Paikar Char Union Total,7413,5.8,17.6,76.2,0.4,11.5,30.4,36.2,21.9,00111
68.0,60.0,89.0,XXX,XX,XX,Panchdona Union Total,6714,5.3,21.1,71.7,1.9,11.8,44.5,40.0,3.8,00111
68.0,60.0,95.0,XXX,XX,XX,Silmandi Union Total,10237,7.2,36.2,53.4,3.1,6.3,34.1,55.2,4.3,00111
68.0,63.0,XX.0,XXX,XX,XX,Palash Upazila Total,46355,14.2,24.3,59.9,1.5,19.0,47.1,30.5,3.4,00111
68.0,63.0,1.0,XXX,XX,XX,Ward No-01 Total,2883,58.5,14.6,26.7,0.2,60.7,24.9,13.9,0.5,00111
68.0,63.0,2.0,XXX,XX,XX,Ward No-02 Total,2494,19.0,20.9,59.7,0.4,18.9,46.7,33.6,0.8,00111
68.0,63.0,3.0,XXX,XX,XX,Ward No-03 Total,3161,51.1,20.1,28.6,0.2,58.4,36.7,4.9,0.0,00111
68.0,63.0,4.0,XXX,XX,XX,Ward No-04 Total,2432,10.1,35.2,46.5,8.1,28.5,58.0,13.5,0.0,00111
68.0,63.0,5.0,XXX,XX,XX,Ward No-05 Total,791,6.6,28.4,64.6,0.4,23.4,37.8,38.6,0.3,00111
68.0,63.0,6.0,XXX,XX,XX,Ward No-06 Total,1343,11.8,33.7,51.5,3.1,10.3,73.2,14.4,2.1,00111
68.0,63.0,7.0,XXX,XX,XX,Ward No-07 Total,2979,14.6,34.8,49.9,0.7,32.9,49.2,16.8,1.1,00111
68.0,63.0,8.0,XXX,XX,XX,Ward No-08 Total,1161,6.1,41.7,52.2,0.0,23.7,57.9,17.5,0.9,00111
68.0,63.0,9.0,XXX,XX,XX,Ward No-09 Total,1346,3.9,18.3,77.6,0.1,4.8,72.7,18.1,4.4,00111
68.0,63.0,15.0,XXX,XX,XX,Char Sindur Union Total,5942,11.9,24.6,62.3,1.1,13.5,30.8,50.3,5.5,00111
68.0,63.0,31.0,XXX,XX,XX,Danga Union Total,9411,3.1,23.9,71.8,1.2,10.9,57.4,27.8,3.9,00111
68.0,63.0,47.0,XXX,XX,XX,Gazaria Union Total,5687,4.2,26.5,67.0,2.3,5.7,38.9,46.6,8.8,00111
68.0,63.0,79.0,XXX,XX,XX,Jinardi Union Total,6725,8.5,17.4,72.3,1.7,3.7,52.5,40.4,3.4,00111
68.0,64.0,XX.0,XXX,XX,XX,Roypura Upazila Total,110269,2.7,14.0,82.5,0.7,20.4,38.2,30.1,11.3,00111
68.0,64.0,1.0,XXX,XX,XX,Ward No-01 Total,744,8.1,9.1,82.7,0.1,25.5,54.7,18.3,1.5,00111
68.0,64.0,2.0,XXX,XX,XX,Ward No-02 Total,835,8.7,19.0,72.2,0.0,48.9,43.6,7.5,0.0,00111
68.0,64.0,3.0,XXX,XX,XX,Ward No-03 Total,887,4.7,3.4,91.9,0.0,15.2,40.9,36.4,7.4,00111
68.0,64.0,4.0,XXX,XX,XX,Ward No-04 Total,812,4.9,13.4,81.7,0.0,43.3,49.9,3.7,3.1,00111
68.0,64.0,5.0,XXX,XX,XX,Ward No-05 Total,566,1.6,6.0,92.2,0.2,10.1,80.9,6.5,2.5,00111
68.0,64.0,6.0,XXX,XX,XX,Ward No-06 Total,646,2.8,10.1,86.2,0.9,19.5,47.7,26.5,6.3,00111
68.0,64.0,7.0,XXX,XX,XX,Ward No-07 Total,992,8.6,31.0,60.0,0.4,30.4,49.8,17.6,2.1,00111
68.0,64.0,8.0,XXX,XX,XX,Ward No-08 Total,891,8.6,20.4,70.4,0.6,19.9,30.1,36.6,13.5,00111
68.0,64.0,9.0,XXX,XX,XX,Ward No-09 Total,859,6.6,23.3,69.0,1.0,43.8,26.1,26.2,4.0,00111
68.0,64.0,10.0,XXX,XX,XX,Amirganj Union Total,7858,5.5,12.6,80.7,1.2,14.8,35.5,37.3,12.4,00111
68.0,64.0,12.0,XXX,XX,XX,Adiabad Union Total,4406,3.4,13.8,82.0,0.8,26.1,27.2,32.5,14.2,00111
68.0,64.0,14.0,XXX,XX,XX,Alipura Union Total,3618,1.8,24.6,72.9,0.7,9.4,29.8,49.3,11.5,00111
68.0,64.0,16.0,XXX,XX,XX,Banshgari Union Total,3219,0.5,2.4,96.6,0.5,17.4,29.2,34.6,18.9,00111
68.0,64.0,23.0,XXX,XX,XX,Chanderkandi Union Total,3153,1.8,8.7,89.3,0.2,20.5,54.9,17.3,7.2,00111
68.0,64.0,27.0,XXX,XX,XX,Chandpur Union Total,4546,0.7,3.0,96.0,0.3,3.9,45.1,43.7,7.3,00111
68.0,64.0,30.0,XXX,XX,XX,Char Aralia Union Total,2838,0.2,2.1,97.4,0.2,15.7,25.1,47.3,11.9,00111
68.0,64.0,33.0,XXX,XX,XX,Char Madhua Union Total,1920,0.3,1.5,98.1,0.1,14.6,44.3,21.2,19.9,00111
68.0,64.0,37.0,XXX,XX,XX,Char Subuddi Union Total,4408,1.0,7.8,90.5,0.7,24.1,37.7,25.0,13.2,00111
68.0,64.0,40.0,XXX,XX,XX,Daukar Char Union Total,2318,3.0,14.2,82.6,0.2,26.4,41.2,20.8,11.5,00111
68.0,64.0,44.0,XXX,XX,XX,Hairmara Union Total,3266,2.7,17.4,79.0,0.9,43.2,36.9,13.5,6.4,00111
68.0,64.0,47.0,XXX,XX,XX,Maheshpur Union Total,5386,3.5,35.9,60.2,0.4,2.8,60.1,27.8,9.3,00111
68.0,64.0,50.0,XXX,XX,XX,Marjal Union Total,5248,3.3,13.5,82.9,0.3,32.4,31.9,27.7,8.0,00111
68.0,64.0,54.0,XXX,XX,XX,Mirzanagar Union Total,4527,3.1,23.5,71.2,2.1,23.3,33.8,29.7,13.1,00111
68.0,64.0,57.0,XXX,XX,XX,Mirzapur Union Total,5291,4.7,15.2,79.8,0.3,67.6,21.1,6.6,4.7,00111
68.0,64.0,61.0,XXX,XX,XX,Mirzar Char Union Total,1708,0.7,3.3,95.6,0.5,13.2,32.2,39.3,15.3,00111
68.0,64.0,64.0,XXX,XX,XX,Musapur Union Total,5756,5.1,14.7,77.7,2.5,20.8,43.8,28.0,7.4,00111
68.0,64.0,71.0,XXX,XX,XX,Nilakhya Union Total,4849,1.2,7.2,91.0,0.6,17.7,22.7,34.0,25.6,00111
68.0,64.0,74.0,XXX,XX,XX,Palashtali Union Total,7086,1.5,10.3,86.9,1.4,19.4,35.5,32.1,13.0,00111
68.0,64.0,78.0,XXX,XX,XX,Paratali Union Total,5505,2.0,11.0,86.6,0.5,10.4,46.0,31.9,11.6,00111
68.0,64.0,81.0,XXX,XX,XX,Radhanagar Union Total,3655,1.6,33.1,65.1,0.2,9.2,42.9,36.9,10.9,00111
68.0,64.0,84.0,XXX,XX,XX,Roypura Union Total,2372,3.1,13.7,82.4,0.7,12.0,56.1,24.1,7.8,00111
68.0,64.0,91.0,XXX,XX,XX,Sreenagar Union Total,5346,0.4,10.5,89.0,0.2,5.0,39.2,42.9,12.9,00111
68.0,64.0,94.0,XXX,XX,XX,Uttar Bakharnagar Union Total,4758,2.2,16.3,80.4,1.1,20.3,39.2,27.6,12.9,00111
68.0,76.0,XX.0,XXX,XX,XX,Shibpur Upazila Total,64913,6.2,22.5,69.9,1.4,20.2,42.1,32.4,5.2,00111
68.0,76.0,1.0,XXX,XX,XX,Ward No-01 Total,538,10.2,62.3,26.8,0.7,20.4,63.4,14.7,1.5,00111
68.0,76.0,2.0,XXX,XX,XX,Ward No-02 Total,544,1.5,20.2,77.9,0.4,8.5,27.8,62.9,0.9,00111
68.0,76.0,3.0,XXX,XX,XX,Ward No-03 Total,332,10.2,19.3,69.6,0.9,16.6,36.4,42.5,4.5,00111
68.0,76.0,4.0,XXX,XX,XX,Ward No-04 Total,822,18.4,40.3,41.2,0.1,34.1,43.8,21.7,0.5,00111
68.0,76.0,5.0,XXX,XX,XX,Ward No-05 Total,511,47.0,26.2,26.2,0.6,19.4,61.6,17.6,1.4,00111
68.0,76.0,6.0,XXX,XX,XX,Ward No-06 Total,454,17.8,9.5,71.1,1.5,24.7,59.3,15.2,0.9,00111
68.0,76.0,7.0,XXX,XX,XX,Ward No-07 Total,297,8.1,18.2,73.7,0.0,14.5,40.1,43.1,2.4,00111
68.0,76.0,8.0,XXX,XX,XX,Ward No-08 Total,376,14.4,8.2,77.4,0.0,26.3,42.0,23.9,7.7,00111
68.0,76.0,9.0,XXX,XX,XX,Ward No-09 Total,384,12.8,31.5,55.2,0.5,14.1,47.9,37.2,0.8,00111
68.0,76.0,10.0,XXX,XX,XX,Ayubpur Union Total,6335,4.4,23.3,71.7,0.6,18.2,42.4,35.5,4.0,00111
68.0,76.0,21.0,XXX,XX,XX,Baghaba Union Total,6051,3.7,18.9,76.5,0.9,24.2,41.8,25.9,8.1,00111
68.0,76.0,31.0,XXX,XX,XX,Chak Radha Union Total,5271,9.5,17.4,71.3,1.9,18.5,47.7,30.1,3.6,00111
68.0,76.0,42.0,XXX,XX,XX,Dulalpur Union Total,7256,4.8,25.3,65.5,4.4,10.1,33.6,51.3,4.9,00111
68.0,76.0,52.0,XXX,XX,XX,Josar Union Total,6482,1.7,14.4,82.0,1.9,16.4,46.4,31.3,5.9,00111
68.0,76.0,63.0,XXX,XX,XX,Joynagar Union Total,6881,1.5,9.6,88.4,0.5,23.5,50.2,20.7,5.6,00111
68.0,76.0,73.0,XXX,XX,XX,Masimpur Union Total,5975,8.8,28.0,63.1,0.2,28.0,47.4,18.8,5.9,00111
68.0,76.0,84.0,XXX,XX,XX,Putia Union Total,11956,5.0,31.8,61.5,1.7,23.4,37.5,33.6,5.5,00111
68.0,76.0,94.0,XXX,XX,XX,Sadhar Char Union Total,4448,13.9,21.3,64.2,0.6,17.1,30.5,46.7,5.7,00111
33.0,XX.0,XX.0,XXX,XX,XX,Gazipur Zila Total,809761,11.6,43.2,43.8,1.4,29.4,52.1,16.5,2.0,00111
33.0,30.0,XX.0,XXX,XX,XX,Gazipur Sadar Upazila Total,436377,16.2,57.4,24.9,1.5,37.2,52.7,9.5,0.5,00111
33.0,30.0,1.0,XXX,XX,XX,Ward No-01 Total,3493,23.2,45.7,29.6,1.5,45.7,41.0,13.0,0.3,00111
33.0,30.0,2.0,XXX,XX,XX,Ward No-02 Total,1366,6.1,30.8,57.1,6.0,15.7,50.6,31.7,2.0,00111
33.0,30.0,3.0,XXX,XX,XX,Ward No-03 Total,10129,22.4,58.0,18.6,1.0,38.3,53.1,8.4,0.2,00111
33.0,30.0,4.0,XXX,XX,XX,Ward No-04 Total,8369,47.2,33.5,14.9,4.4,66.4,25.2,8.2,0.2,00111
33.0,30.0,5.0,XXX,XX,XX,Ward No-05 Total,3473,11.9,50.3,37.0,0.8,32.3,46.0,21.2,0.5,00111
33.0,30.0,6.0,XXX,XX,XX,Ward No-06 Total,1984,6.5,31.5,57.0,5.0,9.4,60.7,27.8,2.1,00111
33.0,30.0,7.0,XXX,XX,XX,Ward No-07 Total,8268,27.9,53.0,18.0,1.0,52.2,44.8,3.0,0.0,00111
33.0,30.0,8.0,XXX,XX,XX,Ward No-08 Total,2742,4.3,35.2,55.1,5.4,34.7,39.0,25.9,0.5,00111
33.0,30.0,9.0,XXX,XX,XX,Ward No-09 Total,3257,2.8,37.9,57.1,2.3,26.8,51.0,20.4,1.8,00111
33.0,30.0,11.0,XXX,XX,XX,Ward No-01 Total,3772,6.0,64.9,26.4,2.6,56.4,29.7,13.5,0.4,00111
33.0,30.0,12.0,XXX,XX,XX,Ward No-02 Total,6173,18.1,66.9,14.4,0.6,32.0,61.0,7.0,0.0,00111
33.0,30.0,13.0,XXX,XX,XX,Ward No-03 Total,15691,46.2,44.3,6.5,3.0,59.2,38.2,2.5,0.1,00111
33.0,30.0,14.0,XXX,XX,XX,Ward No-04 Total,4323,11.7,10.2,77.9,0.3,60.8,28.6,10.6,0.0,00111
33.0,30.0,15.0,XXX,XX,XX,Ward No-05 Total,5475,36.7,35.6,21.4,6.3,38.8,48.4,12.0,0.8,00111
33.0,30.0,16.0,XXX,XX,XX,Ward No-06 Total,8353,45.7,43.0,10.8,0.6,73.9,24.1,2.0,0.0,00111
33.0,30.0,17.0,XXX,XX,XX,Ward No-07 Total,13475,16.5,68.5,14.4,0.6,47.0,49.5,3.4,0.2,00111
33.0,30.0,18.0,XXX,XX,XX,Ward No-08 Total,21008,22.5,70.7,6.4,0.4,25.7,69.7,4.5,0.1,00111
33.0,30.0,19.0,XXX,XX,XX,Ward No-09 Total,8099,13.1,71.1,15.3,0.6,10.2,84.9,4.9,0.0,00111
33.0,30.0,20.0,XXX,XX,XX,Ward No-10 Total,2957,28.3,53.9,16.3,1.6,10.6,81.9,7.3,0.3,00111
33.0,30.0,21.0,XXX,XX,XX,Ward No-11 Total,18962,33.2,57.2,9.2,0.4,41.9,53.2,4.7,0.1,00111
33.0,30.0,22.0,XXX,XX,XX,Ward No-12 Total,8099,0.7,59.9,39.3,0.2,20.3,70.6,8.3,0.8,00111
33.0,30.0,23.0,XXX,XX,XX,Basan Union Total,30866,13.7,64.6,20.4,1.3,49.3,43.2,7.1,0.3,00111
33.0,30.0,25.0,XXX,XX,XX,Baria Union Total,8197,4.3,17.4,76.6,1.7,18.8,48.4,30.4,2.4,00111
33.0,30.0,31.0,XXX,XX,XX,Gachha Union Total,67461,15.0,70.8,13.8,0.4,29.2,64.5,6.0,0.3,00111
33.0,30.0,47.0,XXX,XX,XX,Kashimpur Union Total,31322,6.2,68.9,24.6,0.3,51.8,40.4,7.5,0.3,00111
33.0,30.0,54.0,XXX,XX,XX,Kayaltia Union Total,27821,4.4,46.5,48.4,0.7,17.9,63.3,17.2,1.6,00111
33.0,30.0,60.0,XXX,XX,XX,Konabari Union Total,43287,10.2,71.5,13.7,4.6,48.6,48.5,2.9,0.1,00111
33.0,30.0,67.0,XXX,XX,XX,Mirzapur Union Total,41858,6.9,47.6,44.6,0.9,22.8,56.6,19.7,0.9,00111
33.0,30.0,81.0,XXX,XX,XX,Pubail Union Total,18266,10.9,41.0,46.4,1.7,25.3,51.0,21.7,2.0,00111
33.0,30.0,98.0,XXX,XX,XX,Gazipur Cant. Total,7831,42.9,28.4,26.6,2.1,51.8,38.2,9.8,0.1,00111
33.0,32.0,XX.0,XXX,XX,XX,Kaliakair Upazila Total,114877,7.2,39.4,52.6,0.8,21.4,56.2,19.4,3.1,00111
33.0,32.0,1.0,XXX,XX,XX,Ward No-01 Total,1970,17.9,23.9,57.6,0.7,24.2,49.3,26.4,0.1,00111
33.0,32.0,2.0,XXX,XX,XX,Ward No-02 Total,1269,18.4,27.4,54.1,0.2,28.0,44.8,26.7,0.5,00111
33.0,32.0,3.0,XXX,XX,XX,Ward No-03 Total,1629,9.0,27.5,62.2,1.3,15.4,76.4,7.5,0.7,00111
33.0,32.0,4.0,XXX,XX,XX,Ward No-04 Total,373,2.4,4.3,88.2,5.1,4.8,28.4,52.5,14.2,00111
33.0,32.0,5.0,XXX,XX,XX,Ward No-05 Total,1910,6.5,41.5,51.7,0.3,22.2,63.5,14.0,0.3,00111
33.0,32.0,6.0,XXX,XX,XX,Ward No-06 Total,1127,1.1,14.8,83.9,0.3,9.9,47.0,35.3,7.7,00111
33.0,32.0,7.0,XXX,XX,XX,Ward No-07 Total,16996,10.5,77.7,11.7,0.2,43.9,51.5,4.5,0.1,00111
33.0,32.0,8.0,XXX,XX,XX,Ward No-08 Total,7906,8.1,69.1,22.7,0.1,27.4,65.8,6.7,0.0,00111
33.0,32.0,9.0,XXX,XX,XX,Ward No-09 Total,7721,12.5,72.3,15.1,0.1,44.6,48.0,7.3,0.1,00111
33.0,32.0,13.0,XXX,XX,XX,Atabaha Union Total,7741,3.6,35.2,60.8,0.5,9.4,68.5,19.7,2.5,00111
33.0,32.0,19.0,XXX,XX,XX,Boali Union Total,5921,0.9,6.9,91.3,1.0,10.8,44.0,34.6,10.7,00111
33.0,32.0,28.0,XXX,XX,XX,Chapair Union Total,6162,1.7,9.0,88.4,0.9,9.6,55.2,28.3,6.9,00111
33.0,32.0,38.0,XXX,XX,XX,Dhaljora Union Total,4937,1.9,5.4,90.3,2.3,1.7,55.8,39.5,3.0,00111
33.0,32.0,47.0,XXX,XX,XX,Fulbaria Union Total,9742,1.7,6.2,91.2,0.9,1.8,49.2,35.6,13.4,00111
33.0,32.0,57.0,XXX,XX,XX,Madhyapara Union Total,7258,3.1,18.4,77.1,1.4,14.7,62.5,20.0,2.9,00111
33.0,32.0,66.0,XXX,XX,XX,Mouchak Union Total,22247,11.3,50.5,37.4,0.8,19.5,64.6,15.5,0.4,00111
33.0,32.0,76.0,XXX,XX,XX,Sreefaltali Union Total,4576,5.7,19.6,72.4,2.3,11.9,50.6,33.0,4.5,00111
33.0,32.0,85.0,XXX,XX,XX,Sutrapur Union Total,5392,5.2,14.6,79.7,0.5,31.9,39.7,26.4,2.0,00111
33.0,34.0,XX.0,XXX,XX,XX,Kaliganj Upazila Total,57541,6.9,22.1,69.3,1.8,19.5,49.5,27.9,3.1,00111
33.0,34.0,1.0,XXX,XX,XX,Ward No-01 Total,848,8.0,30.7,60.7,0.6,37.5,38.2,21.6,2.7,00111
33.0,34.0,2.0,XXX,XX,XX,Ward No-02 Total,520,12.5,36.2,51.3,0.0,28.1,51.5,18.5,1.9,00111
33.0,34.0,3.0,XXX,XX,XX,Ward No-03 Total,952,27.0,23.2,48.0,1.8,9.1,66.7,23.3,0.8,00111
33.0,34.0,4.0,XXX,XX,XX,Ward No-04 Total,1244,20.3,40.6,34.1,5.0,26.0,52.2,21.1,0.7,00111
33.0,34.0,5.0,XXX,XX,XX,Ward No-05 Total,1434,15.8,51.1,30.8,2.3,1.2,64.9,33.9,0.0,00111
33.0,34.0,6.0,XXX,XX,XX,Ward No-06 Total,1095,8.4,28.5,51.1,12.0,2.8,56.0,39.2,2.0,00111
33.0,34.0,7.0,XXX,XX,XX,Ward No-07 Total,1202,20.2,13.0,65.6,1.2,9.6,31.8,56.6,2.1,00111
33.0,34.0,8.0,XXX,XX,XX,Ward No-08 Total,1186,26.8,28.5,41.4,3.3,2.9,58.4,36.5,2.2,00111
33.0,34.0,9.0,XXX,XX,XX,Ward No-09 Total,1102,18.8,17.7,62.3,1.2,4.0,30.0,63.8,2.2,00111
33.0,34.0,15.0,XXX,XX,XX,Bahadursadi Union Total,4818,5.6,19.4,71.7,3.2,6.3,53.6,39.2,1.0,00111
33.0,34.0,17.0,XXX,XX,XX,Baktarpur Union Total,6657,6.5,18.9,73.0,1.6,16.9,60.7,19.8,2.6,00111
33.0,34.0,60.0,XXX,XX,XX,Jamalpur Union Total,7312,3.6,16.5,77.8,2.1,16.8,52.6,26.5,4.1,00111
33.0,34.0,69.0,XXX,XX,XX,Jangalia Union Total,6107,2.9,12.8,83.8,0.5,2.8,56.4,38.3,2.6,00111
33.0,34.0,94.0,XXX,XX,XX,Moktarpur Union Total,8670,1.8,8.3,89.3,0.7,20.4,39.1,33.5,7.1,00111
33.0,34.0,96.0,XXX,XX,XX,Nagari Union Total,7642,7.9,33.5,56.9,1.7,49.3,33.7,14.4,2.6,00111
33.0,34.0,97.0,XXX,XX,XX,Tumulia Union Total,6752,4.7,34.8,59.5,1.0,25.8,56.1,15.9,2.2,00111
33.0,36.0,XX.0,XXX,XX,XX,Kapasia Upazila Total,79615,4.2,14.0,80.4,1.5,19.3,37.9,35.5,7.3,00111
33.0,36.0,13.0,XXX,XX,XX,Barishaba Union Total,9239,3.3,10.6,82.8,3.2,9.9,17.2,61.0,11.9,00111
33.0,36.0,17.0,XXX,XX,XX,Chandpur Union Total,6030,1.4,6.1,92.1,0.4,16.8,48.5,31.5,3.2,00111
33.0,36.0,25.0,XXX,XX,XX,Durgapur Union Total,7706,3.0,13.8,82.6,0.6,12.6,56.9,27.0,3.5,00111
33.0,36.0,34.0,XXX,XX,XX,Ghagotia Union Total,5670,2.3,18.8,77.4,1.5,2.3,32.8,55.6,9.3,00111
33.0,36.0,43.0,XXX,XX,XX,Kapasia Union Total,10023,11.2,24.1,63.3,1.4,38.7,36.0,22.7,2.5,00111
33.0,36.0,51.0,XXX,XX,XX,Karihata Union Total,5256,0.9,13.7,84.2,1.1,29.6,41.2,20.5,8.8,00111
33.0,36.0,60.0,XXX,XX,XX,Rayed Union Total,5961,4.1,10.5,85.2,0.2,20.7,55.5,19.4,4.5,00111
33.0,36.0,69.0,XXX,XX,XX,Sanmania Union Total,7046,1.3,21.6,76.6,0.5,11.6,31.1,48.3,9.1,00111
33.0,36.0,77.0,XXX,XX,XX,Singasree Union Total,5888,2.0,9.5,87.6,0.9,20.0,36.1,35.1,8.8,00111
33.0,36.0,86.0,XXX,XX,XX,Targaon Union Total,7178,9.9,14.3,72.2,3.6,27.4,37.2,30.9,4.5,00111
33.0,36.0,94.0,XXX,XX,XX,Toke Union Total,9618,2.7,8.1,87.7,1.5,18.1,35.2,33.9,12.8,00111
33.0,86.0,XX.0,XXX,XX,XX,Sreepur Upazila Total,121351,6.2,24.9,67.2,1.7,19.9,56.6,20.8,2.6,00111
33.0,86.0,1.0,XXX,XX,XX,Ward No-01 Total,2127,5.3,32.3,61.2,1.2,7.7,78.8,10.3,3.2,00111
33.0,86.0,2.0,XXX,XX,XX,Ward No-02 Total,1991,15.5,34.0,49.5,1.0,28.3,61.9,9.2,0.6,00111
33.0,86.0,3.0,XXX,XX,XX,Ward No-03 Total,1472,0.9,7.9,89.1,2.1,1.7,84.7,11.7,1.9,00111
33.0,86.0,4.0,XXX,XX,XX,Ward No-04 Total,2707,1.6,54.7,42.7,1.0,35.4,44.0,20.1,0.4,00111
