ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,General Households,Percentage of Households comprising-1 person,Percentage of Households comprising-2 persons,Percentage of Households comprising-3 persons,Percentage of Households comprising-4 persons,Percentage of Households comprising-5 persons,Percentage of Households comprising-6 persons,Percentage of Households comprising-7 persons,Percentage of Households comprising-8+ persons,Average size of Household,check_var
44,14.0,XX.0,XXX,XX,01,  Harinakundu Upazila,41232,2.7,11.9,21.9,29.1,18.7,8.7,3.6,3.4,4.1,00110
44,14.0,31.0,XXX,XX,01,  Daulatpur Union,4480,3.2,13.9,24.4,28.1,17.3,7.5,3.1,2.5,3.9,00110
44,19.0,XX.0,XXX,XX,01,  Jhenaidah Sadar Upazila,82720,2.7,11.2,22.4,28.9,18.2,8.7,3.9,4.0,4.2,00110
44,19.0,73.0,XXX,XX,01,  Paglakanai Union,3815,3.3,13.8,25.8,28.8,15.4,7.2,3.1,2.6,3.9,00110
44,33.0,XX.0,XXX,XX,01,  Kaliganj Upazila,57161,2.1,11.2,22.7,29.4,18.8,8.6,3.7,3.6,4.1,00110
44,42.0,XX.0,XXX,XX,01,  Kotchandpur Upazila,26299,2.0,10.4,23.0,31.2,18.6,8.5,3.3,2.9,4.1,00110
44,71.0,XX.0,XXX,XX,01,  Maheshpur Upazila,73045,2.3,10.4,22.4,29.4,19.0,8.8,4.0,3.7,4.2,00110
44,80.0,XX.0,XXX,XX,01,  Shailkupa Upazila,74707,2.3,9.8,19.7,28.3,20.3,10.1,4.7,4.8,4.3,00110
41,XX.0,XX.0,XXX,XX,01, Jessore Zila,535337,2.1,10.3,22.4,29.5,18.8,9.1,4.0,3.8,4.2,00110
41,4.0,XX.0,XXX,XX,01,  Abhaynagar Upazila,40893,2.4,9.3,20.8,28.7,19.6,10.1,4.6,4.6,4.3,00110
41,9.0,XX.0,XXX,XX,01,  Bagherpara Upazila,47917,2.3,9.3,21.0,28.3,19.3,9.9,4.8,5.0,4.3,00110
41,11.0,XX.0,XXX,XX,01,  Chaugachha Upazila,51248,1.9,11.0,23.2,30.5,18.8,8.4,3.4,2.8,4.1,00110
41,23.0,XX.0,XXX,XX,01,  Jhikargachha Upazila,62135,1.7,11.0,23.6,29.5,18.5,8.6,3.7,3.3,4.1,00110
41,23.0,25.0,XXX,XX,01,  Bankra Union,4841,1.4,12.1,24.7,29.3,18.6,8.9,3.0,2.0,4.0,00110
41,23.0,35.0,XXX,XX,01,  Gadkhali Union,5672,1.6,11.0,23.9,29.2,18.1,8.8,3.6,3.8,4.1,00110
41,23.0,47.0,XXX,XX,01,  Jhikargachha Union,6107,1.8,11.4,22.8,29.2,18.3,8.8,3.9,3.7,4.1,00110
41,23.0,71.0,XXX,XX,01,  Panisara Union,4773,1.6,10.1,22.8,29.0,18.0,9.2,4.4,4.9,4.3,00110
41,38.0,XX.0,XXX,XX,01,  Keshabpur Upazila,54059,2.5,11.3,23.4,30.4,17.9,8.3,3.2,3.0,4.1,00110
41,38.0,28.0,XXX,XX,01,  Keshabpur Union,3508,1.9,10.3,21.8,30.7,18.8,9.0,4.0,3.5,4.2,00110
41,38.0,38.0,XXX,XX,01,  Majidpur Union,5342,1.9,10.7,22.6,31.1,18.2,8.6,3.7,3.1,4.1,00110
41,47.0,XX.0,XXX,XX,01,  Jessore Sadar Upazila,112052,1.8,9.1,21.0,29.1,19.7,9.9,4.6,4.8,4.3,00110
41,47.0,23.0,XXX,XX,01,  Chanchra Union,7880,1.4,9.0,21.0,28.9,20.4,10.0,4.6,4.7,4.3,00110
41,47.0,41.0,XXX,XX,01,  Fathehpur Union,8891,3.1,10.8,21.7,27.8,18.9,9.3,4.3,4.1,4.2,00110
41,61.0,XX.0,XXX,XX,01,  Manirampur Upazila,94056,2.6,11.0,22.7,29.4,18.5,8.9,3.8,3.2,4.1,00110
41,90.0,XX.0,XXX,XX,01,  Sharsha Upazila,72977,2.2,10.7,24.0,29.9,18.0,8.4,3.6,3.3,4.1,00110
41,90.0,86.0,XXX,XX,01,  Sharsha Union,9351,1.9,10.1,22.8,29.5,18.0,9.4,4.1,4.2,4.2,00110
01,XX.0,XX.0,XXX,XX,01, Bagerhat Zila,305173,3.8,12.1,21.5,26.1,18.4,9.7,4.5,3.9,4.1,00110
01,8.0,XX.0,XXX,XX,01,  Bagerhat Sadar Upazila,51987,3.5,10.5,21.7,28.4,18.5,9.5,4.2,3.6,4.2,00110
01,14.0,XX.0,XXX,XX,01,  Chitalmari Upazila,29893,2.6,8.1,16.5,24.8,21.5,13.1,7.1,6.2,4.6,00110
01,14.0,31.0,XXX,XX,01,  Chitalmari Union,5771,2.0,7.2,16.6,26.9,21.7,12.7,6.9,6.0,4.6,00110
01,34.0,XX.0,XXX,XX,01,  Fakirhat Upazila,26624,3.4,10.1,22.4,28.7,18.6,9.2,3.7,3.8,4.1,00110
01,34.0,10.0,XXX,XX,01,  Bahirdia Mansa Union,1072,3.6,10.6,22.0,28.3,20.8,8.5,3.8,2.3,4.1,00110
01,34.0,31.0,XXX,XX,01,  Fakirhat Union,4373,3.6,10.5,23.3,30.0,18.1,8.0,3.3,3.2,4.0,00110
01,34.0,52.0,XXX,XX,01,  Mulghar Union,2255,2.1,7.1,19.0,29.4,21.1,12.6,4.4,4.2,4.4,00110
01,34.0,63.0,XXX,XX,01,  Naldha Maubhog Union,2659,3.4,7.2,17.1,27.0,20.8,12.3,5.4,6.8,4.6,00110
01,38.0,XX.0,XXX,XX,01,  Kachua Upazila,20869,4.1,10.7,20.5,26.6,19.3,10.0,4.8,3.9,4.2,00110
01,38.0,57.0,XXX,XX,01,  Kachua Union,1208,4.0,12.7,24.8,26.9,16.8,9.5,3.1,2.1,3.9,00110
01,56.0,XX.0,XXX,XX,01,  Mollahat Upazila,25775,2.9,8.8,17.6,23.8,20.7,12.9,6.8,6.4,4.5,00110
01,56.0,95.0,XXX,XX,01,  Udaypur Union,2150,2.2,8.0,17.2,23.9,21.3,12.5,7.9,7.0,4.7,00110
01,58.0,XX.0,XXX,XX,01,  Mongla Upazila,23297,3.8,13.4,24.9,26.0,16.8,8.2,3.9,3.1,4.0,00110
01,60.0,XX.0,XXX,XX,01,  Morrelganj Upazila,69188,4.8,16.9,23.1,24.3,16.8,8.1,3.5,2.6,3.8,00110
01,60.0,23.0,XXX,XX,01,  Baraikhali Union,5038,2.9,24.2,28.4,24.2,13.1,4.6,2.0,0.7,3.5,00110
01,73.0,XX.0,XXX,XX,01,  Rampal Upazila,37624,4.0,12.1,23.3,27.5,17.2,8.6,4.0,3.4,4.0,00110
01,73.0,83.0,XXX,XX,01,  Rampal Union,5432,3.5,11.5,23.5,27.7,17.4,8.1,4.5,3.9,4.1,00110
01,77.0,XX.0,XXX,XX,01,  Sarankhola Upazila,19916,3.9,12.2,20.5,24.7,18.9,10.5,4.9,4.3,4.2,00110
01,77.0,38.0,XXX,XX,01,  Khontakata Union,4817,4.1,13.1,20.0,24.7,18.6,9.6,5.1,4.7,4.2,00110
01,77.0,57.0,XXX,XX,01,  Royenda Union,3958,3.5,10.7,18.9,22.9,21.0,11.8,6.7,4.5,4.4,00110
55,XX.0,XX.0,XXX,XX,01, Magura Zila,178593,2.4,9.1,18.6,27.0,20.5,11.1,5.4,5.9,4.5,00110
55,57.0,XX.0,XXX,XX,01,  Magura Sadar Upazila,63968,2.7,9.5,18.9,27.4,20.3,10.6,5.2,5.4,4.4,00110
55,66.0,XX.0,XXX,XX,01,  Mohammadpur Upazila,42619,2.3,8.3,16.6,24.6,21.4,12.9,6.7,7.2,4.6,00110
55,66.0,52.0,XXX,XX,01,  Mohammadpur Union,3760,2.3,8.0,16.3,26.3,20.3,13.5,7.1,6.3,4.6,00110
55,85.0,XX.0,XXX,XX,01,  Shalikha Upazila,35225,1.9,9.0,19.3,28.4,20.0,10.6,5.1,5.7,4.4,00110
55,85.0,11.0,XXX,XX,01,  Arpara Union,4096,2.0,8.4,16.7,28.3,20.1,11.5,5.6,7.3,4.6,00110
55,85.0,59.0,XXX,XX,01,  Shalikha Union,3270,1.3,8.8,20.4,30.8,18.8,10.5,4.8,4.6,4.4,00110
55,95.0,XX.0,XXX,XX,01,  Sreepur Upazila,36781,2.3,9.2,19.6,27.7,20.4,10.6,4.9,5.3,4.4,00110
55,95.0,84.0,XXX,XX,01,  Sreepur Union,4230,2.0,10.3,19.1,27.8,20.0,10.2,5.2,5.4,4.4,00110
50,XX.0,XX.0,XXX,XX,01, Kushtia Zila,421496,3.0,11.9,23.1,29.0,18.0,8.2,3.4,3.2,4.0,00110
50,15.0,XX.0,XXX,XX,01,  Bheramara Upazila,40165,2.7,10.4,21.3,28.8,19.2,9.4,3.9,4.1,4.2,00110
50,15.0,27.0,XXX,XX,01,  Bahir Char Union,4521,1.7,8.5,19.8,29.3,19.1,10.5,4.8,6.2,4.5,00110
50,15.0,40.0,XXX,XX,01,  Chandgram Union,3111,2.3,11.3,22.6,28.3,19.7,9.2,3.2,3.6,4.1,00110
50,39.0,XX.0,XXX,XX,01,  Daulatpur Upazila,110618,3.9,13.1,23.4,28.8,17.3,7.7,3.1,2.7,3.9,00110
50,39.0,33.0,XXX,XX,01,  Daulatpur Union,7621,4.9,13.1,26.2,30.4,15.2,5.8,2.4,2.0,3.8,00110
50,39.0,61.0,XXX,XX,01,  Mathurapur Union,7195,5.0,13.9,23.0,29.0,17.0,6.9,2.8,2.4,3.9,00110
50,63.0,XX.0,XXX,XX,01,  Khoksa Upazila,26827,3.5,12.9,23.6,27.7,17.8,8.0,3.4,3.1,4.0,00110
50,63.0,71.0,XXX,XX,01,  Samaspur Union,2066,4.8,11.7,21.5,26.5,19.1,8.3,3.9,4.2,4.1,00110
50,71.0,XX.0,XXX,XX,01,  Kumarkhali Upazila,73678,2.4,11.0,22.0,28.5,19.4,9.3,3.8,3.5,4.2,00110
50,79.0,XX.0,XXX,XX,01,  Kushtia Sadar Upazila,95546,2.7,11.3,22.8,29.4,18.3,8.3,3.6,3.5,4.1,00110
50,79.0,50.0,XXX,XX,01,  Battail Union,9696,3.4,10.6,22.8,28.5,18.2,8.7,4.1,3.7,4.1,00110
50,94.0,XX.0,XXX,XX,01,  Mirpur Upazila,74662,2.8,12.3,24.8,30.1,16.7,7.1,3.1,3.1,4.0,00110
50,94.0,14.0,XXX,XX,01,  Amla Union,6175,3.4,13.4,27.4,29.5,15.1,6.3,2.6,2.3,3.8,00110
50,94.0,80.0,XXX,XX,01,  Poradaha Union,7744,1.3,10.4,22.8,29.8,17.8,8.3,4.2,5.5,4.3,00110
57,XX.0,XX.0,XXX,XX,01, Meherpur Zila,145631,3.2,13.1,24.9,29.7,16.1,7.2,2.9,2.7,3.9,00110
57,47.0,XX.0,XXX,XX,01,  Gangni Upazila,69866,3.3,13.7,26.0,29.7,15.4,6.7,2.7,2.4,3.9,00110
57,47.0,10.0,XXX,XX,01,  Bamandi Union,6102,3.4,12.7,24.1,29.9,16.5,6.9,3.3,3.2,4.0,00110
57,47.0,69.0,XXX,XX,01,  Roypur Union,4866,3.3,13.2,28.2,30.7,14.4,6.0,2.4,1.9,3.8,00110
57,60.0,XX.0,XXX,XX,01,  Mujib Nagar Upazila,22090,2.7,12.2,23.4,30.2,17.1,8.1,3.3,2.9,4.0,00110
57,60.0,28.0,XXX,XX,01,  Bagoan Union,7344,3.0,11.9,23.7,30.8,16.6,8.0,3.2,2.9,4.0,00110
57,87.0,XX.0,XXX,XX,01,  Meherpur Sadar Upazila,53675,3.3,12.7,24.1,29.5,16.6,7.6,3.1,3.0,4.0,00110
87,XX.0,XX.0,XXX,XX,01, Satkhira Zila,422470,2.6,10.5,21.9,28.4,18.5,9.4,4.3,4.4,4.2,00110
87,4.0,XX.0,XXX,XX,01,  Assasuni Upazila,59952,2.5,9.6,20.3,27.7,19.5,10.6,4.9,4.9,4.3,00110
87,4.0,17.0,XXX,XX,01,  Assasuni Union,3410,2.1,8.5,19.3,27.6,21.2,11.2,5.0,5.1,4.4,00110
87,25.0,XX.0,XXX,XX,01,  Debhata Upazila,29059,2.7,10.3,22.2,28.7,18.5,9.0,4.1,4.5,4.2,00110
87,25.0,15.0,XXX,XX,01,  Debhata Union,3195,3.2,10.6,22.8,28.7,18.4,8.5,4.0,3.8,4.1,00110
87,43.0,XX.0,XXX,XX,01,  Kalaroa Upazila,52180,2.8,12.0,24.5,29.4,17.4,7.9,3.3,2.7,4.0,00110
87,43.0,31.0,XXX,XX,01,  Helatala Union,4631,3.2,11.8,25.9,29.3,17.1,7.2,3.2,2.4,3.9,00110
87,47.0,XX.0,XXX,XX,01,  Kaliganj Upazila,60950,3.0,11.2,21.8,27.4,18.0,9.2,4.3,5.0,4.2,00110
87,47.0,13.0,XXX,XX,01,  Bhara Simla Union,4693,3.4,10.1,20.9,28.2,17.7,9.7,4.5,5.6,4.3,00110
87,47.0,55.0,XXX,XX,01,  Kushlia Union,3728,3.0,10.0,21.8,28.1,18.6,9.2,4.4,5.0,4.3,00110
87,47.0,63.0,XXX,XX,01,  Mathureshpur Union,5222,3.4,9.5,20.3,26.3,20.5,9.3,5.1,5.6,4.3,00110
87,47.0,94.0,XXX,XX,01,  Tarali Union,5258,3.7,16.0,25.4,27.5,15.2,6.5,3.3,2.5,3.8,00110
87,82.0,XX.0,XXX,XX,01,  Satkhira Sadar Upazila,82087,2.5,9.9,22.4,29.0,18.6,9.2,4.2,4.2,4.2,00110
87,86.0,XX.0,XXX,XX,01,  Shyamnagar Upazila,68193,2.5,10.6,20.0,25.9,18.7,10.8,5.4,6.2,4.4,00110
87,86.0,94.0,XXX,XX,01,  Shyamnagar Union,3068,2.5,8.7,18.5,28.4,18.7,10.7,4.8,7.7,4.5,00110
87,90.0,XX.0,XXX,XX,01,  Tala Upazila,70049,2.1,10.4,22.8,30.4,18.5,8.7,3.6,3.4,4.1,00110
87,90.0,87.0,XXX,XX,01,  Tala Union,5625,2.3,10.5,22.1,29.8,18.4,9.2,3.9,3.8,4.2,00110
42,XX.0,XX.0,XXX,XX,01, Jhalokati Zila,131951,4.9,11.5,18.0,23.5,19.4,11.6,5.7,5.4,4.3,00110
42,40.0,XX.0,XXX,XX,01,  Jhalokati Sadar Upazila,37667,5.0,11.0,18.2,24.5,19.7,11.3,5.3,5.0,4.3,00110
42,40.0,85.0,XXX,XX,01,  Ponabalia Union,3426,3.9,8.4,16.2,25.0,21.1,13.0,6.2,6.2,4.5,00110
42,43.0,XX.0,XXX,XX,01,  Kanthalia Upazila,28170,5.6,13.6,20.8,23.7,18.5,10.0,4.4,3.5,4.0,00110
42,43.0,63.0,XXX,XX,01,  Kanthalia Union,2467,9.2,17.8,21.5,21.0,16.3,7.9,3.8,2.5,3.7,00110
42,73.0,XX.0,XXX,XX,01,  Nalchity Upazila,35888,4.1,10.3,16.3,22.8,20.3,12.8,6.7,6.7,4.5,00110
42,84.0,XX.0,XXX,XX,01,  Rajapur Upazila,30226,4.9,11.6,17.2,23.1,18.8,12.1,6.1,6.2,4.4,00110
42,84.0,40.0,XXX,XX,01,  Mathbari Union,4457,5.6,11.3,18.6,23.1,18.3,12.0,5.5,5.5,4.3,00110
42,84.0,54.0,XXX,XX,01,  Rajapur Union,4753,4.5,10.8,15.8,23.6,18.8,12.9,6.5,7.1,4.5,00110
78,XX.0,XX.0,XXX,XX,01, Patuakhali Zila,300605,3.1,10.8,18.2,24.4,20.1,11.6,5.8,6.0,4.4,00110
78,38.0,XX.0,XXX,XX,01,  Bauphal Upazila,63988,3.4,10.4,17.3,23.8,20.3,12.1,6.3,6.5,4.5,00110
78,38.0,29.0,XXX,XX,01,  Bauphal Union,4452,2.7,10.1,17.3,24.9,20.7,12.2,6.1,6.1,4.5,00110
78,38.0,35.0,XXX,XX,01,  Daspara Union,3123,2.3,8.5,14.6,24.2,21.2,14.3,7.2,7.7,4.7,00110
78,52.0,XX.0,XXX,XX,01,  Dashmina Upazila,24224,2.9,12.0,19.2,24.8,20.1,11.0,5.4,4.7,4.3,00110
78,52.0,31.0,XXX,XX,01,  Banshbaria Union,3242,4.3,10.7,17.0,25.5,20.4,10.9,5.8,5.4,4.3,00110
78,52.0,52.0,XXX,XX,01,  Dashmina Union,2689,3.5,9.4,16.1,24.1,20.5,11.9,6.6,7.9,4.6,00110
78,55.0,XX.0,XXX,XX,01,  Dumki Upazila,12972,3.3,10.6,17.3,23.6,20.5,12.2,6.2,6.3,4.5,00110
78,55.0,93.0,XXX,XX,01,  Sreerampur Union,1319,3.3,9.6,14.8,25.2,21.2,12.6,6.6,6.7,4.6,00110
78,57.0,XX.0,XXX,XX,01,  Galachipa Upazila,73797,2.4,9.4,17.3,25.0,21.0,12.3,6.2,6.5,4.5,00110
78,57.0,50.0,XXX,XX,01,  Chiknikandi Union,3225,3.8,9.9,18.0,25.6,19.6,11.9,5.6,5.6,4.4,00110
78,57.0,67.0,XXX,XX,01,  Galachipa Union,3461,2.2,9.8,17.2,26.0,21.1,11.4,6.0,6.2,4.5,00110
78,66.0,XX.0,XXX,XX,01,  Kala Para Upazila,48772,3.0,13.7,21.8,26.0,18.5,9.2,4.2,3.6,4.1,00110
78,66.0,83.0,XXX,XX,01,  Tiakhali Union,1412,2.8,15.4,24.6,27.5,18.0,6.3,4.2,1.1,3.8,00110
78,76.0,XX.0,XXX,XX,01,  Mirzaganj Upazila,23124,4.3,11.5,18.5,24.2,19.7,11.3,5.6,4.9,4.3,00110
78,76.0,13.0,XXX,XX,01,  Amragachhia Union,4576,4.1,11.6,17.9,23.9,19.7,11.4,6.6,4.7,4.3,00110
78,76.0,27.0,XXX,XX,01,  Deuli Subidkhali Union,2449,4.2,12.1,17.1,24.0,20.2,11.7,5.6,5.2,4.3,00110
78,76.0,81.0,XXX,XX,01,  Mirzaganj Union,3406,4.5,10.5,18.1,24.5,20.9,11.3,5.7,4.6,4.3,00110
78,95.0,XX.0,XXX,XX,01,  Patuakhali Sadar Upazila,53728,3.4,10.0,16.7,23.2,20.2,12.4,6.6,7.6,4.6,00110
78,95.0,27.0,XXX,XX,01,  Jainkati Union,2766,4.7,8.9,17.2,22.6,20.6,11.9,6.3,7.9,4.5,00110
06,XX.0,XX.0,XXX,XX,01, Barisal Zila,398558,3.5,9.8,17.3,23.0,20.3,12.9,6.7,6.5,4.5,00110
06,2.0,XX.0,XXX,XX,01,  Agailjhara Upazila,30375,3.3,8.8,16.3,23.6,21.8,13.8,6.5,6.0,4.5,00110
06,2.0,15.0,XXX,XX,01,  Bakal Union,4981,3.9,9.0,16.5,24.1,22.1,13.1,6.0,5.3,4.5,00110
06,2.0,47.0,XXX,XX,01,  Gaila Union,5526,3.6,9.2,18.1,24.1,20.2,12.2,6.0,6.6,4.5,00110
06,3.0,XX.0,XXX,XX,01,  Babuganj Upazila,29429,4.0,10.0,17.8,24.4,20.3,11.8,5.8,5.8,4.4,00110
06,3.0,81.0,XXX,XX,01,  Rahmatpur Union,3297,3.4,9.2,19.8,25.3,21.1,10.9,5.0,5.2,4.4,00110
06,7.0,XX.0,XXX,XX,01,  Bakerganj Upazila,67141,4.1,11.7,18.2,22.8,19.6,11.8,6.0,5.8,4.4,00110
06,7.0,12.0,XXX,XX,01,  Bhar Pasha Union,3481,4.4,11.6,18.2,21.5,19.8,12.1,6.3,6.1,4.4,00110
06,7.0,94.0,XXX,XX,01,  Rangasree Union,7183,3.5,11.2,16.6,23.3,19.8,12.8,6.7,6.2,4.5,00110
06,10.0,XX.0,XXX,XX,01,  Banari Para Upazila,30241,3.6,10.5,18.5,25.1,20.9,11.6,5.4,4.4,4.3,00110
06,10.0,42.0,XXX,XX,01,  Chakhar Union,3248,6.2,14.5,21.7,23.1,17.0,10.5,3.7,3.3,4.0,00110
06,10.0,63.0,XXX,XX,01,  Salia Bakpur Union,3741,3.8,10.3,19.4,25.6,19.8,11.0,5.0,5.1,4.3,00110
06,32.0,XX.0,XXX,XX,01,  Gaurnadi Upazila,32107,3.2,9.0,17.1,23.7,21.3,12.9,6.4,6.4,4.5,00110
06,36.0,XX.0,XXX,XX,01,  Hizla Upazila,27434,2.4,8.8,16.6,20.7,18.8,14.3,9.0,9.3,4.8,00110
06,36.0,13.0,XXX,XX,01,  Bara Jalia Union,3568,1.9,7.5,16.2,20.0,20.5,15.2,9.2,9.5,4.9,00110
