ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 7+ and not attending school-Both,Population aged 7+ and not attending school-Male,Population aged 7+ and not attending school-Female,Employment Status-Employed-Male,Employment Status-Employed-Female,Employment Status-Looking for work-Male,Employment Status-Looking for work-Female,Employment Status-Household work-Male,Employment Status-Household work-Female,Employment Status-Do not work-Male,Employment Status-Do not work-Female,check_var
79,58,XX,XXX,XX,01,  Mathbaria Upazila,26570,12770,13800,8079,599,256,46,1618,9518.0,2817,3637,01110
79,76,XX,XXX,XX,01,  Nazirpur Upazila,26116,12252,13864,9192,531,78,36,336,9530.0,2646,3767,01110
79,80,XX,XXX,XX,01,  Pirojpur Sadar Upazila,11572,5419,6153,3864,270,59,15,133,3918.0,1363,1950,01110
79,87,XX,XXX,XX,01,  Nesarabad Upazila,16360,7373,8987,5375,501,52,17,157,5625.0,1789,2844,01110
79,90,XX,XXX,XX,01,  Zianagar Upazila,10280,5104,5176,3645,220,62,11,295,3773.0,1102,1172,01110
9,18,XX,XXX,XX,01,  Bhola Sadar Upazila,111910,56270,55640,45178,1581,496,213,451,43959.0,10145,9887,01110
9,21,XX,XXX,XX,01,  Burhanuddin Upazila,61905,29061,32844,23078,1207,275,133,449,25609.0,5259,5895,01110
9,25,XX,XXX,XX,01,  Char Fasson Upazila,127173,63491,63682,49753,1781,1006,252,829,49687.0,11903,11962,01110
9,29,XX,XXX,XX,01,  Daulat Khan Upazila,44226,21392,22834,17173,782,215,97,243,17703.0,3761,4252,01110
9,54,XX,XXX,XX,01,  Lalmohan Upazila,84976,39455,45521,31136,1507,600,250,763,35957.0,6956,7807,01110
9,65,XX,XXX,XX,01,  Manpura Upazila,26266,13341,12925,10490,352,196,46,133,10281.0,2522,2246,01110
9,91,XX,XXX,XX,01,  Tazumuddin Upazila,31332,15534,15798,12781,757,191,96,190,12664.0,2372,2281,01110
4,09,XX,XXX,XX,01,  Amtali Upazila,45233,19933,25300,15251,924,458,128,895,19298.0,3329,4950,01110
4,19,XX,XXX,XX,01,  Bamna Upazila,8057,3455,4602,2540,109,28,9,183,3409.0,704,1075,01110
4,28,XX,XXX,XX,01,  Barguna Sadar Upazila,30970,13640,17330,10068,672,202,51,1082,12682.0,2288,3925,01110
4,47,XX,XXX,XX,01,  Betagi Upazila,17415,7339,10076,4970,324,82,30,779,7509.0,1508,2213,01110
4,85,XX,XXX,XX,01,  Patharghata Upazila,14353,6778,7575,5098,305,88,34,294,5297.0,1298,1939,01110
52,02,XX,XXX,XX,01,  Aditmari Upazila,69868,31128,38740,26716,2036,215,92,515,31991.0,3682,4621,01110
52,33,XX,XXX,XX,01,  Hatibandha Upazila,71150,31751,39399,27295,2163,294,141,1304,33394.0,2858,3701,01110
52,39,XX,XXX,XX,01,  Kaligang Upazila,72913,32679,40234,28158,2150,180,93,566,33810.0,3775,4181,01110
52,55,XX,XXX,XX,01,  Lalmonirhat Sadar Upazila,95726,42410,53316,35966,3196,298,184,1154,43561.0,4992,6375,01110
52,70,XX,XXX,XX,01,  Patgram Upazila,52530,24270,28260,21038,1206,226,73,520,23724.0,2486,3257,01110
77,04,XX,XXX,XX,01,  Atwari Upazila,30965,12255,18710,10799,1169,22,22,196,15612.0,1238,1907,01110
77,25,XX,XXX,XX,01,  Boda Upazila,57807,25227,32580,22486,2587,218,65,373,26332.0,2150,3596,01110
77,34,XX,XXX,XX,01,  Debiganj Upazila,64115,28435,35680,25326,2310,185,56,346,29702.0,2578,3612,01110
77,73,XX,XXX,XX,01,  Panchagarh Sadar Upazila,61486,27420,34066,23681,2495,224,115,318,26274.0,3197,5182,01110
77,90,XX,XXX,XX,01,  Tentulia Upazila,34553,15543,19010,13683,1190,71,39,187,15301.0,1602,2480,01110
85,03,XX,XXX,XX,01,  Badarganj Upazila,93003,43826,49177,39344,1691,318,100,430,42923.0,3734,4463,01110
85,27,XX,XXX,XX,01,  Gangachara Upazila,105889,48718,57171,39807,4204,423,163,3350,46687.0,5138,6117,01110
85,42,XX,XXX,XX,01,  Kaunia Upazila,60826,27622,33204,23117,1731,305,118,415,26853.0,3785,4502,01110
85,49,XX,XXX,XX,01,  Rangpur Sadar Upazila,126599,59627,66972,50693,4357,385,154,786,53105.0,7763,9356,01110
85,58,XX,XXX,XX,01,  Mithapukur Upazila,169379,77937,91442,67157,3509,435,260,1183,77233.0,9162,10440,01110
85,73,XX,XXX,XX,01,  Pirgachha Upazila,108111,47111,61000,40306,2066,329,108,505,51468.0,5971,7358,01110
85,76,XX,XXX,XX,01,  Pirganj Upazila,137371,63759,73612,54519,2359,324,207,789,62302.0,8127,8744,01110
85,92,XX,XXX,XX,01,  Taraganj Upazila,46524,21716,24808,19257,1108,94,51,122,21354.0,2243,2295,01110
49,06,XX,XXX,XX,01,  Bhurungamari Upazila,81314,36130,45184,31272,1409,188,121,821,38762.0,3849,4892,01110
49,08,XX,XXX,XX,01,  Char Rajibpur Upazila,22549,9942,12607,8972,213,24,17,66,11334.0,880,1043,01110
49,09,XX,XXX,XX,01,  Chilmari Upazila,30526,13459,17067,11997,541,58,27,95,14958.0,1309,1541,01110
49,18,XX,XXX,XX,01,  Phulbari Sadar Upazila,52454,21828,30626,19052,1443,111,39,211,25603.0,2454,3541,01110
49,52,XX,XXX,XX,01,  Kurigram Sadar Upazila,85790,37384,48406,30473,2009,281,149,1905,40343.0,4725,5905,01110
49,61,XX,XXX,XX,01,  Nageshwari Upazila,132593,57863,74730,49960,1731,381,145,600,64476.0,6922,8378,01110
49,77,XX,XXX,XX,01,  Rajarhat Upazila,57113,23854,33259,21047,1861,87,50,301,27692.0,2419,3656,01110
49,79,XX,XXX,XX,01,  Raumari Upazila,74346,33089,41257,27629,1835,582,206,809,34608.0,4069,4608,01110
49,94,XX,XXX,XX,01,  Ulipur Upazila,128636,55440,73196,48788,2782,416,149,716,62779.0,5520,7486,01110
32,21,XX,XXX,XX,01,  Fulchhari Upazila,71420,32974,38446,27688,1515,198,79,710,32108.0,4378,4744,01110
32,24,XX,XXX,XX,01,  Gaibandha Sadar Upazila,128625,56867,71758,47889,2492,368,162,1074,59319.0,7536,9785,01110
32,30,XX,XXX,XX,01,  Gobindaganj Upazila,173356,78256,95100,67961,3117,394,188,1702,81221.0,8199,10574,01110
32,67,XX,XXX,XX,01,  Palashbari Upazila,79165,34589,44576,30131,1347,281,122,476,38300.0,3701,4807,01110
32,82,XX,XXX,XX,01,  Sadullapur Upazila,100209,44873,55336,38339,1430,255,132,411,46716.0,5868,7058,01110
32,88,XX,XXX,XX,01,  Saghata Upazila,97214,41792,55422,36293,1668,337,114,456,47662.0,4706,5978,01110
32,91,XX,XXX,XX,01,  Sundarganj Upazila,181248,80381,100867,69376,3623,478,217,1896,87738.0,8631,9289,01110
73,12,XX,XXX,XX,01,  Dimla Upazila,95940,44674,51266,38156,1757,356,131,528,43454.0,5634,5924,01110
73,15,XX,XXX,XX,01,  Domar Upazila,59964,26930,33034,23587,1387,335,93,241,28078.0,2767,3476,01110
73,36,XX,XXX,XX,01,  Jaldhaka Upazila,110548,50315,60233,43712,2845,629,171,678,51372.0,5296,5845,01110
73,45,XX,XXX,XX,01,  Kishoreganj Upazila,98805,45379,53426,39208,2081,410,113,478,45635.0,5283,5597,01110
73,64,XX,XXX,XX,01,  Nilphamari Sadar Upazila,135036,61040,73996,52370,3608,549,204,807,61431.0,7314,8753,01110
73,85,XX,XXX,XX,01,  Saidpur Upazila,44448,20477,23971,17531,1323,126,64,378,19562.0,2442,3022,01110
94,08,XX,XXX,XX,01,  Baliadangi Upazila,55628,23163,32465,20024,1276,187,69,285,27181.0,2667,3939,01110
94,51,XX,XXX,XX,01,  Haripur Upazila,46296,20971,25325,17992,979,81,41,374,21310.0,2524,2995,01110
94,82,XX,XXX,XX,01,  Pirganj Upazila,64788,27374,37414,24305,2992,241,80,157,30312.0,2671,4030,01110
94,86,XX,XXX,XX,01,  Ranisankail Upazila,64843,28706,36137,24977,1589,88,32,143,29972.0,3498,4544,01110
94,94,XX,XXX,XX,01,  Thakurgaon Sadar Upazila,127092,53236,73856,43595,4086,397,178,3227,59434.0,6017,10158,01110
27,10,XX,XXX,XX,01,  Birampur Upazila,35422,16418,19004,14118,666,51,33,291,15876.0,1958,2429,01110
27,12,XX,XXX,XX,01,  Birganj Upazila,88130,38566,49564,33861,2663,308,116,409,40831.0,3988,5954,01110
27,17,XX,XXX,XX,01,  Biral Upazila,69742,30887,38855,27560,2109,87,46,198,32522.0,3042,4178,01110
27,21,XX,XXX,XX,01,  Bochaganj Upazila,36264,14692,21572,13182,2138,96,55,75,16998.0,1339,2381,01110
27,30,XX,XXX,XX,01,  Chirirbandar Upazila,73204,32113,41091,28356,2222,109,47,431,34223.0,3217,4599,01110
27,38,XX,XXX,XX,01,  Fulbari Upazila,37353,17399,19954,15141,1138,77,30,239,16196.0,1942,2590,01110
27,43,XX,XXX,XX,01,  Ghoraghat Upazila,29512,13831,15681,12037,1017,85,34,216,12871.0,1493,1759,01110
27,47,XX,XXX,XX,01,  Hakimpur Upazila,14940,6370,8570,5547,393,58,15,56,7122.0,709,1040,01110
27,56,XX,XXX,XX,01,  Kaharole Upazila,42051,17065,24986,15430,1631,37,19,89,20679.0,1509,2657,01110
27,60,XX,XXX,XX,01,  Khansama Upazila,46677,20483,26194,18327,1192,97,33,208,22350.0,1851,2619,01110
27,64,XX,XXX,XX,01,  Dinajpur Sadar Upazila,64438,29190,35248,25010,2979,75,37,194,27242.0,3911,4990,01110
27,69,XX,XXX,XX,01,  Nawabganj Upazila,69613,32452,37161,28372,1635,99,65,633,31232.0,3348,4229,01110
27,77,XX,XXX,XX,01,  Parbatipur Upazila,86718,39665,47053,35046,2054,260,111,679,40221.0,3680,4667,01110
10,06,XX,XXX,XX,01,  Adamdighi Upazila,43909,19242,24667,16370,1104,67,24,341,19992.0,2464,3547,01110
10,20,XX,XXX,XX,01,  Bogra Sadar Upazila,56761,26208,30553,23126,1761,64,53,168,24360.0,2850,4379,01110
10,27,XX,XXX,XX,01,  Dhunat Upazila,113353,51742,61611,45395,1681,205,102,611,52724.0,5531,7104,01110
10,33,XX,XXX,XX,01,  Dhupchanchia Upazila,44354,18730,25624,16115,747,123,29,357,21931.0,2135,2917,01110
10,40,XX,XXX,XX,01,  Gabtali Upazila,97292,44869,52423,39863,1644,188,80,435,45179.0,4383,5520,01110
10,54,XX,XXX,XX,01,  Kahaloo Upazila,55845,24557,31288,21706,973,68,49,162,26626.0,2621,3640,01110
10,67,XX,XXX,XX,01,  Nandigram Upazila,51472,22769,28703,19372,585,101,60,414,24187.0,2882,3871,01110
10,81,XX,XXX,XX,01,  Sariakandi Upazila,106609,49259,57350,42811,2726,280,192,747,48284.0,5421,6148,01110
10,85,XX,XXX,XX,01,  Shajahanpur Upazila,58813,27804,31009,24096,1140,90,43,380,25968.0,3238,3858,01110
10,88,XX,XXX,XX,01,  Sherpur Upazila,106765,47969,58796,41558,2054,208,109,927,48973.0,5276,7660,01110
10,94,XX,XXX,XX,01,  Shibganj Upazila,127454,57686,69768,49696,2616,309,162,833,58639.0,6848,8351,01110
10,95,XX,XXX,XX,01,  Sonatola Upazila,60384,26563,33821,23125,1039,166,83,429,29193.0,2843,3506,01110
88,11,XX,XXX,XX,01,  Belkuchi Upazila,85198,39816,45382,33066,2239,115,64,253,35843.0,6382,7236,01110
88,27,XX,XXX,XX,01,  Chauhali Upazila,51080,23130,27950,20121,1119,150,48,182,24194.0,2677,2589,01110
88,44,XX,XXX,XX,01,  Kamarkhanda Upazila,40317,18132,22185,15692,1018,60,18,121,18312.0,2259,2837,01110
88,50,XX,XXX,XX,01,  Kazipur Upazila,104029,47349,56680,41007,2823,186,110,1037,46996.0,5119,6751,01110
88,61,XX,XXX,XX,01,  Royganj Upazila,122739,57188,65551,49608,1786,216,97,479,55449.0,6885,8219,01110
88,67,XX,XXX,XX,01,  Shahjadpur Upazila,195201,91570,103631,77602,3367,379,179,895,84734.0,12694,15351,01110
88,78,XX,XXX,XX,01,  Sirajganj Sadar Upazila,130231,61503,68728,52779,2641,282,107,437,56217.0,8005,9763,01110
88,89,XX,XXX,XX,01,  Tarash Upazila,73335,32982,40353,28751,1237,115,54,299,34560.0,3817,4502,01110
88,94,XX,XXX,XX,01,  Ullah Para Upazila,178233,80517,97716,71076,2362,302,128,752,83777.0,8387,11449,01110
81,10,XX,XXX,XX,01,  Bagha Upazila,45735,21085,24650,17929,564,36,17,579,20815.0,2541,3254,01110
81,12,XX,XXX,XX,01,  Baghmara Upazila,109266,45204,64062,40285,1063,331,96,675,56421.0,3913,6482,01110
81,25,XX,XXX,XX,01,  Charghat Upazila,57525,27119,30406,23807,1250,65,45,426,25460.0,2821,3651,01110
81,31,XX,XXX,XX,01,  Durgapur Upazila,53137,23410,29727,21284,743,50,40,133,25995.0,1943,2949,01110
81,34,XX,XXX,XX,01,  Godagari Upazila,76523,38789,37734,31486,1878,350,100,1570,29913.0,5383,5843,01110
81,53,XX,XXX,XX,01,  Mohanpur Upazila,39595,16879,22716,14727,723,67,35,276,18874.0,1809,3084,01110
81,72,XX,XXX,XX,01,  Paba Upazila,69199,33252,35947,28766,2098,126,62,277,28519.0,4083,5268,01110
81,82,XX,XXX,XX,01,  Puthia Upazila,58756,27018,31738,24147,855,70,43,281,27298.0,2520,3542,01110
81,94,XX,XXX,XX,01,  Tanore Upazila,38389,17026,21363,14522,1614,79,58,693,17324.0,1732,2367,01110
64,03,XX,XXX,XX,01,  Atrai Upazila,64284,28075,36209,24593,1110,127,52,315,30812.0,3040,4235,01110
64,06,XX,XXX,XX,01,  Badalgachhi Upazila,59472,26887,32585,24081,1259,52,39,315,27334.0,2439,3953,01110
64,28,XX,XXX,XX,01,  Dhamoirhat Upazila,48583,23542,25041,20826,1006,123,36,257,20927.0,2336,3072,01110
64,47,XX,XXX,XX,01,  Manda Upazila,122148,51285,70863,45007,1960,387,141,801,61189.0,5090,7573,01110
64,50,XX,XXX,XX,01,  Mahadebpur Upazila,82509,37148,45361,33095,2266,128,58,507,37708.0,3418,5329,01110
64,60,XX,XXX,XX,01,  Naogaon Sadar Upazila,82162,36461,45701,31904,2017,224,71,339,37676.0,3994,5937,01110
64,69,XX,XXX,XX,01,  Niamatpur Upazila,76534,35144,41390,30973,3029,97,62,422,33115.0,3652,5184,01110
64,75,XX,XXX,XX,01,  Patnitala Upazila,56259,26431,29828,23472,1542,125,71,189,23825.0,2645,4390,01110
64,79,XX,XXX,XX,01,  Porsha Upazila,34047,16759,17288,14618,1065,123,20,128,14481.0,1890,1722,01110
64,85,XX,XXX,XX,01,  Raninagar Upazila,57705,25287,32418,22068,811,127,51,174,27269.0,2918,4287,01110
64,86,XX,XXX,XX,01,  Sapahar Upazila,48302,23799,24503,20150,727,153,23,834,21041.0,2662,2712,01110
76,05,XX,XXX,XX,01,  Atgharia Upazila,49709,24286,25423,21759,1228,66,58,179,20791.0,2282,3346,01110
76,16,XX,XXX,XX,01,  Bera Upazila,81294,37477,43817,30793,2653,237,80,625,34186.0,5822,6898,01110
76,19,XX,XXX,XX,01,  Bhangura Upazila,39335,18486,20849,16063,483,110,40,253,17491.0,2060,2835,01110
76,22,XX,XXX,XX,01,  Chatmohar Upazila,97912,46801,51111,41116,2196,211,105,943,42949.0,4531,5861,01110
76,33,XX,XXX,XX,01,  Faridpur Upazila,43071,20685,22386,18138,563,70,21,302,19030.0,2175,2772,01110
76,39,XX,XXX,XX,01,  Ishwardi Upazila,67992,34441,33551,29094,1634,220,93,483,26382.0,4644,5442,01110
76,55,XX,XXX,XX,01,  Pabna Sadar Upazila,160344,79760,80584,68926,3165,433,171,586,65690.0,9815,11558,01110
76,72,XX,XXX,XX,01,  Santhia Upazila,126343,61222,65121,53406,2313,191,105,689,54399.0,6936,8304,01110
76,83,XX,XXX,XX,01,  Sujanagar Upazila,97005,45964,51041,39051,1580,240,86,616,42077.0,6057,7298,01110
70,18,XX,XXX,XX,01,  Bholahat Upazila,28283,14291,13992,11741,751,43,31,375,11220.0,2132,1990,01110
70,37,XX,XXX,XX,01,  Gomastapur Upazila,75769,38233,37536,33215,1192,126,50,231,32066.0,4661,4228,01110
70,56,XX,XXX,XX,01,  Nachole Upazila,38004,18828,19176,15985,556,92,33,442,16282.0,2309,2305,01110
70,66,XX,XXX,XX,01,  Chapai Nawabganj Sadar Upazila,123392,61555,61837,50960,2720,415,107,539,50206.0,9641,8804,01110
70,88,XX,XXX,XX,01,  Shibganj Upazila,193894,99781,94113,83395,1956,451,171,1097,79176.0,14838,12810,01110
69,09,XX,XXX,XX,01,  Bagatipara Upazila,37390,16836,20554,14962,606,83,33,168,17682.0,1623,2233,01110
69,15,XX,XXX,XX,01,  Baraigram Upazila,80643,37777,42866,33505,1066,102,76,380,36659.0,3790,5065,01110
69,41,XX,XXX,XX,01,  Gurudaspur Upazila,73073,34110,38963,29124,1592,182,84,1035,32282.0,3769,5005,01110
69,44,XX,XXX,XX,01,  Lalpur Upazila,84348,41870,42478,36641,1371,147,61,712,35509.0,4370,5537,01110
69,63,XX,XXX,XX,01,  Natore Sadar Upazila,109402,49869,59533,44183,2285,175,93,514,49543.0,4997,7612,01110
