ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 7+ and not attending school-Both,Population aged 7+ and not attending school-Male,Population aged 7+ and not attending school-Female,Employment Status-Employed-Male,Employment Status-Employed-Female,Employment Status-Looking for work-Male,Employment Status-Looking for work-Female,Employment Status-Household work-Male,Employment Status-Household work-Female,Employment Status-Do not work-Male,Employment Status-Do not work-Female,check_var
89,70,XX,XXX,XX,01,  Nalitabari Upazila,85464,40275,45189,34245,1736,638,135,543,38221.0,4849,5097,01110
89,88,XX,XXX,XX,01,  Sherpur Sadar Upazila,177572,84531,93041,69447,5104,867,467,3314,74784.0,10903,12686,01110
89,90,XX,XXX,XX,01,  Sreebardi Upazila,99020,45689,53331,36712,2712,408,210,2366,43566.0,6203,6843,01110
68,07,XX,XXX,XX,01,  Belabo Upazila,47244,21197,26047,17511,944,69,39,226,20772.0,3391,4292,01110
68,52,XX,XXX,XX,01,  Manohardi Upazila,73800,33939,39861,27523,2083,259,115,641,31213.0,5516,6450,01110
68,60,XX,XXX,XX,01,  Narsingdi Sadar Upazila,150084,72772,77312,57001,6136,466,179,604,56389.0,14701,14608,01110
68,63,XX,XXX,XX,01,  Palash Upazila,24481,11474,13007,9228,829,41,17,76,9714.0,2129,2447,01110
68,64,XX,XXX,XX,01,  Roypura Upazila,161762,73808,87954,56865,2776,661,148,1107,69891.0,15175,15139,01110
68,76,XX,XXX,XX,01,  Shibpur Upazila,62197,28684,33513,23380,1934,263,90,451,25656.0,4590,5833,01110
33,30,XX,XXX,XX,01,  Gazipur Sadar Upazila,204093,95041,109052,77125,39773,820,522,1471,51578.0,15625,17179,01110
33,32,XX,XXX,XX,01,  Kaliakair Upazila,87501,37744,49757,32089,7319,196,134,720,35295.0,4739,7009,01110
33,34,XX,XXX,XX,01,  Kaliganj Upazila,41612,19218,22394,14565,1003,204,44,438,17096.0,4011,4251,01110
33,36,XX,XXX,XX,01,  Kapasia Upazila,77389,35681,41708,28458,1358,323,100,1406,33068.0,5494,7182,01110
33,86,XX,XXX,XX,01,  Sreepur Upazila,93868,42865,51003,35537,5159,316,168,1036,37609.0,5976,8067,01110
90,18,XX,XXX,XX,01,  Bishwambarpur Upazila,58564,28360,30204,22748,2177,398,128,408,22237.0,4806,5662,01110
90,23,XX,XXX,XX,01,  Chhatak Upazila,116372,52290,64082,37268,2306,1317,250,1583,46457.0,12122,15069,01110
90,27,XX,XXX,XX,01,  Dakshin Sunamganj Upazila,65345,30777,34568,24189,1201,291,91,357,25917.0,5940,7359,01110
90,29,XX,XXX,XX,01,  Derai Upazila,77099,37490,39609,29309,2163,311,129,783,29056.0,7087,8261,01110
90,32,XX,XXX,XX,01,  Dharampasha Upazila,92721,45723,46998,37014,1648,554,138,847,36427.0,7308,8785,01110
90,33,XX,XXX,XX,01,  Dowarabazar Upazila,82002,37709,44293,28915,1429,951,215,876,35029.0,6967,7620,01110
90,47,XX,XXX,XX,01,  Jagannathpur Upazila,67574,31932,35642,22777,1078,519,96,495,25952.0,8141,8516,01110
90,50,XX,XXX,XX,01,  Jamalganj Upazila,60563,29258,31305,22800,1617,271,105,606,22830.0,5581,6753,01110
90,86,XX,XXX,XX,01,  Sulla Upazila,41840,20430,21410,15820,1387,142,45,724,15435.0,3744,4543,01110
90,89,XX,XXX,XX,01,  Sunamganj Sadar Upazila,76252,35745,40507,27672,1994,419,113,621,29841.0,7033,8559,01110
90,92,XX,XXX,XX,01,  Tahirpur Upazila,79161,38440,40721,30145,2666,275,114,759,29050.0,7261,8891,01110
36,02,XX,XXX,XX,01,  Ajmiriganj Upazila,37341,17412,19929,13636,515,178,46,110,15206.0,3488,4162,01110
36,05,XX,XXX,XX,01,  Bahubal Upazila,64579,30515,34064,23347,3460,441,146,413,24288.0,6314,6170,01110
36,11,XX,XXX,XX,01,  Baniachong Upazila,111637,53571,58066,41261,3296,742,230,1388,42552.0,10180,11988,01110
36,26,XX,XXX,XX,01,  Chunarughat Upazila,93166,40259,52907,29952,8375,867,250,1382,34188.0,8058,10094,01110
36,44,XX,XXX,XX,01,  Habiganj Sadar Upazila,71009,32771,38238,25017,2133,513,133,1017,28870.0,6224,7102,01110
36,68,XX,XXX,XX,01,  Lakhai Upazila,45206,20015,25191,15969,906,142,40,225,19622.0,3679,4623,01110
36,71,XX,XXX,XX,01,  Madhabpur Upazila,96682,42539,54143,32909,4923,585,193,930,38290.0,8115,10737,01110
36,77,XX,XXX,XX,01,  Nabiganj Upazila,97331,45402,51929,33854,2263,660,168,819,37715.0,10069,11783,01110
91,08,XX,XXX,XX,01,  Balaganj Upazila,77526,35050,42476,26508,1712,530,127,759,31906.0,7253,8731,01110
91,17,XX,XXX,XX,01,  Beani Bazar Upazila,44216,18426,25790,12624,1089,376,122,924,17393.0,4502,7186,01110
91,20,XX,XXX,XX,01,  Bishwanath Upazila,57198,25129,32069,16709,1046,688,112,877,22756.0,6855,8155,01110
91,27,XX,XXX,XX,01,  Companiganj Upazila,61883,30241,31642,23373,2196,345,109,648,22663.0,5875,6674,01110
91,31,XX,XXX,XX,01,  Dakshin Surma Upazila,48836,21030,27806,14237,1302,309,67,1040,19158.0,5444,7279,01110
91,35,XX,XXX,XX,01,  Fenchuganj Upazila,19036,8392,10644,5930,907,134,41,207,6939.0,2121,2757,01110
91,38,XX,XXX,XX,01,  Golapganj Upazila,60949,26004,34945,17986,970,460,99,721,25376.0,6837,8500,01110
91,41,XX,XXX,XX,01,  Gowainghat Upazila,107666,50412,57254,37166,3126,1077,246,1857,42174.0,10312,11708,01110
91,53,XX,XXX,XX,01,  Jaintiapur Upazila,48194,22042,26152,15754,1899,361,123,1744,18999.0,4183,5131,01110
91,59,XX,XXX,XX,01,  Kanaighat Upazila,72652,32414,40238,18475,2074,1616,374,4718,29269.0,7605,8521,01110
91,62,XX,XXX,XX,01,  Sylhet Sadar Upazila,80558,36776,43782,28286,4518,719,157,762,29685.0,7009,9422,01110
91,94,XX,XXX,XX,01,  Zakiganj Upazila,52061,21830,30231,15029,1074,609,140,1811,23231.0,4381,5786,01110
58,14,XX,XXX,XX,01,  Barlekha Upazila,56023,24081,31942,16670,3456,416,100,1535,21143.0,5460,7243,01110
58,35,XX,XXX,XX,01,  Juri Upazila,37000,15771,21229,11032,4022,622,172,603,12545.0,3514,4490,01110
58,56,XX,XXX,XX,01,  Kamalganj Upazila,66164,28743,37421,21366,7961,555,215,1223,21906.0,5599,7339,01110
58,65,XX,XXX,XX,01,  Kulaura Upazila,86168,38482,47686,28613,5316,819,261,1328,32318.0,7722,9791,01110
58,74,XX,XXX,XX,01,  Maulvibazar Sadar Upazila,70712,32325,38387,24683,2201,474,120,644,27426.0,6524,8640,01110
58,80,XX,XXX,XX,01,  Rajnagar Upazila,57261,25720,31541,19120,3895,576,171,679,20190.0,5345,7285,01110
58,83,XX,XXX,XX,01,  Sreemangal Upazila,90629,40091,50538,29064,11108,1006,309,981,27397.0,9040,11724,01110
