ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Population aged 7+ and not attending school-Both,Population aged 7+ and not attending school-Male,Population aged 7+ and not attending school-Female,Employment Status-Employed-Male,Employment Status-Employed-Female,Employment Status-Looking for work-Male,Employment Status-Looking for work-Female,Employment Status-Household work-Male,Employment Status-Household work-Female,Employment Status-Do not work-Male,Employment Status-Do not work-Female,check_var
18,31,35,XXX,XX,03,  Howli Union,3732,1775,1957,1521,57,5,0,4,1499.0,245,401,00110
18,55,38,XXX,XX,03,  Banka Union,1467,681,786,591,30,0,2,6,612.0,84,142,00110
18,55,76,XXX,XX,03,  Uthali Union,2577,1246,1331,1001,50,7,2,6,977.0,232,302,00110
65,28,14,XXX,XX,03,  Boranal Eliasabad Union,798,388,410,333,3,0,0,2,345.0,53,62,00110
65,28,71,XXX,XX,03,  Mauli Union,229,108,121,95,3,0,2,0,95.0,13,21,00110
65,28,87,XXX,XX,03,  Peruli Union,2343,1138,1205,929,30,2,8,16,942.0,191,225,00110
65,28,95,XXX,XX,03,  Salamabad Union,2195,1113,1082,860,50,23,8,14,851.0,216,173,00110
65,76,61,XXX,XX,03,  Mulia Union,2042,722,1320,630,39,1,0,4,1093.0,87,188,00110
44,14,31,XXX,XX,03,  Daulatpur Union,2403,1163,1240,1066,5,4,0,4,1156.0,89,79,00110
44,19,73,XXX,XX,03,  Paglakanai Union,1207,585,622,482,29,2,2,4,482.0,97,109,00110
41,23,25,XXX,XX,03,  Bankra Union,540,214,326,183,5,2,0,2,278.0,27,43,00110
41,23,35,XXX,XX,03,  Gadkhali Union,861,381,480,334,2,3,3,1,380.0,43,95,00110
41,23,47,XXX,XX,03,  Jhikargachha Union,460,212,248,183,2,8,0,0,235.0,21,11,00110
41,23,71,XXX,XX,03,  Panisara Union,258,108,150,82,2,0,0,1,121.0,25,27,00110
41,38,28,XXX,XX,03,  Keshabpur Union,1038,402,636,339,40,0,2,2,472.0,61,122,00110
41,38,38,XXX,XX,03,  Majidpur Union,536,217,319,188,17,0,1,1,233.0,28,68,00110
41,47,23,XXX,XX,03,  Chanchra Union,2127,948,1179,786,96,1,4,11,798.0,150,281,00110
41,47,41,XXX,XX,03,  Fathehpur Union,1837,827,1010,588,235,1,3,6,514.0,232,258,00110
41,90,86,XXX,XX,03,  Sharsha Union,828,351,477,281,39,4,1,2,324.0,64,113,00110
1,14,31,XXX,XX,03,  Chitalmari Union,74,36,38,23,2,0,0,4,26.0,9,10,00110
1,34,10,XXX,XX,03,  Bahirdia Mansa Union,1787,782,1005,593,42,4,1,23,697.0,162,265,00110
1,34,31,XXX,XX,03,  Fakirhat Union,1313,630,683,478,66,11,0,8,443.0,133,174,00110
1,34,52,XXX,XX,03,  Mulghar Union,773,372,401,300,36,1,3,1,274.0,70,88,00110
1,34,63,XXX,XX,03,  Naldha Maubhog Union,749,336,413,282,11,0,1,1,308.0,53,93,00110
1,38,57,XXX,XX,03,  Kachua Union,1314,633,681,508,45,4,8,7,418.0,114,210,00110
1,56,95,XXX,XX,03,  Udaypur Union,2765,1321,1444,995,55,4,3,13,1026.0,309,360,00110
1,60,23,XXX,XX,03,  Baraikhali Union,583,247,336,189,24,0,1,4,233.0,54,78,00110
1,73,83,XXX,XX,03,  Rampal Union,156,62,94,46,17,0,0,4,61.0,12,16,00110
1,77,38,XXX,XX,03,  Khontakata Union,1368,666,702,501,30,9,0,16,464.0,140,208,00110
1,77,57,XXX,XX,03,  Royenda Union,1517,768,749,611,52,2,3,7,495.0,148,199,00110
55,66,52,XXX,XX,03,  Mohammadpur Union,2183,992,1191,834,47,3,2,6,926.0,149,216,00110
55,85,11,XXX,XX,03,  Arpara Union,1473,702,771,514,36,0,0,4,606.0,184,129,00110
55,85,59,XXX,XX,03,  Shalikha Union,38,16,22,15,0,0,0,0,17.0,1,5,00110
55,95,84,XXX,XX,03,  Sreepur Union,861,346,515,289,38,1,2,5,375.0,51,100,00110
50,15,27,XXX,XX,03,  Bahir Char Union,888,404,484,354,17,2,0,7,393.0,41,74,00110
50,15,40,XXX,XX,03,  Chandgram Union,1449,750,699,624,29,0,0,5,563.0,121,107,00110
50,39,33,XXX,XX,03,  Daulatpur Union,2528,1164,1364,1024,39,8,4,16,1174.0,116,147,00110
50,39,61,XXX,XX,03,  Mathurapur Union,4257,2030,2227,1682,119,5,3,67,1800.0,276,305,00110
50,63,71,XXX,XX,03,  Samaspur Union,1483,669,814,602,81,3,1,7,657.0,57,75,00110
50,79,50,XXX,XX,03,  Battail Union,791,335,456,285,58,2,1,3,316.0,45,81,00110
50,94,14,XXX,XX,03,  Amla Union,1325,615,710,540,20,1,2,2,591.0,72,97,00110
50,94,80,XXX,XX,03,  Poradaha Union,1465,632,833,522,33,2,0,8,567.0,100,233,00110
57,47,10,XXX,XX,03,  Bamandi Union,845,389,456,344,13,0,0,17,398.0,28,45,00110
57,47,69,XXX,XX,03,  Roypur Union,791,392,399,358,1,1,2,4,364.0,29,32,00110
57,60,28,XXX,XX,03,  Bagoan Union,2525,1229,1296,1077,20,1,4,10,1078.0,141,194,00110
87,04,17,XXX,XX,03,  Assasuni Union,2066,853,1213,662,103,4,3,14,855.0,173,252,00110
87,25,15,XXX,XX,03,  Debhata Union,685,272,413,232,65,1,0,0,288.0,39,60,00110
87,43,31,XXX,XX,03,  Helatala Union,512,205,307,184,15,0,0,0,232.0,21,60,00110
87,47,13,XXX,XX,03,  Bhara Simla Union,1003,408,595,332,57,4,2,3,432.0,69,104,00110
87,47,55,XXX,XX,03,  Kushlia Union,1418,619,799,497,61,7,1,5,554.0,110,183,00110
87,47,63,XXX,XX,03,  Mathureshpur Union,899,392,507,338,31,0,2,7,405.0,47,69,00110
87,47,94,XXX,XX,03,  Tarali Union,330,131,199,100,27,0,0,1,128.0,30,44,00110
87,86,94,XXX,XX,03,  Shyamnagar Union,3266,1231,2035,949,239,5,4,6,1352.0,271,440,00110
87,90,87,XXX,XX,03,  Tala Union,1970,760,1210,632,83,1,2,15,911.0,112,214,00110
42,40,85,XXX,XX,03,  Ponabalia Union,224,81,143,68,11,0,1,1,104.0,12,27,00110
42,43,63,XXX,XX,03,  Kanthalia Union,1069,467,602,325,29,3,1,43,390.0,96,182,00110
42,84,40,XXX,XX,03,  Mathbari Union,447,213,234,163,10,0,3,6,182.0,44,39,00110
42,84,54,XXX,XX,03,  Rajapur Union,1116,477,639,345,17,5,4,3,406.0,124,212,00110
78,38,29,XXX,XX,03,  Bauphal Union,260,115,145,85,7,0,2,6,121.0,24,15,00110
78,38,35,XXX,XX,03,  Daspara Union,1038,450,588,361,11,1,4,3,484.0,85,89,00110
78,52,31,XXX,XX,03,  Banshbaria Union,635,261,374,200,3,5,1,2,298.0,54,72,00110
78,52,52,XXX,XX,03,  Dashmina Union,3822,1604,2218,1163,69,30,4,45,1569.0,366,576,00110
78,55,93,XXX,XX,03,  Sreerampur Union,1128,434,694,312,19,11,0,18,476.0,93,199,00110
78,57,50,XXX,XX,03,  Chiknikandi Union,212,89,123,64,6,0,0,0,91.0,25,26,00110
78,57,67,XXX,XX,03,  Galachipa Union,599,262,337,193,13,3,2,9,246.0,57,76,00110
78,66,83,XXX,XX,03,  Tiakhali Union,2233,1025,1208,853,50,2,5,25,973.0,145,180,00110
78,76,13,XXX,XX,03,  Amragachhia Union,302,142,160,111,13,0,0,4,117.0,27,30,00110
78,76,27,XXX,XX,03,  Deuli Subidkhali Union,1871,858,1013,654,33,5,5,26,737.0,173,238,00110
78,76,81,XXX,XX,03,  Mirzaganj Union,1354,553,801,396,16,57,2,11,592.0,89,191,00110
78,95,27,XXX,XX,03,  Jainkati Union,1061,420,641,309,29,1,0,25,533.0,85,79,00110
6,02,15,XXX,XX,03,  Bakal Union,349,147,202,92,5,2,0,4,127.0,49,70,00110
6,02,47,XXX,XX,03,  Gaila Union,704,257,447,189,26,1,0,2,271.0,65,150,00110
6,03,81,XXX,XX,03,  Rahmatpur Union,1171,515,656,375,18,1,3,15,443.0,124,192,00110
6,07,12,XXX,XX,03,  Bhar Pasha Union,562,273,289,223,5,3,0,4,194.0,43,90,00110
6,07,94,XXX,XX,03,  Rangasree Union,80,33,47,28,0,0,0,0,45.0,5,2,00110
6,10,42,XXX,XX,03,  Chakhar Union,563,245,318,197,14,2,0,7,228.0,39,76,00110
6,10,63,XXX,XX,03,  Salia Bakpur Union,314,124,190,96,3,2,1,4,129.0,22,57,00110
6,36,13,XXX,XX,03,  Bara Jalia Union,2965,1380,1585,1127,69,14,13,18,1282.0,221,221,00110
6,51,34,XXX,XX,03,  Char Baria Union,539,268,271,211,7,0,0,5,220.0,52,44,00110
6,51,43,XXX,XX,03,  Char Kowa Union,1169,535,634,421,46,9,2,15,436.0,90,150,00110
6,62,87,XXX,XX,03,  Mehendiganj Union,675,306,369,229,9,0,1,2,252.0,75,107,00110
6,94,31,XXX,XX,03,  Guthia Union,324,173,151,142,28,1,3,1,96.0,29,24,00110
6,94,84,XXX,XX,03,  Shikarpur Union,539,213,326,156,27,1,0,0,176.0,56,123,00110
79,14,11,XXX,XX,03,  Bhandaria Union,1669,796,873,554,57,7,2,16,527.0,219,287,00110
79,14,71,XXX,XX,03,  Nudmulla Union,482,200,282,141,10,5,3,23,189.0,31,80,00110
79,47,15,XXX,XX,03,  Amrajuri Union,322,172,150,127,12,1,0,5,89.0,39,49,00110
79,47,47,XXX,XX,03,  Kawkhali Union,426,188,238,113,37,3,0,4,123.0,68,78,00110
79,58,60,XXX,XX,03,  Mathbaria Union,620,296,324,203,12,1,1,20,196.0,72,115,00110
79,76,52,XXX,XX,03,  Nazirpur Union,639,300,339,214,11,9,4,1,208.0,76,116,00110
79,87,76,XXX,XX,03,  Sohagdal Union,487,215,272,125,21,1,0,3,133.0,86,118,00110
79,87,85,XXX,XX,03,  Sutiakati Union,865,398,467,283,34,0,0,4,273.0,111,160,00110
79,87,95,XXX,XX,03,  Nesarabad (Swarupkati) Union,197,82,115,61,3,2,0,3,72.0,16,40,00110
79,90,51,XXX,XX,03,  Pattashi Union,696,315,381,210,18,0,0,10,225.0,95,138,00110
9,18,12,XXX,XX,03,  Alinagar Union,221,92,129,76,2,0,0,1,108.0,15,19,00110
9,18,14,XXX,XX,03,  Bapta Union,6967,3183,3784,2421,97,27,12,22,2791.0,713,884,00110
9,18,36,XXX,XX,03,  Dhania Union,1829,892,937,675,24,8,4,3,708.0,206,201,00110
9,21,16,XXX,XX,03,  Bara Manika Union,2840,1282,1558,998,32,9,2,16,1228.0,259,296,00110
9,21,57,XXX,XX,03,  Kutba Union,3617,1651,1966,1337,53,7,2,21,1547.0,286,364,00110
9,25,66,XXX,XX,03,  Jinnaghar Union,6036,2908,3128,2302,98,35,11,55,2409.0,516,610,00110
9,54,57,XXX,XX,03,  Lalmohan Union,4823,2171,2652,1784,90,26,7,24,2142.0,337,413,00110
9,65,23,XXX,XX,03,  Hajirhat Union,345,170,175,146,8,0,0,1,148.0,23,19,00110
9,91,57,XXX,XX,03,  Chandpur Union,6703,3380,3323,2747,128,25,7,43,2654.0,565,534,00110
4,09,13,XXX,XX,03,  Amtali Union,1027,505,522,409,25,1,1,24,381.0,71,115,00110
4,19,23,XXX,XX,03,  Bamna Union,1055,479,576,272,24,2,1,134,427.0,71,124,00110
4,47,11,XXX,XX,03,  Betagi Union,617,271,346,199,10,1,0,22,270.0,49,66,00110
4,85,23,XXX,XX,03,  Kakchira Union,291,120,171,86,5,2,0,3,127.0,29,39,00110
4,85,35,XXX,XX,03,  Kalmegha Union,652,312,340,183,3,15,3,25,217.0,89,117,00110
4,85,71,XXX,XX,03,  Patharghata Union,50,30,20,25,0,0,0,0,12.0,5,8,00110
52,02,10,XXX,XX,03,  Bhadai Union,5106,2173,2933,1980,174,8,12,40,2471.0,145,276,00110
52,39,95,XXX,XX,03,  Tushbhandar Union,4394,1948,2446,1661,234,14,7,53,1901.0,220,304,00110
77,04,67,XXX,XX,03,  Radhanagar Union,1593,536,1057,496,151,1,2,5,785.0,34,119,00110
77,04,81,XXX,XX,03,  Taria Union,131,42,89,39,1,0,0,1,84.0,2,4,00110
77,25,73,XXX,XX,03,  Maidan Dighi Union,570,232,338,187,38,6,5,2,232.0,37,63,00110
77,34,47,XXX,XX,03,  Debiganj Union,3570,1530,2040,1207,198,16,10,39,1438.0,268,394,00110
77,73,36,XXX,XX,03,  Dhakkamara Union,113,49,64,39,1,0,0,0,52.0,10,11,00110
77,90,81,XXX,XX,03,  Tentulia Union,717,292,425,231,44,3,3,9,289.0,49,89,00110
85,27,31,XXX,XX,03,  Gangachara Union,3626,1612,2014,1364,207,22,2,19,1420.0,207,385,00110
85,58,49,XXX,XX,03,  Durgapur Union,1463,649,814,532,94,2,3,12,626.0,103,91,00110
85,73,76,XXX,XX,03,  Pirgachha Union,3578,1495,2083,1227,93,9,9,36,1738.0,223,243,00110
85,76,69,XXX,XX,03,  Pirganj Union,2931,1361,1570,1187,128,4,7,6,1255.0,164,180,00110
85,76,75,XXX,XX,03,  Roypur Union,738,322,416,216,5,1,1,42,295.0,63,115,00110
85,92,71,XXX,XX,03,  Kursha Union,1863,816,1047,695,60,0,0,1,901.0,120,86,00110
49,06,19,XXX,XX,03,  Bhurungamari Union,8298,3635,4663,2941,258,38,11,158,3594.0,498,800,00110
49,08,19,XXX,XX,03,  Char Rajibpur Union,5223,2292,2931,2064,96,8,7,16,2543.0,204,285,00110
49,09,59,XXX,XX,03,  Ramna Union,10242,4292,5950,3695,423,7,6,45,4817.0,545,704,00110
49,09,83,XXX,XX,03,  Thanahat Union,4510,2045,2465,1716,81,7,6,13,2084.0,309,294,00110
49,18,40,XXX,XX,03,  Phulbari Union,4749,2043,2706,1774,251,3,3,6,2038.0,260,414,00110
49,52,17,XXX,XX,03,  Belgachha Union,687,301,386,234,67,1,4,5,258.0,61,57,00110
49,77,21,XXX,XX,03,  Chakirpashar Union,1560,632,928,538,102,1,0,19,724.0,74,102,00110
49,77,73,XXX,XX,03,  Rajarhat Union,897,385,512,343,35,0,0,2,418.0,40,59,00110
49,79,71,XXX,XX,03,  Raumari Union,8861,3777,5084,3059,468,12,4,71,3837.0,635,775,00110
32,21,47,XXX,XX,03,  Gazaria Union,2355,1050,1305,868,92,22,9,4,1033.0,156,171,00110
32,24,14,XXX,XX,03,  Ballamjhar Union,2462,1155,1307,926,91,4,1,57,1025.0,168,190,00110
32,24,21,XXX,XX,03,  Boali Union,67,20,47,17,8,0,0,0,26.0,3,13,00110
32,24,58,XXX,XX,03,  Kholahati Union,5607,2567,3040,2012,165,19,3,11,2267.0,525,605,00110
32,24,85,XXX,XX,03,  Mollar Char Union,520,258,262,240,2,0,0,0,239.0,18,21,00110
32,67,85,XXX,XX,03,  Palashbari Union,4947,2066,2881,1594,163,23,15,35,2156.0,414,547,00110
32,82,13,XXX,XX,03,  Banagram Union,2982,1360,1622,1181,78,5,3,10,1355.0,164,186,00110
32,82,60,XXX,XX,03,  Jamalpur Union,1244,570,674,483,19,0,5,2,546.0,85,104,00110
32,88,19,XXX,XX,03,  Bonar Para Union,2324,936,1388,735,77,11,8,50,1092.0,140,211,00110
32,88,85,XXX,XX,03,  Saghata Union,2204,927,1277,826,88,1,0,6,1018.0,94,171,00110
32,91,31,XXX,XX,03,  Dahabanda Union,1588,692,896,480,11,71,12,57,746.0,84,127,00110
73,12,19,XXX,XX,03,  Dimla Union,5525,2450,3075,2133,168,14,8,30,2500.0,273,399,00110
73,15,19,XXX,XX,03,  Bhogdabari Union,2449,1132,1317,930,140,45,4,32,991.0,125,182,00110
73,15,28,XXX,XX,03,  Boragari Union,1274,550,724,487,27,2,1,7,621.0,54,75,00110
73,15,38,XXX,XX,03,  Domar Union,2627,1188,1439,1056,84,11,22,11,1221.0,110,112,00110
73,45,51,XXX,XX,03,  Kishoreganj Union,2409,1047,1362,899,148,18,4,6,1035.0,124,175,00110
73,85,23,XXX,XX,03,  Bangalipur Union,750,323,427,285,2,1,0,0,400.0,37,25,00110
94,08,21,XXX,XX,03,  Barabari Union,2190,954,1236,822,95,15,0,8,975.0,109,166,00110
94,08,73,XXX,XX,03,  Duosuo Union,1706,657,1049,563,54,5,5,4,853.0,85,137,00110
94,51,81,XXX,XX,03,  Haripur Union,2333,1062,1271,839,64,18,2,31,1045.0,174,160,00110
94,94,52,XXX,XX,03,  Jamalpur Union,1774,756,1018,676,149,4,4,8,727.0,68,138,00110
94,94,58,XXX,XX,03,  Mohammadpur Union,334,136,198,119,8,1,4,3,168.0,13,18,00110
94,94,68,XXX,XX,03,  Rahimanpur Union,554,245,309,196,12,0,0,1,240.0,48,57,00110
27,10,71,XXX,XX,03,  Khanpur Union,151,69,82,60,0,0,0,0,54.0,9,28,00110
27,10,83,XXX,XX,03,  Pali Prayagpur Union,378,174,204,159,12,1,0,0,103.0,14,89,00110
27,17,28,XXX,XX,03,  Biral Union,2020,911,1109,795,82,12,6,6,888.0,98,133,00110
27,30,13,XXX,XX,03,  Abdulpur Union,2022,918,1104,754,56,3,2,57,888.0,104,158,00110
27,43,38,XXX,XX,03,  Ghoraghat Union,246,103,143,87,66,0,0,0,54.0,16,23,00110
27,56,31,XXX,XX,03,  Mukundapur Union,1932,812,1120,720,60,2,0,4,910.0,86,150,00110
27,60,15,XXX,XX,03,  Alokjhari Union,2463,1075,1388,943,69,4,6,9,1063.0,119,250,00110
27,64,69,XXX,XX,03,  Shashara Union,498,232,266,202,14,0,0,0,221.0,30,31,00110
27,64,77,XXX,XX,03,  Sekhpura Union,376,171,205,133,70,0,1,0,95.0,38,39,00110
27,69,17,XXX,XX,03,  Binodnagar Union,1162,536,626,437,107,1,0,9,429.0,89,90,00110
27,69,43,XXX,XX,03,  Golapganj Union,497,228,269,194,29,0,0,4,190.0,30,50,00110
27,77,86,XXX,XX,03,  Rampur Union,2436,1084,1352,914,79,2,4,12,1089.0,156,180,00110
10,06,13,XXX,XX,03,  Adam Dighi Union,2245,1110,1135,838,88,20,4,14,846.0,238,197,00110
10,27,38,XXX,XX,03,  Dhunat Union,3634,1674,1960,1491,165,8,3,13,1576.0,162,216,00110
10,88,28,XXX,XX,03,  Garidaha Union,3102,1409,1693,1216,135,4,3,6,1226.0,183,329,00110
10,88,57,XXX,XX,03,  Kusumbi Union,487,222,265,180,21,2,3,3,207.0,37,34,00110
10,88,77,XXX,XX,03,  Shah-Bandegi Union,5400,2420,2980,1977,441,12,4,7,1983.0,424,552,00110
88,27,27,XXX,XX,03,  Khas Kaulia Union,6413,2847,3566,2515,122,46,5,21,3202.0,265,237,00110
88,27,47,XXX,XX,03,  Sadia Chandpur Union,896,377,519,296,23,5,3,4,391.0,72,102,00110
88,44,38,XXX,XX,03,  Jamtail Union,3220,1526,1694,1209,89,9,4,9,1319.0,299,282,00110
88,50,25,XXX,XX,03,  Gandail Union,150,58,92,48,3,0,0,0,87.0,10,2,00110
88,50,77,XXX,XX,03,  Sonamukhi Union,1440,662,778,578,12,3,0,0,655.0,81,111,00110
88,61,38,XXX,XX,03,  Dhangara Union,432,178,254,171,15,0,0,0,207.0,7,32,00110
88,67,14,XXX,XX,03,  Gala Union,3379,1431,1948,1108,43,7,4,12,1579.0,304,322,00110
88,78,16,XXX,XX,03,  Baghbati Union,2827,1396,1431,1205,19,1,0,0,1227.0,190,185,00110
88,89,84,XXX,XX,03,  Tarash Union,2119,920,1199,763,76,7,1,8,923.0,142,199,00110
81,12,50,XXX,XX,03,  Ganipur Union,735,298,437,270,3,1,0,1,412.0,26,22,00110
81,31,11,XXX,XX,03,  Deluabari Union,699,329,370,296,142,1,0,2,211.0,30,17,00110
81,34,57,XXX,XX,03,  Matikata Union,1076,517,559,442,21,3,3,5,436.0,67,99,00110
81,53,13,XXX,XX,03,  Bakshimail Union,2206,919,1287,775,25,12,4,20,1088.0,112,170,00110
81,53,81,XXX,XX,03,  Royghati Union,231,79,152,66,1,0,0,2,111.0,11,40,00110
81,82,13,XXX,XX,03,  Baneshwar Union,838,436,402,343,44,0,1,27,303.0,66,54,00110
81,82,81,XXX,XX,03,  Silmaria Union,783,356,427,310,2,1,0,1,379.0,44,46,00110
64,03,10,XXX,XX,03,  Ahsanganj Union,846,378,468,292,71,2,3,58,336.0,26,58,00110
64,03,21,XXX,XX,03,  Bhopara Union,1273,596,677,524,56,0,1,5,557.0,67,63,00110
64,03,73,XXX,XX,03,  Panchupur Union,1377,591,786,510,63,2,1,7,609.0,72,113,00110
64,06,21,XXX,XX,03,  Badalgachhi Union,1247,557,690,464,47,2,0,6,526.0,85,117,00110
64,28,63,XXX,XX,03,  Jahanpur Union,1037,481,556,411,72,2,0,2,402.0,66,82,00110
64,47,54,XXX,XX,03,  Kusumba Union,1880,774,1106,694,57,1,2,4,893.0,75,154,00110
64,47,67,XXX,XX,03,  Manda Union,995,379,616,325,35,2,4,12,496.0,40,81,00110
64,47,88,XXX,XX,03,  Prasadpur Union,391,172,219,125,3,0,0,3,179.0,44,37,00110
64,50,57,XXX,XX,03,  Khajur Union,460,204,256,172,29,0,0,2,174.0,30,53,00110
64,50,66,XXX,XX,03,  Mahadebpur Union,2024,878,1146,686,159,11,3,11,748.0,170,236,00110
64,69,52,XXX,XX,03,  Niamatpur Union,985,424,561,323,144,0,1,1,299.0,100,117,00110
64,79,55,XXX,XX,03,  Nithpur Union,4331,2220,2111,1791,48,26,3,15,1764.0,388,296,00110
64,85,84,XXX,XX,03,  Raninagar Union,2075,905,1170,750,98,22,11,9,899.0,124,162,00110
64,86,71,XXX,XX,03,  Sapahar Union,2034,917,1117,760,93,2,5,13,812.0,142,207,00110
64,86,79,XXX,XX,03,  Shiranti Union,158,80,78,75,2,0,0,0,74.0,5,2,00110
70,18,18,XXX,XX,03,  Bholahat Union,3152,1530,1622,1284,65,9,9,15,1301.0,222,247,00110
70,37,42,XXX,XX,03,  Chowdala Union,3954,1993,1961,1691,80,6,1,10,1631.0,286,249,00110
70,37,52,XXX,XX,03,  Gomastapur Union,3743,1765,1978,1552,118,6,5,16,1612.0,191,243,00110
70,88,41,XXX,XX,03,  Kansat Union,1892,961,931,828,42,1,1,3,745.0,129,143,00110
38,61,47,XXX,XX,03,  Khetlal Union,3500,1571,1929,1370,54,0,2,16,1643.0,185,230,00110
13,22,94,XXX,XX,03,  Tarpur Chandi Union,2507,1217,1290,838,26,9,3,20,947.0,350,314,00110
13,47,23,XXX,XX,03,  Dakshin Algi Durgapur Union,1521,744,777,604,22,5,1,8,615.0,127,139,00110
13,49,35,XXX,XX,03,  Hajiganj Union,761,352,409,229,3,1,0,0,279.0,122,127,00110
3,04,31,XXX,XX,03,  Alikadam Union,4140,1969,2171,1370,239,154,33,92,1351.0,353,548,00110
3,73,76,XXX,XX,03,  Naikhongchhari Union,6456,3007,3449,2264,232,97,20,69,2547.0,577,650,00110
3,89,57,XXX,XX,03,  Rowangchhari Union,2017,894,1123,653,249,9,18,98,714.0,134,142,00110
3,95,57,XXX,XX,03,  Thanchi Union,986,502,484,450,256,0,6,11,188.0,41,34,00110
19,15,18,XXX,XX,03,  Brahman Para Union,1242,537,705,410,63,0,2,5,409.0,122,231,00110
19,18,31,XXX,XX,03,  Burichang Union,2180,948,1232,706,69,1,0,12,936.0,229,227,00110
19,27,20,XXX,XX,03,  Mahichal Union,293,120,173,88,2,0,0,0,128.0,32,43,00110
19,33,35,XXX,XX,03,  Bijoypur Union,2806,1381,1425,1068,36,92,5,13,1162.0,208,222,00110
19,67,68,XXX,XX,03,  Kalir Bazar Union,1130,502,628,348,10,1,0,57,495.0,96,123,00110
19,67,90,XXX,XX,03,  Panchthubi Union,235,114,121,80,0,0,0,0,105.0,34,16,00110
19,67,94,XXX,XX,03,  Uttar Durgapur Union,10909,5020,5889,3781,430,86,15,72,4036.0,1081,1408,00110
19,74,13,XXX,XX,03,  Baishgaon Union,162,58,104,37,1,0,0,2,67.0,19,36,00110
19,75,43,XXX,XX,03,  Gobindapur Union,1834,803,1031,591,68,9,1,26,779.0,177,183,00110
19,81,54,XXX,XX,03,  Muradnagar Union,4677,2084,2593,1400,145,6,4,61,1755.0,617,689,00110
19,81,63,XXX,XX,03,  Paschim Nabipur Union,3840,1825,2015,1375,114,7,4,28,1417.0,415,480,00110
19,94,67,XXX,XX,03,  Karikandi Union,893,366,527,268,14,1,0,8,397.0,89,116,00110
12,04,94,XXX,XX,03,  Banchharampur Union,5256,2266,2990,1772,137,11,8,18,2293.0,465,552,00110
12,07,32,XXX,XX,03,  Chandura Union,2224,1061,1163,817,43,3,0,16,893.0,225,227,00110
12,07,91,XXX,XX,03,  Uttar Ichhapur Union,492,207,285,166,21,2,1,5,234.0,34,29,00110
12,13,50,XXX,XX,03,  Shuhilpur Union,2858,1411,1447,979,75,22,13,14,931.0,396,428,00110
12,13,93,XXX,XX,03,  Uttar Natai Union,2515,1211,1304,878,95,10,2,72,952.0,251,255,00110
12,33,12,XXX,XX,03,  Araisidha Union,400,275,125,244,2,0,1,1,105.0,30,17,00110
12,33,14,XXX,XX,03,  Ashugang Union,6611,3131,3480,2385,783,42,11,65,1817.0,639,869,00110
