ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Type of Structure (%)-Pucka,Type of Structure (%)-Semi-pucka,Type of Structure (%)-Kutcha,Type of Structure (%)-Jhupri,Toilet Facility (%)-Sanitary (water-sealed),Toilet Facility (%)-Sanitary (non water-sealed),Toilet Facility (%)-Non-sanitary,Toilet Facility (%)-None,check_var
61.0,13.0,69.0,XXX,XX,01,  Mallikbari Union,5165,1.6,4.7,92.7,0.9,25.3,40.5,27.6,6.6,00110
61.0,16.0,XX.0,XXX,XX,01,  Dhobaura Upazila,42332,0.6,3.1,90.9,5.4,17.8,34.2,35.1,12.8,00110
61.0,16.0,36.0,XXX,XX,01,  Dhobaura Union,6144,0.8,1.9,91.3,6.0,31.2,37.4,23.3,8.1,00110
61.0,20.0,XX.0,XXX,XX,01,  Fulbaria Upazila,89925,0.8,5.8,90.3,3.2,8.3,28.4,43.1,20.2,00110
61.0,20.0,17.0,XXX,XX,01,  Bakta Union,7384,0.4,3.8,94.4,1.3,9.8,21.5,47.9,20.8,00110
61.0,20.0,47.0,XXX,XX,01,  Fulbaria Union,4516,1.6,6.3,90.1,2.1,7.9,18.6,41.6,31.9,00110
61.0,22.0,XX.0,XXX,XX,01,  Gaffargaon Upazila,89508,2.0,12.7,83.2,2.1,6.2,32.8,48.2,12.8,00110
61.0,22.0,82.0,XXX,XX,01,  Saltia Union,3624,2.8,20.4,73.6,3.2,9.6,31.0,47.9,11.5,00110
61.0,23.0,XX.0,XXX,XX,01,  Gauripur Upazila,66415,0.6,7.5,88.3,3.6,13.4,31.7,41.1,13.8,00110
61.0,24.0,XX.0,XXX,XX,01,  Haluaghat Upazila,66961,0.6,4.5,86.4,8.5,8.9,35.3,45.2,10.7,00110
61.0,24.0,61.0,XXX,XX,01,  Haluaghat Union,8645,0.5,4.6,93.0,1.9,0.8,31.6,62.3,5.3,00110
61.0,31.0,XX.0,XXX,XX,01,  Ishwarganj Upazila,73950,0.8,6.4,89.9,2.9,9.5,25.9,48.7,15.9,00110
61.0,31.0,40.0,XXX,XX,01,  Ishwarganj Union,3233,2.1,14.5,83.1,0.2,12.8,38.6,41.6,7.0,00110
61.0,52.0,XX.0,XXX,XX,01,  Mymensingh Sadar Upazila,84673,1.4,11.5,83.2,3.9,8.4,25.2,48.5,17.9,00110
61.0,52.0,33.0,XXX,XX,01,  Char Ishwardia Union,3540,0.1,9.8,82.3,7.7,15.6,27.1,42.3,15.0,00110
61.0,52.0,40.0,XXX,XX,01,  Char Nilakshmia Union,6554,1.6,13.8,82.2,2.4,16.9,42.0,25.0,16.0,00110
61.0,52.0,67.0,XXX,XX,01,  Khagdahar Union,7879,3.1,13.4,77.9,5.6,6.4,18.1,57.9,17.6,00110
61.0,65.0,XX.0,XXX,XX,01,  Muktagachha Upazila,85376,0.8,5.9,91.2,2.2,9.6,35.1,46.3,9.0,00110
61.0,72.0,XX.0,XXX,XX,01,  Nandail Upazila,77907,1.0,7.1,88.2,3.7,3.5,19.4,46.4,30.8,00110
61.0,72.0,13.0,XXX,XX,01,  Achargaon Union,3629,0.8,4.7,91.2,3.3,3.0,11.6,46.4,39.0,00110
61.0,72.0,23.0,XXX,XX,01,  Chandipasha Union,7649,0.7,8.7,86.2,4.4,4.9,23.2,41.8,30.1,00110
61.0,81.0,XX.0,XXX,XX,01,  Phulpur Upazila,129951,1.0,8.8,82.9,7.4,7.4,26.8,51.4,14.4,00110
61.0,94.0,XX.0,XXX,XX,01,  Trishal Upazila,81860,1.1,11.2,84.5,3.2,7.0,30.0,51.8,11.2,00110
61.0,94.0,66.0,XXX,XX,01,  Rampur Union,2372,0.4,4.8,94.1,0.7,0.9,10.7,73.7,14.7,00110
67.0,XX.0,XX.0,XXX,XX,01, Narayanganj Zila,435348,16.8,30.5,51.5,1.2,20.3,54.0,23.4,2.2,00110
67.0,2.0,XX.0,XXX,XX,01,  Araihazar Upazila,74158,3.9,12.7,83.0,0.3,6.2,39.1,47.2,7.6,00110
67.0,2.0,23.0,XXX,XX,01,  Araihazar Union,4780,4.3,15.4,79.6,0.6,5.6,30.3,59.9,4.2,00110
67.0,2.0,87.0,XXX,XX,01,  Satgram Union,6324,2.5,15.8,81.1,0.6,1.2,47.4,45.0,6.4,00110
67.0,4.0,XX.0,XXX,XX,01,  Sonargaon Upazila,81602,12.9,22.7,64.1,0.4,15.7,60.9,21.9,1.5,00110
67.0,6.0,XX.0,XXX,XX,01,  Bandar Upazila,33696,10.8,19.0,69.2,1.1,22.6,57.6,18.3,1.5,00110
67.0,58.0,XX.0,XXX,XX,01,  Narayanganj Sadar Upazila,181648,27.8,46.0,24.0,2.1,32.3,58.6,8.8,0.3,00110
67.0,68.0,XX.0,XXX,XX,01,  Rupganj Upazila,64244,8.5,23.2,67.6,0.7,7.4,47.5,42.1,2.9,00110
67.0,68.0,63.0,XXX,XX,01,  Mura Para Union,2104,11.3,26.3,62.2,0.2,3.3,24.5,68.2,4.1,00110
67.0,68.0,79.0,XXX,XX,01,  Rupganj Union,8264,7.6,16.7,74.8,0.9,1.4,10.6,85.1,2.9,00110
33.0,XX.0,XX.0,XXX,XX,01, Gazipur Zila,556863,7.2,38.7,52.8,1.4,26.0,51.9,19.4,2.8,00110
33.0,30.0,XX.0,XXX,XX,01,  Gazipur Sadar Upazila,269078,10.1,60.2,28.3,1.4,34.5,53.9,10.9,0.7,00110
33.0,32.0,XX.0,XXX,XX,01,  Kaliakair Upazila,72384,4.9,25.0,69.0,1.1,13.5,56.5,25.4,4.5,00110
33.0,32.0,66.0,XXX,XX,01,  Mouchak Union,21236,10.1,50.1,38.9,0.9,20.1,63.5,16.1,0.4,00110
33.0,32.0,76.0,XXX,XX,01,  Sreefaltali Union,3995,5.4,19.0,73.0,2.6,12.7,48.2,34.3,4.8,00110
33.0,34.0,XX.0,XXX,XX,01,  Kaliganj Upazila,47958,4.6,20.5,73.4,1.5,21.1,49.3,26.2,3.4,00110
33.0,36.0,XX.0,XXX,XX,01,  Kapasia Upazila,76605,3.6,12.8,82.1,1.4,18.2,38.5,35.7,7.5,00110
33.0,36.0,43.0,XXX,XX,01,  Kapasia Union,7013,8.3,15.7,75.2,0.8,35.0,41.3,20.5,3.2,00110
33.0,86.0,XX.0,XXX,XX,01,  Sreepur Upazila,90838,4.6,17.1,77.0,1.4,19.8,54.7,22.3,3.2,00110
56.0,XX.0,XX.0,XXX,XX,01, Manikganj Zila,294287,1.6,8.5,88.0,1.9,17.9,53.4,26.5,2.2,00110
56.0,10.0,XX.0,XXX,XX,01,  Daulatpur Upazila,37003,0.8,3.8,94.7,0.6,11.2,34.1,51.3,3.4,00110
56.0,10.0,28.0,XXX,XX,01,  Chak Mirpur Union,4149,2.7,12.4,84.5,0.5,7.1,53.0,38.4,1.5,00110
56.0,22.0,XX.0,XXX,XX,01,  Ghior Upazila,33196,1.1,6.0,90.6,2.2,24.6,42.9,30.0,2.4,00110
56.0,22.0,47.0,XXX,XX,01,  Ghior Union,4064,1.4,5.3,87.5,5.8,1.3,47.9,48.8,1.9,00110
56.0,28.0,XX.0,XXX,XX,01,  Harirampur Upazila,32926,0.7,4.3,93.5,1.5,12.2,45.3,39.4,3.0,00110
56.0,28.0,29.0,XXX,XX,01,  Boyra Union,1982,0.9,7.2,90.6,1.4,28.8,53.5,15.7,1.9,00110
56.0,46.0,XX.0,XXX,XX,01,  Manikganj Sadar Upazila,54502,1.7,10.1,87.5,0.7,15.6,64.7,18.7,1.0,00110
56.0,46.0,87.0,XXX,XX,01,  Nabagram Union,4354,2.2,5.3,92.0,0.6,11.6,74.9,12.7,0.8,00110
56.0,70.0,XX.0,XXX,XX,01,  Saturia Upazila,38514,1.6,7.5,88.8,2.1,10.3,67.3,21.3,1.1,00110
56.0,70.0,19.0,XXX,XX,01,  Baliati Union,2587,2.9,14.5,81.2,1.4,23.6,31.9,44.3,0.1,00110
56.0,70.0,85.0,XXX,XX,01,  Saturia Union,3720,2.4,14.0,83.4,0.1,11.3,70.0,18.5,0.2,00110
56.0,78.0,XX.0,XXX,XX,01,  Shibalaya Upazila,39416,1.4,10.4,83.9,4.3,25.9,50.7,20.4,3.0,00110
56.0,78.0,71.0,XXX,XX,01,  Ulail Union,4909,0.5,3.8,86.0,9.7,36.4,43.5,16.9,3.2,00110
56.0,82.0,XX.0,XXX,XX,01,  Singair Upazila,58730,2.8,13.0,82.1,2.1,23.4,58.5,16.1,2.0,00110
26.0,XX.0,XX.0,XXX,XX,01, Dhaka Zila,635773,18.6,44.4,35.9,1.0,38.6,51.7,9.0,0.8,00110
26.0,14.0,XX.0,XXX,XX,01,  Dhamrai Upazila,78926,4.2,14.0,80.9,0.9,19.6,58.0,20.9,1.5,00110
26.0,14.0,35.0,XXX,XX,01,  Dhamrai Union,1973,21.9,38.3,39.6,0.2,36.3,55.8,5.4,2.5,00110
26.0,18.0,XX.0,XXX,XX,01,  Dohar Upazila,41214,9.2,35.8,54.4,0.6,29.7,56.2,12.8,1.4,00110
26.0,38.0,XX.0,XXX,XX,01,  Keraniganj Upazila,172967,35.7,36.1,26.8,1.4,29.5,62.7,7.2,0.6,00110
26.0,62.0,XX.0,XXX,XX,01,  Nawabganj Upazila,66704,8.0,25.0,66.2,0.8,36.2,50.9,11.1,1.8,00110
26.0,62.0,13.0,XXX,XX,01,  Bakshanagar Union,4527,10.8,19.9,69.2,0.1,32.6,54.0,12.3,1.1,00110
26.0,62.0,74.0,XXX,XX,01,  Kalakopa Union,1533,16.0,23.8,59.8,0.4,30.1,48.7,20.9,0.3,00110
26.0,72.0,XX.0,XXX,XX,01,  Savar Upazila,275962,16.0,64.4,18.7,0.9,51.6,42.5,5.5,0.5,00110
86.0,XX.0,XX.0,XXX,XX,01, Shariatpur Zila,218223,1.9,6.4,90.6,1.0,28.0,53.4,16.0,2.6,00110
86.0,14.0,XX.0,XXX,XX,01,  Bhedarganj Upazila,50885,1.1,3.3,95.0,0.5,30.9,52.5,13.6,2.9,00110
86.0,14.0,77.0,XXX,XX,01,  Rambhadrapur Union,3804,4.4,8.5,85.4,1.7,34.1,44.0,20.3,1.6,00110
86.0,25.0,XX.0,XXX,XX,01,  Damudya Upazila,20200,1.8,6.0,89.3,2.9,61.3,29.2,7.1,2.4,00110
86.0,25.0,23.0,XXX,XX,01,  Darul Aman Union,1414,1.3,9.5,85.8,3.5,98.9,1.0,0.0,0.1,00110
86.0,36.0,XX.0,XXX,XX,01,  Gosairhat Upazila,30790,1.2,5.0,92.9,0.9,23.3,56.1,18.1,2.6,00110
86.0,36.0,35.0,XXX,XX,01,  Idilpur Union,5718,1.2,9.8,87.7,1.3,26.8,48.0,22.7,2.4,00110
86.0,65.0,XX.0,XXX,XX,01,  Naria Upazila,44499,4.0,10.5,84.2,1.3,20.7,55.4,21.2,2.6,00110
86.0,69.0,XX.0,XXX,XX,01,  Shariatpur Sadar Upazila,34882,1.8,8.9,88.3,1.0,28.5,52.3,16.7,2.5,00110
86.0,94.0,XX.0,XXX,XX,01,  Zanjira Upazila,36967,1.2,4.9,93.4,0.4,18.2,64.4,15.4,2.1,00110
54.0,XX.0,XX.0,XXX,XX,01, Madaripur Zila,217008,3.2,13.4,82.3,1.1,10.5,58.8,29.3,1.4,00110
54.0,40.0,XX.0,XXX,XX,01,  Kalkini Upazila,50408,3.1,6.7,89.3,0.9,16.3,66.0,16.2,1.5,00110
54.0,54.0,XX.0,XXX,XX,01,  Madaripur Sadar Upazila,60245,3.2,10.8,85.0,1.1,2.7,54.3,42.0,1.1,00110
54.0,80.0,XX.0,XXX,XX,01,  Rajoir Upazila,44113,3.6,17.7,77.3,1.4,10.3,59.1,29.0,1.6,00110
54.0,80.0,95.0,XXX,XX,01,  Rajoir Union,554,0.9,11.2,87.9,0.0,40.4,46.2,10.5,2.9,00110
54.0,87.0,XX.0,XXX,XX,01,  Shib Char Upazila,62242,2.9,18.3,77.7,1.1,13.6,57.0,27.8,1.5,00110
54.0,87.0,18.0,XXX,XX,01,  Bayratala Uttar Union,1153,2.9,15.1,81.3,0.7,13.6,80.1,5.2,1.0,00110
54.0,87.0,42.0,XXX,XX,01,  Ditiyakhanda Union,2314,1.9,12.7,83.5,1.9,5.3,69.6,24.7,0.4,00110
93.0,XX.0,XX.0,XXX,XX,01, Tangail Zila,740131,1.2,4.7,93.2,1.0,18.0,43.7,31.8,6.6,00110
93.0,9.0,XX.0,XXX,XX,01,  Basail Upazila,35348,1.5,3.5,94.2,0.8,39.5,46.4,11.7,2.4,00110
93.0,9.0,11.0,XXX,XX,01,  Basail Union,3230,1.0,3.2,95.3,0.5,36.8,50.5,9.2,3.5,00110
93.0,19.0,XX.0,XXX,XX,01,  Bhuapur Upazila,39497,0.5,2.6,94.6,2.2,10.0,47.6,37.6,4.7,00110
93.0,23.0,XX.0,XXX,XX,01,  Delduar Upazila,44768,1.3,5.0,93.3,0.4,21.8,54.3,20.6,3.3,00110
93.0,23.0,23.0,XXX,XX,01,  Delduar Union,3977,1.4,5.9,92.5,0.2,17.6,61.2,18.7,2.5,00110
93.0,25.0,XX.0,XXX,XX,01,  Dhanbari Upazila,36794,0.5,4.5,92.9,2.1,2.2,20.5,67.3,10.1,00110
93.0,28.0,XX.0,XXX,XX,01,  Ghatail Upazila,96163,0.8,5.2,93.0,0.9,17.9,45.7,28.6,7.8,00110
93.0,38.0,XX.0,XXX,XX,01,  Gopalpur Upazila,51411,0.8,3.0,95.7,0.5,21.8,42.7,28.0,7.6,00110
93.0,47.0,XX.0,XXX,XX,01,  Kalihati Upazila,88746,1.1,3.9,94.1,0.9,19.2,49.4,26.1,5.4,00110
93.0,47.0,58.0,XXX,XX,01,  Kok Dahara Union,6610,0.6,2.4,94.7,2.3,5.3,55.6,34.1,5.0,00110
93.0,57.0,XX.0,XXX,XX,01,  Madhupur Upazila,59888,0.7,3.3,95.0,1.0,14.5,49.3,29.2,7.0,00110
93.0,57.0,21.0,XXX,XX,01,  Alokdia Union,6759,1.2,3.4,95.0,0.4,1.1,59.7,34.8,4.4,00110
93.0,66.0,XX.0,XXX,XX,01,  Mirzapur Upazila,85927,2.7,11.9,84.1,1.2,19.0,44.2,30.5,6.4,00110
93.0,66.0,36.0,XXX,XX,01,  Bhaora Union,3157,1.5,5.4,92.4,0.8,36.9,37.0,24.5,1.6,00110
93.0,66.0,39.0,XXX,XX,01,  Bhatgram Union,4996,2.5,11.1,85.6,0.8,40.0,31.2,26.8,2.0,00110
93.0,66.0,67.0,XXX,XX,01,  Latifpur Union,3366,1.0,9.4,89.2,0.4,23.5,39.5,30.5,6.6,00110
93.0,76.0,XX.0,XXX,XX,01,  Nagarpur Upazila,63395,0.7,2.3,96.6,0.4,11.1,35.6,50.2,3.1,00110
93.0,76.0,73.0,XXX,XX,01,  Nagarpur Union,3198,0.7,3.0,94.6,1.7,12.6,33.9,52.1,1.4,00110
93.0,85.0,XX.0,XXX,XX,01,  Sakhipur Upazila,59108,1.0,3.4,94.4,1.2,23.6,42.7,18.2,15.5,00110
93.0,85.0,27.0,XXX,XX,01,  Gazaria Union,8429,0.4,2.7,95.6,1.3,30.7,35.6,17.3,16.4,00110
93.0,85.0,81.0,XXX,XX,01,  Kalia Union,11271,0.5,2.3,95.6,1.7,21.3,45.3,20.3,13.1,00110
93.0,95.0,XX.0,XXX,XX,01,  Tangail Sadar Upazila,79086,1.6,3.5,94.2,0.7,16.6,39.1,39.0,5.2,00110
48.0,XX.0,XX.0,XXX,XX,01, Kishoreganj Zila,521579,1.1,8.5,88.6,1.7,9.7,31.0,47.8,11.5,00110
48.0,2.0,XX.0,XXX,XX,01,  Austagram Upazila,27132,0.6,3.3,94.5,1.6,5.8,29.5,55.5,9.2,00110
48.0,2.0,23.0,XXX,XX,01,  Austagram Union,632,0.3,2.8,88.8,8.1,5.9,37.0,42.4,14.7,00110
48.0,6.0,XX.0,XXX,XX,01,  Bajitpur Upazila,45383,1.3,14.2,80.0,4.5,10.9,35.2,46.4,7.5,00110
48.0,11.0,XX.0,XXX,XX,01,  Bhairab Upazila,34798,2.5,8.0,88.4,1.1,8.0,32.4,49.4,10.2,00110
48.0,27.0,XX.0,XXX,XX,01,  Hossainpur Upazila,36094,0.9,6.2,90.9,2.0,6.2,22.0,49.4,22.4,00110
48.0,33.0,XX.0,XXX,XX,01,  Itna Upazila,29359,0.4,2.0,95.8,1.8,2.7,17.7,70.3,9.4,00110
48.0,33.0,43.0,XXX,XX,01,  Dhanpur Union,2602,0.7,2.2,95.6,1.5,11.6,27.9,50.1,10.5,00110
48.0,33.0,51.0,XXX,XX,01,  Itna Union,833,0.0,1.8,94.8,3.4,2.9,16.0,56.2,25.0,00110
48.0,42.0,XX.0,XXX,XX,01,  Karimganj Upazila,56815,0.6,5.6,92.5,1.2,16.5,45.4,31.3,6.9,00110
48.0,45.0,XX.0,XXX,XX,01,  Katiadi Upazila,60651,1.7,13.7,83.2,1.4,6.6,26.2,51.6,15.6,00110
48.0,49.0,XX.0,XXX,XX,01,  Kishoreganj Sadar Upazila,67894,1.2,8.2,88.7,1.9,17.2,31.9,38.9,12.1,00110
48.0,54.0,XX.0,XXX,XX,01,  Kuliar Char Upazila,32543,1.7,13.9,82.7,1.8,5.5,38.9,40.2,15.4,00110
48.0,59.0,XX.0,XXX,XX,01,  Mithamain Upazila,21310,0.5,1.5,97.5,0.6,0.6,13.0,69.2,17.3,00110
48.0,59.0,81.0,XXX,XX,01,  Mithamain Union,1439,0.1,1.0,98.5,0.4,2.2,34.8,42.7,20.2,00110
48.0,76.0,XX.0,XXX,XX,01,  Nikli Upazila,26000,0.6,3.0,95.7,0.7,3.1,21.5,68.4,7.0,00110
48.0,76.0,76.0,XXX,XX,01,  Nikli Union,2927,1.1,4.6,93.0,1.3,6.1,66.1,24.1,3.7,00110
48.0,79.0,XX.0,XXX,XX,01,  Pakundia Upazila,50878,1.5,14.5,82.3,1.7,15.8,27.6,45.2,11.4,00110
48.0,92.0,XX.0,XXX,XX,01,  Tarail Upazila,32722,0.5,3.8,94.7,1.0,7.2,45.0,41.6,6.1,00110
48.0,92.0,94.0,XXX,XX,01,  Tarail Sachail Union,3425,1.1,3.8,93.0,2.2,4.8,50.7,36.2,8.3,00110
89.0,XX.0,XX.0,XXX,XX,01, Sherpur Zila,296638,0.8,4.8,91.9,2.5,10.8,37.6,41.2,10.4,00110
89.0,37.0,XX.0,XXX,XX,01,  Jhenaigati Upazila,39675,0.8,5.4,90.7,3.1,8.0,41.4,40.7,9.8,00110
89.0,37.0,25.0,XXX,XX,01,  Jhenaigati Union,7276,0.2,5.0,91.6,3.1,8.9,45.3,37.0,8.7,00110
89.0,67.0,XX.0,XXX,XX,01,  Nakla Upazila,39234,1.0,6.2,89.6,3.2,26.5,38.7,24.2,10.6,00110
89.0,70.0,XX.0,XXX,XX,01,  Nalitabari Upazila,58188,0.5,2.8,92.7,3.9,12.3,50.2,30.9,6.6,00110
89.0,88.0,XX.0,XXX,XX,01,  Sherpur Sadar Upazila,99499,0.9,5.6,91.9,1.6,7.0,30.9,47.9,14.2,00110
89.0,90.0,XX.0,XXX,XX,01,  Sreebardi Upazila,60042,0.8,4.1,93.6,1.5,7.2,33.2,51.4,8.2,00110
68.0,XX.0,XX.0,XXX,XX,01, Narsingdi Zila,377896,4.0,19.0,76.0,1.0,17.7,39.1,33.2,10.0,00110
68.0,7.0,XX.0,XXX,XX,01,  Belabo Upazila,37732,1.8,12.9,84.6,0.8,22.8,35.5,28.3,13.4,00110
68.0,7.0,13.0,XXX,XX,01,  Bajnaba Union,3660,1.1,7.1,91.5,0.2,28.6,42.1,17.4,11.9,00110
68.0,52.0,XX.0,XXX,XX,01,  Manohardi Upazila,58103,2.9,19.8,76.1,1.2,15.5,37.7,32.1,14.8,00110
68.0,52.0,33.0,XXX,XX,01,  Chandanbari Union,2867,2.3,23.4,73.8,0.5,21.7,27.3,42.8,8.2,00110
68.0,52.0,67.0,XXX,XX,01,  Kanchikata Union,5300,5.1,16.2,77.2,1.5,4.8,48.2,38.8,8.2,00110
68.0,52.0,94.0,XXX,XX,01,  Shukundi Union,4026,1.7,25.6,72.6,0.1,27.5,52.4,16.0,4.1,00110
68.0,60.0,XX.0,XXX,XX,01,  Narsingdi Sadar Upazila,97125,5.8,23.6,69.7,0.8,16.3,38.7,37.3,7.8,00110
68.0,60.0,25.0,XXX,XX,01,  Chinishpur Union,9877,18.9,42.8,38.1,0.2,37.0,43.0,19.0,1.0,00110
68.0,60.0,47.0,XXX,XX,01,  Kanthalia Union,7899,1.6,9.0,88.7,0.6,6.0,18.3,61.8,13.9,00110
68.0,60.0,53.0,XXX,XX,01,  Nuralla Pur U/C Union,4419,4.1,25.8,70.0,0.1,31.6,34.7,28.8,4.9,00110
68.0,60.0,59.0,XXX,XX,01,  Mahishasura Union,6408,3.2,17.8,78.3,0.7,10.5,36.6,37.2,15.7,00110
68.0,63.0,XX.0,XXX,XX,01,  Palash Upazila,24611,6.0,23.5,69.1,1.5,8.5,48.5,37.9,5.1,00110
68.0,63.0,15.0,XXX,XX,01,  Char Sindur Union,4279,13.4,24.4,60.6,1.5,15.0,36.6,42.8,5.5,00110
68.0,63.0,79.0,XXX,XX,01,  Jinardi Union,5234,6.9,18.8,73.3,1.0,1.8,52.6,42.5,3.0,00110
68.0,64.0,XX.0,XXX,XX,01,  Roypura Upazila,101008,2.5,13.7,83.0,0.8,19.7,37.7,30.8,11.8,00110
68.0,64.0,14.0,XXX,XX,01,  Alipura Union,2716,1.8,23.6,73.9,0.7,8.8,27.4,52.4,11.4,00110
68.0,64.0,74.0,XXX,XX,01,  Palashtali Union,5959,1.2,9.4,88.0,1.4,16.3,35.9,34.3,13.5,00110
68.0,76.0,XX.0,XXX,XX,01,  Shibpur Upazila,59317,5.3,21.7,71.4,1.5,19.5,41.9,33.0,5.6,00110
68.0,76.0,21.0,XXX,XX,01,  Baghaba Union,5872,3.8,18.8,76.5,1.0,24.3,40.9,26.4,8.4,00110
68.0,76.0,73.0,XXX,XX,01,  Masimpur Union,4816,8.0,24.9,66.9,0.2,21.7,51.9,19.6,6.8,00110
33.0,XX.0,XX.0,XXX,XX,01, Gazipur Zila,556863,7.2,38.7,52.8,1.4,26.0,51.9,19.4,2.8,00110
33.0,30.0,XX.0,XXX,XX,01,  Gazipur Sadar Upazila,269078,10.1,60.2,28.3,1.4,34.5,53.9,10.9,0.7,00110
33.0,32.0,XX.0,XXX,XX,01,  Kaliakair Upazila,72384,4.9,25.0,69.0,1.1,13.5,56.5,25.4,4.5,00110
33.0,32.0,66.0,XXX,XX,01,  Mouchak Union,21236,10.1,50.1,38.9,0.9,20.1,63.5,16.1,0.4,00110
33.0,32.0,76.0,XXX,XX,01,  Sreefaltali Union,3995,5.4,19.0,73.0,2.6,12.7,48.2,34.3,4.8,00110
33.0,34.0,XX.0,XXX,XX,01,  Kaliganj Upazila,47958,4.6,20.5,73.4,1.5,21.1,49.3,26.2,3.4,00110
33.0,36.0,XX.0,XXX,XX,01,  Kapasia Upazila,76605,3.6,12.8,82.1,1.4,18.2,38.5,35.7,7.5,00110
33.0,36.0,43.0,XXX,XX,01,  Kapasia Union,7013,8.3,15.7,75.2,0.8,35.0,41.3,20.5,3.2,00110
33.0,86.0,XX.0,XXX,XX,01,  Sreepur Upazila,90838,4.6,17.1,77.0,1.4,19.8,54.7,22.3,3.2,00110
90.0,XX.0,XX.0,XXX,XX,01, Sunamganj Zila,393203,5.2,10.2,80.1,4.5,5.7,23.4,57.8,13.1,00110
90.0,18.0,XX.0,XXX,XX,01,  Bishwambarpur Upazila,28712,0.7,6.1,78.1,15.1,3.0,19.1,62.6,15.3,00110
90.0,18.0,77.0,XXX,XX,01,  Palash Union,4953,1.1,5.9,76.6,16.4,1.3,21.8,66.0,10.9,00110
90.0,23.0,XX.0,XXX,XX,01,  Chhatak Upazila,57559,14.0,15.6,66.4,4.0,8.3,29.7,51.7,10.3,00110
90.0,23.0,13.0,XXX,XX,01,  Chhatak Union,1896,11.5,14.3,73.6,0.6,10.0,42.5,41.0,6.4,00110
90.0,23.0,47.0,XXX,XX,01,  Dakshin Islampur Union,4468,4.5,17.9,57.5,20.1,3.7,21.5,61.4,13.4,00110
90.0,23.0,76.0,XXX,XX,01,  Noarai Union,6143,6.6,13.4,68.1,11.9,2.7,13.5,51.4,32.3,00110
90.0,27.0,XX.0,XXX,XX,01,  Dakshin Sunamganj Upazila,31023,5.7,11.6,80.7,2.1,6.6,22.6,60.4,10.4,00110
90.0,27.0,33.0,XXX,XX,01,  Joykalas Union,5471,5.5,13.4,80.1,1.0,7.6,27.9,56.9,7.6,00110
90.0,29.0,XX.0,XXX,XX,01,  Derai Upazila,38449,2.9,9.3,85.0,2.7,3.4,27.5,55.9,13.2,00110
90.0,29.0,28.0,XXX,XX,01,  Derai Sarmangal Union,2603,0.8,6.0,93.0,0.3,0.0,5.8,83.0,11.2,00110
90.0,29.0,47.0,XXX,XX,01,  Karimpur Union,3455,3.4,11.7,78.5,6.5,9.2,30.6,48.4,11.8,00110
90.0,32.0,XX.0,XXX,XX,01,  Dharampasha Upazila,41537,0.5,2.7,89.3,7.4,2.9,17.7,66.5,12.9,00110
90.0,32.0,38.0,XXX,XX,01,  Dharmapasha Union,4389,0.4,3.6,93.1,2.9,3.3,30.6,48.3,17.8,00110
90.0,32.0,57.0,XXX,XX,01,  Madhyanagar Union,3295,0.4,1.9,97.1,0.6,3.8,8.4,80.1,7.7,00110
90.0,33.0,XX.0,XXX,XX,01,  Dowarabazar Upazila,39781,4.5,13.5,79.3,2.7,6.6,26.3,52.8,14.3,00110
90.0,33.0,27.0,XXX,XX,01,  Dakshin Dowarabazar Union,1523,2.1,11.0,83.3,3.6,11.0,19.8,51.0,18.2,00110
90.0,47.0,XX.0,XXX,XX,01,  Jagannathpur Upazila,35659,16.0,20.2,62.0,1.8,18.2,30.7,43.1,8.0,00110
90.0,50.0,XX.0,XXX,XX,01,  Jamalganj Upazila,28077,1.7,7.6,88.5,2.2,2.8,24.8,62.2,10.3,00110
90.0,50.0,67.0,XXX,XX,01,  Jamalganj Union,7847,1.9,9.0,87.4,1.7,2.2,23.3,69.1,5.4,00110
90.0,50.0,81.0,XXX,XX,01,  Sachna Bazar Union,4043,3.3,11.5,83.8,1.4,2.3,30.9,60.4,6.4,00110
90.0,86.0,XX.0,XXX,XX,01,  Sulla Upazila,19498,0.9,3.3,93.3,2.5,1.6,14.0,67.6,16.9,00110
90.0,86.0,47.0,XXX,XX,01,  Bahara Union,4293,1.0,4.8,93.3,0.9,0.6,8.2,65.3,25.9,00110
90.0,89.0,XX.0,XXX,XX,01,  Sunamganj Sadar Upazila,36764,2.2,11.2,84.7,1.9,3.8,22.2,59.7,14.3,00110
90.0,89.0,10.0,XXX,XX,01,  Aftabnagar Union,2991,3.8,15.5,79.4,1.3,4.0,44.7,40.6,10.6,00110
90.0,89.0,39.0,XXX,XX,01,  Lakshmansree Union,2388,2.1,13.3,84.1,0.5,2.5,32.7,48.6,16.2,00110
90.0,92.0,XX.0,XXX,XX,01,  Tahirpur Upazila,36144,0.6,5.0,87.2,7.2,1.7,14.8,62.8,20.7,00110
90.0,92.0,64.0,XXX,XX,01,  Tahirpur Union,1770,0.8,3.7,94.2,1.2,0.7,45.7,49.3,4.3,00110
36.0,XX.0,XX.0,XXX,XX,01, Habiganj Zila,345860,3.5,16.7,76.3,3.4,8.9,33.9,48.3,8.9,00110
36.0,2.0,XX.0,XXX,XX,01,  Ajmiriganj Upazila,18125,1.6,5.6,91.2,1.6,1.7,14.3,72.9,11.2,00110
36.0,2.0,13.0,XXX,XX,01,  Ajmiriganj Union,1383,3.4,8.6,81.5,6.5,2.7,36.1,52.5,8.7,00110
