ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Number of Households,Source of Drinking Water (%)-Tap,Source of Drinking Water (%)-Tube-Well,Source of Drinking Water (%)-Other,Electricity Connection (%),Housing Tenancy (%)-Owned,Housing Tenancy (%)-Rented,Housing Tenancy (%)-Rent free,check_var
18.0,7.0,15.0,XXX,XX,01,  Baradi Union,4545,0.1,98.0,1.8,59.1,97.3,0.1,2.7,00110
18.0,7.0,23.0,XXX,XX,01,  Bhangabaria Union,6119,0.6,96.5,3.0,58.6,99.0,0.3,0.7,00110
18.0,7.0,27.0,XXX,XX,01,  Chithla Union,4793,0.1,99.2,0.7,54.3,99.0,0.1,0.9,00110
18.0,7.0,47.0,XXX,XX,01,  Hardi Union,4287,0.1,98.7,1.1,56.7,99.0,0.3,0.7,00110
18.0,7.0,55.0,XXX,XX,01,  Jamjami Union,3206,0.1,98.4,1.6,29.3,98.7,0.0,1.3,00110
18.0,7.0,63.0,XXX,XX,01,  Jehala Union,2882,0.1,98.3,1.6,72.3,95.7,2.9,1.3,00110
18.0,7.0,79.0,XXX,XX,01,  Khaskara Union,5471,0.1,97.8,2.1,66.1,99.2,0.1,0.7,00110
18.0,7.0,87.0,XXX,XX,01,  Kumari Union,2572,0.0,97.8,2.2,68.3,98.0,0.0,2.0,00110
18.0,23.0,XX.0,XXX,XX,01,  Chuadanga Sadar Upazila,46179,0.4,97.5,2.1,56.6,96.6,0.7,2.7,00110
18.0,23.0,11.0,XXX,XX,01,  Alokdia Union,641,0.0,99.8,0.2,68.3,99.5,0.0,0.5,00110
18.0,23.0,47.0,XXX,XX,01,  Kutubpur Union,7896,0.4,98.7,0.9,68.7,95.9,1.5,2.6,00110
18.0,23.0,59.0,XXX,XX,01,  Mominpur Union,2347,0.0,97.3,2.7,69.4,96.9,0.2,2.9,00110
18.0,23.0,71.0,XXX,XX,01,  Shankar Chandra Union,10498,1.1,94.7,4.2,55.9,96.5,1.1,2.3,00110
18.0,23.0,83.0,XXX,XX,01,  Titudaha Union,9530,0.0,99.1,0.9,51.2,98.0,0.1,1.8,00110
18.0,31.0,XX.0,XXX,XX,01,  Damurhuda Upazila,55182,1.4,95.3,3.3,59.7,98.2,0.2,1.6,00110
18.0,31.0,11.0,XXX,XX,01,  Damurhuda Union,6513,8.8,89.1,2.1,65.5,98.7,0.2,1.1,00110
18.0,31.0,35.0,XXX,XX,01,  Howli Union,6602,0.2,98.2,1.7,56.8,97.3,0.1,2.5,00110
18.0,55.0,XX.0,XXX,XX,01,  Jiban Nagar Upazila,34353,0.1,97.8,2.1,49.7,97.2,0.3,2.5,00110
18.0,55.0,38.0,XXX,XX,01,  Banka Union,10392,0.1,97.3,2.5,46.1,98.5,0.2,1.3,00110
18.0,55.0,76.0,XXX,XX,01,  Uthali Union,10102,0.1,97.9,2.0,49.9,95.9,0.1,3.9,00110
65.0,XX.0,XX.0,XXX,XX,01, Narail Zila,136603,0.3,97.4,2.3,41.8,97.5,0.7,1.8,00110
65.0,28.0,XX.0,XXX,XX,01,  Kalia Upazila,40590,0.7,96.7,2.6,42.2,97.4,0.8,1.8,00110
65.0,28.0,14.0,XXX,XX,01,  Boranal Eliasabad Union,952,0.1,78.3,21.6,40.2,97.7,0.0,2.3,00110
65.0,28.0,71.0,XXX,XX,01,  Mauli Union,3543,0.0,97.7,2.3,38.8,97.7,0.6,1.7,00110
65.0,28.0,87.0,XXX,XX,01,  Peruli Union,4549,0.0,100.0,0.0,46.6,98.5,0.5,1.0,00110
65.0,28.0,95.0,XXX,XX,01,  Salamabad Union,1267,5.2,93.4,1.4,41.8,98.5,0.2,1.3,00110
65.0,52.0,XX.0,XXX,XX,01,  Lohagara Upazila,45249,0.1,98.2,1.7,40.6,97.6,0.7,1.7,00110
65.0,76.0,XX.0,XXX,XX,01,  Narail Sadar Upazila,50764,0.1,97.3,2.6,42.5,97.5,0.7,1.8,00110
44.0,XX.0,XX.0,XXX,XX,01, Jhenaidah Zila,355164,0.2,97.3,2.5,54.6,97.4,0.7,1.9,00110
44.0,14.0,XX.0,XXX,XX,01,  Harinakundu Upazila,41232,0.2,97.6,2.2,50.9,98.7,0.2,1.1,00110
44.0,14.0,31.0,XXX,XX,01,  Daulatpur Union,4480,0.2,97.1,2.7,29.7,99.0,0.1,1.0,00110
44.0,19.0,XX.0,XXX,XX,01,  Jhenaidah Sadar Upazila,82720,0.3,96.9,2.7,53.7,96.2,1.1,2.7,00110
44.0,19.0,73.0,XXX,XX,01,  Paglakanai Union,3815,0.7,96.9,2.5,70.2,86.2,9.5,4.3,00110
44.0,33.0,XX.0,XXX,XX,01,  Kaliganj Upazila,57161,0.2,96.7,3.1,49.0,97.1,0.6,2.3,00110
44.0,42.0,XX.0,XXX,XX,01,  Kotchandpur Upazila,26299,0.1,98.8,1.1,74.0,98.2,0.5,1.3,00110
44.0,71.0,XX.0,XXX,XX,01,  Maheshpur Upazila,73045,0.2,97.4,2.3,65.3,97.1,0.5,2.3,00110
44.0,80.0,XX.0,XXX,XX,01,  Shailkupa Upazila,74707,0.2,97.1,2.7,44.7,98.1,0.9,1.0,00110
41.0,XX.0,XX.0,XXX,XX,01, Jessore Zila,535337,0.6,97.3,2.1,55.4,92.9,2.1,5.0,00110
41.0,4.0,XX.0,XXX,XX,01,  Abhaynagar Upazila,40893,0.1,99.2,0.7,69.4,95.6,1.1,3.3,00110
41.0,9.0,XX.0,XXX,XX,01,  Bagherpara Upazila,47917,0.1,97.7,2.2,50.3,95.6,0.8,3.6,00110
41.0,11.0,XX.0,XXX,XX,01,  Chaugachha Upazila,51248,1.3,97.4,1.4,49.9,95.8,0.4,3.9,00110
41.0,23.0,XX.0,XXX,XX,01,  Jhikargachha Upazila,62135,0.6,97.5,1.9,59.6,96.1,0.7,3.3,00110
41.0,23.0,25.0,XXX,XX,01,  Bankra Union,4841,0.1,98.6,1.3,58.9,99.7,0.0,0.3,00110
41.0,23.0,35.0,XXX,XX,01,  Gadkhali Union,5672,0.5,96.0,3.5,67.0,93.5,2.6,3.8,00110
41.0,23.0,47.0,XXX,XX,01,  Jhikargachha Union,6107,0.1,99.7,0.3,54.5,95.6,0.4,3.9,00110
41.0,23.0,71.0,XXX,XX,01,  Panisara Union,4773,0.2,97.1,2.7,68.7,92.5,0.3,7.2,00110
41.0,38.0,XX.0,XXX,XX,01,  Keshabpur Upazila,54059,0.1,97.8,2.1,39.5,97.2,0.4,2.4,00110
41.0,38.0,28.0,XXX,XX,01,  Keshabpur Union,3508,0.1,99.5,0.4,51.9,98.3,0.2,1.5,00110
41.0,38.0,38.0,XXX,XX,01,  Majidpur Union,5342,0.2,95.9,3.9,38.2,99.1,0.2,0.7,00110
41.0,47.0,XX.0,XXX,XX,01,  Jessore Sadar Upazila,112052,0.8,96.7,2.5,64.7,87.0,7.1,5.9,00110
41.0,47.0,23.0,XXX,XX,01,  Chanchra Union,7880,0.2,96.6,3.3,69.4,89.7,3.0,7.3,00110
41.0,47.0,41.0,XXX,XX,01,  Fathehpur Union,8891,0.6,97.8,1.6,69.8,77.8,14.6,7.6,00110
41.0,61.0,XX.0,XXX,XX,01,  Manirampur Upazila,94056,0.2,98.0,1.8,51.0,91.4,0.5,8.1,00110
41.0,90.0,XX.0,XXX,XX,01,  Sharsha Upazila,72977,1.2,95.8,3.1,54.5,92.7,1.8,5.5,00110
41.0,90.0,86.0,XXX,XX,01,  Sharsha Union,9351,0.6,98.1,1.3,70.3,84.0,7.6,8.5,00110
1.0,XX.0,XX.0,XXX,XX,01, Bagerhat Zila,305173,2.5,63.6,33.8,36.3,96.3,1.7,2.0,00110
1.0,8.0,XX.0,XXX,XX,01,  Bagerhat Sadar Upazila,51987,2.4,91.6,6.0,52.0,94.2,3.3,2.5,00110
1.0,14.0,XX.0,XXX,XX,01,  Chitalmari Upazila,29893,0.2,91.5,8.3,35.0,97.5,1.5,1.0,00110
1.0,14.0,31.0,XXX,XX,01,  Chitalmari Union,5771,0.4,97.7,1.9,39.4,95.1,2.8,2.2,00110
1.0,34.0,XX.0,XXX,XX,01,  Fakirhat Upazila,26624,0.2,98.8,1.0,51.1,96.1,1.9,2.0,00110
1.0,34.0,10.0,XXX,XX,01,  Bahirdia Mansa Union,1072,0.0,100.0,0.0,67.5,97.0,0.4,2.6,00110
1.0,34.0,31.0,XXX,XX,01,  Fakirhat Union,4373,0.5,98.9,0.6,50.9,97.0,1.6,1.4,00110
1.0,34.0,52.0,XXX,XX,01,  Mulghar Union,2255,0.0,100.0,0.0,69.5,94.5,1.3,4.3,00110
1.0,34.0,63.0,XXX,XX,01,  Naldha Maubhog Union,2659,0.6,95.8,3.6,51.8,95.8,1.6,2.7,00110
1.0,38.0,XX.0,XXX,XX,01,  Kachua Upazila,20869,2.2,59.4,38.4,32.2,97.4,1.6,1.0,00110
1.0,38.0,57.0,XXX,XX,01,  Kachua Union,1208,0.2,63.9,35.8,28.1,97.4,1.8,0.8,00110
1.0,56.0,XX.0,XXX,XX,01,  Mollahat Upazila,25775,0.1,96.9,2.9,47.6,98.2,0.6,1.3,00110
1.0,56.0,95.0,XXX,XX,01,  Udaypur Union,2150,0.0,92.0,7.9,47.1,98.9,0.3,0.8,00110
1.0,58.0,XX.0,XXX,XX,01,  Mongla Upazila,23297,0.5,5.9,93.5,31.8,90.8,4.0,5.2,00110
1.0,60.0,XX.0,XXX,XX,01,  Morrelganj Upazila,69188,2.7,28.7,68.6,26.1,98.1,0.6,1.3,00110
1.0,60.0,23.0,XXX,XX,01,  Baraikhali Union,5038,1.8,8.8,89.4,29.3,98.4,0.2,1.4,00110
1.0,73.0,XX.0,XXX,XX,01,  Rampal Upazila,37624,0.3,79.3,20.4,30.8,96.5,1.0,2.5,00110
1.0,73.0,83.0,XXX,XX,01,  Rampal Union,5432,0.0,94.5,5.5,38.8,96.5,1.9,1.6,00110
1.0,77.0,XX.0,XXX,XX,01,  Sarankhola Upazila,19916,19.1,22.3,58.6,17.8,97.1,1.0,1.9,00110
1.0,77.0,38.0,XXX,XX,01,  Khontakata Union,4817,4.1,56.4,39.5,19.2,97.3,0.1,2.6,00110
1.0,77.0,57.0,XXX,XX,01,  Royenda Union,3958,23.8,14.6,61.6,22.7,98.7,0.5,0.8,00110
55.0,XX.0,XX.0,XXX,XX,01, Magura Zila,178593,0.1,97.6,2.2,35.6,97.9,0.6,1.5,00110
55.0,57.0,XX.0,XXX,XX,01,  Magura Sadar Upazila,63968,0.2,97.0,2.7,34.4,97.2,0.6,2.2,00110
55.0,66.0,XX.0,XXX,XX,01,  Mohammadpur Upazila,42619,0.1,97.2,2.7,33.2,98.6,0.5,0.9,00110
55.0,66.0,52.0,XXX,XX,01,  Mohammadpur Union,3760,0.3,91.2,8.5,37.2,98.8,0.5,0.6,00110
55.0,85.0,XX.0,XXX,XX,01,  Shalikha Upazila,35225,0.1,98.0,1.9,38.4,97.9,0.6,1.6,00110
55.0,85.0,11.0,XXX,XX,01,  Arpara Union,4096,0.2,97.5,2.3,51.9,97.9,0.2,1.9,00110
55.0,85.0,59.0,XXX,XX,01,  Shalikha Union,3270,0.3,97.6,2.1,28.0,98.9,0.4,0.7,00110
55.0,95.0,XX.0,XXX,XX,01,  Sreepur Upazila,36781,0.1,98.8,1.1,37.6,98.1,0.8,1.1,00110
55.0,95.0,84.0,XXX,XX,01,  Sreepur Union,4230,0.0,99.3,0.7,45.9,95.9,0.6,3.5,00110
50.0,XX.0,XX.0,XXX,XX,01, Kushtia Zila,421496,0.3,97.1,2.6,61.6,96.7,1.6,1.7,00110
50.0,15.0,XX.0,XXX,XX,01,  Bheramara Upazila,40165,0.5,96.3,3.2,63.7,96.9,0.9,2.2,00110
50.0,15.0,27.0,XXX,XX,01,  Bahir Char Union,4521,1.1,95.3,3.6,73.9,93.4,3.2,3.5,00110
50.0,15.0,40.0,XXX,XX,01,  Chandgram Union,3111,1.1,97.2,1.7,60.1,97.8,1.0,1.2,00110
50.0,39.0,XX.0,XXX,XX,01,  Daulatpur Upazila,110618,0.4,96.4,3.2,55.2,96.1,2.2,1.6,00110
50.0,39.0,33.0,XXX,XX,01,  Daulatpur Union,7621,0.3,96.4,3.3,56.6,97.5,0.9,1.6,00110
50.0,39.0,61.0,XXX,XX,01,  Mathurapur Union,7195,1.0,94.6,4.4,58.9,96.7,1.5,1.8,00110
50.0,63.0,XX.0,XXX,XX,01,  Khoksa Upazila,26827,0.1,97.2,2.7,49.6,98.6,0.2,1.2,00110
50.0,63.0,71.0,XXX,XX,01,  Samaspur Union,2066,0.0,95.8,4.2,55.0,97.8,0.2,2.0,00110
50.0,71.0,XX.0,XXX,XX,01,  Kumarkhali Upazila,73678,0.1,96.4,3.4,60.8,98.1,0.4,1.5,00110
50.0,79.0,XX.0,XXX,XX,01,  Kushtia Sadar Upazila,95546,0.5,97.7,1.8,73.7,94.6,3.4,1.9,00110
50.0,79.0,50.0,XXX,XX,01,  Battail Union,9696,0.2,98.6,1.2,72.5,90.6,5.0,4.4,00110
50.0,94.0,XX.0,XXX,XX,01,  Mirpur Upazila,74662,0.1,98.2,1.7,59.5,97.9,0.3,1.8,00110
50.0,94.0,14.0,XXX,XX,01,  Amla Union,6175,0.1,99.3,0.6,48.9,96.8,0.3,2.9,00110
50.0,94.0,80.0,XXX,XX,01,  Poradaha Union,7744,0.1,98.1,1.7,68.9,96.1,0.9,3.0,00110
57.0,XX.0,XX.0,XXX,XX,01, Meherpur Zila,145631,0.4,96.2,3.4,58.1,96.6,0.3,3.1,00110
57.0,47.0,XX.0,XXX,XX,01,  Gangni Upazila,69866,0.2,96.2,3.5,56.6,96.4,0.3,3.3,00110
57.0,47.0,10.0,XXX,XX,01,  Bamandi Union,6102,0.3,95.3,4.4,68.1,95.5,1.7,2.8,00110
57.0,47.0,69.0,XXX,XX,01,  Roypur Union,4866,0.1,98.4,1.5,59.3,98.7,0.1,1.1,00110
57.0,60.0,XX.0,XXX,XX,01,  Mujib Nagar Upazila,22090,0.5,94.2,5.3,63.2,98.0,0.3,1.7,00110
57.0,60.0,28.0,XXX,XX,01,  Bagoan Union,7344,0.2,89.7,10.1,56.1,98.0,0.3,1.7,00110
57.0,87.0,XX.0,XXX,XX,01,  Meherpur Sadar Upazila,53675,0.5,97.1,2.4,58.0,96.4,0.3,3.3,00110
87.0,XX.0,XX.0,XXX,XX,01, Satkhira Zila,422470,2.8,81.3,15.9,38.2,97.6,0.9,1.5,00110
87.0,4.0,XX.0,XXX,XX,01,  Assasuni Upazila,59952,1.3,70.6,28.1,30.1,98.2,0.5,1.3,00110
87.0,4.0,17.0,XXX,XX,01,  Assasuni Union,3410,9.8,69.9,20.3,32.0,99.4,0.1,0.5,00110
87.0,25.0,XX.0,XXX,XX,01,  Debhata Upazila,29059,2.0,94.3,3.7,45.4,96.7,1.5,1.9,00110
87.0,25.0,15.0,XXX,XX,01,  Debhata Union,3195,0.1,97.0,2.9,30.5,97.0,0.2,2.9,00110
87.0,43.0,XX.0,XXX,XX,01,  Kalaroa Upazila,52180,0.3,98.0,1.8,41.6,98.0,0.6,1.4,00110
87.0,43.0,31.0,XXX,XX,01,  Helatala Union,4631,0.5,96.8,2.7,45.7,96.0,1.1,2.9,00110
87.0,47.0,XX.0,XXX,XX,01,  Kaliganj Upazila,60950,14.7,77.8,7.5,30.7,97.8,0.8,1.4,00110
87.0,47.0,13.0,XXX,XX,01,  Bhara Simla Union,4693,18.0,76.0,6.0,25.7,97.5,1.5,1.0,00110
87.0,47.0,55.0,XXX,XX,01,  Kushlia Union,3728,0.2,86.1,13.7,37.9,98.2,0.9,0.9,00110
87.0,47.0,63.0,XXX,XX,01,  Mathureshpur Union,5222,4.4,70.5,25.1,31.6,98.7,0.7,0.6,00110
87.0,47.0,94.0,XXX,XX,01,  Tarali Union,5258,12.6,85.2,2.2,23.2,97.8,0.3,1.9,00110
87.0,82.0,XX.0,XXX,XX,01,  Satkhira Sadar Upazila,82087,0.5,96.8,2.7,50.0,96.7,1.4,1.9,00110
87.0,86.0,XX.0,XXX,XX,01,  Shyamnagar Upazila,68193,0.8,42.5,56.7,28.4,97.4,0.5,2.1,00110
87.0,86.0,94.0,XXX,XX,01,  Shyamnagar Union,3068,0.1,48.1,51.8,29.3,97.2,1.4,1.4,00110
87.0,90.0,XX.0,XXX,XX,01,  Tala Upazila,70049,0.5,95.3,4.2,42.0,98.2,0.9,0.9,00110
87.0,90.0,87.0,XXX,XX,01,  Tala Union,5625,0.1,98.7,1.2,40.3,98.5,0.7,0.8,00110
42.0,XX.0,XX.0,XXX,XX,01, Jhalokati Zila,131951,0.3,93.1,6.6,43.6,97.6,1.1,1.2,00110
42.0,40.0,XX.0,XXX,XX,01,  Jhalokati Sadar Upazila,37667,0.0,98.3,1.6,44.3,97.6,0.8,1.6,00110
42.0,40.0,85.0,XXX,XX,01,  Ponabalia Union,3426,0.0,99.9,0.1,25.2,98.7,0.3,1.0,00110
42.0,43.0,XX.0,XXX,XX,01,  Kanthalia Upazila,28170,1.2,76.6,22.1,37.4,97.3,1.3,1.3,00110
42.0,43.0,63.0,XXX,XX,01,  Kanthalia Union,2467,0.0,99.4,0.5,42.3,98.8,0.4,0.8,00110
42.0,73.0,XX.0,XXX,XX,01,  Nalchity Upazila,35888,0.1,97.7,2.2,46.2,97.6,1.5,0.9,00110
42.0,84.0,XX.0,XXX,XX,01,  Rajapur Upazila,30226,0.1,96.3,3.6,45.3,98.1,1.0,1.0,00110
42.0,84.0,40.0,XXX,XX,01,  Mathbari Union,4457,0.1,95.4,4.6,38.7,94.7,4.4,0.9,00110
42.0,84.0,54.0,XXX,XX,01,  Rajapur Union,4753,0.0,99.8,0.1,43.8,99.1,0.2,0.7,00110
78.0,XX.0,XX.0,XXX,XX,01, Patuakhali Zila,300605,0.1,97.4,2.5,26.5,97.3,0.9,1.8,00110
78.0,38.0,XX.0,XXX,XX,01,  Bauphal Upazila,63988,0.1,97.4,2.5,36.2,97.9,1.4,0.7,00110
78.0,38.0,29.0,XXX,XX,01,  Bauphal Union,4452,0.1,94.1,5.8,33.0,99.1,0.7,0.3,00110
78.0,38.0,35.0,XXX,XX,01,  Daspara Union,3123,0.1,99.5,0.4,25.0,98.9,0.9,0.2,00110
78.0,52.0,XX.0,XXX,XX,01,  Dashmina Upazila,24224,0.1,94.4,5.4,10.7,99.0,0.4,0.7,00110
78.0,52.0,31.0,XXX,XX,01,  Banshbaria Union,3242,0.0,95.6,4.3,19.3,98.7,0.5,0.9,00110
78.0,52.0,52.0,XXX,XX,01,  Dashmina Union,2689,0.0,94.4,5.6,13.5,98.8,0.2,0.9,00110
78.0,55.0,XX.0,XXX,XX,01,  Dumki Upazila,12972,0.0,95.0,4.9,38.2,97.9,1.4,0.7,00110
78.0,55.0,93.0,XXX,XX,01,  Sreerampur Union,1319,0.1,96.8,3.1,48.0,98.9,0.8,0.3,00110
78.0,57.0,XX.0,XXX,XX,01,  Galachipa Upazila,73797,0.0,97.9,2.1,19.2,96.2,0.6,3.2,00110
78.0,57.0,50.0,XXX,XX,01,  Chiknikandi Union,3225,0.0,96.9,3.1,15.5,99.3,0.3,0.4,00110
78.0,57.0,67.0,XXX,XX,01,  Galachipa Union,3461,0.1,98.4,1.6,13.2,93.9,0.2,5.9,00110
78.0,66.0,XX.0,XXX,XX,01,  Kala Para Upazila,48772,0.0,99.0,0.9,26.4,95.5,1.1,3.4,00110
78.0,66.0,83.0,XXX,XX,01,  Tiakhali Union,1412,0.1,99.9,0.0,24.5,97.3,0.0,2.7,00110
78.0,76.0,XX.0,XXX,XX,01,  Mirzaganj Upazila,23124,0.2,96.6,3.2,31.1,98.9,0.6,0.5,00110
78.0,76.0,13.0,XXX,XX,01,  Amragachhia Union,4576,0.9,94.0,5.1,36.8,98.6,1.1,0.3,00110
78.0,76.0,27.0,XXX,XX,01,  Deuli Subidkhali Union,2449,0.0,93.0,7.0,25.3,98.2,0.2,1.6,00110
78.0,76.0,81.0,XXX,XX,01,  Mirzaganj Union,3406,0.1,98.9,0.9,30.0,99.4,0.2,0.4,00110
78.0,95.0,XX.0,XXX,XX,01,  Patuakhali Sadar Upazila,53728,0.1,97.7,2.2,27.3,98.1,0.7,1.2,00110
78.0,95.0,27.0,XXX,XX,01,  Jainkati Union,2766,0.0,99.7,0.3,32.3,98.3,0.8,0.8,00110
6.0,XX.0,XX.0,XXX,XX,01, Barisal Zila,398558,0.2,94.5,5.2,44.5,97.5,1.4,1.2,00110
6.0,2.0,XX.0,XXX,XX,01,  Agailjhara Upazila,30375,0.2,87.9,11.9,47.8,97.8,1.0,1.1,00110
6.0,2.0,15.0,XXX,XX,01,  Bakal Union,4981,0.0,74.4,25.6,41.0,97.3,1.4,1.3,00110
6.0,2.0,47.0,XXX,XX,01,  Gaila Union,5526,0.5,98.2,1.2,57.9,96.5,2.3,1.2,00110
6.0,3.0,XX.0,XXX,XX,01,  Babuganj Upazila,29429,0.6,97.3,2.2,61.1,96.2,3.1,0.8,00110
6.0,3.0,81.0,XXX,XX,01,  Rahmatpur Union,3297,0.7,96.4,2.9,69.3,90.4,8.4,1.3,00110
6.0,7.0,XX.0,XXX,XX,01,  Bakerganj Upazila,67141,0.1,97.7,2.2,43.9,97.8,1.3,0.8,00110
6.0,7.0,12.0,XXX,XX,01,  Bhar Pasha Union,3481,0.0,99.4,0.6,44.6,99.1,0.3,0.6,00110
6.0,7.0,94.0,XXX,XX,01,  Rangasree Union,7183,0.0,99.9,0.0,44.6,97.4,2.0,0.6,00110
6.0,10.0,XX.0,XXX,XX,01,  Banari Para Upazila,30241,0.1,99.2,0.7,42.7,96.9,1.2,1.9,00110
6.0,10.0,42.0,XXX,XX,01,  Chakhar Union,3248,0.0,99.2,0.8,69.2,96.3,1.2,2.5,00110
6.0,10.0,63.0,XXX,XX,01,  Salia Bakpur Union,3741,0.1,99.8,0.1,56.3,92.9,2.2,4.9,00110
6.0,32.0,XX.0,XXX,XX,01,  Gaurnadi Upazila,32107,0.1,98.0,1.9,51.4,98.0,1.2,0.8,00110
6.0,36.0,XX.0,XXX,XX,01,  Hizla Upazila,27434,0.3,86.5,13.2,38.6,98.1,0.9,1.0,00110
6.0,36.0,13.0,XXX,XX,01,  Bara Jalia Union,3568,0.0,96.6,3.4,40.0,99.3,0.2,0.5,00110
6.0,51.0,XX.0,XXX,XX,01,  Barisal Sadar Upazila,39714,0.3,95.7,4.1,53.9,97.0,1.9,1.1,00110
6.0,51.0,34.0,XXX,XX,01,  Char Baria Union,3951,0.2,98.0,1.8,76.9,93.0,6.4,0.7,00110
6.0,51.0,43.0,XXX,XX,01,  Char Kowa Union,4957,0.0,97.7,2.2,58.1,98.1,0.7,1.2,00110
6.0,62.0,XX.0,XXX,XX,01,  Mehendiganj Upazila,58055,0.3,91.7,7.9,23.5,96.9,1.1,2.0,00110
6.0,62.0,87.0,XXX,XX,01,  Mehendiganj Union,2347,0.3,97.7,2.0,24.1,92.2,0.6,7.3,00110
6.0,69.0,XX.0,XXX,XX,01,  Muladi Upazila,33821,0.4,91.1,8.4,46.9,98.5,0.6,0.9,00110
6.0,94.0,XX.0,XXX,XX,01,  Wazirpur Upazila,50241,0.1,96.7,3.2,48.7,97.7,1.4,0.9,00110
6.0,94.0,31.0,XXX,XX,01,  Guthia Union,5045,0.2,99.1,0.7,53.5,97.6,1.4,1.0,00110
6.0,94.0,84.0,XXX,XX,01,  Shikarpur Union,4246,0.0,100.0,0.0,59.3,95.3,3.6,1.1,00110
79.0,XX.0,XX.0,XXX,XX,01, Pirojpur Zila,214398,1.5,76.2,22.3,36.6,97.5,1.3,1.3,00110
79.0,14.0,XX.0,XXX,XX,01,  Bhandaria Upazila,28492,0.2,71.3,28.5,41.6,97.4,0.6,2.0,00110
79.0,14.0,11.0,XXX,XX,01,  Bhandaria Union,1151,0.2,91.4,8.4,53.0,97.9,0.3,1.7,00110
79.0,14.0,71.0,XXX,XX,01,  Nudmulla Union,4133,0.1,88.0,11.9,46.3,93.9,0.7,5.4,00110
79.0,47.0,XX.0,XXX,XX,01,  Kawkhali Upazila,13848,0.1,98.9,1.1,39.5,96.4,2.4,1.2,00110
79.0,47.0,15.0,XXX,XX,01,  Amrajuri Union,1336,0.0,97.8,2.2,25.2,98.8,0.0,1.2,00110
79.0,47.0,47.0,XXX,XX,01,  Kawkhali Union,4588,0.1,99.4,0.5,41.9,92.8,5.4,1.9,00110
79.0,58.0,XX.0,XXX,XX,01,  Mathbaria Upazila,54181,4.1,38.6,57.3,30.4,97.5,1.3,1.2,00110
79.0,58.0,60.0,XXX,XX,01,  Mathbaria Union,2690,3.6,51.4,45.0,35.0,98.7,0.3,1.0,00110
