ZL,UZ,UN/WA,MZ/MH,Vill,RMO,Administrative Unit Residence Community,Total Population,Type of disability (%)-All,Type of disability (%)-Speech,Type of disability (%)-Vision,Type of disability (%)-Hearing,Type of disability (%)-Physical,Type of disability (%)-Mental,Type of disability (%)-Autism
19,67,13,-9,-9,-9,Ward No-13 Total,18050,1.9,0.1,0.5,0.1,0.9,0.2,0.2
19,67,14,-9,-9,-9,Ward No-14 Total,10227,1.8,0.2,0.4,0.2,0.7,0.2,0.1
19,67,15,-9,-9,-9,Ward No-15 Total,10473,1.1,0.2,0.1,0.0,0.7,0.1,0.0
19,67,16,-9,-9,-9,Ward No-16 Total,11877,1.6,0.2,0.3,0.2,0.7,0.2,0.1
19,67,17,-9,-9,-9,Ward No-17 Total,12731,1.1,0.2,0.3,0.1,0.3,0.1,0.0
19,67,18,-9,-9,-9,Ward No-18 Total,15136,1.6,0.1,0.5,0.1,0.6,0.2,0.1
19,67,22,-9,-9,-9,Amratali Union Total,39618,2.5,0.2,0.4,0.2,1.4,0.3,0.1
19,67,51,-9,-9,-9,Dakshin Durgapur Union Total,53806,1.5,0.2,0.3,0.1,0.6,0.2,0.1
19,67,65,-9,-9,-9,Jagannathpur Union Total,53691,1.5,0.2,0.2,0.1,0.7,0.2,0.1
19,67,68,-9,-9,-9,Kalir Bazar Union Total,46376,1.7,0.2,0.5,0.1,0.7,0.2,0.1
19,67,68,-9,-9,1,  Kalir Bazar Union,41678,1.8,0.2,0.5,0.1,0.7,0.2,0.1
19,67,68,-9,-9,3,  Kalir Bazar Union,4698,1.1,0.2,0.2,0.0,0.4,0.2,0.1
19,67,90,-9,-9,-9,Panchthubi Union Total,48592,1.3,0.2,0.2,0.1,0.5,0.2,0.1
19,67,90,-9,-9,1,  Panchthubi Union,47616,1.3,0.2,0.2,0.1,0.5,0.2,0.1
19,67,90,-9,-9,3,  Panchthubi Union,976,0.8,0.4,0.0,0.1,0.3,0.0,0.0
19,67,94,-9,-9,-9,Uttar Durgapur Union Total,54913,1.3,0.2,0.3,0.1,0.5,0.2,0.1
19,67,94,-9,-9,3,  Uttar Durgapur Union,54913,1.3,0.2,0.3,0.1,0.5,0.2,0.1
19,67,98,-9,-9,-9,Comilla Cantt Total,12747,0.2,0.0,0.0,0.0,0.1,0.1,0.0
19,72,-9,-9,-9,-9,Laksam Upazila Total,294719,1.5,0.2,0.3,0.1,0.7,0.2,0.1
19,72,-9,-9,-9,1,  Laksam Upazila,224087,1.5,0.2,0.3,0.1,0.7,0.2,0.1
19,72,-9,-9,-9,2,  Laksam Upazila,70632,1.3,0.2,0.3,0.1,0.5,0.1,0.1
19,72,01,-9,-9,-9,Ward No-01 Total,8224,1.5,0.2,0.3,0.1,0.7,0.2,0.1
19,72,02,-9,-9,-9,Ward No-02 Total,6768,2.1,0.2,0.5,0.3,0.6,0.3,0.2
19,72,03,-9,-9,-9,Ward No-03 Total,5261,0.8,0.2,0.2,0.0,0.2,0.1,0.1
19,72,04,-9,-9,-9,Ward No-04 Total,7917,0.8,0.1,0.2,0.1,0.2,0.1,0.1
19,72,05,-9,-9,-9,Ward No-05 Total,9505,1.4,0.3,0.2,0.1,0.6,0.1,0.1
19,72,06,-9,-9,-9,Ward No-06 Total,8569,1.0,0.1,0.3,0.0,0.4,0.1,0.1
19,72,07,-9,-9,-9,Ward No-07 Total,8457,2.1,0.3,0.2,0.1,1.4,0.1,0.0
19,72,08,-9,-9,-9,Ward No-08 Total,9191,1.1,0.2,0.2,0.1,0.4,0.2,0.1
19,72,09,-9,-9,-9,Ward No-09 Total,6740,1.0,0.2,0.2,0.0,0.4,0.0,0.1
19,72,17,-9,-9,-9,Bakai Union Total,41069,1.4,0.2,0.2,0.1,0.6,0.2,0.1
19,72,35,-9,-9,-9,Gobindapur Union Total,27183,2.1,0.2,0.4,0.2,0.9,0.2,0.2
19,72,52,-9,-9,-9,Laksam Union Total,22135,2.0,0.2,0.7,0.1,0.8,0.2,0.0
19,72,63,-9,-9,-9,Mudafarganj Union Total,40652,2.2,0.2,0.2,0.1,1.3,0.2,0.1
19,72,77,-9,-9,-9,Kandirpar Union Total,38421,1.1,0.2,0.1,0.1,0.4,0.1,0.1
19,72,84,-9,-9,-9,Ajgara Union Total,29657,1.0,0.1,0.2,0.1,0.4,0.1,0.1
19,72,87,-9,-9,-9,Uttardah Union Total,24970,1.1,0.2,0.2,0.1,0.4,0.2,0.1
19,74,-9,-9,-9,-9,Manoharganj Upazila Total,244943,1.8,0.2,0.4,0.2,0.7,0.2,0.1
19,74,-9,-9,-9,1,  Manoharganj Upazila,243754,1.8,0.2,0.4,0.2,0.7,0.2,0.1
19,74,-9,-9,-9,3,  Manoharganj Upazila,1189,1.4,0.4,0.1,0.1,0.7,0.1,0.1
19,74,13,-9,-9,-9,Baishgaon Union Total,25091,2.1,0.3,0.6,0.1,0.8,0.2,0.1
19,74,13,-9,-9,1,  Baishgaon Union,23902,2.1,0.3,0.6,0.1,0.8,0.2,0.1
19,74,13,-9,-9,3,  Baishgaon Union,1189,1.4,0.4,0.1,0.1,0.7,0.1,0.1
19,74,17,-9,-9,-9,Bipulasar Union Total,24621,1.8,0.2,0.5,0.2,0.7,0.2,0.1
19,74,31,-9,-9,-9,Hasnabad Union Total,18774,1.1,0.2,0.2,0.1,0.5,0.1,0.1
19,74,42,-9,-9,-9,Jhalam (Uttar) Union Total,21266,1.8,0.2,0.3,0.2,0.8,0.2,0.1
19,74,45,-9,-9,-9,Jhalam (Dakshin) Union Total,21982,1.3,0.2,0.3,0.2,0.4,0.2,0.0
19,74,53,-9,-9,-9,Khila Union Total,22609,2.1,0.3,0.5,0.3,0.7,0.2,0.2
19,74,59,-9,-9,-9,Lakshmanpur Union Total,17761,1.3,0.3,0.2,0.1,0.4,0.2,0.1
19,74,63,-9,-9,-9,Maisatua Union Total,22402,2.2,0.2,0.5,0.2,0.9,0.2,0.2
19,74,70,-9,-9,-9,Nather Petua Union Total,22561,1.4,0.3,0.2,0.1,0.6,0.2,0.1
19,74,82,-9,-9,-9,Sarashpur Union Total,23795,1.5,0.2,0.4,0.2,0.5,0.1,0.1
19,74,94,-9,-9,-9,Uttar Hawla Union Total,24081,3.0,0.3,0.8,0.2,1.2,0.3,0.2
19,75,-9,-9,-9,-9,Meghna Upazila Total,112453,0.8,0.2,0.1,0.1,0.3,0.1,0.0
19,75,-9,-9,-9,1,  Meghna Upazila,106294,0.8,0.2,0.1,0.1,0.3,0.1,0.0
19,75,-9,-9,-9,3,  Meghna Upazila,6159,0.8,0.2,0.1,0.1,0.3,0.2,0.0
19,75,12,-9,-9,-9,Barakanda Union Total,23133,1.0,0.2,0.2,0.1,0.4,0.1,0.1
19,75,19,-9,-9,-9,Chandanpur Union Total,13301,0.6,0.2,0.1,0.0,0.2,0.1,0.0
19,75,21,-9,-9,-9,Chalibhanga Union Total,13133,0.8,0.2,0.1,0.0,0.3,0.1,0.0
19,75,43,-9,-9,-9,Gobindapur Union Total,20550,1.1,0.2,0.2,0.1,0.4,0.2,0.1
19,75,43,-9,-9,1,  Gobindapur Union,14391,1.2,0.2,0.2,0.1,0.4,0.1,0.1
19,75,43,-9,-9,3,  Gobindapur Union,6159,0.8,0.2,0.1,0.1,0.3,0.2,0.0
19,75,53,-9,-9,-9,Luter Char Union Total,12127,0.9,0.2,0.2,0.1,0.3,0.1,0.0
19,75,71,-9,-9,-9,Maniker Char Union Total,13918,0.7,0.2,0.1,0.0,0.3,0.1,0.0
19,75,95,-9,-9,-9,Radhanagar Union Total,16291,0.7,0.1,0.1,0.0,0.3,0.1,0.0
19,81,-9,-9,-9,-9,Muradnagar Upazila Total,523556,1.1,0.2,0.2,0.1,0.4,0.1,0.1
19,81,-9,-9,-9,1,  Muradnagar Upazila,490912,1.1,0.2,0.2,0.1,0.4,0.1,0.1
19,81,-9,-9,-9,3,  Muradnagar Upazila,32644,0.9,0.1,0.1,0.0,0.4,0.1,0.1
19,81,10,-9,-9,-9,Akubpur Union Total,34655,1.2,0.2,0.2,0.1,0.5,0.1,0.1
19,81,11,-9,-9,-9,Andikot Union Total,30068,0.9,0.3,0.1,0.0,0.3,0.1,0.0
19,81,13,-9,-9,-9,Purba Bangara Union Total,17506,1.0,0.2,0.1,0.1,0.4,0.1,0.1
19,81,18,-9,-9,-9,Paschim Bangara Union Total,19729,1.9,0.2,0.4,0.3,0.6,0.2,0.1
19,81,22,-9,-9,-9,Chapitala Union Total,15170,0.9,0.2,0.1,0.0,0.4,0.1,0.1
19,81,27,-9,-9,-9,Darora Union Total,17370,1.8,0.2,0.5,0.1,0.7,0.1,0.1
19,81,31,-9,-9,-9,Chhaliakandi Union Total,16853,0.9,0.1,0.2,0.0,0.4,0.1,0.0
19,81,36,-9,-9,-9,Dhamghar Union Total,37233,1.1,0.2,0.2,0.1,0.4,0.1,0.1
19,81,40,-9,-9,-9,Jahapur Union Total,30996,0.8,0.2,0.1,0.0,0.2,0.2,0.0
19,81,45,-9,-9,-9,Jatrapur Union Total,21186,1.4,0.2,0.3,0.2,0.5,0.1,0.1
19,81,49,-9,-9,-9,Kamalla Union Total,18793,1.1,0.2,0.2,0.1,0.5,0.1,0.1
19,81,54,-9,-9,-9,Muradnagar Union Total,37841,0.9,0.1,0.2,0.1,0.4,0.1,0.1
19,81,54,-9,-9,1,  Muradnagar Union,20723,0.9,0.1,0.2,0.1,0.3,0.1,0.1
19,81,54,-9,-9,3,  Muradnagar Union,17118,0.9,0.1,0.1,0.0,0.4,0.1,0.1
19,81,58,-9,-9,-9,Purba Nabipur Union Total,30896,0.7,0.2,0.1,0.1,0.2,0.1,0.1
19,81,63,-9,-9,-9,Paschim Nabipur Union Total,28326,0.8,0.1,0.1,0.1,0.3,0.1,0.2
19,81,63,-9,-9,1,  Paschim Nabipur Union,12800,0.7,0.1,0.1,0.1,0.3,0.0,0.1
19,81,63,-9,-9,3,  Paschim Nabipur Union,15526,0.9,0.1,0.1,0.1,0.3,0.1,0.2
19,81,67,-9,-9,-9,Paharpur Union Total,20008,1.7,0.3,0.3,0.2,0.5,0.3,0.1
19,81,72,-9,-9,-9,Babuti Para Union Total,22930,1.1,0.2,0.2,0.0,0.4,0.2,0.0
19,81,76,-9,-9,-9,Purba Purbadhair Union Total,15732,0.7,0.1,0.1,0.0,0.3,0.1,0.0
19,81,81,-9,-9,-9,Paschim Purbadhair Union Total,17244,0.8,0.1,0.1,0.1,0.4,0.1,0.0
19,81,85,-9,-9,-9,Uttar Ramchandrapur Union Total,19718,1.0,0.1,0.1,0.1,0.5,0.1,0.1
19,81,90,-9,-9,-9,Dakshin Ramchandrapur Union Total,17300,1.5,0.2,0.5,0.1,0.4,0.2,0.0
19,81,91,-9,-9,-9,Tanki Union Total,17946,0.6,0.2,0.1,0.1,0.2,0.1,0.1
19,81,94,-9,-9,-9,Sreekail Union Total,36056,1.7,0.2,0.4,0.2,0.6,0.2,0.0
19,87,-9,-9,-9,-9,Nangalkot Upazila Total,373987,1.6,0.3,0.3,0.1,0.6,0.2,0.1
19,87,-9,-9,-9,1,  Nangalkot Upazila,347268,1.6,0.3,0.3,0.1,0.6,0.2,0.1
19,87,-9,-9,-9,2,  Nangalkot Upazila,26719,1.3,0.2,0.2,0.1,0.5,0.2,0.1
19,87,01,-9,-9,-9,Ward No-01 Total,3014,1.9,0.2,0.3,0.3,0.6,0.3,0.1
19,87,02,-9,-9,-9,Ward No-02 Total,2852,1.3,0.2,0.1,0.1,0.5,0.3,0.1
19,87,03,-9,-9,-9,Ward No-03 Total,4882,0.9,0.1,0.1,0.1,0.5,0.1,0.1
19,87,04,-9,-9,-9,Ward No-04 Total,2661,1.0,0.2,0.2,0.1,0.4,0.1,0.1
19,87,05,-9,-9,-9,Ward No-05 Total,3415,0.6,0.3,0.1,0.1,0.0,0.1,0.0
19,87,06,-9,-9,-9,Ward No-06 Total,2993,1.1,0.2,0.2,0.0,0.4,0.1,0.2
19,87,07,-9,-9,-9,Ward No-07 Total,2266,3.5,0.4,0.4,0.5,1.6,0.6,0.0
19,87,08,-9,-9,-9,Ward No-08 Total,1634,2.1,0.2,0.2,0.2,0.9,0.5,0.1
19,87,09,-9,-9,-9,Ward No-09 Total,3002,0.5,0.3,0.0,0.0,0.2,0.0,0.0
19,87,11,-9,-9,-9,Adra Union Total,37610,2.2,0.3,0.7,0.2,0.7,0.2,0.2
19,87,17,-9,-9,-9,Bangodda Union Total,24580,1.3,0.1,0.3,0.1,0.5,0.2,0.1
19,87,34,-9,-9,-9,Bakshaganj Union Total,22675,2.0,0.3,0.3,0.3,0.7,0.3,0.2
19,87,43,-9,-9,-9,Dhalua Union Total,32378,2.0,0.4,0.5,0.1,0.8,0.3,0.0
19,87,51,-9,-9,-9,Daulkhar Union Total,42299,1.4,0.3,0.2,0.1,0.5,0.2,0.1
19,87,57,-9,-9,-9,Hesakhal Union Total,20478,1.1,0.2,0.2,0.1,0.4,0.2,0.1
19,87,60,-9,-9,-9,Jodda Union Total,41817,1.5,0.2,0.4,0.1,0.5,0.2,0.1
19,87,69,-9,-9,-9,Mokara Union Total,31908,1.4,0.3,0.2,0.1,0.5,0.2,0.1
19,87,73,-9,-9,-9,Mokrabpur Union Total,19561,1.3,0.2,0.2,0.1,0.5,0.2,0.1
19,87,80,-9,-9,-9,Peria Union Total,26952,1.4,0.3,0.3,0.1,0.5,0.2,0.1
19,87,86,-9,-9,-9,Roykot Union Total,39168,1.9,0.2,0.4,0.1,0.7,0.2,0.2
19,87,94,-9,-9,-9,Satbaria Union Total,7842,1.2,0.2,0.2,0.1,0.3,0.3,0.1
19,94,-9,-9,-9,-9,Titas Upazila Total,184617,1.3,0.2,0.3,0.1,0.5,0.1,0.1
19,94,-9,-9,-9,1,  Titas Upazila,181085,1.4,0.2,0.3,0.1,0.5,0.1,0.1
19,94,-9,-9,-9,3,  Titas Upazila,3532,1.0,0.1,0.2,0.1,0.4,0.1,0.1
19,94,10,-9,-9,-9,Balarampur Union Total,23965,1.4,0.2,0.2,0.1,0.6,0.1,0.1
19,94,17,-9,-9,-9,Bitikandi Union Total,26458,1.2,0.2,0.3,0.1,0.4,0.1,0.1
19,94,35,-9,-9,-9,Jagatpur Union Total,21030,1.9,0.2,0.6,0.3,0.6,0.2,0.1
19,94,45,-9,-9,-9,Jiarkandi Union Total,18388,1.4,0.2,0.4,0.1,0.5,0.2,0.1
19,94,62,-9,-9,-9,Kala Kandi Union Total,11668,0.9,0.3,0.2,0.1,0.2,0.1,0.1
19,94,67,-9,-9,-9,Karikandi Union Total,20656,1.1,0.1,0.2,0.0,0.5,0.2,0.1
19,94,67,-9,-9,1,  Karikandi Union,17124,1.1,0.1,0.2,0.0,0.5,0.2,0.1
19,94,67,-9,-9,3,  Karikandi Union,3532,1.0,0.1,0.2,0.1,0.4,0.1,0.1
19,94,69,-9,-9,-9,Majidpur Union Total,30401,1.4,0.3,0.3,0.1,0.4,0.2,0.1
19,94,77,-9,-9,-9,Narayandia Union Total,16575,0.9,0.2,0.2,0.1,0.3,0.1,0.1
19,94,85,-9,-9,-9,Satani Union Total,15476,1.7,0.3,0.3,0.1,0.7,0.1,0.1
12,-9,-9,-9,-9,-9,Brahmanbaria Zila Total,2840498,1.2,0.2,0.2,0.1,0.4,0.1,0.1
12,-9,-9,-9,-9,1, Brahmanbaria Zila,2392005,1.2,0.2,0.2,0.1,0.5,0.1,0.1
12,-9,-9,-9,-9,2, Brahmanbaria Zila,301852,1.0,0.2,0.1,0.1,0.4,0.1,0.1
12,-9,-9,-9,-9,3, Brahmanbaria Zila,146641,1.0,0.2,0.2,0.1,0.4,0.1,0.1
12,02,-9,-9,-9,-9,Akhaura Upazila Total,145215,1.3,0.2,0.2,0.1,0.5,0.1,0.1
12,02,-9,-9,-9,1,  Akhaura Upazila,108953,1.5,0.3,0.3,0.1,0.6,0.1,0.1
12,02,-9,-9,-9,2,  Akhaura Upazila,36262,0.8,0.1,0.1,0.1,0.4,0.1,0.0
12,02,01,-9,-9,-9,Ward No-01 Total,5137,0.9,0.2,0.1,0.1,0.4,0.1,0.0
12,02,02,-9,-9,-9,Ward No-02 Total,3181,0.9,0.2,0.0,0.0,0.5,0.1,0.0
12,02,03,-9,-9,-9,Ward No-03 Total,3334,1.0,0.2,0.1,0.1,0.2,0.4,0.0
12,02,04,-9,-9,-9,Ward No-04 Total,3830,0.6,0.1,0.1,0.1,0.2,0.1,0.0
12,02,05,-9,-9,-9,Ward No-05 Total,2958,0.5,0.1,0.0,0.0,0.2,0.1,0.1
12,02,06,-9,-9,-9,Ward No-06 Total,5800,1.0,0.1,0.2,0.1,0.5,0.1,0.0
12,02,07,-9,-9,-9,Ward No-07 Total,3767,0.6,0.1,0.1,0.0,0.3,0.1,0.0
12,02,08,-9,-9,-9,Ward No-08 Total,5158,0.7,0.1,0.0,0.0,0.4,0.1,0.0
12,02,09,-9,-9,-9,Ward No-09 Total,3097,1.1,0.2,0.1,0.1,0.4,0.2,0.2
12,02,19,-9,-9,-9,Dakshin Akhaura Union Total,10670,2.4,0.1,0.6,0.4,1.0,0.2,0.1
12,02,57,-9,-9,-9,Dharkhar Union Total,34221,1.7,0.3,0.2,0.1,0.8,0.1,0.1
12,02,76,-9,-9,-9,Maniand Union Total,24540,1.1,0.3,0.2,0.1,0.3,0.1,0.1
12,02,85,-9,-9,-9,Mogra Union Total,27571,0.9,0.3,0.1,0.1,0.3,0.1,0.1
12,02,90,-9,-9,-9,Uttar Akhaura Union Total,11951,1.7,0.2,0.5,0.2,0.7,0.1,0.0
12,04,-9,-9,-9,-9,Banchharampur Upazila Total,298430,1.2,0.2,0.2,0.1,0.4,0.2,0.1
12,04,-9,-9,-9,1,  Banchharampur Upazila,279809,1.2,0.2,0.2,0.1,0.4,0.2,0.1
12,04,-9,-9,-9,3,  Banchharampur Upazila,18621,0.8,0.1,0.1,0.1,0.3,0.1,0.1
12,04,14,-9,-9,-9,Ayubpur Union Total,21157,1.2,0.2,0.2,0.1,0.4,0.3,0.1
12,04,23,-9,-9,-9,Dariadaulat Union Total,25384,1.6,0.3,0.4,0.2,0.4,0.2,0.1
12,04,30,-9,-9,-9,Pahariakandi Union Total,15201,1.1,0.2,0.2,0.1,0.3,0.2,0.1
12,04,36,-9,-9,-9,Saifullakandi Union Total,25271,1.4,0.3,0.2,0.1,0.5,0.2,0.1
12,04,45,-9,-9,-9,Rupasdi Union Total,20909,0.8,0.1,0.1,0.1,0.3,0.1,0.1
12,04,54,-9,-9,-9,Manikpur Union Total,22691,1.0,0.1,0.2,0.1,0.4,0.1,0.1
12,04,59,-9,-9,-9,Darikandi Union Total,14272,1.3,0.3,0.2,0.0,0.5,0.2,0.1
12,04,68,-9,-9,-9,Fardabad Union Total,21952,1.1,0.2,0.3,0.1,0.4,0.1,0.1
12,04,77,-9,-9,-9,Ujan Char Union Total,20635,1.5,0.3,0.2,0.1,0.6,0.2,0.1
12,04,81,-9,-9,-9,Salimabad Union Total,32316,1.3,0.2,0.3,0.2,0.3,0.2,0.0
12,04,83,-9,-9,-9,Sonarampur Union Total,26930,0.8,0.1,0.2,0.1,0.3,0.1,0.1
12,04,88,-9,-9,-9,Tezkhali Union Total,21893,1.2,0.2,0.2,0.1,0.5,0.1,0.0
12,04,94,-9,-9,-9,Banchharampur Union Total,29819,0.9,0.1,0.1,0.1,0.3,0.1,0.1
12,04,94,-9,-9,1,  Banchharampur Union,11198,0.9,0.2,0.2,0.2,0.3,0.1,0.0
12,04,94,-9,-9,3,  Banchharampur Union,18621,0.8,0.1,0.1,0.1,0.3,0.1,0.1
12,07,-9,-9,-9,-9,Bijoynagar Upazila Total,257247,1.2,0.2,0.2,0.1,0.4,0.1,0.1
12,07,-9,-9,-9,1,  Bijoynagar Upazila,249628,1.2,0.2,0.2,0.1,0.4,0.1,0.1
12,07,-9,-9,-9,3,  Bijoynagar Upazila,7619,0.9,0.2,0.2,0.1,0.3,0.0,0.0
12,07,28,-9,-9,-9,Budhanti Union Total,38126,1.2,0.2,0.3,0.1,0.4,0.1,0.1
12,07,32,-9,-9,-9,Chandura Union Total,30772,0.9,0.2,0.2,0.1,0.4,0.1,0.0
12,07,32,-9,-9,1,  Chandura Union,24904,1.0,0.2,0.2,0.1,0.4,0.1,0.0
12,07,32,-9,-9,3,  Chandura Union,5868,0.5,0.1,0.0,0.1,0.3,0.0,0.0
12,07,36,-9,-9,-9,Char Islmapur Union Total,16438,1.1,0.2,0.3,0.1,0.3,0.1,0.0
12,07,43,-9,-9,-9,Champaknagar Union Total,16388,1.1,0.2,0.1,0.1,0.4,0.1,0.1
12,07,52,-9,-9,-9,Dakshin Singerbil Union Total,27565,1.3,0.3,0.3,0.1,0.5,0.1,0.1
12,07,56,-9,-9,-9,Harashpur Union Total,33452,1.2,0.2,0.3,0.2,0.4,0.1,0.0
12,07,66,-9,-9,-9,Paharpur Union Total,35693,0.9,0.1,0.1,0.1,0.4,0.1,0.1
12,07,72,-9,-9,-9,Pattan Union Total,27833,1.1,0.2,0.2,0.0,0.5,0.1,0.1
12,07,91,-9,-9,-9,Uttar Ichhapur Union Total,14308,2.3,0.3,0.6,0.2,0.9,0.1,0.2
12,07,91,-9,-9,1,  Uttar Ichhapur Union,12557,2.4,0.3,0.6,0.3,0.9,0.1,0.2
12,07,91,-9,-9,3,  Uttar Ichhapur Union,1751,1.9,0.7,0.6,0.1,0.3,0.0,0.1
12,07,96,-9,-9,-9,Bishnupur Union Total,16672,1.2,0.2,0.1,0.2,0.5,0.2,0.0
12,13,-9,-9,-9,-9,Brahmanbaria Sadar Upazila Total,521994,1.1,0.2,0.2,0.1,0.4,0.1,0.1
12,13,-9,-9,-9,1,  Brahmanbaria Sadar Upazila,328180,1.2,0.2,0.2,0.1,0.5,0.1,0.1
12,13,-9,-9,-9,2,  Brahmanbaria Sadar Upazila,172017,0.8,0.1,0.1,0.0,0.3,0.1,0.1
12,13,-9,-9,-9,3,  Brahmanbaria Sadar Upazila,21797,1.3,0.3,0.2,0.1,0.5,0.2,0.0
12,13,01,-9,-9,-9,Ward No-01 Total,17514,0.6,0.1,0.1,0.1,0.2,0.2,0.0
12,13,02,-9,-9,-9,Ward No-02 Total,12633,0.8,0.1,0.0,0.1,0.4,0.1,0.1
12,13,03,-9,-9,-9,Ward No-03 Total,13651,0.9,0.2,0.1,0.1,0.4,0.1,0.0
12,13,04,-9,-9,-9,Ward No-04 Total,10230,1.2,0.2,0.2,0.0,0.4,0.2,0.2
12,13,05,-9,-9,-9,Ward No-05 Total,13093,0.5,0.2,0.0,0.0,0.2,0.1,0.0
12,13,06,-9,-9,-9,Ward No-06 Total,13195,0.8,0.2,0.0,0.0,0.3,0.1,0.1
12,13,07,-9,-9,-9,Ward No-07 Total,13421,0.8,0.2,0.1,0.1,0.3,0.1,0.1
12,13,08,-9,-9,-9,Ward No-08 Total,11540,0.6,0.1,0.0,0.0,0.2,0.1,0.1
12,13,09,-9,-9,-9,Ward No-09 Total,18530,0.8,0.2,0.1,0.0,0.2,0.2,0.1
12,13,10,-9,-9,-9,Ward No-10 Total,18584,0.4,0.1,0.0,0.0,0.2,0.0,0.1
12,13,11,-9,-9,-9,Ward No-11 Total,15884,0.9,0.1,0.1,0.1,0.4,0.1,0.0
12,13,12,-9,-9,-9,Ward No-12 Total,13742,1.1,0.1,0.2,0.1,0.4,0.2,0.1
12,13,17,-9,-9,-9,Basudeb Union Total,35873,1.9,0.3,0.4,0.2,0.8,0.2,0.1
12,13,48,-9,-9,-9,Dakshin Natai Union Total,29796,1.3,0.2,0.2,0.1,0.6,0.1,0.1
12,13,50,-9,-9,-9,Shuhilpur Union Total,42452,1.3,0.2,0.2,0.1,0.5,0.3,0.1
12,13,50,-9,-9,1,  Shuhilpur Union,32165,1.3,0.2,0.1,0.1,0.5,0.3,0.1
12,13,50,-9,-9,3,  Shuhilpur Union,10287,1.3,0.1,0.3,0.1,0.5,0.3,0.0
12,13,59,-9,-9,-9,Machhihata Union Total,40509,1.2,0.2,0.2,0.1,0.4,0.2,0.1
12,13,61,-9,-9,-9,Majlishpur Union Total,28847,1.0,0.2,0.1,0.1,0.4,0.1,0.1
12,13,81,-9,-9,-9,Purba Talsahar Union Total,25346,1.5,0.2,0.2,0.2,0.6,0.1,0.1
12,13,83,-9,-9,-9,Ramrail Union Total,32341,1.1,0.1,0.2,0.1,0.4,0.1,0.1
12,13,86,-9,-9,-9,Sadekpur Union Total,22722,1.2,0.3,0.2,0.1,0.4,0.1,0.1
12,13,88,-9,-9,-9,Sultanpur Union Total,32170,0.9,0.2,0.1,0.1,0.4,0.1,0.0
12,13,93,-9,-9,-9,Uttar Natai Union Total,34406,1.2,0.2,0.2,0.1,0.5,0.1,0.1
12,13,93,-9,-9,1,  Uttar Natai Union,22896,1.1,0.1,0.2,0.1,0.5,0.1,0.1
12,13,93,-9,-9,3,  Uttar Natai Union,11510,1.3,0.4,0.2,0.2,0.5,0.1,0.0
12,13,94,-9,-9,-9,Budhal Union Total,25515,1.1,0.3,0.2,0.1,0.3,0.1,0.1
12,33,-9,-9,-9,-9,Ashuganj Upazila Total,180654,1.0,0.2,0.1,0.1,0.4,0.1,0.1
12,33,-9,-9,-9,1,  Ashuganj Upazila,143905,1.0,0.2,0.1,0.1,0.4,0.1,0.1
12,33,-9,-9,-9,3,  Ashuganj Upazila,36749,1.0,0.2,0.1,0.1,0.4,0.1,0.1
12,33,12,-9,-9,-9,Araisidha Union Total,20727,1.2,0.2,0.1,0.1,0.5,0.1,0.1
12,33,12,-9,-9,1,  Araisidha Union,19692,1.1,0.2,0.1,0.2,0.4,0.1,0.1
12,33,12,-9,-9,3,  Araisidha Union,1035,2.3,0.0,0.2,0.0,1.4,0.5,0.3
12,33,14,-9,-9,-9,Ashugang Union Total,35110,0.9,0.2,0.1,0.1,0.4,0.1,0.1
12,33,14,-9,-9,1,  Ashugang Union,10707,1.1,0.3,0.1,0.1,0.4,0.1,0.1
12,33,14,-9,-9,3,  Ashugang Union,24403,0.8,0.2,0.1,0.1,0.3,0.1,0.1
12,33,26,-9,-9,-9,Char Chartala Union Total,25789,1.0,0.2,0.1,0.0,0.3,0.2,0.1
12,33,38,-9,-9,-9,Durgapur Union Total,34748,1.2,0.2,0.2,0.1,0.4,0.2,0.1
12,33,38,-9,-9,1,  Durgapur Union,23437,1.1,0.2,0.2,0.1,0.4,0.2,0.1
12,33,38,-9,-9,3,  Durgapur Union,11311,1.3,0.3,0.1,0.1,0.5,0.2,0.1
12,33,42,-9,-9,-9,Lalpur Union Total,18675,0.8,0.2,0.2,0.1,0.2,0.1,0.1
12,33,74,-9,-9,-9,Paschim Talsahar Union Total,23311,1.1,0.2,0.1,0.1,0.5,0.1,0.1
12,33,77,-9,-9,-9,Sharifpur Union Total,13545,1.0,0.1,0.1,0.1,0.4,0.1,0.0
12,33,83,-9,-9,-9,Tarua Union Total,8749,1.1,0.1,0.2,0.1,0.3,0.2,0.1
12,63,-9,-9,-9,-9,Kasba Upazila Total,319221,1.1,0.2,0.2,0.1,0.4,0.1,0.1
12,63,-9,-9,-9,1,  Kasba Upazila,278805,1.1,0.2,0.2,0.1,0.4,0.1,0.1
12,63,-9,-9,-9,2,  Kasba Upazila,40416,1.5,0.3,0.2,0.1,0.5,0.2,0.1
12,63,01,-9,-9,-9,Ward No-01 Total,3688,1.0,0.4,0.2,0.0,0.3,0.1,0.0
12,63,02,-9,-9,-9,Ward No-02 Total,5051,1.8,0.4,0.2,0.2,0.6,0.3,0.1
12,63,03,-9,-9,-9,Ward No-03 Total,3377,1.2,0.3,0.1,0.2,0.2,0.2,0.2
12,63,04,-9,-9,-9,Ward No-04 Total,4456,1.6,0.1,0.2,0.1,0.8,0.2,0.2
